new,host,a,soa,status_code,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ns,txt,caa
,aspree-haven-01.erc.monash.edu,172.16.114.48,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.114.48,,,,
,aspree-haven-02.erc.monash.edu,172.16.115.191,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.115.191,,,,
,aspree-haven-03.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aspree-haven-04.erc.monash.edu,172.16.114.114,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.114.114,,,,
,aspree-haven-05.erc.monash.edu,"172.16.115.230, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.115.230,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
,aspree-haven-06.erc.monash.edu,172.16.114.142,,NOERROR,,,,,True,172.16.114.142,,,,
,aspree-haven-07.erc.monash.edu,"172.16.115.26, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.115.26,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,aspree-igv.erc.monash.edu,118.138.242.246,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aspree-ms13.erc.monash.edu,118.138.238.178,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aspree-ms2.erc.monash.edu,"118.138.239.134, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,aspree-ms3.erc.monash.edu,"118.138.236.186, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,aspree-ms4.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aspree-notebook.erc.monash.edu,118.138.241.32,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aspree-proxy.erc.monash.edu,"118.138.237.90, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,aspree-safehaven.erc.monash.edu,172.16.115.138,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.115.138,,,,
,aspree-seave.erc.monash.edu,118.138.234.49,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,assets.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,v=spf1 -all,
,assetstudio.monash.edu,"10.21.58.125, 10.21.61.115","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,"prd-waf-assetstudio.corp-iae.aws.monash.edu, prd-waf01-gw01-prv.corp-iae.aws.monash.edu, internal-prd-waf01-gw01-prvlb01-1648225738.ap-southeast-2.elb.amazonaws.com",,,True,"10.21.58.125, 10.21.61.115",,,,
,astro.monash.edu,52.63.97.197,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2406:da1c:804:db00:ab5b:301f:2d1a:d6b4,,,,,,,,v=spf1 -all,
,at.monash.edu,13.111.44.125,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,87wbzrpp3qmc951yfm28drdmw535fwwv,"quovadisglobal.com, digicert.com, sectigo.com, mailto:cert-request-l@monash.edu"
,ata-idmqa.monash.edu,10.21.8.30,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.21.8.30,,,,
,ataxia-01.erc.monash.edu,118.138.234.9,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,ataxia.erc.monash.edu,118.138.234.9,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,atr-gateway.erc.monash.edu,118.138.235.48,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,au-east-1.erc.monash.edu,130.194.249.42,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,au-east-2.erc.monash.edu,130.194.249.43,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,au-east-test.erc.monash.edu,130.194.249.65,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,au-east.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,aue.erc.monash.edu,118.138.243.209,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,ausroc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
,auth.duallock-npd.aws.monash.edu,"18.160.41.70, 18.160.41.64, 18.160.41.18, 18.160.41.48","ns-1308.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
,auto.ocio.monash.edu,"10.21.8.107, 10.21.5.115","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,internal-jenkins-ts-auto-alb-1179894205.ap-southeast-2.elb.amazonaws.com,,,True,"10.21.8.107, 10.21.5.115",,,,
,autoclone.erc.monash.edu,118.138.237.96,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,automation.mpc.monash.edu,172.16.176.131,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.176.131,,,,
,automation.ocio.monash.edu,"10.21.8.107, 10.21.5.115","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,internal-jenkins-ts-auto-alb-1179894205.ap-southeast-2.elb.amazonaws.com,,,True,"10.21.8.107, 10.21.5.115",,,,
,automation.ze.monash.edu,"172.16.118.42, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.118.42,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,autoscrub-qa.apps.monash.edu,"108.138.217.43, 108.138.217.94, 108.138.217.34, 108.138.217.7","ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,d2vjtex411qy3q.cloudfront.net,True,cloudfront,,,,"ns-1341.awsdns-39.org, ns-1843.awsdns-38.co.uk, ns-207.awsdns-25.com, ns-880.awsdns-46.net",,
,autoscrub-qa.physics.monash.edu,"52.222.236.77, 52.222.236.23, 52.222.236.114, 52.222.236.105","ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,d2vjtex411qy3q.cloudfront.net,True,cloudfront,,,,"ns-1341.awsdns-39.org, ns-1843.awsdns-38.co.uk, ns-207.awsdns-25.com, ns-880.awsdns-46.net",,
,autoscrub.apps.monash.edu,"52.222.236.77, 52.222.236.23, 52.222.236.105, 52.222.236.114","ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,d2vjtex411qy3q.cloudfront.net,True,cloudfront,,,,"ns-1341.awsdns-39.org, ns-1843.awsdns-38.co.uk, ns-207.awsdns-25.com, ns-880.awsdns-46.net",,
,autoscrub.physics.monash.edu,"108.138.189.60, 108.138.189.79, 108.138.189.109, 108.138.189.39","ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,d2vjtex411qy3q.cloudfront.net,True,cloudfront,,,,"ns-1341.awsdns-39.org, ns-1843.awsdns-38.co.uk, ns-207.awsdns-25.com, ns-880.awsdns-46.net",,
,avian-diversity.erc.monash.edu,"118.138.242.25, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
,awc-prd26.bpd.monash.edu,172.17.87.6,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.87.6,,,,
,awc-qat.bpd.monash.edu,172.17.17.131,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.17.131,,,,
,awc.bpd.monash.edu,172.17.87.6,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.87.6,,,,
,awc.fsd.monash.edu,172.17.87.6,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,awc.bpd.monash.edu,,,True,172.17.87.6,,,,
,aws-adc01.net.monash.edu,10.32.206.12,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.32.206.12,,,,
,aws-adc02.net.monash.edu,10.32.206.132,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.32.206.132,,,,
,aws-hec-splunk.ocio.monash.edu,"18.154.63.72, 18.154.63.124, 18.154.63.19, 18.154.63.43","ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:243d:e600:2:8266:3100:93a1, 2600:9000:243d:c00:2:8266:3100:93a1, 2600:9000:243d:4200:2:8266:3100:93a1, 2600:9000:243d:a600:2:8266:3100:93a1, 2600:9000:243d:7c00:2:8266:3100:93a1, 2600:9000:243d:3400:2:8266:3100:93a1, 2600:9000:243d:2800:2:8266:3100:93a1, 2600:9000:243d:3800:2:8266:3100:93a1",d3t2idrobib7ic.cloudfront.net,True,cloudfront,,,,"ns-1432.awsdns-51.org, ns-1832.awsdns-37.co.uk, ns-71.awsdns-08.com, ns-882.awsdns-46.net",,
,awx.erc.monash.edu,"172.16.213.54, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.213.54,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
,awx1.erc.monash.edu,172.16.213.54,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.213.54,,,,
,awx2.erc.monash.edu,172.16.208.237,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.208.237,,,,
,axm.med.monash.edu,130.194.20.185,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,axmfb.med.monash.edu,130.194.20.185,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,axmpm.med.monash.edu,130.194.20.185,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bard.infotech.monash.edu,10.24.1.211,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.1.211,,,,
,bard.monash.edu,"108.157.229.52, 108.157.229.8, 108.157.229.12, 108.157.229.105","ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d1id3o0xcx70gz.cloudfront.net,True,cloudfront,,,,"ns-1847.awsdns-38.co.uk, ns-56.awsdns-07.com, ns-576.awsdns-08.net, ns-1292.awsdns-33.org",,
,bard1.infotech.monash.edu,10.24.46.249,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.46.249,,,,
,bard1.monash.edu,"108.156.39.58, 108.156.39.94, 108.156.39.26, 108.156.39.43","ns-1332.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2171:2600:11:16f1:53c0:93a1, 2600:9000:2171:cc00:11:16f1:53c0:93a1, 2600:9000:2171:9200:11:16f1:53c0:93a1, 2600:9000:2171:4800:11:16f1:53c0:93a1, 2600:9000:2171:6a00:11:16f1:53c0:93a1, 2600:9000:2171:800:11:16f1:53c0:93a1, 2600:9000:2171:5000:11:16f1:53c0:93a1, 2600:9000:2171:fe00:11:16f1:53c0:93a1",d1xss9mmb9pjrj.cloudfront.net,True,cloudfront,,,,"ns-977.awsdns-58.net, ns-1332.awsdns-38.org, ns-1683.awsdns-18.co.uk, ns-469.awsdns-58.com",,
,bastion1.erc.monash.edu,118.138.238.50,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bastion3.erc.monash.edu,118.138.246.73,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bastion4.erc.monash.edu,118.138.237.72,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bastion6.erc.monash.edu,"118.138.235.119, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns5.its.monash.edu, ns4.its.monash.edu",,
,bastionhub.erc.monash.edu,45.60.40.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,varsxn9.x.incapdns.net,True,incapsula,,,,,,
,bastionx.erc.monash.edu,118.138.245.30,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bbb.eassessment-npd.aws.monash.edu,13.238.110.163,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,letsencrypt.org
,bbbtest.eassessment-npd.aws.monash.edu,3.24.147.161,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,letsencrypt.org
,bcca-safehaven.erc.monash.edu,118.138.233.2,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bcgenome.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bcgenome2.erc.monash.edu,118.138.235.212,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bcinsight.erc.monash.edu,118.138.233.212,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bckonline.erc.monash.edu,45.60.34.202,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,uhwbvn5.impervadns.net,True,incapsula,,,,,,
,beest.infotech.monash.edu,"130.194.20.243, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,beims-dev-api.monash.edu,"18.154.63.23, 18.154.63.58, 18.154.63.94, 18.154.63.97","ns-153.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:243d:5600:1a:1240:c0c0:93a1, 2600:9000:243d:ea00:1a:1240:c0c0:93a1, 2600:9000:243d:a600:1a:1240:c0c0:93a1, 2600:9000:243d:400:1a:1240:c0c0:93a1, 2600:9000:243d:e600:1a:1240:c0c0:93a1, 2600:9000:243d:2a00:1a:1240:c0c0:93a1, 2600:9000:243d:800:1a:1240:c0c0:93a1, 2600:9000:243d:1c00:1a:1240:c0c0:93a1",die42464epnur.cloudfront.net,True,cloudfront,,,,"ns-1645.awsdns-13.co.uk, ns-1017.awsdns-63.net, ns-1030.awsdns-00.org, ns-153.awsdns-19.com",,
,beims-mrs-dev.ocio.monash.edu,130.194.21.66,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1::142,,,,,,,,,
,beims-mrs-prod.ocio.monash.edu,130.194.21.144,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1::190,,,,,,,,,
,beims-mrs-qat.ocio.monash.edu,"10.21.59.168, 10.21.60.255","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,internal-npd-waf01-gw01-prvlb01-1395692518.ap-southeast-2.elb.amazonaws.com,,,True,"10.21.59.168, 10.21.60.255",,,,
,beimscd-qat.bpd.monash.edu,172.16.112.97,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,fdfd:eb1a:eb10:7000:250:56ff:fe93:13c1,,,,True,"172.16.112.97, fdfd:eb1a:eb10:7000:250:56ff:fe93:13c1",,,,
,beimscd.bpd.monash.edu,172.16.112.11,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.112.11,,,,
,bennett.infotech.monash.edu,"130.194.76.10, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,bhgroup.eng.monash.edu,13.236.125.113,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bi-analytics.monash.edu,"13.211.50.90, 54.252.9.254","ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,prd-bi-analytics.corp-iae.aws.monash.edu,,,,,,,,
,bi-papm1-v02.ocio.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bi-prd.monash.edu,172.17.96.20,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.96.20,,,,
,bi-qa.monash.edu,172.16.221.193,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.221.193,,,,
,bi-qat-analytics.monash.edu,"54.153.189.7, 13.210.172.131","ns-1071.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,npd-bi-qat-analytics.corp-iae.aws.monash.edu,,,,,,,,
,bi-qat.monash.edu,"172.17.0.6, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1, fdfd:eb1a:eb11:0:250:56ff:feba:187e",,,,True,"172.17.0.6, fdfd:eb1a:eb11:0:250:56ff:feba:187e",,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",,
,bi.its.monash.edu,130.194.10.66,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bi.monash.edu,"172.16.220.193, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.220.193,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
,bidev.monash.edu,130.194.11.225,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bioapps.erc.monash.edu,"54.188.205.4, 52.42.20.197","ns-623.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,bioapps.us-west-2.elasticbeanstalk.com,,,,,,,,
,bioinformatics.erc.monash.edu,118.138.244.90,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bioinformatics3.erc.monash.edu,118.138.239.233,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bioinformaticslab.erc.monash.edu,118.138.241.188,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,biomate.erc.monash.edu,118.138.236.176,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,birdgen.erc.monash.edu,118.138.236.133,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bis.monash.edu,172.17.96.20,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.96.20,,,,
,bitbucket-dev.apps.monash.edu,130.194.22.193,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bitbucket-qat.apps.monash.edu,130.194.3.172,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bitbucket.apps.monash.edu,130.194.3.176,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,blendit.infotech.monash.edu,"52.222.236.73, 52.222.236.58, 52.222.236.37, 52.222.236.80","ns-1645.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2334:8e00:0:1d49:6140:93a1, 2600:9000:2334:5600:0:1d49:6140:93a1, 2600:9000:2334:9c00:0:1d49:6140:93a1, 2600:9000:2334:da00:0:1d49:6140:93a1, 2600:9000:2334:8200:0:1d49:6140:93a1, 2600:9000:2334:4000:0:1d49:6140:93a1, 2600:9000:2334:c400:0:1d49:6140:93a1, 2600:9000:2334:6400:0:1d49:6140:93a1",d2loudoarfrssl.cloudfront.net,True,cloudfront,,,,"ns-1645.awsdns-13.co.uk, ns-51.awsdns-06.com, ns-819.awsdns-38.net, ns-1330.awsdns-38.org",,
,blog.erc.monash.edu,118.138.243.227,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,blogpoc.apps.monash.edu,"34.196.53.177, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
,blogs.monash.edu,45.154.183.183,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
,blowie5.its.monash.edu,130.194.253.98,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:2890:215:17ff:fe5c:129d,,,,,,,,,
,blue.jmss.monash.edu,118.139.126.5,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,booklist-dev.apps.monash.edu,45.60.34.202,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,zfvwnsl.impervadns.net,True,incapsula,,,,,,
,booklist-uat.apps.monash.edu,45.60.34.202,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,zk339nj.impervadns.net,True,incapsula,,,,,,
,booklist.apps.monash.edu,45.60.34.202,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,b4sjmjd.x.incapdns.net,True,incapsula,,,,,,
,bootcamps.monash.edu,,"ns-827.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,monashbootcamp.com,,,,,,,,"amazon.com, quovadisglobal.com, letsencrypt.org, amazonaws.com, comodoca.com, awstrust.com, amazontrust.com, sectigo.com"
,bpd-app01-v20.ocio.monash.edu,10.24.133.181,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.133.181,,,,
,bpd-arch-nn02.mpc.monash.edu,172.17.17.131,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.17.131,,,,
,bpd-arch-pn01.mpc.monash.edu,172.17.87.6,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.87.6,,,,
,bpd-compass-v02.ocio.monash.edu,172.16.47.21,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.47.21,,,,
,bpd-defm-dt01.mpc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bpd-defm-nt02.mpc.monash.edu,172.17.24.4,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.24.4,,,,
,bpd-ecostux-v01.ocio.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,bpd-hoca-nn01.mpc.monash.edu,"172.17.28.13, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.17.28.13,,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",,
,bpd-hoca-nn02.mpc.monash.edu,172.17.28.12,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.28.12,,,,
,bpd-hoca-pt01.mpc.monash.edu,172.17.96.14,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.96.14,,,,
,bpd-jcam-pt01.mpc.monash.edu,172.17.80.167,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.80.167,,,,
,bpd-niag-pt01.mpc.monash.edu,172.17.80.143,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.80.143,,,,
,bpd-scada-tp01.mpc.monash.edu,172.17.80.146,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.80.146,,,,
,bpd-scada-tp02.mpc.monash.edu,172.17.80.145,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.80.145,,,,
,bpd-web13-v20.ocio.monash.edu,10.24.120.25,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.120.25,,,,
,bpdinduction.bpd.monash.edu,"172.16.112.29, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.112.29,,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",,
,bpdinduction.ocio.monash.edu,172.16.112.29,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.112.29,,,,
,brainpactorus-db.erc.monash.edu,"118.138.235.46, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
