input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,tech_,lines,content_type,cdn
pr582.preprod.lululemon.com,Access Denied,,280,pr582.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr582.preprod.lululemon.com,443,https://pr582.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr584.preprod.lululemon.com,Access Denied,,280,pr584.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr584.preprod.lululemon.com,443,https://pr584.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr587.preprod.lululemon.com,Access Denied,,280,pr587.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr587.preprod.lululemon.com,443,https://pr587.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr588.preprod.lululemon.com,Access Denied,,280,pr588.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr588.preprod.lululemon.com,443,https://pr588.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr589.preprod.lululemon.com,Access Denied,,280,pr589.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr589.preprod.lululemon.com,443,https://pr589.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr590.preprod.lululemon.com,Access Denied,,280,pr590.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr590.preprod.lululemon.com,443,https://pr590.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr593.preprod.lululemon.com,Access Denied,,280,pr593.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr593.preprod.lululemon.com,443,https://pr593.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr605.preprod.lululemon.com,Access Denied,,280,pr605.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr605.preprod.lululemon.com,443,https://pr605.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr607.preprod.lululemon.com,Access Denied,,280,pr607.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr607.preprod.lululemon.com,443,https://pr607.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr613.preprod.lululemon.com,Access Denied,,280,pr613.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr613.preprod.lululemon.com,443,https://pr613.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr615.preprod.lululemon.com,Access Denied,,280,pr615.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr615.preprod.lululemon.com,443,https://pr615.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr616.preprod.lululemon.com,Access Denied,,280,pr616.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr616.preprod.lululemon.com,443,https://pr616.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr619.preprod.lululemon.com,Access Denied,,280,pr619.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr619.preprod.lululemon.com,443,https://pr619.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr624.preprod.lululemon.com,Access Denied,,280,pr624.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr624.preprod.lululemon.com,443,https://pr624.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr627.preprod.lululemon.com,Access Denied,,280,pr627.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr627.preprod.lululemon.com,443,https://pr627.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr628.preprod.lululemon.com,Access Denied,,280,pr628.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr628.preprod.lululemon.com,443,https://pr628.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr629.preprod.lululemon.com,Access Denied,,280,pr629.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr629.preprod.lululemon.com,443,https://pr629.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr630.preprod.lululemon.com,Access Denied,,280,pr630.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr630.preprod.lululemon.com,443,https://pr630.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr637.preprod.lululemon.com,Access Denied,,280,pr637.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr637.preprod.lululemon.com,443,https://pr637.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr639.preprod.lululemon.com,Access Denied,,280,pr639.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr639.preprod.lululemon.com,443,https://pr639.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr64.preprod.lululemon.com,Access Denied,,279,pr64.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr64.preprod.lululemon.com,443,https://pr64.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr641.preprod.lululemon.com,Access Denied,,280,pr641.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr641.preprod.lululemon.com,443,https://pr641.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr642.preprod.lululemon.com,Access Denied,,280,pr642.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr642.preprod.lululemon.com,443,https://pr642.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr644.preprod.lululemon.com,Access Denied,,280,pr644.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr644.preprod.lululemon.com,443,https://pr644.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr646.preprod.lululemon.com,Access Denied,,280,pr646.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr646.preprod.lululemon.com,443,https://pr646.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr647.preprod.lululemon.com,Access Denied,,280,pr647.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr647.preprod.lululemon.com,443,https://pr647.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr648.preprod.lululemon.com,Access Denied,,280,pr648.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr648.preprod.lululemon.com,443,https://pr648.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr649.preprod.lululemon.com,Access Denied,,280,pr649.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr649.preprod.lululemon.com,443,https://pr649.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr650.preprod.lululemon.com,Access Denied,,280,pr650.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr650.preprod.lululemon.com,443,https://pr650.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr651.preprod.lululemon.com,Access Denied,,280,pr651.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr651.preprod.lululemon.com,443,https://pr651.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr652.preprod.lululemon.com,Access Denied,,280,pr652.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr652.preprod.lululemon.com,443,https://pr652.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr654.preprod.lululemon.com,Access Denied,,280,pr654.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr654.preprod.lululemon.com,443,https://pr654.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr656.preprod.lululemon.com,Access Denied,,280,pr656.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr656.preprod.lululemon.com,443,https://pr656.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr662.preprod.lululemon.com,Access Denied,,280,pr662.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr662.preprod.lululemon.com,443,https://pr662.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr664.preprod.lululemon.com,Access Denied,,280,pr664.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr664.preprod.lululemon.com,443,https://pr664.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr665.preprod.lululemon.com,Access Denied,,280,pr665.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr665.preprod.lululemon.com,443,https://pr665.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr671.preprod.lululemon.com,Access Denied,,280,pr671.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr671.preprod.lululemon.com,443,https://pr671.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr673.preprod.lululemon.com,Access Denied,,280,pr673.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr673.preprod.lululemon.com,443,https://pr673.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr676.preprod.lululemon.com,Access Denied,,280,pr676.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr676.preprod.lululemon.com,443,https://pr676.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr686.preprod.lululemon.com,Access Denied,,280,pr686.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr686.preprod.lululemon.com,443,https://pr686.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr687.preprod.lululemon.com,Access Denied,,280,pr687.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr687.preprod.lululemon.com,443,https://pr687.preprod.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
pr690.preprod.lululemon.com,Access Denied,,280,pr690.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr690.preprod.lululemon.com,443,https://pr690.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
pr691.preprod.lululemon.com,Access Denied,,280,pr691.preprod.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pr691.preprod.lululemon.com,443,https://pr691.preprod.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,HSTS,10,text/html,
