input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,final_url,tech_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,tls_expired,tls_self_signed,location
agridata.ec.europa.eu,Qlik Sense Hub,200,1862,agridata.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T16:49:45Z,2024-02-12T16:49:44Z,"CN=agridata.ec.europa.eu, O=Directorate-General for Agriculture and Rural Development, L=Brussels, ST=Brussels-Capital Region, C=BE",agridata.ec.europa.eu,Directorate-General for Agriculture and Rural Development,agridata.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,72c43e7e25b35331943e523161ec34f7,2024342d2debd310f46683679861af9d6e786f5f1f23ff41312e198b605f020e,ctls,agridata.ec.europa.eu,443,https://agridata.ec.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,13.95.216.63,/,1705089329,13.95.216.63,39,False,http-equiv=,https://agridata.ec.europa.eu/hub/,Microsoft HTTPAPI:2.0,,azure,True,,,,
ahp.eba.europa.eu,Citrix Gateway,200,49536,ahp.eba.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-13T18:07:02Z,2024-01-14T13:41:21Z,"CN=eportal.eba.europa.eu, O=European Banking Authority (EBA), L=Paris, ST=Île-de-France, C=FR",eportal.eba.europa.eu,European Banking Authority (EBA),eba.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,67b0398a9504c7c3e6aac61c2f32173a,d3658486ada4b362c36faa39ef2dcaadd97a23067cbfc2696d072cce6c239059,ctls,ahp.eba.europa.eu,443,https://ahp.eba.europa.eu:443,https,Apache,text/html,GET,195.94.71.19,/,12023395,195.94.71.19,846,False,,https://ahp.eba.europa.eu/logon/LogonPoint/index.html,HSTS,,,,,,,
aide.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aide.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
aideb.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aideb.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
aidecpre.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aidecpre.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
aided.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aided.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
aidef.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aidef.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
aideg.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aideg.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
aideh.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aideh.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
aidej.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aidej.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
aidek.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://aidek.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
alin.dev2aws.eea.europa.eu,,503,108,alin.dev2aws.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T08:07:31Z,2023-05-18T08:07:30Z,CN=riot.dev2aws.eea.europa.eu,riot.dev2aws.eea.europa.eu,,zotya.dev2aws.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,47c0062b82c2a8273f8e6cfe155a403b,d1dc90703a1458d1b54907e0f9f613147513627c190bd684057009651f77166f,ctls,alin.dev2aws.eea.europa.eu,443,https://alin.dev2aws.eea.europa.eu:443,https,,text/html,GET,52.211.199.223,/,1960059964,52.211.199.223,5,False,,,,,,,,,,
alma-auth.curia.europa.eu,BIG-IP logout page,200,5340,alma-auth.curia.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-30T00:00:00Z,2023-09-30T23:59:59Z,"CN=alma-auth.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",alma-auth.curia.europa.eu,Cour de Justice de l'Union Européenne,alma-auth.curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2bbbe97b6d1b133978834e865da529fb,0c888343dcb5f3f1dafba08af78cc202be3b607943483af0e425a74610614259,ctls,alma-auth.curia.europa.eu,443,https://alma-auth.curia.europa.eu:443,https,BigIP,text/html,GET,80.246.97.159,/,878647854,80.246.97.159,131,False,,https://alma-auth.curia.europa.eu/my.logout.php3?errorcode=19,F5 BigIP,,,,,,,
alma-test.curia.europa.eu,BIG-IP logout page,200,5341,alma-test.curia.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-05-11T23:59:59Z,"CN=alma-test.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",alma-test.curia.europa.eu,Cour de Justice de l'Union Européenne,alma-test.curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7e4481fed35542ce3634e69630d9864,78b22508394b1cea6e0e21d7f8a4af92556387c1d47853a60cff4fa94ed254e6,ctls,alma-test.curia.europa.eu,443,https://alma-test.curia.europa.eu:443,https,BigIP,text/html,GET,80.246.97.158,/,878647854,80.246.97.158,131,False,,https://alma-test.curia.europa.eu/my.logout.php3?errorcode=19,F5 BigIP,,,,,True,,
alumni.europa.eu,EU Alumni,200,37032,alumni.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-11-08T23:59:59Z,CN=alumni.europa.eu,alumni.europa.eu,,*.alumni.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0a57473706d3811fc962f310055d6f9b,021d7b69378f209f55dff6bce326aed39778ddb3981735d29bef8943c332aef2,ctls,alumni.europa.eu,443,https://alumni.europa.eu:443,https,Apache/2.4.54 (Debian),text/html,GET,52.48.30.180,/,2126690293,54.216.60.44,811,False,,,Yii,True,,,,,,
amora.europol.europa.eu,Bad Request,400,65,amora.europol.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-04T07:57:57Z,2023-11-05T07:57:56Z,CN=amora.europol.europa.eu,amora.europol.europa.eu,,vcop-bpl.europol.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,f0a34181c6da7ba22a6f21a31a3d0db3,349b1614c89b8358adc845d8550aeb7ff2212ded64a80de3dc0c2e60afd68f88,ctls,amora.europol.europa.eu,443,https://amora.europol.europa.eu:443,https,CE_E,text/html,GET,91.205.194.87,/,2024762623,91.205.194.87,1,False,,,HSTS,,,,,,,
analytics.enisa.europa.eu,403 Forbidden,403,321,analytics.enisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T12:22:02Z,2024-01-14T12:04:17Z,CN=*.enisa.europa.eu,*.enisa.europa.eu,,enisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,198523c289c537d1c8ce8deaa959df00,3aedec2411c2c10898fb80ce3640eaa928e950aa3fdedb3e6abe6169f1ae6306,ctls,analytics.enisa.europa.eu,443,https://analytics.enisa.europa.eu:443,https,Apache,text/html,GET,212.146.105.104,/,1493760859,212.146.105.104,11,False,,,HSTS,True,,,,,,
analytics.eulisa.europa.eu,,403,113,analytics.eulisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-15T08:50:58Z,2024-01-16T08:50:57Z,CN=eulisa.europa.eu,eulisa.europa.eu,,10.eulisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e45b8311323fa03f06d789fb957cbf35,a53ef2623d849358aedafa750c433d619405da515549923a51410f5c7eb54342,ctls,analytics.eulisa.europa.eu,443,https://analytics.eulisa.europa.eu:443,https,,text/html,GET,185.78.44.244,/,1875236724,185.78.44.244,10,False,,,,,,,,,,
antifraud-knowledge-centre.ec.europa.eu,Language selection | Anti-Fraud Knowledge Centre,200,8536,antifraud-knowledge-centre.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-23T00:00:00Z,2024-05-22T23:59:59Z,CN=antifraud-knowledge-centre.ec.europa.eu,antifraud-knowledge-centre.ec.europa.eu,,*.antifraud-knowledge-centre.ec.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2ac751fe64fa64f14a22683d4e76d8d0,62012738949d74b93243c9df160109f2042927366e6e00fd7c36cfd8168c7cb2,ctls,antifraud-knowledge-centre.ec.europa.eu,443,https://antifraud-knowledge-centre.ec.europa.eu:443,https,,text/html,GET,143.204.215.70,/,-1339584069,2600:9000:214f:5c00:a:b7e3:200:93a1,153,False,,https://antifraud-knowledge-centre.ec.europa.eu/select-language?destination=/node/1,PHP,True,cloudfront,True,,,,
api-dev.efsa.europa.eu,,404,54,api-dev.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T00:00:00Z,2023-10-25T23:59:59Z,CN=api-dev.efsa.europa.eu,api-dev.efsa.europa.eu,,api-dev.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",32919c2c9dbcade816198ada8ee97cb2,e7dfc6c7ad824b30e40dc1403c8ef4b8565054176adea135dee1d02f091e03d6,ctls,api-dev.efsa.europa.eu,443,https://api-dev.efsa.europa.eu:443,https,,application/json,GET,13.107.237.45,/,-326256188,2620:1ec:48:1::45,1,False,,,Azure Front Door,,,,,,,
api-test.efsa.europa.eu,,404,54,api-test.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T00:00:00Z,2023-10-25T23:59:59Z,CN=api-test.efsa.europa.eu,api-test.efsa.europa.eu,,api-test.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",bd818f048e830d4632bc0944d5aedf9e,34b290fb77c7d22c1e58c8c5631be071810449079899efb551e71229a43bac03,ctls,api-test.efsa.europa.eu,443,https://api-test.efsa.europa.eu:443,https,,application/json,GET,13.107.237.45,/,-326256188,2620:1ec:48:1::45,1,False,,,Azure Front Door,,,,,,,
api.consilium.europa.eu,data.consilium.eu,200,3696,api.consilium.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=*.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",*.consilium.europa.eu,Council of the European Union,consilium.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,157945646197abfb09b376dc550c6d75,4208adf5cb9941099e8ed10f7f6d22436d96c119a5b7e05c339cad7e0a9ca555,ctls,api.consilium.europa.eu,443,https://api.consilium.europa.eu:443,https,Microsoft-IIS/7.5,text/html,GET,170.255.252.60,/,2018589746,170.255.252.60,75,False,,,Windows Server,True,,,,,,
api.efsa.europa.eu,Service unavailable,503,1002,api.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-12T00:00:00Z,2023-10-12T23:59:59Z,CN=api.efsa.europa.eu,api.efsa.europa.eu,,api.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ac870d7be03ba73dd19a340062dbcbba,8647d25555231ec0f6d29239b92aee655f45f2def8efdda49d8fe859da138856,ctls,api.efsa.europa.eu,443,https://api.efsa.europa.eu:443,https,,text/html,GET,13.107.253.45,/,1852872946,2620:1ec:4f:1::45,1,False,,,Azure Front Door,,,,,,,
app.2019-2024.ep.europa.eu,,403,243,app.2019-2024.ep.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-24T11:11:05Z,2023-07-26T11:11:04Z,"CN=www.2019-2024.europarl.europa.eu, O=European Parliament, L=Luxembourg, ST=Luxembourg, C=LU",www.2019-2024.europarl.europa.eu,European Parliament,2019-2024.europarl.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6ae7ac99a2df7be1a808a96599a7bc08,2afc357b8d7c7732f6e76cc0d4f16bc6782a3caea253ce9ef5b831bb155009ba,ctls,app.2019-2024.ep.europa.eu,443,https://app.2019-2024.ep.europa.eu:443,https,AmazonS3,application/xml,GET,108.138.17.31,/,-1286565974,2600:9000:2491:d200:e:c1f9:3800:93a1,2,False,,,Amazon Web Services,,cloudfront,True,,,,
app.2019-2024.europarl.europa.eu,,403,243,app.2019-2024.europarl.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-24T11:11:05Z,2023-07-26T11:11:04Z,"CN=www.2019-2024.europarl.europa.eu, O=European Parliament, L=Luxembourg, ST=Luxembourg, C=LU",www.2019-2024.europarl.europa.eu,European Parliament,2019-2024.europarl.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6ae7ac99a2df7be1a808a96599a7bc08,2afc357b8d7c7732f6e76cc0d4f16bc6782a3caea253ce9ef5b831bb155009ba,ctls,app.2019-2024.europarl.europa.eu,443,https://app.2019-2024.europarl.europa.eu:443,https,AmazonS3,application/xml,GET,108.138.17.47,/,1959109597,2600:9000:2491:6c00:e:c1f9:3800:93a1,2,False,,,Amazon Web Services,,cloudfront,True,,,,
appf.europa.eu,APPF | European Parliament,200,9202,appf.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-04T14:41:02Z,2023-06-05T14:41:01Z,"CN=*.appf.europa.eu, O=European Parliament, L=Luxembourg, ST=Luxembourg, C=LU",*.appf.europa.eu,European Parliament,appf.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c3f5ebf224ba70a0f29255a1b8aafb4d,7dc6c1b1bb88352c1963ebe224cab0c54ab2b50e79ec42619894ec24230282b2,ctls,appf.europa.eu,443,https://appf.europa.eu:443,https,nginx,text/html,GET,136.173.69.97,/,-374980734,136.173.69.97,221,False,,https://appf.europa.eu/appf/,Nginx,True,,,,,,
appsso.eurostat.ec.europa.eu,Access Denied,403,730,appsso.eurostat.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T13:36:19Z,2024-04-01T13:36:18Z,"CN=*.eurostat.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",*.eurostat.ec.europa.eu,European Commission,eurostat.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b11268d37d9a4e6abdc91ccd3c56502a,062fb2e37490c7e1862325fb2b2314796e68cb8a520409fb8e25951f0438f250,ctls,appsso.eurostat.ec.europa.eu,443,https://appsso.eurostat.ec.europa.eu:443,https,,text/html,GET,147.67.210.54,/,1979594670,147.67.34.54,43,False,,,,True,,,,,,
arc.easo.europa.eu,Dashboard | EUAA Assessment of Reception Conditions,200,65181,arc.euaa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,arc.euaa.europa.eu,443,https://arc.easo.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,52.169.73.236,/,-20275242,52.169.73.236,1019,False,,https://arc.euaa.europa.eu/,Windows Server,True,azure,True,,,,
arc.euaa.europa.eu,Dashboard | EUAA Assessment of Reception Conditions,200,65181,arc.euaa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,arc.euaa.europa.eu,443,https://arc.euaa.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,20.67.177.250,/,-20275242,20.67.177.250,1019,False,,,Windows Server,True,,,,,,
art45-paediatric-studies-docs.ema.europa.eu,,500,59,art45-paediatric-studies-docs.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-10T23:59:59Z,"CN=eudralink.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",eudralink.ema.europa.eu,European Medicines Agency,eudralink.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,08a450e11779e92ad9643bd888da4acb,be4c72868e18701abca95950b226161d877181778f5ad4782f9e492b32d5fddd,ctls,art45-paediatric-studies-docs.ema.europa.eu,443,https://art45-paediatric-studies-docs.ema.europa.eu:443,https,,text/html,GET,195.144.18.87,/,-1553538376,195.144.18.87,1,False,,,,,,,True,,,
art45-paediatric-studies.ema.europa.eu,,500,59,art45-paediatric-studies.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-10T23:59:59Z,"CN=eudralink.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",eudralink.ema.europa.eu,European Medicines Agency,eudralink.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,08a450e11779e92ad9643bd888da4acb,be4c72868e18701abca95950b226161d877181778f5ad4782f9e492b32d5fddd,ctls,art45-paediatric-studies.ema.europa.eu,443,https://art45-paediatric-studies.ema.europa.eu:443,https,,text/html,GET,195.144.18.87,/,-1553538376,195.144.18.87,1,False,,,,,,,True,,,
astra.ecb.europa.eu,,200,1234,astra.ecb.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-19T11:33:50Z,2023-08-17T11:33:50Z,"CN=ASTRA.ECB.EUROPA.EU, O=European Central Bank, L=Frankfurt am Main, C=DE",ASTRA.ECB.EUROPA.EU,European Central Bank,DARWIN-ASTRA.ECB.EUROPA.EU,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",15f174ea51f26aa45236d9301542a45c,c04ee7df96e0a3fc44266bdb7cfcd25ee5949c9fd976ea7c2c58ee6ea7f9c4f0,ctls,astra.ecb.europa.eu,443,https://astra.ecb.europa.eu:443,https,nginx,text/html,GET,149.235.10.26,/,1274734426,149.235.10.26,34,False,,https://astra.ecb.europa.eu/users/#/signin,Nginx,,,,,,,
async.publications.europa.eu,Access Denied,403,642,async.publications.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-10T09:51:02Z,2023-07-12T09:51:01Z,"CN=async.publications.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",async.publications.europa.eu,European Commission,async.publications.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e3960a1b032f41b4092475d6021ffb37,29716087b907ae375965b12c47619bff3bf862b08eca8f376fd2d3404ea035af,ctls,async.publications.europa.eu,443,https://async.publications.europa.eu:443,https,,text/html,GET,147.67.36.13,/,-444315832,147.67.212.13,37,False,,,,,,,,,,
