input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,final_url,tech_,cdn_name,cdn,tls_self_signed,tls_expired,location
950506e1c59d40989b48afcff89ee124.waf.huaweicloud.com,未找到,404,2150,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.208.0/23,950506e1c59d40989b48afcff89ee124.waf.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,True,2017-08-17T01:41:51Z,2027-08-15T01:41:51Z,"O=Default Company Ltd, L=Default City, C=XX",,Default Company Ltd,,"O=Default Company Ltd, L=Default City, C=XX",,Default Company Ltd,ea37e19c758a66f7d20c17cf7c276c63,72233debaa9b5bebdad8ba027e3c345cfe28547e5d614b0d2e32f7f99d784b62,,ctls,950506e1c59d40989b48afcff89ee124.waf.huaweicloud.com,443,https://950506e1c59d40989b48afcff89ee124.waf.huaweicloud.com:443,https,text/html,GET,159.138.195.104,/,-684935588,159.138.195.110,1,False,,CloudWAF,,,,,True,,
99119a135fdf441a832c31d92e152568.waf.huaweicloud.com,,404,43,AS45090,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN,82.156.0.0/15,,,,,,,,,,,,,,,,,,,,,80,http://99119a135fdf441a832c31d92e152568.waf.huaweicloud.com:80,http,application/json,GET,82.157.14.15,/,133632729,82.157.14.15,1,False,,Tengine,,Tengine,,,,,
a.edoc-ae.huawei.com,404 Not Found,404,535,AS206204,UAE-HUAWEI,AE,185.193.152.0/23,a.edoc-ae.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,a.edoc-ae.huawei.com,443,https://a.edoc-ae.huawei.com:443,https,text/html,GET,185.193.152.190,/,1456319370,185.193.152.190,11,False,,,,,,,,,
a.edoc-au.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,a.edoc-au.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,a.edoc-au.huawei.com,443,https://a.edoc-au.huawei.com:443,https,text/html,GET,119.8.177.122,/,1456319370,119.8.177.122,11,False,,,,,,,,,
a.edoc-de.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,,,,,,,,,,,,,,,,,,,,,80,http://a.edoc-de.huawei.com:80,http,text/html,GET,14.137.139.193,/,1456319370,14.137.139.193,11,False,,,,,,,,,
a.edoc-hk.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,a.edoc-hk.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,a.edoc-hk.huawei.com,443,https://a.edoc-hk.huawei.com:443,https,text/html,GET,119.8.242.163,/,1456319370,119.8.242.163,11,False,,,,,,,,,
a.edoc-id.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.156.0/23,a.edoc-id.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,a.edoc-id.huawei.com,443,https://a.edoc-id.huawei.com:443,https,text/html,GET,14.137.157.198,/,1456319370,14.137.157.198,11,False,,,,,,,,,
a.edoc-in.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.208.0/23,a.edoc-in.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,a.edoc-in.huawei.com,443,https://a.edoc-in.huawei.com:443,https,text/html,GET,159.138.188.36,/,1456319370,159.138.188.36,11,False,,,,,,,,,
a.edoc-jp.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,,,,,,,,,,,,,,,,,,,,,80,http://a.edoc-jp.huawei.com:80,http,text/html,GET,14.137.153.200,/,1456319370,14.137.153.200,11,False,,,,,,,,,
a.edoc-mx.huawei.com,,200,94,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://a.edoc-mx.huawei.com:80,http,text/html,GET,110.238.88.209,/,1456319370,110.238.88.209,2,False,,,,,,,,,
a.edoc-my.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.161.0/24,a.edoc-my.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,a.edoc-my.huawei.com,443,https://a.edoc-my.huawei.com:443,https,text/html,GET,14.137.161.208,/,1456319370,14.137.161.208,11,False,,,,,,,,,
a.edoc-ng.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.176.0/20,a.edoc-ng.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,a.edoc-ng.huawei.com,443,https://a.edoc-ng.huawei.com:443,https,text/html,GET,14.137.173.200,/,1456319370,14.137.173.200,11,False,,,,,,,,,
a.edoc-sa.huawei.com,404 Not Found,404,535,AS35753,ITC ITC AS number,SA,164.215.40.0/21,a.edoc-sa.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,a.edoc-sa.huawei.com,443,https://a.edoc-sa.huawei.com:443,https,text/html,GET,164.215.46.41,/,1456319370,164.215.46.41,11,False,,,,,,,,,
a.edoc-sg.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,a.edoc-sg.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T13:53:49Z,2023-06-27T13:53:49Z,"CN=edoc-id.huawei.com, OU=BPIT & QM Dept, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",edoc-id.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-tr.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,0158c6e1c591b536b090257f1542909d,44baa5ad0c30dba8200392f46d2978d763745fc0f376d24e6a4568d190d7211f,,ctls,a.edoc-sg.huawei.com,443,https://a.edoc-sg.huawei.com:443,https,text/html,GET,119.8.177.143,/,1456319370,119.8.177.143,11,False,,,,,,,,,
a.edoc-uk.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,a.edoc-uk.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T03:21:37Z,2023-07-08T07:20:37Z,"CN=medcs.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",medcs.huawei.com,"Huawei Technologies Co., Ltd",a.edoc-pk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,3e4e5024bed66928a6fc269fd9810bfa,93b5aacb9d7cc57354c243ccd895269959ce7b0306cc05bff4054616ee6659e5,,ctls,a.edoc-uk.huawei.com,443,https://a.edoc-uk.huawei.com:443,https,text/html,GET,14.137.135.175,/,1456319370,14.137.135.175,11,False,,,,,,,,,
a.vmall.com,,200,2699,AS23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN,49.4.32.0/20,appgallery.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-24T07:21:02Z,2023-09-25T07:21:01Z,"CN=appgallery.cloud.huawei.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",appgallery.cloud.huawei.com,"Huawei Software Technologies Co., Ltd.",*.hicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,11b511342a07a29eae8488812f06955a,e8ca09a98fc84e4f8e4ccf65ff981cb5fb405d9f2ccd2d3c26467ec0078a73d1,True,ctls,appgallery.huawei.com,443,https://a.vmall.com:443,https,text/html,GET,49.4.39.46,/,-2005770557,121.36.118.247,65,False,https:,elb,https://appgallery.huawei.com/,HSTS,,,,,
abuy.vmall.com,华为商城,200,941,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,443,https://abuy.vmall.com:443,https,text/html,GET,121.36.78.108,/,-884776764,121.36.78.108,21,False,,elb,http://mw.vmall.com,,,,,,
account-intl.huaweicloud.com,,200,1005,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.64.0/22,account-intl.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,account-intl.huaweicloud.com,443,https://account-intl.huaweicloud.com:443,https,text/html,GET,159.138.16.122,/,-1526421427,159.138.80.134,1,False,,CloudWAF,https://account-intl.huaweicloud.com/usercenter/,HSTS,,,,,
account-ru1.huaweicloud.com,,200,2741,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.208.0/23,console-ru1.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,console-ru1.huaweicloud.com,443,https://account-ru1.huaweicloud.com:443,https,text/html,GET,159.138.195.51,/,752920738,159.138.195.51,85,False,,Web Server,https://console-ru1.huaweicloud.com/error/maintenance.html,HSTS,,,,,
account.huaweicloud.com,,200,1000,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,account.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,account.huaweicloud.com,443,https://account.huaweicloud.com:443,https,text/html,GET,117.78.12.122,/,-34557068,49.4.112.122,1,False,,CloudWAF,https://account.huaweicloud.com/usercenter/,HSTS,,,,,
account.jrzq.huaweicloud.com,Welcome to nginx!,200,612,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,account.jrzq.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-05-06T07:42:08Z,2023-06-07T07:42:07Z,"CN=*.jrzq.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd, OU=CloudBU SRE Dept, L=Nanjing, ST=Jiangsu, C=CN",*.jrzq.huaweicloud.com,"Huawei Software Technologies Co., Ltd",jrzq.huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5602222286f606e17793bdaa624646c0,2ea4d937e4ef37d6633dd55b7c733a52304a98b84e65fa985358928baf3d2936,True,ctls,account.jrzq.huaweicloud.com,443,https://account.jrzq.huaweicloud.com:443,https,text/html,GET,124.70.227.253,/,1506877856,124.70.227.253,26,False,,CloudWAF,,HSTS,,,,,
achievement-dre.things.hicloud.com,Error,403,544,AS6878,AS6878,DE,80.158.32.0/19,achievement-dre.things.hicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-26T07:48:56Z,2023-08-27T07:48:55Z,"CN=hihealthbase-drcn.things.dbankcloud.cn, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",hihealthbase-drcn.things.dbankcloud.cn,"Huawei Software Technologies Co., Ltd.",*.things.dbankcloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dbafbf74b457c43879fe323d24194630,e238e935cdafae6ecd0eae53d19f516ab64b234f0e6b3aa7b775e2d157c7332a,True,ctls,achievement-dre.things.hicloud.com,443,https://achievement-dre.things.hicloud.com:443,https,text/html,GET,80.158.41.130,/,-677019278,80.158.41.130,20,False,,elb,,,,,,,
activity-intl.huaweicloud.com,404-HUAWEI CLOUD,404,70681,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,activity.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,activity.huaweicloud.com,443,https://activity-intl.huaweicloud.com:443,https,text/html,GET,23.38.98.234,/,487724470,2a02:26f0:480:c::210:f18a,1340,False,,CloudWAF,https://activity.huaweicloud.com/intl/en-us/,,,,,,
activity.cdnsrc.huaweicloud.com,,404,48,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,activity.cdnsrc.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,activity.cdnsrc.huaweicloud.com,443,https://activity.cdnsrc.huaweicloud.com:443,https,text/html,GET,124.71.88.42,/,834205737,49.4.112.122,1,False,,CloudWAF,,,,,,,
activity.huaweicloud.com,云产品最新优惠活动_域名注册优惠促销_域名优惠购买-华为云,200,191412,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,activity.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,activity.huaweicloud.com,443,https://activity.huaweicloud.com:443,https,text/html,GET,2.17.100.195,/,1116814835,2a02:26f0:480:c::210:f18a,4382,False,,CloudWAF,,,,,,,
addr.vmall.com,302 Found,302,142,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,443,https://addr.vmall.com:443,https,text/html,GET,121.36.48.86,/,-884776764,121.36.48.86,8,False,,elb,http://addr.vmall.com,,,,,,http://addr.vmall.com
ads.huawei.com,,200,3971,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,ads.huawei.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-05-18T08:43:09Z,2023-06-19T08:43:08Z,"CN=ads.huawei.com, O=Huawei Software Technologies Co.\, Ltd., OU=Cloud Platform CDN Dept, L=Nanjing, ST=Jiangsu, C=CN",ads.huawei.com,"Huawei Software Technologies Co., Ltd.",ads.huawei.com.cn,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,811d2b88866a8c19fdf27be465a2652f,94a0d024fced985a8888f2441cce8178e5ec0bc9ff51be8bbb822190013a6827,,ctls,ads.huawei.com,443,https://ads.huawei.com:443,https,text/html,GET,23.213.161.213,/,1114301902,23.213.161.207,11,False,https://metrics5.data.hicloud.com:6447,,https://ads.huawei.com/usermgtportal/home/index.html#/,,,,,,
adx-dra.op.hicloud.com,Error,403,544,AS16509,AMAZON-02,US,18.66.144.0/22,adx-dra.op.hicloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-08-30T08:51:06Z,2023-10-01T08:51:05Z,"CN=www.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",www.hicloud.com,"Huawei Software Technologies Co., Ltd.",hicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1436ee229fc63e5eb5ab575ca1d4ab7f,ced42f188062de8c2319ae414632bb851ec698489c753ebb6d2b725a4dffb3cd,True,ctls,adx-dra.op.hicloud.com,443,https://adx-dra.op.hicloud.com:443,https,text/html,GET,18.66.147.82,/,-677019278,18.66.147.9,20,False,,,,Amazon Web Services,cloudfront,True,,,
aeasy.vmall.com,302 Found,302,142,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,443,https://aeasy.vmall.com:443,https,text/html,GET,121.36.48.86,/,-884776764,121.36.48.86,8,False,,elb,http://aeasy.vmall.com,,,,,,http://aeasy.vmall.com
af-east-201-console-dev.huaweicloud.com,,200,1004,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.176.0/20,af-east-201-console-dev.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,af-east-201-console-dev.huaweicloud.com,443,https://af-east-201-console-dev.huaweicloud.com:443,https,text/html,GET,14.137.169.33,/,-1006003647,14.137.169.33,1,False,,CloudWAF,https://af-east-201-console-dev.huaweicloud.com/console/,HSTS,,,,,
af-south-1-console-static.huaweicloud.com,,200,1005,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,console-intl.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,console-intl.huaweicloud.com,443,https://af-south-1-console-static.huaweicloud.com:443,https,text/html,GET,2.17.100.195,/,-1526421427,2a02:26f0:480:c::210:f18a,1,False,,CloudWAF,https://console-intl.huaweicloud.com/console/,HSTS,,,,,
af-south-1-console.huaweicloud.com,,200,1005,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.64.0/22,console-intl.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,console-intl.huaweicloud.com,443,https://af-south-1-console.huaweicloud.com:443,https,text/html,GET,159.138.44.235,/,-1526421427,159.138.44.235,1,False,,CloudWAF,https://console-intl.huaweicloud.com/console/,HSTS,,,,,
