input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_subject_org_,csp_domains_
089-v3-client.fitbit.com,404 Not Found,404,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,089-v3-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,089-v3-client.fitbit.com,cloudflare,443,https://089-v3-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,1494302000,104.16.66.50,Google Cloud CDN,8,False,True,,,
091-client.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,091-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,091-client.fitbit.com,cloudflare,443,https://091-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,566218143,104.16.65.50,Google Cloud CDN,14,False,True,,,
092-client.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://092-client.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,566218143,104.16.66.50,Google Cloud CDN,14,False,True,,,
092-v3-client.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,092-v3-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,092-v3-client.fitbit.com,cloudflare,443,https://092-v3-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,566218143,104.16.66.50,Google Cloud CDN,14,False,True,,,
093-client.fitbit.com,404 Not Found,404,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,093-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,093-client.fitbit.com,cloudflare,443,https://093-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,1494302000,104.16.65.50,Google Cloud CDN,8,False,True,,,
093-v3-client.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,093-v3-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,093-v3-client.fitbit.com,cloudflare,443,https://093-v3-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,566218143,104.16.66.50,Google Cloud CDN,14,False,True,,,
094-client.fitbit.com,404 Not Found,404,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://094-client.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,1494302000,104.16.66.50,Google Cloud CDN,8,False,True,,,
094-v3-client.fitbit.com,404 Not Found,404,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://094-v3-client.fitbit.com:80,http,cloudflare,text/html,GET,104.16.66.50,/,1494302000,104.16.65.50,Google Cloud CDN,8,False,True,,,
095-client.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,095-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,095-client.fitbit.com,cloudflare,443,https://095-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,566218143,104.16.66.50,Google Cloud CDN,14,False,True,,,
096-client.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,096-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,096-client.fitbit.com,cloudflare,443,https://096-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,566218143,104.16.65.50,Google Cloud CDN,14,False,True,,,
096-v3-client.fitbit.com,404 Not Found,404,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,096-v3-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,096-v3-client.fitbit.com,cloudflare,443,https://096-v3-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,1494302000,104.16.66.50,Google Cloud CDN,8,False,True,,,
098-client.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://098-client.fitbit.com:80,http,cloudflare,text/html,GET,104.16.66.50,/,566218143,104.16.65.50,Google Cloud CDN,14,False,True,,,
098-v3-client.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,098-v3-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,098-v3-client.fitbit.com,cloudflare,443,https://098-v3-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,566218143,104.16.66.50,Google Cloud CDN,14,False,True,,,
1.scale.fitbit.com,403 Forbidden,403,151,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,1.scale.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,1.scale.fitbit.com,cloudflare,443,https://1.scale.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,1210513009,104.16.65.50,Cloudflare,8,False,True,,,
1.scale.www.fitbit.com,403 Forbidden,403,151,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,1.scale.www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,1.scale.www.fitbit.com,cloudflare,443,https://1.scale.www.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,1210513009,104.16.66.50,Cloudflare,8,False,True,,,
17.scale.www.fitbit.com,,404,781,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://17.scale.www.fitbit.com:80,http,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,http://17.scale.www.fitbit.com/de/home,,
21.scale.www.fitbit.com,403 Forbidden,403,151,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,21.scale.www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,21.scale.www.fitbit.com,cloudflare,443,https://21.scale.www.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,1210513009,104.16.65.50,Cloudflare,8,False,True,,,
52.scale.www.fitbit.com,,404,779,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://52.scale.www.fitbit.com:80,http,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,http://52.scale.www.fitbit.com/de/home,,
53.scale.www.fitbit.com,403 Forbidden,403,553,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,53.scale.www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,53.scale.www.fitbit.com,cloudflare,443,https://53.scale.www.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-861110197,104.16.65.50,Cloudflare,14,False,True,,,
58.scale.www.fitbit.com,403 Forbidden,403,553,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,58.scale.www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,58.scale.www.fitbit.com,cloudflare,443,https://58.scale.www.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-861110197,104.16.65.50,Cloudflare,14,False,True,,,
63.scale.www.fitbit.com,403 Forbidden,403,553,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,63.scale.www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,63.scale.www.fitbit.com,cloudflare,443,https://63.scale.www.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-861110197,104.16.66.50,Cloudflare,14,False,True,,,
72.scale.www.fitbit.com,,404,779,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://72.scale.www.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,http://72.scale.www.fitbit.com/de/home,,
accounts.fitbit.com,Fitbit Accounts,200,10119,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,accounts.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,accounts.fitbit.com,cloudflare,443,https://accounts.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,1254007596,104.16.66.50,HSTS,33,False,True,,,https://rum-collector-2.pingdom.net
ajax.googleapis.com,Hosted Libraries  |  Google Developers,200,61019,AS15169,GOOGLE,US,142.250.82.0/24,developers.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,developers.google.com,,443,https://ajax.googleapis.com:443,https,Google Frontend,text/html,GET,142.250.74.202,/,302920777,2a00:1450:4001:828::200a,HTTP/3,1966,False,,https://developers.google.com/speed/libraries,,https://csp.withgoogle.com/csp/devsite/v2
alexa-skill-handler.fitbit.com,,400,,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,alexa-skill-handler.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-15T08:13:25Z,2023-06-13T09:05:39Z,CN=alexa-skill-handler.fitbit.com,alexa-skill-handler.fitbit.com,alexa-skill-handler.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,6dc05ebe892e9e976c230c2057232f5f,e2bc46e9266cd9a8bf69d311d8b7c26e90fe84086092e23bc11340e355311f15,,ctls,alexa-skill-handler.fitbit.com,google,443,https://alexa-skill-handler.fitbit.com:443,https,Google Frontend,text/html,GET,34.120.193.35,/,-1840324437,34.120.193.35,HTTP/3,1,False,True,,,
android-api.fitbit.com,,401,53,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,android-api.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,android-api.fitbit.com,cloudflare,443,https://android-api.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.66.50,/,-1803270082,104.16.65.50,Google Cloud CDN,1,False,True,,,
android-cdn-api.fitbit.com,,400,40,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://android-cdn-api.fitbit.com:80,http,cloudflare,text/plain,GET,104.16.65.50,/,1184824865,104.16.66.50,Google Cloud CDN,1,False,True,,,
android-cdn-client.fitbit.com,,400,40,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://android-cdn-client.fitbit.com:80,http,cloudflare,text/plain,GET,104.16.65.50,/,1184824865,104.16.66.50,Google Cloud CDN,1,False,True,,,
android-client.fitbit.com,,404,780,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,android-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,android-client.fitbit.com,cloudflare,443,https://android-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Java,32,False,True,https://android-client.fitbit.com/de/home,,
api-lb.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,api-lb.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,api-lb.fitbit.com,cloudflare,443,https://api-lb.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,566218143,104.16.65.50,Google Cloud CDN,14,False,True,,,
api.fitbit.com,,401,53,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,api.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,api.fitbit.com,cloudflare,443,https://api.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.66.50,/,-1803270082,104.16.65.50,Google Cloud CDN,1,False,True,,,
asset-service.fitbit.com,404 Not Found,404,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,asset-service.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,asset-service.fitbit.com,cloudflare,80,http://asset-service.fitbit.com:80,http,cloudflare,text/html,GET,104.16.66.50,/,566218143,104.16.65.50,Google Cloud CDN,14,False,True,https://asset-service.fitbit.com/,,
assets.fitbit.com,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://assets.fitbit.com:80,http,cloudflare,application/xml,GET,104.16.66.50,/,-750667243,104.16.65.50,Cloudflare,2,False,True,,,
assets.fitstar.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,assets.fitstar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:03:26Z,2023-07-17T12:03:25Z,CN=fitstar.com,fitstar.com,*.fitstar.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e03e56242e4a6e57a9abf2cee028c38c,157ac29692d2702d70fb9ed9ec2289f9a000146e5d14396070d94a2ca9cb8170,True,ctls,assets.fitstar.com,,443,https://assets.fitstar.com:443,https,sffe,text/html,GET,142.250.181.238,/,302920777,2a00:1450:4001:82f::200e,HTTP/3,12,False,,,,
badges.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,badges.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,badges.fitbit.com,cloudflare,443,https://badges.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.65.50,/,1864250944,104.16.66.50,Google Cloud CDN,2,False,True,,,
beta.fitbit.com,Fitbit Field Tester Sign-Up,200,17150,AS16509,AMAZON-02,US,44.235.216.0/24,beta.fitbit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-07T00:00:00Z,2023-07-22T23:59:59Z,CN=beta.fitbit.com,beta.fitbit.com,fieldtesting.fitbit.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,28363862de2336c340a099c0a9dc3fba,53964c725d3144778d3eac88e95f006307b85816bbfa5cd10c284ccc88965c33,,ctls,beta.fitbit.com,,443,https://beta.fitbit.com:443,https,,text/html,GET,44.228.18.102,/,-1854374129,44.236.62.150,HSTS,348,False,,https://beta.fitbit.com/welcome/,,https://*
bo.corp.fitbit.com,,400,,AS14618,AMAZON-AES,US,3.88.0.0/13,,,,,,,,,,,,,,,,,,,,,80,http://bo.corp.fitbit.com:80,http,,,GET,3.86.137.55,/,-1840324437,3.84.64.22,,1,False,,,,
boqas.corp.fitbit.com,,400,,AS14618,AMAZON-AES,US,3.88.0.0/13,,,,,,,,,,,,,,,,,,,,,80,http://boqas.corp.fitbit.com:80,http,,,GET,3.84.64.22,/,-1840324437,3.86.137.55,,1,False,,,,
cache.fitbit.com,,403,111,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cache.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,cache.fitbit.com,cloudflare,80,http://cache.fitbit.com:80,http,cloudflare,application/xml,GET,104.16.66.50,/,2028370544,104.16.65.50,Cloudflare,1,False,True,https://cache.fitbit.com:443/,,
canaryclient.fitbit.com,,404,782,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,canaryclient.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,canaryclient.fitbit.com,cloudflare,443,https://canaryclient.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,https://canaryclient.fitbit.com/de/home,,
canarymgmt.fitbit.com,403 Forbidden,403,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,canarymgmt.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,canarymgmt.fitbit.com,cloudflare,443,https://canarymgmt.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1561873722,104.16.66.50,Google Cloud CDN,8,False,True,,,
cdn.cookielaw.org,,400,351,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cdn.cookielaw.org,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=cookielaw.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cookielaw.org,*.cookielaw.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",37ab0e71043c8086e3dd0c243ddc96a0,5d2949ef89a4f8bcb4cd2993b031af4344263b2d584da9f9139d2aae7c6cbed2,True,ctls,cdn.cookielaw.org,cloudflare,443,https://cdn.cookielaw.org:443,https,cloudflare,application/xml,GET,104.19.187.97,/,-243802031,2606:4700::6813:bc61,HSTS,3,False,True,,"Cloudflare, Inc.",
