input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,lines,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
app1.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://app1.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,50.112.213.198,1,HSTS,,,,
app2-ap.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://app2-ap.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,13.127.42.112,1,HSTS,,,,
app2-eu.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://app2-eu.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,3.120.154.21,1,HSTS,,,,
app2.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://app2.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,54.187.145.150,1,HSTS,,,,
appcatalog.arubanetworks.com,Aruba | Enterprise Networking and Security Solutions,,458539,www.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.arubanetworks.com,443,https://appcatalog.arubanetworks.com:443,https,Apache,text/html,GET,18.208.237.48,72,WordPress,,Hewlett Packard Enterprise Company,,
arubapedia.arubanetworks.com,Submit Form,,1245,login-itg.ext.hpe.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,"CN=login-itg.it.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",login-itg.it.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,login-itg.ext.hpe.com,443,https://arubapedia.arubanetworks.com:443,https,,text/html,GET,104.36.248.211,24,HSTS,,Hewlett Packard Enterprise Company,,
arubaversity.arubanetworks.com,Home : Hewlett Packard Enterprise,,48110,arubaversity.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-15T00:00:00Z,CN=arubaversity.arubanetworks.com,arubaversity.arubanetworks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,arubaversity.arubanetworks.com,443,https://arubaversity.arubanetworks.com:443,https,Apache,text/html,GET,3.210.133.202,881,Stimulus,,,,
asc.arubanetworks.com,Home,,29328,asc.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,"CN=asc.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",asc.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asc.arubanetworks.com,443,https://asc.arubanetworks.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.176.1.23,476,Windows Server,,Hewlett Packard Enterprise Company,,
ase.arubanetworks.com,Aruba Solution Exchange (ASE),,6203,ase.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,"CN=ase.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",ase.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ase.arubanetworks.com,443,https://ase.arubanetworks.com:443,https,nginx,text/html,GET,104.36.248.175,113,Python,,Hewlett Packard Enterprise Company,,
asm-stg.arubanetworks.com,Service Insights,,637,asm-stg.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,"CN=asm-stg.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",asm-stg.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asm-stg.arubanetworks.com,443,https://asm-stg.arubanetworks.com:443,https,nginx/1.15.12,text/html,GET,3.209.241.138,1,Nginx:1.15.12,,Hewlett Packard Enterprise Company,,
asp-071018.develop.k8prod.getaws.arubanetworks.com,,,21,asp-071018.develop.k8prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:24:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-071018.develop.k8prod.getaws.arubanetworks.com,443,https://asp-071018.develop.k8prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-develop.k8s-prod.getaws.arubanetworks.com,Aruba Support Portal,,6389,asp-develop.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T08:17:38Z,CN=asp-develop.k8s-prod.getaws.arubanetworks.com,asp-develop.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,asp-develop.k8s-prod.getaws.arubanetworks.com,443,https://asp-develop.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.177.224.32,170,Nginx:1.21.6,,,,
asp-documents.arubanetworks.com,Home,,28506,asp-documents.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,"CN=asc.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",asc.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asp-documents.arubanetworks.com,443,https://asp-documents.arubanetworks.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.176.1.23,466,Windows Server,,Hewlett Packard Enterprise Company,,
asp-maintenance.k8s-prod.getaws.arubanetworks.com,Site is down for maintenance,,515739,asp-maintenance.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T09:10:56Z,CN=asp-maintenance.k8s-prod.getaws.arubanetworks.com,asp-maintenance.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,asp-maintenance.k8s-prod.getaws.arubanetworks.com,443,https://asp-maintenance.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.177.224.32,30,Nginx:1.21.6,,,,
asp-master.k8s-stg.getaws.arubanetworks.com,Aruba Support Portal,,6389,asp-master.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T16:19:24Z,CN=asp-master.k8s-stg.getaws.arubanetworks.com,asp-master.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,asp-master.k8s-stg.getaws.arubanetworks.com,443,https://asp-master.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,184.169.129.136,170,Nginx:1.19.1,,,,
asp-notifications.arubanetworks.com,Aruba Notification System,,1127,asp-notifications.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T20:35:24Z,CN=asp-notifications.arubanetworks.com,asp-notifications.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,asp-notifications.arubanetworks.com,443,https://asp-notifications.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.177.224.32,22,Nginx:1.21.6,,,,
asp-notifications.getaws.arubanetworks.com,,,21,asp-notifications.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:47:59Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-notifications.getaws.arubanetworks.com,443,https://asp-notifications.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-6005.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-6005.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:49:39Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-6005.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-6005.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-busy-loop.k8s-stg.getaws.arubanetworks.com,,,21,asp-stg-busy-loop.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T09:42:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-busy-loop.k8s-stg.getaws.arubanetworks.com,443,https://asp-stg-busy-loop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,1,Nginx:1.19.1,True,Acme Co,,
asp-stg-code-repo-scan.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-code-repo-scan.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:24:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-code-repo-scan.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-code-repo-scan.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-dec-qe.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-dec-qe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:24:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-dec-qe.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-dec-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-develop.k8s-stg.getaws.arubanetworks.com,Aruba Support Portal,,6389,asp-stg-develop.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-23T15:19:30Z,CN=asp-stg-develop.k8s-stg.getaws.arubanetworks.com,asp-stg-develop.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,asp-stg-develop.k8s-stg.getaws.arubanetworks.com,443,https://asp-stg-develop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,170,Nginx:1.19.1,,,,
asp-stg-docker-build-on-ek.eks-stg.getaws.arubanetworks.com,404 Not Found,,548,asp-stg-docker-build-on-ek.eks-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T13:33:02Z,CN=asp-stg-docker-build-on-ek.eks-stg.getaws.arubanetworks.com,asp-stg-docker-build-on-ek.eks-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,asp-stg-docker-build-on-ek.eks-stg.getaws.arubanetworks.com,443,https://asp-stg-docker-build-on-ek.eks-stg.getaws.arubanetworks.com:443,https,,text/html,GET,13.57.69.122,14,HSTS,,,,
asp-stg-docker-build-on-ek.k8s-prod.getaws.arubanetworks.com,404 Not Found,,548,asp-stg-docker-build-on-ek.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T11:15:53Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-docker-build-on-ek.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-docker-build-on-ek.k8s-prod.getaws.arubanetworks.com:443,https,,text/html,GET,13.57.69.122,14,HSTS,True,Acme Co,,
asp-stg-ds-swg-rel.k8s-prod.getaws.arubanetworks.com,Aruba Support Portal,,6389,asp-stg-ds-swg-rel.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T13:36:52Z,CN=asp-stg-ds-swg-rel.k8s-prod.getaws.arubanetworks.com,asp-stg-ds-swg-rel.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,asp-stg-ds-swg-rel.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-ds-swg-rel.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.193.199.202,170,Nginx:1.21.6,,,,
asp-stg-emdm.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-emdm.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-emdm.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-emdm.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-fallout-mgmt.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-fallout-mgmt.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:22:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-fallout-mgmt.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-fallout-mgmt.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-gs-7187-swgroup-up.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-gs-7187-swgroup-up.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:38:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-gs-7187-swgroup-up.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-gs-7187-swgroup-up.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-2-0-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-2-0-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:07:43Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-2-0-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-2-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-5-0-b.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-5-0-b.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:38:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-5-0-b.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-5-0-b.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-6-0-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-6-0-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:11:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-6-0-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-6-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-6-0-c.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-6-0-c.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:00:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-6-0-c.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-6-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-6-0-d.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-6-0-d.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:18:05Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-6-0-d.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-6-0-d.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-7-0-e.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-7-0-e.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:41:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-7-0-e.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-7-0-e.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-7-0-h.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-7-0-h.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:22:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-7-0-h.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-7-0-h.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-8-0-c.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-8-0-c.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:54:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-8-0-c.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-8-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-8-0-e.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-hotfix-5-8-0-e.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:07:43Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-hotfix-5-8-0-e.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-8-0-e.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg-hotfix-5-9-0-va.k8s-prod.getaws.arubanetworks.com,Aruba Support Portal,,6389,asp-stg-hotfix-5-9-0-va.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T15:58:43Z,CN=asp-stg-hotfix-5-9-0-va.k8s-prod.getaws.arubanetworks.com,asp-stg-hotfix-5-9-0-va.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,asp-stg-hotfix-5-9-0-va.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-hotfix-5-9-0-va.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.177.224.32,170,Nginx:1.21.6,,,,
asp-stg-july-qe.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg-july-qe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:47:59Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg-july-qe.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg-july-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
