new,host,a,aaaa,cname,mx,soa,status_code,ns,has_internal_ips,internal_ips,txt,caa,cdn,cdn-name
[x],4611686018427388108.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388113.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388117.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],4611686018427388118.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427388129.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388130.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388154.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427388194.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388206.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388208.ya.ru,213.180.204.242,,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388210.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388211.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388218.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388230.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388236.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388250.ya.ru,213.180.204.242,,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388253.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388312.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388316.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388319.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388321.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388339.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388349.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388356.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388385.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388401.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388407.ya.ru,"213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],4611686018427388408.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,,,NOERROR,,,,,,,
[x],4611686018427388409.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388410.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388414.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388417.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388422.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388430.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388439.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388486.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388491.ya.ru,"213.180.193.1, 93.158.134.1","2a02:6b8::242, 2a02:6b8::1, 2a02:6b8:0:1::1",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],4611686018427388494.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427388496.ya.ru,,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388497.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388500.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388521.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388525.ya.ru,213.180.204.242,,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388531.ya.ru,213.180.204.242,,any.yandex.ru,not-for-mail.yandex.net,,NOERROR,,,,,,,
[x],4611686018427388545.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388558.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388579.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388581.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388592.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388613.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388614.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],4611686018427388622.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427388631.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],4611686018427388638.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427388673.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388682.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388686.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388687.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388706.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388717.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388732.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388734.ya.ru,213.180.204.242,,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388738.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388744.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388765.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388771.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388794.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388803.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388821.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388829.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388841.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388850.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388877.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388888.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388898.ya.ru,,2a02:6b8::242,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388905.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388915.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388956.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427388973.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427388982.ya.ru,"213.180.193.1, 93.158.134.1","2a02:6b8::242, 2a02:6b8::1, 2a02:6b8:0:1::1",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427389068.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389079.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389084.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427389087.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],4611686018427389100.ya.ru,,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389113.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389125.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389129.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389163.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389175.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389178.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389225.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389234.ya.ru,213.180.204.242,,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389235.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389253.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389261.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389315.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389336.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389345.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389349.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389358.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389373.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389418.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389446.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389450.ya.ru,213.180.204.242,,any.yandex.ru,,,NOERROR,,,,,,,
[x],4611686018427389493.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389539.ya.ru,213.180.204.242,,any.yandex.ru,,,NOERROR,,,,,,,
[x],4611686018427389542.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389543.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389570.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389615.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],4611686018427389634.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],4611686018427389649.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389667.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389720.ya.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],4611686018427389817.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389868.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389917.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389920.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389936.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389961.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427389962.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390021.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390058.ya.ru,213.180.204.242,,any.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390060.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390072.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390082.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390092.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390096.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390102.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390108.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390153.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390169.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390221.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],4611686018427390224.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
