input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,webserver,final_url,csp_domains_,cdn_name,cdn,location
lazando.mijnlogistiek-accp.postnl.nl,,200,3420,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,lazando.mijnlogistiek-accp.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T12:41:32Z,2023-05-31T12:41:31Z,CN=acc01.postnl.nl,acc01.postnl.nl,,zwijsen.mijnlogistiek-accp.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff454347754e24d4528ba02f72b09e19,d3249f8b0cf3eb378268b43c5618b4a551bd1ff1477a07b41affbb3791685c2d,,ctls,lazando.mijnlogistiek-accp.postnl.nl,443,https://lazando.mijnlogistiek-accp.postnl.nl:443,https,text/html,GET,104.126.37.33,/,1908147121,2a02:26f0:ab00::214:8e63,Windows Server,93,False,Microsoft-IIS/10.0,https://lazando.mijnlogistiek-accp.postnl.nl/Error/InActive,,,,
logs.shop.postnl.nl,Invalid URL,400,209,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://logs.shop.postnl.nl:80,http,text/html,GET,104.126.37.49,/,-1292938093,2a02:26f0:ab00::5c7a:d722,,8,False,AkamaiGHost,,,,,
lyncdiscover.postnl.com,,200,357,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.113.192.0/23,lyncdiscover.postnl.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.postnl.com,443,https://lyncdiscover.postnl.com:443,https,application/json,GET,52.112.192.142,/,-1674646611,2603:1027:0:3::e,Azure,1,False,,,,,,
mail.verpakkingen.postnl.nl,Grafana,200,28448,AS16509,AS16509,Unknown,35.160.0.0/13,mail.verpakkingen.postnl.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-14T00:00:00Z,2023-11-28T23:59:59Z,CN=tooling.kext.net,tooling.kext.net,,tooling.kext.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1726c896c6ec2fd1b204dede42ae84a2,7c5772bdc51ce36b58a17f43d296007976e51ac5dbb12f4a77c3ce09dacdb822,,ctls,mail.verpakkingen.postnl.nl,443,https://mail.verpakkingen.postnl.nl:443,https,text/html,GET,35.156.255.182,/,401821046,35.156.255.182,,192,False,,https://mail.verpakkingen.postnl.nl/login,,,,
manpower.mijnlogistiek-accp.postnl.nl,Retour on Demand,200,76373,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,manpower.mijnlogistiek-accp.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T12:41:32Z,2023-05-31T12:41:31Z,CN=acc01.postnl.nl,acc01.postnl.nl,,zwijsen.mijnlogistiek-accp.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff454347754e24d4528ba02f72b09e19,d3249f8b0cf3eb378268b43c5618b4a551bd1ff1477a07b41affbb3791685c2d,,ctls,manpower.mijnlogistiek-accp.postnl.nl,80,http://manpower.mijnlogistiek-accp.postnl.nl:80,http,text/html,GET,104.126.37.33,/,1908147121,2a02:26f0:ab00::214:8e71,Windows Server,165,False,Microsoft-IIS/10.0,https://manpower.mijnlogistiek-accp.postnl.nl/,,,,
mijn.postnl.nl,,200,650,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,mijn.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-05T09:27:09Z,2023-07-04T09:27:08Z,CN=postnl.nl,postnl.nl,,www.webshopprofiel.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b77424009af2a2e89172480dba93d18c,e6a52c5aff587691d741fa2289165021af0c1ab66c03b846347f1b75c847afc4,,ctls,mijn.postnl.nl,443,https://mijn.postnl.nl:443,https,text/html,GET,104.126.37.51,/,-251155750,2a02:26f0:ab00::5c7a:d722,Salesforce,28,False,,https://mijn.postnl.nl/BP2_Login?startURL=%2F,,,,
mijnpakket.events.postnl.nl,,200,1750,AS16509,AS16509,Unknown,3.144.0.0/13,mijnpakket.events.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-26T08:15:52Z,2023-10-03T23:45:00Z,"CN=*.events.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.events.postnl.nl,Koninklijke PostNL B.V.,events.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,34d7148fc1a4cedfefed50ee3fd79a1d,e0a78825c7aad968b552901eedb6c82d0adfe83142d34eaf3a6448c239b4bfde,True,ctls,mijnpakket.events.postnl.nl,80,http://mijnpakket.events.postnl.nl:80,http,text/html,GET,3.126.106.228,/,1089686941,3.126.106.228,Plesk,15,False,nginx,https://mijnpakket.events.postnl.nl/,,,,
mobilecare.mijnlogistiek.postnl.nl,Retour on Demand,200,93538,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,mobilecare.mijnlogistiek.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T07:36:58Z,2023-06-28T07:36:57Z,CN=prod01.postnl.nl,prod01.postnl.nl,,zwijsen.mijnlogistiek.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,943cc668808ab9ecc79f5daf37cc94a5,a72c0d9bed4c91ae67ad53aeb84efcfe95bfb2a9eb3ceec319ce659956de702c,,ctls,mobilecare.mijnlogistiek.postnl.nl,80,http://mobilecare.mijnlogistiek.postnl.nl:80,http,text/html,GET,104.126.37.26,/,1908147121,2a02:26f0:ab00::5c7a:d718,Windows Server,164,False,Microsoft-IIS/10.0,https://mobilecare.mijnlogistiek.postnl.nl/,,,,
msoid.postnl.com,Sign in to your account,200,203362,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.196.0.0/18,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://msoid.postnl.com:443,https,text/html,GET,20.190.159.73,/,-1840324437,20.190.159.68,HSTS,174,False,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638193055709663449.YWE2NzI3OTQtZTdhMi00MTVjLThkMzAtODg4NzY0OGM4ZWYwMDc5ODZiNTgtYTM2OS00NmMyLTkyYmItNzFhMDUyMmI1MGM2&ui_locales=en-US&mkt=en-US&state=9mBFKwVSxcnhFPZG60-cK4kX3_XSjPtTurve7iZ_gr-b5PL-Jf-0w8NPzof8WVNmvlg5EIfacXiBzQ-c2mrYOYgUcRML4QXMmxhICL9fqh43JQIV3jefMTmjcNkZusU4pX7oUPpT8P5pjPN6kFObJvJ7MPjyUzGrkFOHVKlXWIXjrWmxbohaoafMQMdbJqsL_5ntK550x4qMajRBSlA0ruyd0KO8Zz_CbgmsimJQ7y-XSPBtb6SXjQfAbcTk5BzS6Vg535Z_jsAKJNYjWLJk-g&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,,azure,True,
nabestaanden.pat.postnl.nl,Not allowed,403,1490,AS16509,AS16509,Unknown,54.64.0.0/12,nabestaanden.pat.postnl.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-08T10:17:42Z,2024-03-08T10:12:00Z,"CN=nabestaanden.pat.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",nabestaanden.pat.postnl.nl,Koninklijke PostNL B.V.,nabestaanden.pat.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,20a3ca8c18314a3aaa75bbefc7d4359f,eb4c6a8aad724ad9422790dd1444f107319d433bb1657cdbf33735a6f29a0bfd,,ctls,nabestaanden.pat.postnl.nl,443,https://nabestaanden.pat.postnl.nl:443,https,text/html,GET,54.76.182.158,/,1865199800,52.209.189.58,,1,False,,,,,,
ns1.events.postnl.nl,,200,1750,AS16509,AS16509,Unknown,3.144.0.0/13,ns1.events.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-26T08:15:52Z,2023-10-03T23:45:00Z,"CN=*.events.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.events.postnl.nl,Koninklijke PostNL B.V.,events.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,34d7148fc1a4cedfefed50ee3fd79a1d,e0a78825c7aad968b552901eedb6c82d0adfe83142d34eaf3a6448c239b4bfde,True,ctls,ns1.events.postnl.nl,80,http://ns1.events.postnl.nl:80,http,text/html,GET,3.126.106.228,/,1089686941,3.126.106.228,Plesk,15,False,nginx,https://ns1.events.postnl.nl/,,,,
partners.postnl.post,,200,18,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,partners.postnl.post,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-17T12:11:57Z,2023-07-16T12:11:56Z,CN=postnl.com,postnl.com,,www.spring-gds.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7ee27769cbb110e156b6064239067b50,672267d99e8cb2d6301dcbec3b07819d9860ce960c4882c0ff57ed9fd5645f96,,ctls,partners.postnl.post,443,https://partners.postnl.post:443,https,text/plain,GET,104.126.37.40,/,-1840324437,2a02:26f0:ab00::5c7a:d723,HSTS,1,False,,,,,,
pat.postnl.nl,Signin,200,9136,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,pnl.auth.eu-west-1.amazoncognito.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-28T00:00:00Z,2024-02-26T23:59:59Z,CN=*.auth.eu-west-1.amazoncognito.com,*.auth.eu-west-1.amazoncognito.com,,auth.eu-west-1.amazoncognito.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,73e207c67344fc8a1b1c0aa709b0fc75,ce29048a299dd221d8740c98aec633286b25ea508fecfe48e057dbdb04b699b4,True,ctls,pnl.auth.eu-west-1.amazoncognito.com,80,http://pat.postnl.nl:80,http,text/html,GET,104.126.37.27,/,-880297879,2a02:26f0:ab00::214:8e6b,HSTS,179,False,Server,https://pnl.auth.eu-west-1.amazoncognito.com/login?client_id=37glbi9svgbfaqje7dp3kesvtu&redirect_uri=https%3A%2F%2Fpat.postnl.nl%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=g8IUkTI02az6IiX0rl%2Fs4ZyoKkiZNc1eC4RSh3ujoP1ujE1ufQOCX%2FfR1RDc4jzB9DpDXc2dOOECCfrx1PDdF5Z6SsSEmtBE8duOpys6cg5oIZwtp5OW7yC6mjyl3zp9IfyGiigrltc6EOWz8JmVZ%2Bf1%2F%2BkHzDqSjPXUIXMWHIUlCdQzYExGk47VJ8qsCjuqlBl%2BCJiM4wkYCE%2B8dUlWR9uV9HeI32NOPb6NWp%2Bdww67d1K%2BFg%3D%3D,,,,
pos-api.postnl.nl,Not allowed,400,1421,AS16509,AS16509,Unknown,52.16.0.0/14,pos-api.postnl.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-14T11:18:38Z,2023-07-14T11:28:00Z,"CN=pos-api.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",pos-api.postnl.nl,Koninklijke PostNL B.V.,pos-api.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,3fcce6ea8504b70ed07a2ec9e22a4459,35662bf2865396a80ad1d52debc437f91868b303c639c1be6527ba6f3e611672,,ctls,pos-api.postnl.nl,443,https://pos-api.postnl.nl:443,https,text/html,GET,52.16.115.220,/,357423146,52.212.154.19,,1,False,,,,,,
postnl.post,International Track & Trace | PostNL,200,17164,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,postnl.post,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-17T12:11:57Z,2023-07-16T12:11:56Z,CN=postnl.com,postnl.com,,www.spring-gds.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7ee27769cbb110e156b6064239067b50,672267d99e8cb2d6301dcbec3b07819d9860ce960c4882c0ff57ed9fd5645f96,,ctls,postnl.post,443,https://postnl.post:443,https,text/html,GET,104.126.37.40,/,-251155750,2a02:26f0:ab00::5c7a:d723,Microsoft ASP.NET,257,False,,,,,,
postnlpakketpunten.events.postnl.nl,,200,1750,AS16509,AS16509,Unknown,3.144.0.0/13,postnlpakketpunten.events.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-26T08:15:52Z,2023-10-03T23:45:00Z,"CN=*.events.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.events.postnl.nl,Koninklijke PostNL B.V.,events.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,34d7148fc1a4cedfefed50ee3fd79a1d,e0a78825c7aad968b552901eedb6c82d0adfe83142d34eaf3a6448c239b4bfde,True,ctls,postnlpakketpunten.events.postnl.nl,443,https://postnlpakketpunten.events.postnl.nl:443,https,text/html,GET,3.126.106.228,/,1089686941,3.126.106.228,Plesk,15,False,nginx,,,,,
powerbi-datalake.postnl.nl,PostNL Login,200,31423,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.loginpostnl.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-22T12:34:38Z,2023-06-22T12:38:00Z,"CN=www.loginpostnl.net, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",www.loginpostnl.net,Koninklijke PostNL B.V.,www.loginpostnl.net,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,07dd993c0ed2e840aa51996e0003d16c,447e2161edb36abdbfd3018cdd2a12eb6b88bd071d0f641e60d43bbb95b9f1d8,,ctls,www.loginpostnl.net,80,http://powerbi-datalake.postnl.nl:80,http,text/html,GET,104.126.37.19,/,-665355251,2a02:26f0:ab00::214:8e70,HSTS,649,False,Apache,https://www.loginpostnl.net/login/?goto=https%3A%2F%2Fwww.loginpostnl.net%3A443%2Floginapi%2FSSORedirect%2FmetaAlias%2Fam4k%3FSAMLRequest%3DfZLLasMwEEV%252fxWhvy88kFY7BJBQMfZGULrpT5HEjKkuuRo7bv69ir0oh25l7defMqETeq4HVozvrA3yNgC5o9lsi25CfirQ78TbMYL0J83SVhKfuToTrVZEkPC66PGtJ8AYWpdFbkkYxCRrEERqNjmvnS3GahXERJvFrvGFFyopVlKTZOwn2Pkdq7mbn2bkBGaXTNEXKfEg9GHRaRRocy%252fOM8p4ej88HaKUF4WgPjtdKcvSN%252fJMEO6MRrnGj1cxwlMg07wGZE%252bxYPz4wPxkTi4iNGgcQspPgZ%252f%252fulUY2b%252bC2e7DGGWEUqcqZ0C7W2yaOCPZKSKoroQfkbYchnzCJhjiNhGrxIq6Uc4N69UUKQOrsiK6kS1JVLhd68u83%252bxejpPgJ7o3t%252bQ3iJErmir9iN0v%252fctdKmWlngTvYEp8GJKBVSf9%252fheoX%26RelayState%3Dfece6967-6009-47af-b856-dd3fbd446621%26client-request-id%3Dc12b2a1b-6ffa-0001-8372-34c3fa6fd901,https://performancemanager.successfactors.eu,,,/goto-niet-toegestaan
pps.pat.postnl.nl,,404,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,pps.pat.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T12:41:32Z,2023-05-31T12:41:31Z,CN=acc01.postnl.nl,acc01.postnl.nl,,zwijsen.mijnlogistiek-accp.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff454347754e24d4528ba02f72b09e19,d3249f8b0cf3eb378268b43c5618b4a551bd1ff1477a07b41affbb3791685c2d,,ctls,pps.pat.postnl.nl,443,https://pps.pat.postnl.nl:443,https,,GET,104.126.37.33,/,-1840324437,2a02:26f0:ab00::214:8e71,HSTS,1,False,,,,,,
productprijslokatie.pat.postnl.nl,,403,42,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,productprijslokatie.pat.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T12:41:32Z,2023-05-31T12:41:31Z,CN=acc01.postnl.nl,acc01.postnl.nl,,zwijsen.mijnlogistiek-accp.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff454347754e24d4528ba02f72b09e19,d3249f8b0cf3eb378268b43c5618b4a551bd1ff1477a07b41affbb3791685c2d,,ctls,productprijslokatie.pat.postnl.nl,443,https://productprijslokatie.pat.postnl.nl:443,https,application/json,GET,104.126.37.33,/,768769774,2a02:26f0:ab00::214:8e71,HSTS,1,False,,,,,,
quadia.webtvframework.com,Not Found,404,392,AS16509,AS16509,Unknown,13.225.96.0/21,quadia.webtvframework.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2023-12-25T23:59:59Z,CN=*.webtvframework.com,*.webtvframework.com,,*.webtvframework.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0cdb3287b7a816d931af2578d8e00b7a,fe7f5d51978616a9649e57f790d29466891ea1024b60990f38b6260edf34c95c,True,ctls,quadia.webtvframework.com,443,https://quadia.webtvframework.com:443,https,text/html,GET,13.225.78.68,/,-1809191336,13.225.78.81,Amazon Web Services,16,False,,,,cloudfront,True,
quotamanager.developer.postnl.nl,API Management Portal,200,1260,AS16509,AS16509,Unknown,52.216.72.0/24,apimanager.developer.postnl.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-06-02T12:13:09Z,2023-06-02T12:18:00Z,"CN=apimanager.developer.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",apimanager.developer.postnl.nl,Koninklijke PostNL B.V.,quotamanager.developer.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,2cc6f9c860b7ddaa83cab933c8701f39,2b7e054685d1dce317a0d7e524d9082a1b54f3974c12b714a99fbf098deccdc5,,ctls,apimanager.developer.postnl.nl,80,http://quotamanager.developer.postnl.nl:80,http,text/html,GET,52.215.39.63,/,238630583,52.215.39.63,Apache:2.4.6,1,False,Apache/2.4.6,https://apimanager.developer.postnl.nl/,,,,
refuseschijvens.mijnlogistiek.postnl.nl,Retour on Demand,200,165829,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,refuseschijvens.mijnlogistiek.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T07:36:58Z,2023-06-28T07:36:57Z,CN=prod01.postnl.nl,prod01.postnl.nl,,zwijsen.mijnlogistiek.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,943cc668808ab9ecc79f5daf37cc94a5,a72c0d9bed4c91ae67ad53aeb84efcfe95bfb2a9eb3ceec319ce659956de702c,,ctls,refuseschijvens.mijnlogistiek.postnl.nl,443,https://refuseschijvens.mijnlogistiek.postnl.nl:443,https,text/html,GET,104.126.37.19,/,1908147121,2a02:26f0:ab00::214:8e70,Windows Server,164,False,Microsoft-IIS/10.0,,,,,
res.cloudinary.com/boxture,,400,,AS54113,FASTLY,US,151.101.8.0/22,res.cloudinary.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-30T06:40:39Z,2023-07-01T06:40:39Z,"CN=*.cloudinary.com, O=Cloudinary Ltd, L=Petah Tikva, C=IL",*.cloudinary.com,Cloudinary Ltd,cloudinary.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",146caf00ba403a1bab2fac7ddfa58ef4,fe666d3026e433ccf661f700859054f564a8b0b36854760f8bf59c6c2c28fd00,True,ctls,res.cloudinary.com,443,https://res.cloudinary.com:443/boxture,https,image/gif,GET,151.101.1.137,/boxture,-624805968,2a04:4e42:600::393,HSTS,1,False,Cloudinary,,,fastly,True,
retail.pat.postnl.nl,Signin,200,9194,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,pnl.auth.eu-west-1.amazoncognito.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-28T00:00:00Z,2024-02-26T23:59:59Z,CN=*.auth.eu-west-1.amazoncognito.com,*.auth.eu-west-1.amazoncognito.com,,auth.eu-west-1.amazoncognito.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,73e207c67344fc8a1b1c0aa709b0fc75,ce29048a299dd221d8740c98aec633286b25ea508fecfe48e057dbdb04b699b4,True,ctls,pnl.auth.eu-west-1.amazoncognito.com,80,http://retail.pat.postnl.nl:80,http,text/html,GET,104.126.37.26,/,52452350,2a02:26f0:ab00::214:8e71,HSTS,179,False,Server,https://pnl.auth.eu-west-1.amazoncognito.com/login?client_id=7ddo1pqtcecdtgkk1s9git5dm9&redirect_uri=https%3A%2F%2Fretail.pat.postnl.nl%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=OirpDrZFN8tdQUXyrXLEuV%2FbZLdtpGoblBIZPoPUNmxmi7tCpHHTqWHfGrWJ%2FYWBdafTEKmvkZCYA%2BHVLAgF9WR2yLhuh%2FsytM27hrIG9ffmdX7Y4f%2FtAk73GpgMAatr81QnGqDI%2Bqg0xY%2F56fOklglKVvJJrbH3O%2BbhK7IMKx6EmjzFdJpjcFFywQCyx553XzJDaXfMBk%2F2WF1uMHFvuJkSxqfbFpVq387dKz470kwcXJ%2BwSg%3D%3D,,,,
sip.postnl.nl,,404,75,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.113.192.0/23,sip.postnl.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.postnl.nl,443,https://sip.postnl.nl:443,https,text/plain,GET,52.112.196.46,/,-1730024362,2603:1027::b,HSTS,4,False,RTC/7.0,,,,,
ssp.postnl.nl,PostNL Adreswijzigingsservice,200,3017,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ssp.postnl.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-06-14T11:33:21Z,2023-06-14T11:38:00Z,"CN=ssp.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",ssp.postnl.nl,Koninklijke PostNL B.V.,ssp.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,9c659cced0758bd6709dd4482da6c650,58b984069f0d56168e1ec3d1a6b9955dbad0342d197e4cd076cfc9ad4ec84421,,ctls,ssp.postnl.nl,443,https://ssp.postnl.nl:443,https,text/html,GET,108.128.39.109,/,728365083,34.252.176.219,Microsoft ASP.NET,14,False,,,,,,
staging.crypto.shop.postnl.nl,401 Authorization Required,401,574,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,staging.crypto.shop.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T10:05:36Z,2023-05-18T10:05:35Z,CN=doorzenden.pat.postnl.nl,doorzenden.pat.postnl.nl,,webreporting.d31.cldsvc.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,53cb41881a625503b44154cee4b14268,fbe28797f3b7b7cd84d623e419fd80c4a24ff659d64970cbdbaf305fd371138d,,ctls,staging.crypto.shop.postnl.nl,80,http://staging.crypto.shop.postnl.nl:80,http,text/html,GET,104.126.37.43,/,1335698669,2a02:26f0:ab00::214:8e6b,Nginx,14,False,nginx,https://staging.crypto.shop.postnl.nl/,,,,
