input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,location,tls_expired
publiccontact17.danskebank.com,Danske Bank Group,403,1175,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,publiccontact17.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T19:17:02Z,2023-12-13T18:59:01Z,"CN=publiccontact.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",publiccontact.danskebank.com,Danske Bank A/S,publiccontact17.danskebank.fi,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f7ac963c848bbb27ffab136b5007e9f6,ae269ebb9216757bffca49078b3a3f9606f56a4b60fa692378a3d5fdc0b8b881,ctls,publiccontact17.danskebank.com,443,https://publiccontact17.danskebank.com:443,https,Microsoft-IIS/10.0,text/html,GET,212.93.59.21,/,758975187,212.93.61.21,Windows Server,26,False,,,,,,,,
publiccontact17.danskebank.dk,Danske Bank,403,1122,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,publiccontact17.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T19:17:02Z,2023-12-13T18:59:01Z,"CN=publiccontact.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",publiccontact.danskebank.com,Danske Bank A/S,publiccontact17.danskebank.fi,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f7ac963c848bbb27ffab136b5007e9f6,ae269ebb9216757bffca49078b3a3f9606f56a4b60fa692378a3d5fdc0b8b881,ctls,publiccontact17.danskebank.dk,443,https://publiccontact17.danskebank.dk:443,https,Microsoft-IIS/10.0,text/html,GET,212.93.59.21,/,690093196,212.93.61.21,Windows Server,26,False,,,,,,,,
publicservice01.danskebank.com,,200,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,publicservice01.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-08T07:26:02Z,2023-12-10T07:26:01Z,"CN=publicservice01.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",publicservice01.danskebank.com,Danske Bank A/S,publicservice01.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a36bf7b2f9b623437d4ea5488942e52f,6fde166295103883097c97e2d605ea106685e9e04830ed6444292aae54357a2c,ctls,publicservice01.danskebank.com,80,http://publicservice01.danskebank.com:80,http,,,GET,212.93.59.158,/,758975187,212.93.61.158,HSTS,1,False,,,https://publicservice01.danskebank.com/,,,,,
qwac-api4.danskebank.com,,404,111,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,qwac-api4.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T22:32:15Z,2024-05-02T22:32:15Z,"emailAddress=iteamadmin@danskebank.dk, CN=icert-oy-dp-1683153727741, OU=OY-DP, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK, emailAddress=iteamadmin@danskebank.dk",icert-oy-dp-1683153727741,Danske Bank A/S,qwac-api4.danskebank.com,"CN=Danske Bank Issuing CA1, O=Danske Bank A/S, L=Copenhagen, C=DK",Danske Bank Issuing CA1,Danske Bank A/S,cbe514abcfa0dcefa877a276957de31d,8bda549151085f0e612227efbd519f9daea7f043280083d4c7ccf576d2b9f780,ctls,qwac-api4.danskebank.com,80,http://qwac-api4.danskebank.com:80,http,,application/json,GET,212.93.47.147,/,-1175407147,212.93.47.147,HSTS,1,False,,,https://qwac-api4.danskebank.com/,,,,,
ras1.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras1.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras1.danskebank.dk,443,https://ras1.danskebank.dk:443,https,,text/html,GET,212.93.33.145,/,-1840324437,212.93.33.146,,9,False,,,,,,,,
ras10.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras10.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras10.danskebank.dk,443,https://ras10.danskebank.dk:443,https,,text/html,GET,212.93.33.149,/,-1840324437,212.93.33.149,,9,False,,,,,True,,,
ras2.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras2.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras2.danskebank.dk,443,https://ras2.danskebank.dk:443,https,,text/html,GET,212.93.33.149,/,-1840324437,212.93.33.151,,9,False,,,,,,,,
ras3.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras3.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras3.danskebank.dk,443,https://ras3.danskebank.dk:443,https,,text/html,GET,212.93.33.144,/,-1840324437,212.93.33.144,,9,False,,,,,True,,,
ras4.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras4.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras4.danskebank.dk,443,https://ras4.danskebank.dk:443,https,,text/html,GET,212.93.33.148,/,-1840324437,212.93.33.148,,9,False,,,,,True,,,
ras5.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras5.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras5.danskebank.dk,443,https://ras5.danskebank.dk:443,https,,text/html,GET,212.93.33.147,/,-1840324437,212.93.33.147,,9,False,,,,,True,,,
ras7.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras7.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras7.danskebank.dk,443,https://ras7.danskebank.dk:443,https,,text/html,GET,212.93.33.146,/,-1840324437,212.93.33.146,,9,False,,,,,True,,,
ras8.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras8.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras8.danskebank.dk,443,https://ras8.danskebank.dk:443,https,,text/html,GET,212.93.33.150,/,-1840324437,212.93.33.150,,9,False,,,,,True,,,
ras9.danskebank.dk,,200,315,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,ras9.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T07:41:02Z,2024-03-04T07:41:01Z,"CN=ras.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",ras.danskebank.dk,Danske Bank A/S,ras2.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef2980783d59dd0cc0c18ed17de505e6,4588b6b59b26b9439352b8f33d08a0a549f51e24f24f599900ebcae3517229fa,ctls,ras9.danskebank.dk,443,https://ras9.danskebank.dk:443,https,,text/html,GET,212.93.33.145,/,-1840324437,212.93.33.145,,9,False,,,,,True,,,
rd-valuation.danskebank.com,,200,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,rd-valuation.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-11T04:22:02Z,2023-07-13T04:11:21Z,"CN=rd-valuation.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",rd-valuation.danskebank.com,Danske Bank A/S,rd-valuation.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,abf7a7bed69d2e0ecfd85d3435ee8cdb,2500234ee024f6a775f907739a887bf0d871a79230a200f178feaeb19bad84f5,ctls,rd-valuation.danskebank.com,80,http://rd-valuation.danskebank.com:80,http,Microsoft-IIS/10.0,,GET,212.93.59.8,/,-1567656939,212.93.59.8,Windows Server,1,False,,,https://rd-valuation.danskebank.com/,,,,,
research.danskebank.com,Danske Bank Research,200,3678,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,research.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T04:17:24Z,2024-02-04T04:14:34Z,"CN=research.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",research.danskebank.com,Danske Bank A/S,danskeresearch.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2feae46bb2d5cc507c5867d6f7187d3a,bf7322d34c6a342a8d617414e14599b65c6c1c4d79ee491e86de4de7a7d750e2,ctls,research.danskebank.com,443,https://research.danskebank.com:443,https,Microsoft-IIS/10.0,text/html,GET,212.93.61.174,/,-2032142087,212.93.59.174,Windows Server,1,False,,,https://research.danskebank.com/research/,,,,,
research.danskebank.dk,Danske Bank Research,200,3678,AS397223,ULTRADNS,US,204.74.99.0/24,research.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T04:17:24Z,2024-02-04T04:14:34Z,"CN=research.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",research.danskebank.com,Danske Bank A/S,danskeresearch.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2feae46bb2d5cc507c5867d6f7187d3a,bf7322d34c6a342a8d617414e14599b65c6c1c4d79ee491e86de4de7a7d750e2,ctls,research.danskebank.com,80,http://research.danskebank.dk:80,http,Microsoft-IIS/10.0,text/html,GET,204.74.99.100,/,604765260,204.74.99.100,Windows Server,1,False,,,https://research.danskebank.com/research/,,,,,
response.danskebank.com,,200,2812,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,www.sas.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=*.sas.com, O=SAS Institute\, Inc., L=Cary, ST=North Carolina, C=US",*.sas.com,"SAS Institute, Inc.",*.jmp.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a1fb3b4c7a0d1621361c673f34defa7e,d6d7d762250c4a1b74b38ad9c0aa168d722419b97cfd61c3bbff3e34c5a395b6,ctls,www.sas.com,443,https://response.danskebank.com:443,https,Apache,text/html,GET,212.93.59.159,/,-1840324437,212.93.61.159,Linkedin Ads,64,False,,,https://www.sas.com/en_us/home.geo.html,x.bidswitch.net,,True,,
rest-district.danskebank.com,,404,34,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,rest-district.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T23:22:02Z,2024-04-27T22:57:56Z,"CN=district.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",district.danskebank.com,Danske Bank A/S,rest-district.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,011061d0b405f22c8575e70956bbb36e,eacb7bdbf08314bd359ce23735baf77607b03e36c749227aafc6f85047c3c416,ctls,rest-district.danskebank.com,443,https://rest-district.danskebank.com:443,https,Apache,application/json,GET,212.93.59.10,/,-1390378778,212.93.61.10,HSTS,1,False,,,,,,,,
sandbox-api2.danskebank.com,,404,24,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,sandbox-api2.danskebank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-08T04:27:02Z,2024-01-09T04:12:50Z,"CN=sandbox-api2.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",sandbox-api2.danskebank.com,Danske Bank A/S,sandbox-obp-api.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,59789b9bcdc954d80b76928909bcf103,59cc97e71cf545831ca47dd62abf1b5a824b8ddcb3f5b95db8c4ad72216ba85d,ctls,sandbox-api2.danskebank.com,443,https://sandbox-api2.danskebank.com:443,https,,application/json,GET,212.93.59.126,/,-400609354,212.93.61.126,HSTS,1,False,,,,,,,,
sandbox-api4.danskebank.com,,404,111,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,sandbox-api4.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-16T16:47:04Z,2023-09-17T16:41:57Z,"CN=sandbox-api4.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",sandbox-api4.danskebank.com,Danske Bank A/S,sandbox-api4.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2d25cf9be68ddd73247299ad04d43162,6db33f8e04419c527c41fbcd3a65dca96370ceab9346616aa8a647f0ed0e4186,ctls,sandbox-api4.danskebank.com,443,https://sandbox-api4.danskebank.com:443,https,,application/json,GET,212.93.47.120,/,-1175407147,212.93.38.120,HSTS,1,False,,,,,,,,
sandbox-obp-auth.danskebank.com,,500,248,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,sandbox-obp-auth.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T01:12:02Z,2024-04-03T00:53:11Z,"CN=sandbox-obp-auth.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",sandbox-obp-auth.danskebank.com,Danske Bank A/S,sandbox-psd2-mb3.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,be20e25e3cba6b1aa1da8a7ba3964484,339ac62bd3a74ffb04fe0ab64b437cb27b3b27162c057c7cb0999b881a6c1ab0,ctls,sandbox-obp-auth.danskebank.com,443,https://sandbox-obp-auth.danskebank.com:443,https,,text/xml,GET,212.93.59.148,/,560744102,212.93.61.148,IBM DataPower,2,False,,,,,,,,
sandbox-obp-web.danskebank.com,,403,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,sandbox-obp-web.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-08T16:57:05Z,2023-10-10T16:37:44Z,"CN=sandbox-obp-web.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",sandbox-obp-web.danskebank.com,Danske Bank A/S,sandbox-obp-web.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9d6ac2817e866af7dc1f9e1f5b2df009,a6f620d71d28059e5fbc13dbf691010f31a8487ceaa3d9cce0e3e7e4c9451947,ctls,sandbox-obp-web.danskebank.com,443,https://sandbox-obp-web.danskebank.com:443,https,nginx/1.21.6,,GET,212.93.59.16,/,1562653496,212.93.61.16,Nginx:1.21.6,1,False,,,,,,,,
sandbox-psd2-auth.danskebank.com,,500,248,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,sandbox-psd2-auth.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T01:17:02Z,2024-04-03T00:53:11Z,"CN=sandbox-obp-auth.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",sandbox-obp-auth.danskebank.com,Danske Bank A/S,sandbox-psd2-mb3.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0d8913a3a69a1cffc0e287d568f5d172,37086cd8532b9c08c18e6c20ac960773ebd7a017c30f8d4042396c279ac3fee5,ctls,sandbox-psd2-auth.danskebank.com,443,https://sandbox-psd2-auth.danskebank.com:443,https,,text/xml,GET,212.93.59.148,/,560744102,212.93.61.148,IBM DataPower,2,False,,,,,,,,
sandbox-shared-logon.danskebank.com,,404,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,,,,,,,,,,,,,,,,,,,80,http://sandbox-shared-logon.danskebank.com:80,http,,,GET,212.93.59.129,/,-1840324437,212.93.61.129,,1,False,,,,,,,,
secure.auth.june.dk,,200,109,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,secure.auth.june.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-06T13:16:02Z,2024-02-07T13:16:01Z,"CN=secure.auth.june.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",secure.auth.june.dk,Danske Bank A/S,secure.auth.june.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6c69e8f1a095f07243b72ce6d5542a92,09f0887fe794972795c59ec917a2692f040798777eed9c0f85ae28cab26e7327,ctls,secure.auth.june.dk,443,https://secure.auth.june.dk:443,https,Apache,text/html,GET,109.68.89.126,/,-1270699277,109.68.89.126,HSTS,8,False,,,,,,,,
securemail.danskebank.com,404 Not Found,404,193,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,securemail.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T06:56:03Z,2024-03-11T06:56:02Z,"CN=securemail.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",securemail.danskebank.com,Danske Bank A/S,securemail.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5be9e4a98a162abd633f77ff8543979f,a6bba6e504ad995e29e7771b74d9fa7ee18ad41c1b74db00664b3968553721e1,ctls,securemail.danskebank.com,80,http://securemail.danskebank.com:80,http,Apache,text/html,GET,212.93.59.248,/,-1407611025,212.93.61.248,HSTS,7,False,,,https://securemail.danskebank.com/,,,,,
securereader.danskebank.com,,403,10,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,securereader.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-08T14:32:28Z,2023-10-10T14:32:27Z,"CN=securereader.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",securereader.danskebank.com,Danske Bank A/S,securereader.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,135cfec7e4b35dd23fa159491a2be872,10dc4acec4b3013e3d2280ba66b93d9b96036d827c849bd9ba8ed996a7ebe01e,ctls,securereader.danskebank.com,443,https://securereader.danskebank.com:443,https,,text/html,GET,212.93.47.48,/,942678640,212.93.38.48,HSTS,1,False,,,,,,,,
sepa-instant-syst.danskebank.com,,400,623,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,sepa-instant-syst.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-06T02:17:02Z,2024-01-07T02:04:41Z,"CN=sepa-instant-syst.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",sepa-instant-syst.danskebank.com,Danske Bank A/S,sepa-instant-syst.danskebank.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,53c34d49f6dfe6a4c4b9f7f795834660,d19eec625329af8e1b74bd085f0b97e04da718dcc3f51949f7e93725256871a1,ctls,sepa-instant-syst.danskebank.com,443,https://sepa-instant-syst.danskebank.com:443,https,Kestrel,application/json,GET,212.93.59.131,/,359497058,212.93.61.131,Microsoft ASP.NET,1,False,,,,,,,,
shared-logon.danskebank.com,,503,2503,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,shared-logon.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:32:04Z,2024-04-26T00:10:14Z,"CN=shared-logon.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",shared-logon.danskebank.com,Danske Bank A/S,shared-logon.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,25e7c2fb570ad7f159a81d77fb07c44e,76332fd0c4326a58f55eb6927b11c27fdc92b763438ca078485951fb7eb30945,ctls,shared-logon.danskebank.com,443,https://shared-logon.danskebank.com:443,https,,text/html,GET,212.93.38.8,/,1539244717,212.93.47.8,HSTS,94,False,,,,,,,,
survey.danskebank.dk,End of Survey Page,200,1543,AS15395,RACKSPACE-LON,GB,162.13.243.48/29,survey.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-08T08:06:03Z,2024-01-09T08:06:02Z,"CN=survey.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",survey.danskebank.dk,Danske Bank A/S,tr.survey.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cd9725f80f6d18870687058186f39f0b,e5c9e7dbb947773593ffe4f040d343c0538606a3c1cd5122c4b43823eb9ae4ed,ctls,survey.danskebank.dk,443,https://survey.danskebank.dk:443,https,,text/html,GET,162.13.227.90,/,-1539468052,162.13.227.90,HSTS,33,False,,,https://survey.danskebank.dk/endofsurvey/,,,,,
