input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tech_,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,final_url,tls_self_signed,csp_domains_,location,tls_expired
155-9-219-3.beta.opera-mini.net,,200,,80,http://155-9-219-3.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-219-3.mini5-1.opera-mini.net,,200,,80,http://155-9-219-3.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-224-11.beta.opera-mini.net,,200,,80,http://155-9-224-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-224-11.mini5-1.opera-mini.net,,200,,80,http://155-9-224-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-225-5.beta.opera-mini.net,,200,,80,http://155-9-225-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-225-5.mini5-1.opera-mini.net,,200,,80,http://155-9-225-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-226-7.mini5-1.opera-mini.net,,200,,80,http://155-9-226-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-226-8.beta.opera-mini.net,,200,,80,http://155-9-226-8.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-226-8.mini5-1.opera-mini.net,,200,,80,http://155-9-226-8.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-227-11.beta.opera-mini.net,,200,,80,http://155-9-227-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-227-11.mini5-1.opera-mini.net,,200,,80,http://155-9-227-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-227-2.beta.opera-mini.net,,200,,80,http://155-9-227-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-227-2.mini5-1.opera-mini.net,,200,,80,http://155-9-227-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-227-5.beta.opera-mini.net,,200,,80,http://155-9-227-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-227-5.mini5-1.opera-mini.net,,200,,80,http://155-9-227-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-240-6.beta.opera-mini.net,,200,,80,http://155-9-240-6.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-240-6.mini5-1.opera-mini.net,,200,,80,http://155-9-240-6.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-241-6.mini5-1.opera-mini.net,,200,,80,http://155-9-241-6.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-243-10.beta.opera-mini.net,,200,,80,http://155-9-243-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-243-10.mini5-1.opera-mini.net,,200,,80,http://155-9-243-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-243-5.mini5-1.opera-mini.net,,200,,80,http://155-9-243-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-243-7.beta.opera-mini.net,,200,,80,http://155-9-243-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-243-7.mini5-1.opera-mini.net,,200,,80,http://155-9-243-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-243-8.beta.opera-mini.net,,200,,80,http://155-9-243-8.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-243-8.mini5-1.opera-mini.net,,200,,80,http://155-9-243-8.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-51-2.beta.opera-mini.net,,200,,80,http://155-9-51-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-51-2.mini5-1.opera-mini.net,,200,,80,http://155-9-51-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-51-5.beta.opera-mini.net,,200,,80,http://155-9-51-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-51-5.mini5-1.opera-mini.net,,200,,80,http://155-9-51-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-51-6.beta.opera-mini.net,,200,,80,http://155-9-51-6.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-51-6.mini5-1.opera-mini.net,,200,,80,http://155-9-51-6.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-52-5.beta.opera-mini.net,,200,,80,http://155-9-52-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-52-8.beta.opera-mini.net,,200,,80,http://155-9-52-8.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-52-8.mini5-1.opera-mini.net,,200,,80,http://155-9-52-8.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-55-3.beta.opera-mini.net,,200,,80,http://155-9-55-3.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-55-3.mini5-1.opera-mini.net,,200,,80,http://155-9-55-3.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-57-7.beta.opera-mini.net,,200,,80,http://155-9-57-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-57-7.mini5-1.opera-mini.net,,200,,80,http://155-9-57-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-60-11.beta.opera-mini.net,,200,,80,http://155-9-60-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-60-11.mini5-1.opera-mini.net,,200,,80,http://155-9-60-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-60-2.mini5-1.opera-mini.net,,200,,80,http://155-9-60-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-60-7.beta.opera-mini.net,,200,,80,http://155-9-60-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-60-7.mini5-1.opera-mini.net,,200,,80,http://155-9-60-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-61-10.beta.opera-mini.net,,200,,80,http://155-9-61-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-61-10.mini5-1.opera-mini.net,,200,,80,http://155-9-61-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-61-3.beta.opera-mini.net,,200,,80,http://155-9-61-3.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-62-5.mini5-1.opera-mini.net,,200,,80,http://155-9-62-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-62-7.mini5-1.opera-mini.net,,200,,80,http://155-9-62-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-64-4.beta.opera-mini.net,,200,,80,http://155-9-64-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-64-4.mini5-1.opera-mini.net,,200,,80,http://155-9-64-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-71-11.beta.opera-mini.net,,200,,80,http://155-9-71-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-71-4.beta.opera-mini.net,,200,,80,http://155-9-71-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-71-4.mini5-1.opera-mini.net,,200,,80,http://155-9-71-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-72-2.beta.opera-mini.net,,200,,80,http://155-9-72-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-72-2.mini5-1.opera-mini.net,,200,,80,http://155-9-72-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-72-7.beta.opera-mini.net,,200,,80,http://155-9-72-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-72-7.mini5-1.opera-mini.net,,200,,80,http://155-9-72-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-75-4.beta.opera-mini.net,,200,,80,http://155-9-75-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-75-4.mini5-1.opera-mini.net,,200,,80,http://155-9-75-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-76-1.mini5-1.opera-mini.net,,200,,80,http://155-9-76-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-76-10.mini5-1.opera-mini.net,,200,,80,http://155-9-76-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-77-4.beta.opera-mini.net,,200,,80,http://155-9-77-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155-9-77-4.mini5-1.opera-mini.net,,200,,80,http://155-9-77-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158-7-251-4.beta.opera-mini.net,,200,,80,http://158-7-251-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158-7-251-4.mini5-1.opera-mini.net,,200,,80,http://158-7-251-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158-7-251-8.beta.opera-mini.net,,200,,80,http://158-7-251-8.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158-7-252-8.beta.opera-mini.net,,200,,80,http://158-7-252-8.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.251,/,-21967118,82.145.211.251,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12.beta.opera-mini.net,,200,,80,http://16-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12.mini5-1.opera-mini.net,,200,,80,http://16-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-1.beta.opera-mini.net,,200,,80,http://17-121-112-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-1.mini5-1.opera-mini.net,,200,,80,http://17-121-112-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-10.mini5-1.opera-mini.net,,200,,80,http://17-121-112-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-11.beta.opera-mini.net,,200,,80,http://17-121-112-11.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-11.mini5-1.opera-mini.net,,200,,80,http://17-121-112-11.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.254,/,-21967118,82.145.211.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-12.beta.opera-mini.net,,200,,80,http://17-121-112-12.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-12.mini5-1.opera-mini.net,,200,,80,http://17-121-112-12.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.212.253,/,-21967118,82.145.212.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-2.beta.opera-mini.net,,200,,80,http://17-121-112-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-2.mini5-1.opera-mini.net,,200,,80,http://17-121-112-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-3.beta.opera-mini.net,,200,,80,http://17-121-112-3.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-3.mini5-1.opera-mini.net,,200,,80,http://17-121-112-3.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-4.beta.opera-mini.net,,200,,80,http://17-121-112-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-4.mini5-1.opera-mini.net,,200,,80,http://17-121-112-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-5.beta.opera-mini.net,,200,,80,http://17-121-112-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-5.mini5-1.opera-mini.net,,200,,80,http://17-121-112-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-6.beta.opera-mini.net,,200,,80,http://17-121-112-6.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-6.mini5-1.opera-mini.net,,200,,80,http://17-121-112-6.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.249,/,-21967118,82.145.211.249,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-121-112-7.beta.opera-mini.net,,200,,80,http://17-121-112-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
