new,host,a,ns,status_code,soa,aaaa,cname,txt,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
[x],17-121-124-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-124-11.beta.opera-mini.net,82.145.211.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-124-11.mini5-1.opera-mini.net,82.145.211.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-124-12.mini5-1.opera-mini.net,"82.145.212.253, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-124-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-124-6.beta.opera-mini.net,82.145.211.249,,NOERROR,,,,,,,,,,
[x],17-121-124-76.dnsecho.opera.com,203.23.178.131,"h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-124-79.dnsecho.opera.com,172.71.245.60,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-124-9.beta.opera-mini.net,82.145.211.252,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-1.beta.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-12.beta.opera-mini.net,82.145.212.253,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-12.mini5-1.opera-mini.net,82.145.212.253,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-2.mini5-1.opera-mini.net,185.26.181.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-6.beta.opera-mini.net,82.145.211.249,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-65.dnsecho.opera.com,203.23.178.131,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-7.mini5-1.opera-mini.net,82.145.211.250,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-125-8.mini5-1.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-126-1.mini5-1.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-126-10.beta.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-126-2.beta.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-126-4.mini5-1.opera-mini.net,82.145.209.244,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-126-5.beta.opera-mini.net,82.145.209.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-126-7.dnsecho.opera.com,70.34.248.7,"n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-126-8.mini5-1.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-127-10.beta.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-121-127-4.beta.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-100-6.beta.opera-mini.net,82.145.211.249,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-100-8.mini5-1.opera-mini.net,185.26.181.237,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-101-2.mini5-1.opera-mini.net,"82.145.209.242, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-101-4.beta.opera-mini.net,,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-101-65.dnsecho.opera.com,192.29.200.168,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-102-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-97-11.beta.opera-mini.net,82.145.211.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-97-4.beta.opera-mini.net,82.145.209.244,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-97-6.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
[x],17-58-98-7.beta.opera-mini.net,"82.145.211.250, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],17-58-99-5.beta.opera-mini.net,82.145.209.254,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],182-9.beta.opera-mini.net,"82.145.211.252, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],182-9.mini5-1.opera-mini.net,"82.145.211.252, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],1p0-3-5-7.beta.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],1p0-3-5-7.mini5-1.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],21-courier2.dnsecho.opera.com,140.82.39.20,"n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],27-7.mini5-1.opera-mini.net,"82.145.211.250, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],37-229-30-3.beta.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],4c23.dnsecho.opera.com,156.154.77.146,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],4efa.dnsecho.opera.com,45.136.153.213,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],65-12.beta.opera-mini.net,82.145.212.253,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],69-171-244-80.dnsecho.opera.com,208.69.33.75,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],7wkbm.dnsecho.opera.com,216.66.80.30,"h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],7wkco.dnsecho.opera.com,141.8.128.58,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],88.dnsecho.opera.com,5.45.234.196,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-162-150-169-7.beta.opera-mini.net,,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-162-150-169-7.mini5-1.opera-mini.net,82.145.211.250,"n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-96-118-1-9.mini5-1.opera-mini.net,82.145.211.252,,NOERROR,,,,,,,,,,
[x],a-96-118-184-3.mini5-1.opera-mini.net,82.145.209.243,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-96-118-43-56.dnsecho.opera.com,84.200.70.40,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-96-118-62-9.beta.opera-mini.net,"82.145.211.252, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-96-119-152-9.mini5-1.opera-mini.net,82.145.211.252,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-96-119-179-21-picaa0vmfmobiwd.dnsecho.opera.com,192.29.200.168,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-96-119-18-11.mini5-1.opera-mini.net,"82.145.211.254, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-96-119-9-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-netstats-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a-netstats-1.mini5-1.opera-mini.net,82.145.209.241,,NOERROR,,,,,,,,,,
[x],a0-7-8-4.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
[x],a01-01-07.dnsecho.opera.com,172.217.44.132,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a01-05-02.dnsecho.opera.com,"205.171.30.238, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a03-08-06.dnsecho.opera.com,208.69.33.70,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a04-09-03.dnsecho.opera.com,162.158.85.176,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a05-06-03.dnsecho.opera.com,,,NOERROR,,,,,,,,,,
[x],a07-09-08.dnsecho.opera.com,208.69.33.64,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a09-01-04.dnsecho.opera.com,156.154.76.146,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a09-04-04.dnsecho.opera.com,176.56.185.248,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a09-06-08.dnsecho.opera.com,45.136.153.213,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a1-1-78-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a1-9-9-7.mini5-1.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a10-06-01.dnsecho.opera.com,18.207.255.50,,NOERROR,,,,,,,,,,
[x],a10-06-08.dnsecho.opera.com,74.63.24.239,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a10-08-06.dnsecho.opera.com,"205.171.30.238, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a12-02-08.dnsecho.opera.com,45.32.158.47,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a13-07-02.dnsecho.opera.com,,,NOERROR,,,,,,,,,,
[x],a1e-1-1-1.beta.opera-mini.net,185.26.181.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a2-0-2-4.mini5-1.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a20-10-06.dnsecho.opera.com,84.200.70.40,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a23-07-02.dnsecho.opera.com,192.29.200.168,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a23-09-02.dnsecho.opera.com,"70.34.248.202, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a23-09-06.dnsecho.opera.com,176.56.185.248,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a23-3-42-7.beta.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a23-7-238-10.beta.opera-mini.net,185.26.181.239,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a24-01-10.mini5-1.opera-mini.net,"82.145.211.253, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a24-01-12.mini5-1.opera-mini.net,82.145.212.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a24-02-12.beta.opera-mini.net,82.145.212.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a24-03-11.dnsecho.opera.com,,"n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a24-05-07.dnsecho.opera.com,216.66.80.30,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a24-05-10.beta.opera-mini.net,"82.145.211.253, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a24-05-12.mini5-1.opera-mini.net,141.0.13.252,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a24-06-11.mini5-1.opera-mini.net,82.145.211.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a25-01-10.beta.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a25-01-11.mini5-1.opera-mini.net,82.145.211.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a25-03-11.beta.opera-mini.net,82.145.211.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a25-05-10.mini5-1.opera-mini.net,82.145.211.253,,NOERROR,,,,,,,,,,
[x],a25-05-12.beta.opera-mini.net,,"n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-01-01.dnsecho.opera.com,156.154.77.145,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-01-10.mini5-1.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-02-03.dnsecho.opera.com,95.179.162.213,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-02-11.beta.opera-mini.net,"82.145.211.254, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-02-11.mini5-1.opera-mini.net,82.145.211.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-03-10.beta.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-04-11.beta.opera-mini.net,82.145.211.254,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-04-11.mini5-1.opera-mini.net,82.145.211.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-04-12.beta.opera-mini.net,82.145.212.253,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-05-12.mini5-1.opera-mini.net,82.145.212.253,,NOERROR,,,,,,,,,,
[x],a26-06-06.dnsecho.opera.com,45.136.153.213,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a26-06-12.dnsecho.opera.com,140.82.39.20,,NOERROR,,,,,,,,,,
[x],a27-01-12.mini5-1.opera-mini.net,82.145.212.253,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a27-03-10.beta.opera-mini.net,185.26.181.239,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a28-01-10.beta.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a28-02-10.beta.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a28-02-10.mini5-1.opera-mini.net,"82.145.211.253, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a28-03-12.beta.opera-mini.net,82.145.212.253,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a28-05-10.beta.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a28-05-11.beta.opera-mini.net,"82.145.211.254, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a28-06-11.mini5-1.opera-mini.net,82.145.211.254,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a29-02-10.beta.opera-mini.net,82.145.211.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a29-02-11.beta.opera-mini.net,185.26.181.240,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a29-03-10.beta.opera-mini.net,185.26.181.239,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a29-04-11.mini5-1.opera-mini.net,,,NOERROR,,,,,,,,,,
[x],a29-05-10.mini5-1.opera-mini.net,82.145.211.253,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],a29-05-11.mini5-1.opera-mini.net,82.145.211.254,"h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],a29-06-12.mini5-1.opera-mini.net,82.145.212.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],a4e-1-1-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
