input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched,tls_self_signed,tls_expired
int-kb.sbb.ch,,401,12,AS29222,INFOMANIAK-AS,CH,195.15.192.0/18,int-kb.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T13:17:26Z,2024-02-24T13:17:26Z,"CN=int-kb.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",int-kb.sbb.ch,Schweizerische Bundesbahnen SBB,www.int-kb.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,88ec1988f8079af8d3ec77bb05aa3a81,27cc2daef6ed7b5bb09a1b7ecf1c96df660e4ac853ceb6cc3037f9693de15458,,ctls,int-kb.sbb.ch,,443,https://int-kb.sbb.ch:443,https,,text/html,GET,195.15.246.17,/,229361783,195.15.246.17,HSTS,1,False,,,https://api.video.swisstxt.ch,,,
int-koserv.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,int-koserv.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T08:35:29Z,2023-07-21T08:35:29Z,"CN=koserv.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",koserv.sbb.ch,Schweizerische Bundesbahnen SBB,int-koserv.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,8a9b2e4284273536703ca4b3e2bd8cec,18ac2f51e8d07f19846e915ed85917896f1107f7ec53446617678698fd78321f,,ctls,int-koserv.sbb.ch,,443,https://int-koserv.sbb.ch:443,https,Apache,text/html,GET,193.203.121.115,/,1990268587,193.203.121.115,Apache,20,False,,https://int-koserv.sbb.ch/koserv/,,,,
int-myevents.sbb.ch,Login | SBB Events - Home,403,12492,AS29222,INFOMANIAK-AS,CH,195.15.192.0/18,int-myevents.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-05T08:04:24Z,2023-09-05T08:04:24Z,"CN=myevents.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",myevents.sbb.ch,Schweizerische Bundesbahnen SBB,next-myevents.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f81a479615289728a76ae35fbe5bf16f,9fefb240d86fd2a8121b755fefe4de8e7ee49685263c8d442218735d77fc74a7,,ctls,int-myevents.sbb.ch,,443,https://int-myevents.sbb.ch:443,https,,text/html,GET,195.15.246.17,/,-784407443,195.15.246.17,HSTS,305,False,,,https://stats.g.doubleclick.net,,,
int-mysites.sbb.ch,,500,285,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,int-mysites.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-07T09:13:26Z,2023-06-07T09:13:26Z,"CN=elazcloud-ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",elazcloud-ws.sbb.ch,Schweizerische Bundesbahnen SBB,elazcloud-int-ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c93d8fe36237cb7ea95aaba2896f3852,5436236ae724c2723d73b30accc5263ea794a986fd3082e3c3634387ac5a07ae,,ctls,int-mysites.sbb.ch,,443,https://int-mysites.sbb.ch:443,https,,text/xml,GET,193.203.121.101,/,-1679719288,193.203.121.101,IBM DataPower,2,False,,,,True,,
int-news.sbb.ch,,401,12,AS29222,INFOMANIAK-AS,CH,195.15.192.0/18,int-news.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T13:23:34Z,2024-02-24T13:23:34Z,"CN=next-news.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",next-news.sbb.ch,Schweizerische Bundesbahnen SBB,int-news.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,50aa27c093a9ea914135cd027cf15e88,e477c19f1c8068e574db43483886fcce28cf5df35b4fcc33d0b2ffa82d610d68,,ctls,int-news.sbb.ch,,443,https://int-news.sbb.ch:443,https,,text/html,GET,195.15.246.17,/,229361783,195.15.246.17,HSTS,1,False,,,https://translate.googleapis.com,,,
int-orig-beta.sbb.ch,403 Forbidden,403,199,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,,,,,,,,,,,,,,,,,,,,,80,http://int-orig-beta.sbb.ch:80,http,Apache,text/html,GET,194.150.244.198,/,-855688948,194.150.244.198,Apache,8,False,,,,,,
int-reporting.sbb.ch,,401,12,AS29222,INFOMANIAK-AS,CH,195.15.192.0/18,int-reporting.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T13:28:44Z,2024-02-24T13:28:44Z,"CN=next-reporting.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",next-reporting.sbb.ch,Schweizerische Bundesbahnen SBB,int-reporting.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,8a21dffa95717e52008a8966cf0f5194,6e8f1b2c0accc550d80b61fb42736c1020aa6ed6eea259efdecfef0c6f550251,,ctls,int-reporting.sbb.ch,,443,https://int-reporting.sbb.ch:443,https,,text/html,GET,195.15.246.17,/,229361783,195.15.246.17,HSTS,1,False,,,https://*.xiti.com,,,
int-schulzug.sbb.ch,,401,12,AS29222,INFOMANIAK-AS,CH,195.15.192.0/18,int-schulzug.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T13:31:52Z,2024-02-24T13:31:52Z,"CN=int-schulzug.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",int-schulzug.sbb.ch,Schweizerische Bundesbahnen SBB,www.int-schulzug.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e23dd587a23f8d2b1de064934af50111,90b60700dee9b7c6405aa7458efac734d1bd50ebdb8a5d959feb7f90e37fd6fd,,ctls,int-schulzug.sbb.ch,,443,https://int-schulzug.sbb.ch:443,https,,text/html,GET,195.15.246.17,/,229361783,195.15.246.17,HSTS,1,False,,,https://fonts.gstatic.com,,,
int-ssovpn.sbb.ch,NetScaler AAA,200,42775,AS5089,NTL,GB,91.224.0.0/11,int-ssovpn.sbb.ch,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-08-23T05:12:26Z,2023-08-23T05:12:26Z,"CN=ssovpn.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",ssovpn.sbb.ch,Schweizerische Bundesbahnen SBB,test-ssovpn.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,53b6160ce9e08ab342e9df1c30fde459,367897cb1558001baf80d4a194616f22b07a4ec40a316b4ee33dd7686878d73d,,ctls,int-ssovpn.sbb.ch,,443,https://int-ssovpn.sbb.ch:443,https,Apache,text/html,GET,91.230.141.169,/,12023395,91.230.141.169,HSTS,721,False,,https://int-ssovpn.sbb.ch/logon/LogonPoint/tmindex.html,,,,
int-taf.sbb.ch,Alles für Ihre Mobilität | SBB,200,217272,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,int-taf.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T08:47:35Z,2023-08-09T08:47:35Z,"CN=www.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.sbb.ch,Schweizerische Bundesbahnen SBB,sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,614a3b337a1a627a33ec96c5cf868ef6,37ac2a275b132a52dbb3a1e5e8416079d85765ac6c8d959de84b8ea906c697d9,,ctls,int-taf.sbb.ch,,443,https://int-taf.sbb.ch:443,https,Apache,text/html,GET,193.203.120.75,/,1383391489,193.203.120.75,HSTS,3408,False,,,,,,
int-vpn.sbb.ch,Citrix Gateway,200,2473,AS5089,NTL,GB,91.224.0.0/11,int-vpn.sbb.ch,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-11-07T14:20:14Z,2023-11-07T14:20:14Z,"CN=citrix.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",citrix.sbb.ch,Schweizerische Bundesbahnen SBB,bn-netscalermas-01.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9d4ce15db27b656dfd0345a7ecf3fc41,486be16a71e5d0d9a2b0f4945edefa7582a42023f5a67718149b9950fa555c79,,ctls,int-vpn.sbb.ch,,443,https://int-vpn.sbb.ch:443,https,Apache,text/html,GET,91.230.141.164,/,12023395,91.230.141.164,HSTS,58,False,,https://int-vpn.sbb.ch/epa/epa.html,,,,
int-www.sbb.ch,Das Online-Portal der SBB für Zug und ÖV | SBB,200,299264,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,int-www.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T08:47:35Z,2023-08-09T08:47:35Z,"CN=www.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.sbb.ch,Schweizerische Bundesbahnen SBB,sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,614a3b337a1a627a33ec96c5cf868ef6,37ac2a275b132a52dbb3a1e5e8416079d85765ac6c8d959de84b8ea906c697d9,,ctls,int-www.sbb.ch,,443,https://int-www.sbb.ch:443,https,Apache,text/html,GET,194.150.244.252,/,-491310996,2a00:4bc0:ffff:9::c296:f4fc,Varnish,4647,False,,https://int-www.sbb.ch/de,,,,
int.app.sbb.ch,,503,2503,AS16509,AS16509,Unknown,3.144.0.0/13,int.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,int.app.sbb.ch,,443,https://int.app.sbb.ch:443,https,,text/html,GET,3.124.89.17,/,1539244717,35.157.98.202,,94,False,,,,,,
intsmp.sbb.ch,401 Unauthorized,401,381,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,intsmp.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-27T12:44:32Z,2023-06-27T12:44:32Z,"CN=mobileprod.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",mobileprod.sbb.ch,Schweizerische Bundesbahnen SBB,mobileint.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,99954d1a73e044d027acc2287f1ae9f3,645c1fc91f7ce464720e8b8c15442820c8aa42e2f35dcea3e24eedfec56319f2,,ctls,intsmp.sbb.ch,,443,https://intsmp.sbb.ch:443,https,Apache,text/html,GET,194.150.244.196,/,-392200610,194.150.244.196,HSTS,13,False,,,,,,
inverno.swisspass.ch,swisspass.ch,200,4178,AS47302,CYON,CH,149.126.0.0/21,www.swisspass.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T11:59:41Z,2024-01-09T11:59:41Z,"CN=www.swisspass.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.swisspass.ch,Schweizerische Bundesbahnen SBB,swisspass.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c57c36815a4db5a39042e5482b3f3c7a,fa41402449888861eccd7b4edc738118d9571ae7cd87fb513c830e03017faa98,,ctls,www.swisspass.ch,,443,https://inverno.swisspass.ch:443,https,Apache,text/html,GET,149.126.4.14,/,,149.126.4.14,HSTS,73,False,,https://www.swisspass.ch/plus/skipass?lang=it,,,,
invitation.event.sbb.ch,"Invitation commanditaires ""Les coulisses des CFF""",200,72058,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,invitation.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:37:28Z,2023-07-03T10:37:27Z,CN=invitation.event.sbb.ch,invitation.event.sbb.ch,,invitation.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,0e7ed922740077e93e5a09678e438235,b30c95644f11d9b17b2c63b80236a418d5231411552d19762e51cfc8527955e9,,ctls,invitation.event.sbb.ch,google,443,https://invitation.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,215,False,True,,,,,
iot-device-route-prod-lpn-srv-test.app.sbb.ch,,503,2503,AS16509,AMAZON-02,US,18.160.192.0/24,iot-device-route-prod-lpn-srv-test.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,iot-device-route-prod-lpn-srv-test.app.sbb.ch,,443,https://iot-device-route-prod-lpn-srv-test.app.sbb.ch:443,https,,text/html,GET,18.156.0.176,/,1539244717,35.157.98.202,,94,False,,,,,,
iotsrv-dmp-distributor.dev.app.sbb.ch,,503,2503,AS16509,AS16509,Unknown,18.184.0.0/15,iotsrv-dmp-distributor.dev.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-07-20T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,af48e1db6cd272fd9fadbb92e39b13bc,efe63608db96f3443f0e91404dc157ac6c74e524f09c359661a5998a76ca0ae5,True,ctls,iotsrv-dmp-distributor.dev.app.sbb.ch,,443,https://iotsrv-dmp-distributor.dev.app.sbb.ch:443,https,,text/html,GET,18.184.23.107,/,1539244717,18.184.49.10,,94,False,,,,True,,
iprix.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,iprix.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T04:47:53Z,2023-07-15T04:47:53Z,"CN=iprix.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",iprix.sbb.ch,Schweizerische Bundesbahnen SBB,iprixi.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2361d477b922f4be95f746edf469805e,7f72832b2f972106cd9b2df1bb12b267c3851b6507a3c5067cd99df18d4f41c4,,ctls,iprix.sbb.ch,,443,https://iprix.sbb.ch:443,https,Apache,text/html,GET,193.203.121.137,/,1291595046,193.203.121.137,Apache,20,False,,,,,,
iprixe.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,iprixe.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T04:47:53Z,2023-07-15T04:47:53Z,"CN=iprix.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",iprix.sbb.ch,Schweizerische Bundesbahnen SBB,iprixi.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2361d477b922f4be95f746edf469805e,7f72832b2f972106cd9b2df1bb12b267c3851b6507a3c5067cd99df18d4f41c4,,ctls,iprixe.sbb.ch,,443,https://iprixe.sbb.ch:443,https,Apache,text/html,GET,193.203.121.9,/,-1115796520,193.203.121.9,Apache,20,False,,,,,,
iprixi.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,iprixi.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T04:47:53Z,2023-07-15T04:47:53Z,"CN=iprix.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",iprix.sbb.ch,Schweizerische Bundesbahnen SBB,iprixi.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2361d477b922f4be95f746edf469805e,7f72832b2f972106cd9b2df1bb12b267c3851b6507a3c5067cd99df18d4f41c4,,ctls,iprixi.sbb.ch,,443,https://iprixi.sbb.ch:443,https,Apache,text/html,GET,193.203.121.79,/,-1312525044,193.203.121.79,Apache,20,False,,,,,,
iprixt.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,iprixt.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T04:47:53Z,2023-07-15T04:47:53Z,"CN=iprix.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",iprix.sbb.ch,Schweizerische Bundesbahnen SBB,iprixi.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2361d477b922f4be95f746edf469805e,7f72832b2f972106cd9b2df1bb12b267c3851b6507a3c5067cd99df18d4f41c4,,ctls,iprixt.sbb.ch,,443,https://iprixt.sbb.ch:443,https,Apache,text/html,GET,193.203.121.9,/,-1303898901,193.203.121.9,Apache,20,False,,,,,,
ipv-int.app.sbb.ch,Notification settings,200,22255,AS16509,AS16509,Unknown,52.40.0.0/14,ipv-int.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,ipv-int.app.sbb.ch,,443,https://ipv-int.app.sbb.ch:443,https,nginx/1.20.1,text/html,GET,52.28.127.176,/,1483217389,52.57.148.72,Nginx:1.20.1,59,False,,,,,,
ipv-int.sbb.ch,Notification settings,200,22255,AS16509,AS16509,Unknown,35.160.0.0/13,ipv-int.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=s-int.sbb.ch,s-int.sbb.ch,,ipv-int.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b210835a8c516d5b3ede83e54bd819b4,ddb374715a48e07f206df1e28880d581ebaad4432b291bc4c096e0435466e013,,ctls,ipv-int.sbb.ch,,443,https://ipv-int.sbb.ch:443,https,nginx/1.20.1,text/html,GET,35.157.225.80,/,1483217389,52.57.148.72,Nginx:1.20.1,59,False,,,,,,
ipv-test.app.sbb.ch,Notification settings,200,22267,AS16509,AS16509,Unknown,18.184.0.0/15,ipv-test.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-07-20T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,af48e1db6cd272fd9fadbb92e39b13bc,efe63608db96f3443f0e91404dc157ac6c74e524f09c359661a5998a76ca0ae5,True,ctls,ipv-test.app.sbb.ch,,443,https://ipv-test.app.sbb.ch:443,https,nginx/1.20.1,text/html,GET,18.184.49.10,/,-1298480087,18.184.23.107,Nginx:1.20.1,59,False,,,,,,
ipv-test.sbb.ch,Notification settings,200,22267,AS16509,AS16509,Unknown,3.144.0.0/13,ipv-test.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=s-test.sbb.ch,s-test.sbb.ch,,ipv-test.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3bdec51fbd123685e2617ee77184ecf8,6197aaf6ed99c452c3393180c1a03a1ecd8f5f0076f0c9dc549963f72216dc9d,,ctls,ipv-test.sbb.ch,,443,https://ipv-test.sbb.ch:443,https,nginx/1.20.1,text/html,GET,3.121.210.209,/,-1298480087,18.184.23.107,Nginx:1.20.1,59,False,,,,,,
ipv.sbb.ch,Notification settings,200,22256,AS16509,AS16509,Unknown,52.60.0.0/16,ipv.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-07-16T23:59:59Z,CN=ipv.sbb.ch,ipv.sbb.ch,,s.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,02c77e4e5ef263a08243f19d0fdd7026,00cba6d31b93f2368c7f504329ce7f19e180241f4d24ff1000884881b59fde7f,,ctls,ipv.sbb.ch,,443,https://ipv.sbb.ch:443,https,nginx/1.20.1,text/html,GET,52.57.148.72,/,-1298480087,52.28.127.176,Nginx:1.20.1,59,False,,,,,,
iservice.sbb.ch,Under Construction - Under Construction,200,169502,AS16839,SNC,US,149.96.132.0/23,iservice.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T08:30:18Z,2023-06-15T08:30:17Z,CN=iservice.sbb.ch,iservice.sbb.ch,,iservice.sbb.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85be1b6c8c4a524ff0c0c2c37d9a85ad,b1a6aa4bac725799b4d44d6c2088d3fc313343927956307cc8d0c01e092042f7,,ctls,iservice.sbb.ch,,443,https://iservice.sbb.ch:443,https,snow_adc,text/html,GET,149.96.116.100,/,1701804003,149.96.116.100,Java,924,False,,https://iservice.sbb.ch/uc,https://*.sbb.ch,,,
iservice.swisspass.ch,Entschädigung bei Verspätung - PARE,200,796930,AS16839,SNC,US,149.96.132.0/23,iservice.swisspass.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T20:45:06Z,2023-07-19T20:45:05Z,CN=iservice.swisspass.ch,iservice.swisspass.ch,,iservice.swisspass.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,24ba1bc1a74884adfa713bafec7f894e,057b5070a42ef61af8b4ae9bf8004b35a680ac7858a5c176ad845dd2c84efe75,,ctls,iservice.swisspass.ch,,443,https://iservice.swisspass.ch:443,https,snow_adc,text/html,GET,149.96.116.100,/,1701804003,149.96.116.100,Java,2258,False,,https://iservice.swisspass.ch/pare,https://*.sbb.ch,,,
jobs.sbb.ch,404 Not Found,404,548,AS16509,AS16509,Unknown,54.248.0.0/13,jobs.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-01T08:15:03Z,2023-09-01T08:15:03Z,"CN=jobs.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",jobs.sbb.ch,Schweizerische Bundesbahnen SBB,jobs.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,ecc2dec7c308c29722114ea91b4dcb4a,4eebd37b513b321009d33303db2db22cb92315747d7319997e381e5a2e4d05fa,,ctls,jobs.sbb.ch,,443,https://jobs.sbb.ch:443,https,openresty,text/html,GET,54.246.222.93,/,,54.246.222.93,OpenResty,14,False,,,,,,
journey-maps-tiles.geocdn.sbb.ch,401 Restricted,401,428,AS54113,FASTLY,US,151.101.8.0/22,journey-maps-tiles.geocdn.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-16T05:54:04Z,2023-08-16T05:54:04Z,"CN=journey-maps-tiles.geocdn.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",journey-maps-tiles.geocdn.sbb.ch,Schweizerische Bundesbahnen SBB,www.journey-maps-tiles.geocdn.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,30a70e81c7653dfd14d53a672a46250d,22bad53d6d49283f5d38f7ca5449b749f455a2b8b24268d611c0bf7f4474e5b9,,ctls,journey-maps-tiles.geocdn.sbb.ch,fastly,443,https://journey-maps-tiles.geocdn.sbb.ch:443,https,Varnish,text/html,GET,151.101.2.132,/,-1647646429,151.101.194.132,Varnish,18,False,True,,,,,
kb.sbb.ch,SBB KB,200,11346,AS29222,INFOMANIAK-AS,CH,195.15.192.0/18,kb.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T13:31:10Z,2024-02-24T13:31:10Z,"CN=kb.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",kb.sbb.ch,Schweizerische Bundesbahnen SBB,www.kb.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,355f1d2e92c57e51cc1d95dcf1a99c9b,c06ae00591a84f1728fe8b06181b52cc8342e0c85b1382f2141bfd0071885d19,,ctls,kb.sbb.ch,,443,https://kb.sbb.ch:443,https,,text/html,GET,195.15.246.17,/,1791466810,195.15.246.17,HSTS,115,False,,,https://api.video.swisstxt.ch,,,
