new,host,a,soa,status_code,cname,cdn,cdn-name,aaaa,ns,caa,mx,txt,has_internal_ips,internal_ips
,refer.underarmour.co.uk,"50.17.7.7, 34.201.200.0","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,under-armour-1.extole.io,,,,,,,,,
,reply.cf.underarmour.com,74.121.50.42,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,reply.cf.underarmour.com,v=spf1 a ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,reply.fit.underarmour.com,74.121.50.42,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,reply.fit.underarmour.com,v=spf1 a ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,reply.mail.mapmyfitness.com,74.121.50.42,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net",,reply.mail.mapmyfitness.com,v=spf1 a ip4:208.73.5.15 ip4:208.73.5.16 -all,,
,reply.pth.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,v=spf1 a ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,reply.record.underarmour.com,74.121.50.42,"ns-830.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,reply.record.underarmour.com,v=spf1 a ip4:208.73.5.15 ip4:208.73.5.16 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,reporting.mapmyfitness.com,198.101.208.165,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,reps.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, digicert.com, sectigo.com",,,,
,review.mapmyfitness.com,172.30.8.93,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,review.uacf.io,,,,,,,,True,172.30.8.93
,reviews.underarmour.com,"99.86.4.16, 99.86.4.96, 99.86.4.5, 99.86.4.29","ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,"underarmour.ugc.bazaarvoice.com, dpybua5gyk3t0.cloudfront.net",True,cloudfront,"2600:9000:2057:8e00:7:44f0:9100:93a1, 2600:9000:2057:6400:7:44f0:9100:93a1, 2600:9000:2057:8800:7:44f0:9100:93a1, 2600:9000:2057:200:7:44f0:9100:93a1, 2600:9000:2057:f800:7:44f0:9100:93a1, 2600:9000:2057:b200:7:44f0:9100:93a1, 2600:9000:2057:b600:7:44f0:9100:93a1, 2600:9000:2057:5600:7:44f0:9100:93a1","ns-1468.awsdns-55.org, ns-149.awsdns-18.com, ns-1755.awsdns-27.co.uk, ns-693.awsdns-22.net",,,,,
,rich.myfitnesspal.com,"188.114.99.229, 188.114.98.229","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,roadtoglory.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,run.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,salt.mapmyfitness.com,10.209.35.170,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,True,10.209.35.170
,sb-dev01.ecm.underarmour.com,"76.76.21.164, 76.76.21.93","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"sectigo.com, letsencrypt.org, globalsign.com",,,,
,sb-dev02.ecm.underarmour.com,"76.76.21.9, 76.76.21.164","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"letsencrypt.org, globalsign.com, sectigo.com",,,,
,sb-devmain.ecm.underarmour.com,"76.76.21.9, 76.76.21.164","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"letsencrypt.org, globalsign.com, sectigo.com",,,,
,seclub.ua.com,,,NOERROR,,,,,,,,,,
,secure.mapmyfitness.com,72.3.205.135,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,secure.mapmyrun.com,,,NOERROR,,,,,,,,,,
,secure.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,secure2.underarmour.com,,,NOERROR,,,,,,,,,,
,securelab.underarmour.com,204.29.197.15,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,selfcareirl.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,selfie.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"sectigo.com, letsencrypt.org, digicert.com",,,,
,sendgrid.mapmyfitness.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,u3449924.wl175.sendgrid.net,,,,,,mx.sendgrid.net,v=spf1 ip4:167.89.100.144 -all,,
,sh.guest.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,shandy.myfitnesspal.com,,"burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, sectigo.com, digicert.com",,,,
,share.in.ua.com,,,NOERROR,,,,,,,,,,
,sharepoint.underarmour.com,204.29.196.115,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,shaucvcse01.underarmour.com,202.65.196.170,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,shaucvcse02.underarmour.com,202.65.196.171,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,shop-api-staging.underarmour.com,2.22.239.115,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net",,,,,,,,,
,shop-content.underarmour.com,,"ns-1432.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,d318u54sem78if.cloudfront.net,True,cloudfront,"2600:9000:20eb:8e00:8:526d:35c0:93a1, 2600:9000:20eb:a600:8:526d:35c0:93a1, 2600:9000:20eb:c200:8:526d:35c0:93a1, 2600:9000:20eb:8a00:8:526d:35c0:93a1, 2600:9000:20eb:7a00:8:526d:35c0:93a1, 2600:9000:20eb:6800:8:526d:35c0:93a1, 2600:9000:20eb:3c00:8:526d:35c0:93a1, 2600:9000:20eb:4800:8:526d:35c0:93a1","ns-1432.awsdns-51.org, ns-1962.awsdns-53.co.uk, ns-386.awsdns-48.com, ns-697.awsdns-23.net",,,,,
,shop.ua.com,,"ns-286.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1335.awsdns-38.org, ns-1875.awsdns-42.co.uk, ns-286.awsdns-35.com, ns-807.awsdns-36.net",,,,,
,shop.underarmour.com,"205.251.193.42, 205.251.195.95, 205.251.197.212, 205.251.198.54","ns-298.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1590.awsdns-06.co.uk, ns-863.awsdns-43.net, ns-298.awsdns-37.com, ns-1492.awsdns-58.org",letsencrypt.org,,,,
,sip.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,sitetools.underarmour.com,173.203.167.160,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,sjc-expressway-edge-01.underarmour.com,204.29.196.91,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,sjc-expressway-edge-02.underarmour.com,204.29.196.133,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,smart60.ua.com,,,NOERROR,,,,,,,,,,
,smetrics.underarmour.co.uk,204.74.99.103,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
,snc.underarmour.com,27.111.195.8,,NOERROR,snc.gslb.underarmour.com,,,,,,,,,
,snctest-c.underarmour.com,204.29.196.140,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,snctest-s.underarmour.com,204.29.196.140,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,space.underarmour.com,35.245.193.153,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,True,google,,,,,,,
,sparks.myfitnesspal.com,,"burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,,,,,,,
,split.myfitnesspal.com,"172.25.237.139, 172.25.242.225, 172.25.252.99","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,split-synchronizer-prod.internal.us.mfp.dev,,,,,,,,True,"172.25.237.139, 172.25.242.225, 172.25.252.99"
,sports.ua.com,,,NOERROR,,,,,,,,,,
,stage-about.underarmour.com,146.75.119.10,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,"cdn.adobeaemcloud.com, adobe-aem.map.fastly.net",True,fastly,,,,,,,
,staging-pim-team.underarmour.com,104.130.106.165,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,staging-team.underarmour.com,104.130.106.163,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,staging.mapmyfitness.com,"54.80.69.143, 34.236.65.196, 35.172.152.119","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,,,,,,
,staging.underarmour.co.uk,151.106.151.11,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
,static.mapmyfitness.com,"99.86.4.87, 99.86.4.12, 99.86.4.121, 99.86.4.9","ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,d3r2hbt87loi6e.cloudfront.net,True,cloudfront,"2600:9000:2057:9e00:17:66b8:c180:93a1, 2600:9000:2057:ea00:17:66b8:c180:93a1, 2600:9000:2057:1800:17:66b8:c180:93a1, 2600:9000:2057:be00:17:66b8:c180:93a1, 2600:9000:2057:9a00:17:66b8:c180:93a1, 2600:9000:2057:2a00:17:66b8:c180:93a1, 2600:9000:2057:8c00:17:66b8:c180:93a1, 2600:9000:2057:4200:17:66b8:c180:93a1","ns-152.awsdns-19.com, ns-1866.awsdns-41.co.uk, ns-682.awsdns-21.net, ns-1077.awsdns-06.org",,,,,
,status.myfitnesspal.com,52.215.192.131,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,ptdhqjqb40nf.stspg-customer.com,,,,,"globalsign.com;, letsencrypt.org",,,,
,stg-na04-vercel.ecm.underarmour.com,"76.76.21.22, 76.76.21.164","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"globalsign.com, sectigo.com, letsencrypt.org",,,,
,store-locations.underarmour.com,35.192.67.27,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,underarmour.where2getit.com,True,google,,,,,,,
,store.underarmour.com,35.192.67.27,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,hosted.where2getit.com,True,google,,,,,,,
,strivetofit.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,,,"letsencrypt.org, sectigo.com, digicert.com",,,,
,sts.underarmour.com,5.175.80.123,,NOERROR,sts.gslb.underarmour.com,,,,,,,,,
,summer-of-you.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, digicert.com, sectigo.com",,,,
,supplier.gslb.underarmour.com,204.29.196.126,,NOERROR,,,,,,,,,,
,supplier.underarmour.com,204.29.196.126,,NOERROR,supplier.gslb.underarmour.com,,,,,,,,,
,support.mapmyfitness.com,"104.16.53.111, 104.16.51.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,underarmourhelp.zendesk.com,True,cloudflare,,,,mail-pod-19.int.zendesk.com,"pod=19, v=spf1 include:mail.zendesk.com ~all",,
,support.mapmyrun.com,"18.214.9.228, 44.206.152.228, 52.55.53.168","ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com, ns-748.awsdns-29.net",,,,,
,support.myfitnesspal.com,"104.16.51.111, 104.16.53.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,myfitnesspal.zendesk.com,True,cloudflare,,,,mail-pod-13.int.zendesk.com,"pod=13, v=spf1 include:mail.zendesk.com ~all",,
,surveys.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,svc01.mapmyfitness.com,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,sweat-myfitnesspal-2021.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, sectigo.com, digicert.com",,,,
,syzygy.mapmyfitness.com,72.3.174.201,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,tableauonline.underarmour.com,"18.244.146.77, 18.244.146.45, 18.244.146.97, 18.244.146.79, 205.251.197.75, 205.251.199.210","ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,d1d5j45r7luwzd.cloudfront.net,True,cloudfront,"2600:9000:26de:3400:14:ca28:de40:93a1, 2600:9000:26de:7600:14:ca28:de40:93a1, 2600:9000:26de:8800:14:ca28:de40:93a1, 2600:9000:26de:8a00:14:ca28:de40:93a1, 2600:9000:26de:c200:14:ca28:de40:93a1, 2600:9000:26de:c600:14:ca28:de40:93a1, 2600:9000:26de:1600:14:ca28:de40:93a1, 2600:9000:26de:2600:14:ca28:de40:93a1","ns-1355.awsdns-41.org, ns-996.awsdns-60.net, ns-204.awsdns-25.com, ns-2002.awsdns-58.co.uk",,,,,
,tangents.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,taylor.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"sectigo.com, digicert.com, letsencrypt.org",,,,
,tc-signup.underarmour.com,64.106.245.231,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,team.underarmour.com,35.241.48.201,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,gclb.gcp.ua-ecm.com,True,google,,,,,google-site-verification=POQQ_UuZC53idhyGS64Tw5l_m7QMB8dYEr8l4KAmmTQ,,
,teammatecomms.underarmour.com,136.147.129.27,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,inbound-reply.s7.exacttarget.com,,,
,techno-service.com.ua.com,,,NOERROR,,,,,,,,,,
,teenmom.myfitnesspal.com,"188.114.98.229, 188.114.99.229","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",,"sectigo.com, digicert.com, letsencrypt.org",,,,
,test-jenkins.mapmyfitness.com,10.208.200.248,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,True,10.208.200.248
,test.mapmyride.com,"13.224.189.41, 13.224.189.49, 13.224.189.52, 13.224.189.31","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,www.mapmyride.com,True,cloudfront,,"ns-1291.awsdns-33.org, ns-193.awsdns-24.com, ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net",,,,,
,test.mapmyrun.com,"13.226.153.12, 13.226.153.25, 13.226.153.126, 13.226.153.105","ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,www.mapmyrun.com,True,cloudfront,,,,,,,
,test.mapmywalk.com,"13.224.189.52, 13.224.189.31, 13.224.189.41, 13.224.189.49","ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmywalk.com,True,cloudfront,,"ns-1310.awsdns-35.org, ns-1576.awsdns-05.co.uk, ns-436.awsdns-54.com, ns-650.awsdns-17.net",,inbound-smtp.us-east-1.amazonaws.com,,,
,tickers.myfitnesspal.com,"13.225.78.28, 13.225.78.8, 13.225.78.18, 13.225.78.70","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,"api.myfitnesspal.com, frontend.myfitnesspal.com",True,cloudfront,"2600:9000:21f3:2400:1e:f4a8:3140:93a1, 2600:9000:21f3:fe00:1e:f4a8:3140:93a1, 2600:9000:21f3:ae00:1e:f4a8:3140:93a1, 2600:9000:21f3:d000:1e:f4a8:3140:93a1, 2600:9000:21f3:aa00:1e:f4a8:3140:93a1, 2600:9000:21f3:4800:1e:f4a8:3140:93a1, 2600:9000:21f3:5e00:1e:f4a8:3140:93a1, 2600:9000:21f3:8200:1e:f4a8:3140:93a1",,,,,,
,tmp-na04-vercel.ecm.underarmour.com,"76.76.21.164, 76.76.21.9","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"globalsign.com, sectigo.com, letsencrypt.org",,,,
,tns.api.ua.com,"35.172.152.119, 34.236.65.196, 54.80.69.143","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,,,,,,
,tokens-staging.underarmour.com,23.218.51.10,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net",,,,,,,,,
,tokens.underarmour.com,23.72.4.114,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net",,,,,,,,,
,tp-b2b-edge.underarmour.com,"204.29.196.22, 204.29.196.23","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tp-hbcall-edge.underarmour.com,54.144.128.85,,NOERROR,,,,,,,,,,
,tp-mra-edge.underarmour.com,"204.29.196.154, 204.29.196.155","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tp-uaconnect.underarmour.com,204.29.196.120,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tp.guest.underarmour.com,10.25.252.66,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,True,10.25.252.66
,tplsext01.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tpucvcse01.underarmour.com,204.29.196.79,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tpucvcse03.underarmour.com,204.29.196.132,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tpucvcse05.underarmour.com,204.29.196.22,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tpucvcse06.underarmour.com,204.29.196.23,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tpucvcse09.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,tpwas.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,training.api.ua.com,"52.222.174.24, 52.222.174.38, 52.222.174.31, 52.222.174.119",,NOERROR,,True,cloudfront,,,,,,,
,transfer.underarmour.com,204.29.196.21,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,translate.mapmyfitness.com,"13.224.189.52, 13.224.189.49, 13.224.189.41, 13.224.189.31","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmyfitness.com,True,cloudfront,,"ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net",,"mx1.ua.iphmx.com, mx2.ua.iphmx.com","MS=ms37790606, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all",,
,trident.ua.com,,,NOERROR,,,,,,,,,,
,trk.e.underarmour.com,"50.18.202.186, 54.183.236.66, 52.52.238.220, 13.56.46.112","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,thirdparty.bnc.lt,,,,,"digicert.com, entrust.net, letsencrypt.org",,v=spf1 -all,,
,trk.underarmour.com,"54.183.236.66, 13.56.46.112, 52.52.238.220, 50.18.202.186","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,thirdparty.bnc.lt,,,,,"digicert.com, entrust.net, letsencrypt.org",,v=spf1 -all,,
,trk.us.underarmour.com,"50.18.202.186, 13.56.46.112, 52.52.238.220, 54.183.236.66","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,thirdparty.bnc.lt,,,,,"digicert.com, entrust.net, letsencrypt.org",,v=spf1 -all,,
,try.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,tss.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,,,"letsencrypt.org, sectigo.com, digicert.com",,,,
,typeahead.underarmour.com,173.203.171.15,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,uabroadcast.underarmour.com,"54.172.121.130, 52.4.133.18, 34.233.151.195","ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"underarmour.rev.vbrick.com, nlbwaf.us.vbrickrev.com",,,,,,,,,
,ualistens.underarmour.com,104.73.233.187,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"uafieldtesting.vanity6.az1.qualtrics.com, akamaisecure6.qualtrics.com.edgekey.net, e17664.b.akamaiedge.net",,,,,,,,,
,uar-web-static.api.ua.com,"18.160.18.55, 18.160.18.117, 18.160.18.13, 18.160.18.69, 205.251.193.122, 205.251.194.218, 205.251.197.142, 205.251.199.185","ns-1977.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dd09t0nshmgvp.cloudfront.net,True,cloudfront,"2600:9000:250b:fe00:c:2e43:fd40:93a1, 2600:9000:250b:1000:c:2e43:fd40:93a1, 2600:9000:250b:7c00:c:2e43:fd40:93a1, 2600:9000:250b:e600:c:2e43:fd40:93a1, 2600:9000:250b:2800:c:2e43:fd40:93a1, 2600:9000:250b:4e00:c:2e43:fd40:93a1, 2600:9000:250b:8e00:c:2e43:fd40:93a1, 2600:9000:250b:d400:c:2e43:fd40:93a1","ns-378.awsdns-47.com, ns-1977.awsdns-55.co.uk, ns-1422.awsdns-49.org, ns-730.awsdns-27.net",,,,,
,uarecord.underarmour.com,136.147.129.27,"ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1416.awsdns-49.org, ns-1871.awsdns-41.co.uk, ns-456.awsdns-57.com, ns-584.awsdns-09.net",,,"google-site-verification=eGnm2dAdalOAMxb81cXJAfbkuiWXjjVIwPauhxykHuQ, spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all",,
,uarun-mobile-static.mapmyrun.com,"18.165.242.28, 18.165.242.127, 18.165.242.118, 18.165.242.75","ns-549.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,d27a63z3kwtwjb.cloudfront.net,True,cloudfront,,"ns-1511.awsdns-60.org, ns-1818.awsdns-35.co.uk, ns-343.awsdns-42.com, ns-549.awsdns-04.net",,,,,
,uawinv27.underarmour.com,,,NOERROR,,,,,,,,,,
