input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,final_url
beta.underarmour.co.uk,403 Forbidden,403,553,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,beta.underarmour.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,CN=ssl1077280.cloudflaressl.com,ssl1077280.cloudflaressl.com,ssl1077280.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,314c99b80f9022e09f7a2f154725ee1c,cf4ec13a3dea8b45ff491278ce149bf65c76f5056aa7bb8d2cd39e602e048f7e,ctls,beta.underarmour.co.uk,443,https://beta.underarmour.co.uk:443,https,cloudflare,text/html,GET,104.18.221.231,/,-861110197,104.18.222.231,Cloudflare,14,False,True,,,cloudflare,True,
billing.myfitnesspal.com,Origin DNS error | billing.myfitnesspal.com | Cloudflare,530,6225,AS13335,CLOUDFLARENET,US,172.64.192.0/20,,,,,,,,,,,,,,,,,,,80,http://billing.myfitnesspal.com:80,http,cloudflare,text/html,GET,172.64.144.52,/,-422121434,2606:4700:4400::6812:2bcc,Cloudflare,93,False,,,,cloudflare,True,
blog.myfitnesspal.com,"MyFitnessPal | Advice on weight loss, nutrition, recipes & fitness",200,116614,AS16509,AMAZON-02,US,65.9.112.0/23,,blog.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,blog.myfitnesspal.com,443,https://blog.myfitnesspal.com:443,https,cloudflare,text/html,GET,65.9.66.18,/,-1070471914,65.9.66.103,jQuery,1428,False,,,True,cloudfront,True,
blog.underarmour.com,,403,243,AS16509,AS16509,Unknown,13.225.96.0/21,,,,,,,,,,,,,,,,,,,80,http://blog.underarmour.com:80,http,AmazonS3,application/xml,GET,13.225.78.48,/,1199193825,2600:9000:21f3:8800:5:983e:6600:93a1,Amazon Web Services,2,False,,,,cloudfront,True,
brand.myfitnesspal.com,,204,,AS14618,AMAZON-AES,US,34.224.0.0/12,,brand.myfitnesspal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=brand.myfitnesspal.com,brand.myfitnesspal.com,brand.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e5ff7495b325ed865bba8e37f16e18eb,25953995893ab66f52eb3500c752f2900527f3dc9cdcb19e72a832b8b0ac340a,ctls,brand.myfitnesspal.com,443,https://brand.myfitnesspal.com:443,https,frontify,,GET,34.236.39.139,/,-1840324437,34.200.96.170,HSTS,1,False,,,,,,
buffdudes.myfitnesspal.com,MyFitnessPal X Buff Dudes,200,38551,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,buffdudes.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:46:12Z,2023-08-08T02:46:11Z,CN=buffdudes.myfitnesspal.com,buffdudes.myfitnesspal.com,buffdudes.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f17bb0826e0f10895331842fb58f5e72,1378f2758986bbdf445f98e5ae149efaab9c8fa187ffe11ac613cdeb9c0e7a24,ctls,buffdudes.myfitnesspal.com,443,https://buffdudes.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
buybuybaby.underarmour.co.uk,Under Armour,410,417804,AS397223,ULTRADNS,US,204.74.99.0/24,https://studio.uat.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,80,http://buybuybaby.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,2087044143,204.74.99.103,Varnish,5939,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/shop/uk/en/
buzzfeed.myfitnesspal.com,MyFitnessPal + Buzzfeed,200,72600,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,buzzfeed.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T07:49:10Z,2023-06-11T07:49:09Z,CN=buzzfeed.myfitnesspal.com,buzzfeed.myfitnesspal.com,buzzfeed.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,46d3ae17f9009f85f42ed2ae3132a4e7,f47073bd581fb0cdb365d10f9eb89778598573838b1007c8cd998d7dede45d2b,ctls,buzzfeed.myfitnesspal.com,443,https://buzzfeed.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,844,False,,,,cloudflare,True,
bwf.myfitnesspal.com,MyFitnessPal x Birds with Friends Podcast,200,38513,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,bwf.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T05:54:44Z,2023-08-08T05:54:43Z,CN=bwf.myfitnesspal.com,bwf.myfitnesspal.com,bwf.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,219810ebcca183c41a65c228240de3e1,cf80dd5581f849454a2f69d3002b661f8711ed3bf2102e638e5d056a5978ed80,ctls,bwf.myfitnesspal.com,443,https://bwf.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
cdn02.mapmyfitness.com,404 Not Found,404,548,AS16509,AMAZON-02,US,18.66.132.0/24,,cdn02.mapmyfitness.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,ctls,cdn02.mapmyfitness.com,443,https://cdn02.mapmyfitness.com:443,https,,text/html,GET,18.66.121.113,/,566218143,18.66.121.20,Amazon Web Services,14,False,True,,True,cloudfront,True,
challenge-assets.mapmyfitness.com,,200,347531,AS16509,AMAZON-02,US,143.204.104.0/24,,challenge-assets.mapmyfitness.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,challenge-assets.mapmyfitness.com,443,https://challenge-assets.mapmyfitness.com:443,https,AmazonS3,application/xml,GET,143.204.89.111,/,-168096116,143.204.89.123,Amazon Web Services,2,False,True,,True,cloudfront,True,
challenges.api.ua.com,,401,73,AS0,Not routed,None,99.86.8.0/24,,challenges.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,challenges.api.ua.com,80,http://challenges.api.ua.com:80,http,,text/plain,GET,99.86.4.111,/,-119167523,99.86.4.59,Amazon Web Services,1,False,True,,True,cloudfront,True,https://challenges.api.ua.com/
click.e.underarmour.co.uk,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,66.231.80.0/20,,click.e.underarmour.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-15T00:00:00Z,2023-07-16T23:59:59Z,"CN=click.virt.s4.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.virt.s4.exacttarget.com,click.virt.s4.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0bd31163b1cf1e7754cc9ab9ac7871ed,2e6452d61623cc34cc118a41aa7589b01f955e740a2b861bad5d52fb2138e0e9,ctls,click.e.underarmour.co.uk,443,https://click.e.underarmour.co.uk:443,https,,text/html,GET,66.231.94.105,/,1631801191,66.231.94.105,HSTS,30,False,True,"SALESFORCE.COM, INC.",,,,
click.em.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,13.111.0.0/16,,click.em.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-17T00:00:00Z,2024-01-17T23:59:59Z,"CN=click.em.underarmour.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.em.underarmour.com,click.em.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,820e058098b6f2cfc04bf2d893fad189,a553b2839bd395f38c84d5223ca51a421d4c3648fdd24b2f03c62b8b045909b2,ctls,click.em.underarmour.com,443,https://click.em.underarmour.com:443,https,,text/html,GET,13.111.23.133,/,1631801191,13.111.23.133,HSTS,30,False,,"SALESFORCE.COM, INC.",,,,
click.emails.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,13.111.0.0/16,,click.emails.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T00:00:00Z,2024-03-09T23:59:59Z,"CN=click.emails.underarmour.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.emails.underarmour.com,click.emails.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5a72aa176c8e1fb9311cc3b25951fd17,09238a82c210c9fa64722c0825255ea8aa7187f035dab04f72b86c252a3b6e60,ctls,click.emails.underarmour.com,443,https://click.emails.underarmour.com:443,https,,text/html,GET,13.111.23.204,/,1631801191,13.111.23.204,HSTS,30,False,,"SALESFORCE.COM, INC.",,,,
click.teammatecomms.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,click.teammatecomms.underarmour.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,ctls,click.teammatecomms.underarmour.com,443,https://click.teammatecomms.underarmour.com:443,https,,text/html,GET,23.55.163.12,/,1631801191,23.55.163.19,HSTS,30,False,True,"Akamai Technologies, Inc.",True,,,
click.uarecord.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,click.uarecord.underarmour.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,ctls,click.uarecord.underarmour.com,443,https://click.uarecord.underarmour.com:443,https,,text/html,GET,23.55.163.19,/,1631801191,23.55.163.12,HSTS,30,False,True,"Akamai Technologies, Inc.",True,,,
cloudpages.emails.underarmour.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,13.111.0.0/16,,,,,,,,,,,,,,,,,,,80,http://cloudpages.emails.underarmour.com:80,http,,text/html,GET,13.111.227.73,/,1631801191,13.111.227.73,,30,False,,,,,,
cms1.ecm.underarmour.com,Under Armour® Official Store | FREE Shipping Available,200,295762,AS16509,AS16509,Unknown,76.76.21.0/24,,cms1.ecm.underarmour.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-10T17:08:20Z,2023-06-08T17:08:19Z,CN=cms1.ecm.underarmour.com,cms1.ecm.underarmour.com,cms1.ecm.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7c4490514d2d4d9812ddd73b59f73933,8b42d799dd6e30f0b92b00035433c72147dc8cde60c975359f4afb608feb444b,ctls,cms1.ecm.underarmour.com,80,http://cms1.ecm.underarmour.com:80,http,Vercel,text/html,GET,76.76.21.98,/,-187656003,76.76.21.123,Vercel,79,False,,,,,,https://cms1.ecm.underarmour.com/en-us/
cms2.ecm.underarmour.com,Under Armour® Official Store | FREE Shipping Available,200,295984,AS16509,AS16509,Unknown,76.76.21.0/24,,cms2.ecm.underarmour.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-10T17:08:26Z,2023-06-08T17:08:25Z,CN=cms2.ecm.underarmour.com,cms2.ecm.underarmour.com,cms2.ecm.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f6dfcf27837502be8d3953e159d10200,1e8f9b598f479dfe3e13c5fd2d23127d4a2b7547fc876a3f094606f4cd4667cb,ctls,cms2.ecm.underarmour.com,443,https://cms2.ecm.underarmour.com:443,https,Vercel,text/html,GET,76.76.21.164,/,-187656003,76.76.21.61,Vercel,79,False,,,,,,https://cms2.ecm.underarmour.com/en-us/
coaching.myfitnesspal.com,Squarespace - Domain Not Claimed,404,3054,AS53831,SQUARESPACE,US,198.185.159.0/24,,coaching.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=*.squarespace.com, O=Squarespace\, Inc., L=New York, ST=New York, C=US",*.squarespace.com,engage.squarespace-mail.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1857981f6632b5aae8f5a82f72249b2e,b71e1567892a49c81404008fbfe4bab7f7c23428d3c2bdb2367541bd7d93b5cf,ctls,coaching.myfitnesspal.com,443,https://coaching.myfitnesspal.com:443,https,Squarespace,text/html,GET,198.185.159.144,/,763006484,198.185.159.145,Squarespace Commerce,51,False,True,"Squarespace, Inc.",True,,,
cofs-fly-cofs-63.underarmour.co.uk,Under Armour,410,417803,AS397223,ULTRADNS,US,204.74.99.0/24,https://studio.production.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,80,http://cofs-fly-cofs-63.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,2091604044,204.74.99.103,Varnish,5942,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/shop/uk/en/
community-stage.myfitnesspal.com,Something has gone wrong.,500,596,AS13335,CLOUDFLARENET,US,162.159.160.0/24,,community-stage.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=community-stage.myfitnesspal.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",community-stage.myfitnesspal.com,community-stage.myfitnesspal.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4014893d3f22a30596cc04d56d9d17cc,d56dc96da8453af1257ca990588cf959ecbed260f3eb4e98ba2cdad0a49fe823,ctls,community-stage.myfitnesspal.com,443,https://community-stage.myfitnesspal.com:443,https,cloudflare,text/html,GET,162.159.128.79,/,-476454734,2606:4700:7::a29f:8a4e,Cloudflare,18,False,,"Cloudflare, Inc.",,cloudflare,True,https://community-stage.myfitnesspal.com/en/
community.myfitnesspal.com,MyFitnessPal Community,200,92295,AS13335,CLOUDFLARENET,US,162.159.160.0/24,,community.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=community.myfitnesspal.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",community.myfitnesspal.com,community.myfitnesspal.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f789c3e8abf7174d6a82dfdb9b7148be,4e7f049344aec2dafa374be957d383a1c226bb4f657efaa2da3f1107dcc46ea0,ctls,community.myfitnesspal.com,443,https://community.myfitnesspal.com:443,https,cloudflare,text/html,GET,162.159.138.78,/,-36294923,2606:4700:7::a29f:804f,React,931,False,,"Cloudflare, Inc.",,cloudflare,True,https://community.myfitnesspal.com/en/
config.myfitnesspal.com,MyFitnessPal | MyFitnessPal,200,492116,AS16509,AS16509,Unknown,13.225.96.0/21,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pub6bacd8a3d2ff4a25d741e639b3320206&dd-evp-origin=content-security-policy&ddsource=csp-report&ddtags=env:nutrition-prod,www.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,www.myfitnesspal.com,443,https://config.myfitnesspal.com:443,https,,text/html,GET,13.225.78.28,/,33983877,2600:9000:21f3:1600:1e:f4a8:3140:93a1,HSTS,1,False,,,True,cloudfront,True,https://www.myfitnesspal.com/
configuration-api.myfitnesspal.com,,401,73,AS14618,AMAZON-AES,US,54.208.0.0/14,,configuration-api.myfitnesspal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T08:47:07Z,2023-08-06T08:47:06Z,CN=*.external.us.mfp.dev,*.external.us.mfp.dev,*.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cbcbd062acc3f7da4724b9febb32acba,6f4cab5e99475faea6b245d98b87646eb77f906e5cc71ac84854b00107905ede,ctls,configuration-api.myfitnesspal.com,443,https://configuration-api.myfitnesspal.com:443,https,,text/plain,GET,54.211.107.175,/,-119167523,34.238.132.74,HSTS,1,False,True,,True,,,
consent-static.api.ua.com,,403,263,AS16509,AMAZON-02,US,52.222.220.0/23,,consent-static.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-23T23:59:59Z,CN=api.ua.com,api.ua.com,*.api.ua.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9441d1c733c7ee18c53ecd933ef9eb54,9bc706dbbac76bd120c5b92848a89886547665ca31480ace9038f1963f244a06,ctls,consent-static.api.ua.com,443,https://consent-static.api.ua.com:443,https,AmazonS3,application/xml,GET,52.222.214.26,/,-254174598,52.222.214.30,Amazon Web Services,2,False,,,True,cloudfront,True,
consent-static.myfitnesspal.com,,403,243,AS16509,AMAZON-02,US,18.66.116.0/23,,consent-static.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,consent-static.myfitnesspal.com,443,https://consent-static.myfitnesspal.com:443,https,AmazonS3,application/xml,GET,18.66.112.63,/,-501503272,18.66.112.70,Amazon Web Services,2,False,,,True,cloudfront,True,
consent.api.ua.com,,401,73,AS0,Not routed,None,13.224.192.0/21,,consent.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-31T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb3f4df5045c49396aceb35b524d92fe,8ad6748172e498f9d36e817fdac399bbe6fbea45350b987ba6d775835fe1bf4b,ctls,consent.api.ua.com,443,https://consent.api.ua.com:443,https,,text/plain,GET,13.224.189.31,/,-119167523,2600:9000:20eb:8a00:12:6013:4600:93a1,Amazon Web Services,1,False,True,,True,cloudfront,True,
content.myfitnesspal.com,MyFitnessPal | MyFitnessPal,200,492116,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pub6bacd8a3d2ff4a25d741e639b3320206&dd-evp-origin=content-security-policy&ddsource=csp-report&ddtags=env:nutrition-prod,www.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,www.myfitnesspal.com,443,https://content.myfitnesspal.com:443,https,,text/html,GET,108.156.2.36,/,33983877,108.156.2.97,HSTS,1,False,,,True,cloudfront,True,https://www.myfitnesspal.com/
crimesalad.myfitnesspal.com,MyFitnessPal x Crime Salad Podcast,200,38582,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,crimesalad.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:42:33Z,2023-08-08T02:42:32Z,CN=crimesalad.myfitnesspal.com,crimesalad.myfitnesspal.com,crimesalad.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1da1aeed83ab36de822a8e148492d8b3,cddd40064160f48177c20514c0c4dbd76d349ecd0c9e0d910035eac2825094b0,ctls,crimesalad.myfitnesspal.com,443,https://crimesalad.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
curryexperience.ua.com,,200,,AS16552,AS16552,Unknown,96.45.94.0/24,,app.promo.eprize.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,CN=*.promo.eprize.com,*.promo.eprize.com,promo.eprize.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,DigiCert Inc,f4ed15af9c7dd22ba1c741a242245c19,c878c3f65e670e854915ef8a4330a68fdfa4d2c51f12b25103664ec237cdca40,ctls,app.promo.eprize.com,80,http://curryexperience.ua.com:80,http,nginx/1.10.3,text/html,GET,96.45.82.161,/,,96.45.82.74,Nginx:1.10.3,1,False,,,True,,,https://app.promo.eprize.com/underarmour/
dam.underarmour.com,,401,,AS54113,FASTLY,US,151.101.8.0/22,,dam.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-09-21T23:59:59Z,"CN=dam.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",dam.underarmour.com,damauthor.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61415d5c07f1fe398ce50382e9a940e2,742965814e55f23e507bf266496d0ac8486f271872c070d9bc3f4d1385b3d49c,ctls,dam.underarmour.com,443,https://dam.underarmour.com:443,https,,text/html,GET,151.101.3.10,/,-1840324437,151.101.195.10,HSTS,1,False,,"Under Armour, Inc.",,fastly,True,https://dam.underarmour.com/assetshare
