input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,cdn,tls_issuer_org_,webserver,tech_,csp_domains_,tls_subject_org_,tls_wildcard_certificate,final_url,tls_expired
test-keycloak.engelvoelkers.com,Welcome to Keycloak,200,4033,test-keycloak.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-04T20:04:42Z,2023-08-02T20:59:16Z,CN=test-keycloak.engelvoelkers.com,test-keycloak.engelvoelkers.com,test-keycloak.engelvoelkers.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,7acf60b83e99660305abc1d8c35eb183,e0ae498a09085162e88dfa6d7f4971439ab71e2663f68986f171923a17fd9ce4,ctls,test-keycloak.engelvoelkers.com,google,443,https://test-keycloak.engelvoelkers.com:443,https,text/html,GET,34.160.163.117,/,-1362497568,34.160.163.117,89,False,True,Google Trust Services LLC,,HTTP/3,,,,,
test-login.engelvoelkers.com,,404,19,test-login.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-11T16:09:50Z,2024-05-10T16:09:50Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,9be987b88f80a778640ac17ccbf2f854.45f636d79f7e3029cd05c1d91ae34917.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,547780ff73e5c8b95846886f89b58bc9,ae89a0e6304337d2b223ac0a337afdcdeed0f729560e6af005c8445bf63f8f77,ctls,test-login.engelvoelkers.com,google,443,https://test-login.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,,,,,,,,
ub-stage.engelvoelkers.com,,404,47,ub-stage.engelvoelkers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-05-01T20:51:39Z,2023-07-30T20:51:38Z,CN=ub-stage.engelvoelkers.com,ub-stage.engelvoelkers.com,ub-stage.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,9b2e9dfced589cbb444a0d9856961119,da7419fb436ea2a425e138c1f56feaa549ff2590bfc386fdfbb30ac50d9eccba,ctls,ub-stage.engelvoelkers.com,,443,https://ub-stage.engelvoelkers.com:443,https,text/plain,GET,3.69.136.55,/,-1335621053,3.126.202.50,1,False,,Let's Encrypt,,,,,,,
upvoty.engelvoelkers.com,Feature Requests,200,31423,upvoty.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,upvoty.engelvoelkers.com,cloudflare,443,https://upvoty.engelvoelkers.com:443,https,text/html,GET,172.67.23.104,/,-1275020882,2606:4700:10::6816:16bb,563,False,True,DigiCert Inc,cloudflare,HSTS,,,True,,
viefw01.engelvoelkers.com,,200,131,viefw01.engelvoelkers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2021-03-18T00:00:00Z,2022-04-18T23:59:59Z,CN=viefw01.engelvoelkers.com,viefw01.engelvoelkers.com,www.viefw01.engelvoelkers.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,b8064a5f8bcdef930cce97d5f7c1ab0a,881940990d468e4e85fa2c422690bb58f5fa5b80f8b45711fd34c6b948d59488,ctls,viefw01.engelvoelkers.com,,443,https://viefw01.engelvoelkers.com:443,https,text/html,GET,195.34.143.242,/,507756054,195.34.143.242,4,False,,Sectigo Limited,xxxxxxxx-xxxxx,HSTS,https:,,,,True
virtualshowroom.engelvoelkers.com,Redirecting...,200,447,virtualshowroom.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-21T04:32:41Z,2023-07-20T05:24:34Z,CN=virtualshowroom.engelvoelkers.com,virtualshowroom.engelvoelkers.com,virtualshowroom.engelvoelkers.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,21b46f4c3daa31ddfe0e691078f98965,b55447bda0be635ef171b08b3214e06d5f3a1337afc161410e5147e287c4b26f,ctls,virtualshowroom.engelvoelkers.com,google,443,https://virtualshowroom.engelvoelkers.com:443,https,text/html,GET,34.120.156.124,/,2028370544,34.120.156.124,14,False,True,Google Trust Services LLC,UploadServer,HTTP/3,URL=https://www.engelvoelkers.com/en-gr/athens-surroundings/virtual-shop/,,,,
vpn.engelvoelkers.com,,200,131,vpn.engelvoelkers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,CN=vpn.engelvoelkers.com,vpn.engelvoelkers.com,vpn.engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,898ab087c00c62f113d6892009ef7c40,f25ce9b9d4df98725424e5b57e4645d309f30a9ad776e0c24841bc8eea90100a,ctls,vpn.engelvoelkers.com,google,443,https://vpn.engelvoelkers.com:443,https,text/html,GET,34.89.205.20,/,507756054,34.89.205.20,4,False,True,DigiCert Inc,xxxxxxxx-xxxxx,HSTS,https:,,,,
wartung.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193564,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,80,http://wartung.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4595,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
world.engelvoelkers.com,,200,20248,world.engelvoelkers.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,,2023-03-16T16:46:27Z,2023-06-14T16:46:26Z,CN=world.engelvoelkers.com,world.engelvoelkers.com,world.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,1758922e8ce5bcfb30692c4c2d131af4,1f51fbf91f5a3b31a3a2b859325c2e8b430d256593d517585dfea8051f63d97e,ctls,world.engelvoelkers.com,,443,https://world.engelvoelkers.com:443,https,text/html,GET,76.76.21.93,/,-192689209,76.76.21.22,21,False,,Let's Encrypt,Vercel,webpack,,,,,
wuppertal.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://wuppertal.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
www-test.go3.engelvoelkers.com,,404,19,www-test.go3.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-11T18:47:34Z,2024-05-10T18:47:34Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,8631f5f15cc00ed45c964042e0edcc94.115684dcd0bac732f56bd5d8d3174177.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,eaaa00d1b54fe94adb8b8ec094a6a99a,44c5d8407079155a4247d7da9202bd6ab487c4a056d4d4053182f6a43b1589c6,ctls,www-test.go3.engelvoelkers.com,,443,https://www-test.go3.engelvoelkers.com:443,https,text/plain,GET,213.238.34.168,/,-138391155,213.238.34.168,2,False,,,,,,,,,
www.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,cloudflare,443,https://www.engelvoelkers.com:443,https,text/html,GET,104.22.22.187,/,-608435168,2606:4700:10::ac43:1768,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/,
www.jira.engelvoelkers.com,Log in with Atlassian account,200,6712,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,atlassian.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,3edf964b3c1544df6bc04b41c5d25da5,e235541fefa6308aeb87159dd7969b5fc42d9794aea6dbcd35a83d242a5ddd53,ctls,id.atlassian.com,google,80,http://www.jira.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,-453475883,35.190.46.123,1,False,True,DigiCert Inc,AtlassianEdge,HSTS,https://web-security-reports.services.atlassian.com/csp-report/sign-in-service,Atlassian Pty Ltd,True,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Ajira%253A%253Asite%252F9a3fe7a2-73c3-402e-903b-47a02beebcfe%26continue%3Dhttps%253A%252F%252Fengelvoelkers.atlassian.net&application=jira,
www.liquidhome.engelvoelkers.com,Immobilien-Teilverkauf | Engel & Völkers LiquidHome,200,170474,ev-liquidhome.de,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-07T22:48:16Z,2023-08-05T23:47:36Z,CN=ev-liquidhome.com,ev-liquidhome.com,www.ev-liquidhome.de,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,24d07a2bcd44c580133af9ae1ac97362,e6b986af003a367b3af22cb542dec71e677d7b2cbdd5bf5f4796a0fc9c9a1066,ctls,ev-liquidhome.de,google,443,https://www.liquidhome.engelvoelkers.com:443,https,text/html,GET,34.95.111.165,/,-1060197062,34.95.111.165,1,False,True,Google Trust Services LLC,Google Frontend,HTTP/3,https://bid.g.doubleclick.net,,,https://ev-liquidhome.de/,
www.move.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,194138,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,80,http://www.move.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,1210294605,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
www.printshop.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193564,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,80,http://www.printshop.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4595,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
www.publish.engelvoelkers.com,403 Forbidden,403,199,www.publish.engelvoelkers.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-11-09T00:00:00Z,2023-11-09T23:59:59Z,CN=www.publish.engelvoelkers.com,www.publish.engelvoelkers.com,www.publish.engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,a2d771c1595e0624a464d22555642c42,8ce6bc14684667b238307dff44a015805a349b2e9d6a526505a94889d6db5f52,ctls,www.publish.engelvoelkers.com,,443,https://www.publish.engelvoelkers.com:443,https,text/html,GET,213.238.45.40,/,-780928015,213.238.45.40,8,False,,DigiCert Inc,Apache/2.4.46 (IUS) OpenSSL/1.0.2k-fips PHP/7.3.29,PHP:7.3.29,,,,,
www1.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,80,http://www1.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
www2.engelvoelkers.com,Engel & Völkers maintenance page,404,150558,www2.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www2.engelvoelkers.com,cloudflare,443,https://www2.engelvoelkers.com:443,https,text/html,GET,104.22.22.187,/,1045177360,2606:4700:10::6816:16bb,397,False,True,DigiCert Inc,cloudflare,Google Cloud CDN,,,True,,
www3.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,80,http://www3.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
www4.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193564,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,80,http://www4.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4595,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
www5.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,80,http://www5.engelvoelkers.com:80,http,text/html,GET,35.190.46.123,/,1210294605,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
zusatz.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193564,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://zusatz.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,663865325,35.190.46.123,4595,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
