input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed
aceca.stanford.edu,,200,97814,stanforduniversity.qualtrics.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T00:00:00Z,2024-03-26T23:59:59Z,"CN=*.qualtrics.com, O=Qualtrics International Inc., L=Provo, ST=Utah, C=US",*.qualtrics.com,*.sr.qualtrics.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,fb4fe0e032ed2bad845a2d0b25e2ad17,f2265e02b2b56f8cde5b89b6a79cda4bbeec8b0ec3a6b5a724781fbe13c2e3cf,ctls,stanforduniversity.qualtrics.com,,443,https://aceca.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Nginx,167,False,,,,Qualtrics International Inc.,True,https://stanforduniversity.qualtrics.com/jfe/form/SV_3OTSTiLorsD9C0m,,
acehub.stanford.edu,ACE Program Hub – Google Drive,200,287806,drive.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,drive.google.com,,443,https://acehub.stanford.edu:443,https,ESF,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,HTTP/3,842,False,,https://csp.withgoogle.com/csp/drive/prod,,,True,https://drive.google.com/drive/folders/1zs3abvyehbo-47h7zrAyLxFV6pjYRUO4,,
achip.stanford.edu,ACHIP - Accelerator on a Chip International Program,200,81220,achip.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,achip.stanford.edu,,443,https://achip.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,665,False,,,,Stanford University,True,,True,
acomp.stanford.edu,VPTL Reorganized into Separate Units | Stanford Center for Professional Development,200,47162,scpd.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-17T00:00:00Z,2023-08-17T23:59:59Z,"CN=scpd.stanford.edu, O=Stanford University, ST=California, C=US",scpd.stanford.edu,scpdprod.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9fe7b8c74ebd177adddd4c1951af9953,d5a5e25bca79ce33fc3447bc352653340ba642248bfa2e175bda5f73419449fb,ctls,scpd.stanford.edu,,80,http://acomp.stanford.edu:80,http,nginx/1.22.0,text/html,GET,171.67.49.134,/,1952528540,171.67.49.134,PHP,1455,False,,,,Stanford University,,https://scpd.stanford.edu/vptl,,
acqspecform.stanford.edu,Google Forms: Sign-in,200,561039,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://acqspecform.stanford.edu:443,https,ESF,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,HTTP/3,46,False,,https://www.googletagmanager.com,,,True,https://accounts.google.com/v3/signin/identifier?dsh=S-32600708%3A1683842373585820&continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLScy6N05ouU2L2iAZG9yMPec0QFnawTstbam5GvIBz668_eT7g%2Fviewform&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLScy6N05ouU2L2iAZG9yMPec0QFnawTstbam5GvIBz668_eT7g%2Fviewform&ifkv=Af_xneEma_hoRQ2pg1hkNtaOKDwGYBTZ4reEgqczqoWS2FKUa3v0jj_7A60jDZdARN0PWknx187yVw&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,
acrp.stanford.edu,Office of the Chief Risk Officer,200,93875,ocro.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,ocro.stanford.edu,,443,https://acrp.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Varnish,674,False,,,,Stanford University,True,https://ocro.stanford.edu,True,
act-stage.med.stanford.edu,MedACT,200,979,act-stage.med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T01:11:07Z,2023-07-31T02:01:59Z,CN=onboarding-stage.med.stanford.edu,onboarding-stage.med.stanford.edu,leave-stage.med.stanford.edu,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,98feda85cfa26e1f43056f4ab886bce9,a40375b6150caa6b5e1f2dafa31c6a9b12ed9e6ad04bcf9b80eeaf9b047b103b,ctls,act-stage.med.stanford.edu,google,443,https://act-stage.med.stanford.edu:443,https,nginx/1.24.0,text/html,GET,34.117.40.72,/,-394726744,34.117.40.72,Nginx:1.24.0,1,False,True,,,,,,,
act.med.stanford.edu,MedACT,200,979,act.med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T18:52:00Z,2023-07-04T18:51:59Z,CN=act-prod.med.stanford.edu,act-prod.med.stanford.edu,onboarding.med.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bddaf2b8e7da60efbf9c98ba7116ce7f,c63bb50b12e6d77579f871798e3f09bb7b80f6660eee220f9808dd73057c5b38,ctls,act.med.stanford.edu,google,443,https://act.med.stanford.edu:443,https,nginx/1.24.0,text/html,GET,34.111.183.179,/,-394726744,34.111.183.179,Nginx:1.24.0,1,False,True,,,,,,,
act.stanford.edu,Stanford GSB - ACT Client Registration,200,13583,act.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-02T00:00:00Z,2023-08-01T23:59:59Z,"CN=*.na139.force.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.na139.force.com,*.d.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5c81f79bfda76e6483647c0e2cb40a73,a9b7dc7a5f3f03cc99353146906c432172b8db36220f4fb1813619acfbd0cb67,ctls,act.stanford.edu,,443,https://act.stanford.edu:443,https,,text/html,GET,13.110.44.96,/,-1108387252,13.110.70.96,Salesforce,136,False,,,,"salesforce.com, inc.",True,,True,
actions-api-dev.med.stanford.edu,,404,88,actions-api-dev.med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T18:43:09Z,2023-07-30T19:31:19Z,CN=actions-api-dev.med.stanford.edu,actions-api-dev.med.stanford.edu,actions-api-dev.med.stanford.edu,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,fb91b87440823b223b1d2170f970c101,10ab2b70511e7c47ab964e621307bf32cca4e6e1b6b03af6806ec8fce1d77aea,ctls,actions-api-dev.med.stanford.edu,google,443,https://actions-api-dev.med.stanford.edu:443,https,,application/json,GET,34.117.199.166,/,-958680197,34.117.199.166,HTTP/3,1,False,True,,,,,,,
activism.stanford.edu,Stanford Activism | Mapping the History,200,14846,activism.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,activism.stanford.edu,,443,https://activism.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,-1840324437,2607:f6d0:0:925a::ab43:d7c8,WordPress:4.9.22,228,False,,,,Stanford University,True,,,
adapt-sso.stanford.edu,ADAPT SSO Service Provider,200,464,adapt-sso.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T23:50:48Z,2023-07-23T23:50:47Z,CN=adapt-sso.stanford.edu,adapt-sso.stanford.edu,myaccount-sso.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1bb32051d1abb4b7e4f53960f78d1bee,38821818fce8ce7bad68763fc0d4e419290c6077845586a4ad2c2cc0f4ab0827,ctls,adapt-sso.stanford.edu,,443,https://adapt-sso.stanford.edu:443,https,Netlify,text/html,GET,3.65.48.84,/,-1891070546,2a05:d014:275:cb01:fc7b:9889:f71b:f9fa,Netlify,16,False,,*.storyblok.com,,,,,,
addictionpolicy.stanford.edu,Stanford Network on Addiction Policy Bridging Science and Public Policy,200,74563,addictionpolicy.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,addictionpolicy.stanford.edu,,443,https://addictionpolicy.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,599,False,,,,Stanford University,True,,True,
adfs.slac.stanford.edu,Not Found,404,315,adfs.slac.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,"CN=adfs.slac.stanford.edu, O=Stanford University, ST=California, C=US",adfs.slac.stanford.edu,enterpriseregistration.win.slac.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ac51c7b653375848215ecb6a531abce0,a642c900c37014c3ce49900844fef309b5ce2c049cedd72c835b63b3a3bacb91,ctls,adfs.slac.stanford.edu,,443,https://adfs.slac.stanford.edu:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,134.79.138.45,/,225052475,134.79.138.45,Microsoft HTTPAPI:2.0,7,False,,,,Stanford University,,,,
adl.stanford.edu,Aerospace Design Lab,200,60566,adl.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,adl.stanford.edu,,443,https://adl.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,430,False,,,,Stanford University,True,,True,
adminguide.stanford.edu,Administrative Guide,200,70995,adminguide.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=*.stanford.edu, O=Stanford University, L=Stanford, ST=California, C=US",*.stanford.edu,stanford.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4cc9a13ec99950cda50f52e941fe35d7,9b175938543ac36ab48c8a4139ccef0ae972fc801c46bd95526ab7b8d9854eb0,ctls,adminguide.stanford.edu,,443,https://adminguide.stanford.edu:443,https,,text/html,GET,95.101.54.226,/,997500400,2.16.202.10,React,559,False,,,,Stanford University,True,,,
admission.stanford.edu,Undergraduate Admission : Stanford University,200,40820,admission.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2023-07-24T23:59:59Z,CN=admission.stanford.edu,admission.stanford.edu,www.admission.stanford.edu.sbean.su.domains,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",1fb4cbee197f18da55558db56c51b783,631ebc365a3970b7bb551a71abe03cd98804a1eaf0f2a5cf6bd8dd59a022b064,ctls,admission.stanford.edu,,443,https://admission.stanford.edu:443,https,Apache,text/html,GET,159.89.149.97,/,654219252,159.89.149.97,YouTube,847,False,,,,,,,,
admissions.stanford.edu,Undergraduate Admission : Stanford University,200,40820,admission.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2023-07-24T23:59:59Z,CN=admission.stanford.edu,admission.stanford.edu,www.admission.stanford.edu.sbean.su.domains,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",1fb4cbee197f18da55558db56c51b783,631ebc365a3970b7bb551a71abe03cd98804a1eaf0f2a5cf6bd8dd59a022b064,ctls,admission.stanford.edu,,443,https://admissions.stanford.edu:443,https,Apache,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,YouTube,847,False,,,,,,https://admission.stanford.edu/,,
admit.stanford.edu,Home - Stanford Admitted Students,200,94571,admit.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2023-06-10T23:59:59Z,CN=admit.stanford.edu,admit.stanford.edu,www.admit.stanford.edu.sbean.su.domains,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",b0188487899be496a98e2ae88473c4d3,f097e15bd1db822cbb269e4d53cf5abdd594ff7867b9d669749c3741e96689dc,ctls,admit.stanford.edu,,80,http://admit.stanford.edu:80,http,Apache,text/html,GET,159.89.149.97,/,,159.89.149.97,YouTube,1119,False,,,,,,https://admit.stanford.edu/,,
adultcardiac.stanford.edu,Cardiothoracic Surgery - Stanford University School of Medicine | Department of Cardiothoracic Surgery | Stanford Medicine,200,136933,med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=med.stanford.edu, O=Stanford University, ST=California, C=US",med.stanford.edu,www.med.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9ddce5a5445ca997dcc8c8f9588f0ad1,6a4dee8c79cba97a16d8717d5d6fa58db970cc4688c34417e6c9fcd3a3062bfe,ctls,med.stanford.edu,,80,http://adultcardiac.stanford.edu:80,http,Apache/2.4.46 () Communique/4.3.3,text/html,GET,171.65.104.14,/,,171.65.104.14,Java,4503,False,,,,Stanford University,True,https://med.stanford.edu:443/ctsurgery,,
advertising.stanford.edu,Associated Students of Stanford University - ASSU,200,2227,advertising.stanford.edu,443,True,tls10,TLS_RSA_WITH_AES_128_CBC_SHA,2014-03-20T00:00:00Z,2017-03-19T23:59:59Z,"CN=assu-web.stanford.edu, OU=Associated Students of Stanford University, O=Stanford University, street=450 Serra Mall, L=Stanford, ST=CA, postalCode=94305, C=US",assu-web.stanford.edu,waivers.stanford.edu,"CN=InCommon Server CA, OU=InCommon, O=Internet2, C=US",InCommon Server CA,Internet2,e53020ffad7c2e66d66c11730f0044c5,88df972023b931d3aedf3bc599e07137e85623056c620b6226880aa242b1d7c7,ctls,advertising.stanford.edu,,443,https://advertising.stanford.edu:443,https,Apache,text/html,GET,171.64.181.82,/,-366337701,171.64.181.82,Apache,90,False,,,True,Stanford University,,,True,
advising.stanford.edu,Academic Advising,200,88739,advising.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,advising.stanford.edu,,443,https://advising.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,600,False,,,,Stanford University,True,,True,
advisorportal.stanford.edu,Login | Salesforce,200,10688,stanfordadvising.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-01T00:00:00Z,2023-05-31T23:59:59Z,"CN=na223.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na223.salesforce.com,*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b02c7890c00e3ed335149db96205dfe6,739d1a9ac5a0a867d7fb59998096dd9c00aca839238a6ee52b5bd89573dd5de6,ctls,stanfordadvising.my.salesforce.com,,443,https://advisorportal.stanford.edu:443,https,,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,HSTS,24,False,,,,"salesforce.com, inc.",True,https://stanfordadvising.my.salesforce.com,,
aedtracker.stanford.edu,Stanford Login - Stale Request,200,5774,login.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,login.stanford.edu,,443,https://aedtracker.stanford.edu:443,https,Apache,text/html,GET,171.67.36.74,/,-1787317344,171.67.36.74,Java,106,False,,,,Stanford University,,https://login.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
affordability.stanford.edu,Affordability,200,54516,affordability.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,affordability.stanford.edu,,443,https://affordability.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,425,False,,,,Stanford University,True,,True,
aging.stanford.edu,Stanford Aging and Ethnogeriatrics Research Center Using technology and innovative research methods to solve the most pressing problems in aging research.,200,142205,aging.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T22:26:22Z,2023-08-04T22:26:21Z,CN=aging.stanford.edu,aging.stanford.edu,aging.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f4ec04966ad545ce9deb3c9d8d8cf858,12661ca615495a3c06b18a4ce65f23d1c7c712a44381effd9258aaf05dcf2656,ctls,aging.stanford.edu,google,443,https://aging.stanford.edu:443,https,nginx,text/html,GET,35.185.223.236,/,-1840324437,35.185.223.236,Yoast SEO:20.5,778,False,True,,,,,,,
agora.stanford.edu,Page not found : Stanford University,404,5847,agora.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,agora.stanford.edu,,443,https://agora.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,-117420658,2607:f6d0:0:925a::ab43:d7c8,HSTS,125,False,,,,Stanford University,True,,,
aha.stanford.edu,AHA Agile Hardware Project,200,67275,aha.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,aha.stanford.edu,,443,https://aha.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,502,False,,,,Stanford University,True,,True,
ahs-dev.stanford.edu,404 Page not found,404,272,ahs-dev.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T09:32:26Z,2023-07-10T10:17:34Z,CN=ahs-dev.stanford.edu,ahs-dev.stanford.edu,ahs-dev.stanford.edu,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,50463d0ab1c57a66d3b8b557093fdce9,943852bf26ac665dd972d92e65e75567e40df04e9359f0ed516f8f612621a00e,ctls,ahs-dev.stanford.edu,,443,https://ahs-dev.stanford.edu:443,https,,text/html,GET,142.250.181.243,/,-1320609807,2a00:1450:4001:82f::2013,,11,False,,,,,,,,
ai.stanford.edu,Stanford Artificial Intelligence Laboratory,200,98923,ai.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=ai.stanford.edu, O=Stanford University, ST=California, C=US",ai.stanford.edu,ai.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,19ae6093c8f285b7c21530693422dc2b,3c464ca501da36b7d78ae2709282915208899470916e3543ce733b89e6605061,ctls,ai.stanford.edu,,443,https://ai.stanford.edu:443,https,Apache/2.4.37,text/html,GET,171.64.68.10,/,-1840324437,171.64.68.10,WordPress:6.2,707,False,,,,Stanford University,,,,
ai3.stanford.edu,Stanford Artificial Intelligence Laboratory,200,98948,ai.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=ai.stanford.edu, O=Stanford University, ST=California, C=US",ai.stanford.edu,ai.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,19ae6093c8f285b7c21530693422dc2b,3c464ca501da36b7d78ae2709282915208899470916e3543ce733b89e6605061,ctls,ai.stanford.edu,,443,https://ai3.stanford.edu:443,https,Apache/2.4.37,text/html,GET,171.64.68.10,/,-1840324437,171.64.68.10,WordPress:6.2,707,False,,,,Stanford University,,https://ai.stanford.edu/,,
