new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,mx,aaaa,cdn,cdn-name,txt,caa
[x],alloy.stanford.edu,171.64.68.10,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,ai.stanford.edu,,ai.stanford.edu,,,,,
[x],almond-static.stanford.edu,"99.84.208.54, 99.84.208.40, 99.84.208.29, 99.84.208.123, 205.251.193.115, 205.251.195.217, 205.251.197.224, 205.251.198.229","ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",,,NOERROR,d1ge76rambtuys.cloudfront.net,"ns-1504.awsdns-60.org, ns-371.awsdns-46.com, ns-985.awsdns-59.net, ns-1765.awsdns-28.co.uk",,"2600:9000:2199:9600:15:b0a9:4100:93a1, 2600:9000:2199:ae00:15:b0a9:4100:93a1, 2600:9000:2199:f200:15:b0a9:4100:93a1, 2600:9000:2199:8600:15:b0a9:4100:93a1, 2600:9000:2199:5800:15:b0a9:4100:93a1, 2600:9000:2199:ba00:15:b0a9:4100:93a1, 2600:9000:2199:dc00:15:b0a9:4100:93a1, 2600:9000:2199:fe00:15:b0a9:4100:93a1",True,cloudfront,,
[x],almond.stanford.edu,"205.251.192.238, 205.251.194.11, 205.251.197.49, 205.251.199.253","ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-238.awsdns-29.com, ns-523.awsdns-01.net, ns-1329.awsdns-38.org, ns-2045.awsdns-63.co.uk","mxb.mailgun.org, mxa.mailgun.org",,,,"v=spf1 include:mailgun.org ~all, google-site-verification=oT-LsCCj95G542SXKX1usNUs97tVY-X5oQyPMVSGj6Y",
[x],alondra-ap-100.stanford.edu,172.19.141.40,"argus.stanford.edu, hostmaster.stanford.edu",True,172.19.141.40,NOERROR,,,,,,,,
[x],alondra-ap-200.stanford.edu,172.19.141.46,"argus.stanford.edu, hostmaster.stanford.edu",True,172.19.141.46,NOERROR,,,,,,,,
[x],alpaca.g.bil.stanford.edu,34.111.106.206,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,True,google,,
[x],alpineclub.stanford.edu,172.217.16.19,"ns1.google.com, dns-admin.google.com",,,NOERROR,ghs.googlehosted.com,,,,,,,
[x],alpslab.stanford.edu,"185.199.108.153, 185.199.110.153, 185.199.111.153, 185.199.109.153","dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,alpslab-stanford.github.io,,,"2606:50c0:8001::153, 2606:50c0:8002::153, 2606:50c0:8003::153, 2606:50c0:8000::153",,,,"digicert.com, letsencrypt.org"
[x],alt.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],altair.acomp.stanford.edu,171.67.49.141,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,farrell.stanford.edu,,,,,,,
[x],alu.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],alumni-dev.stanford.edu,171.67.4.7,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,"ASPMX.L.google.com, ALT1.ASPMX.L.google.com, ALT2.ASPMX.L.google.com",,,,,
[x],alumni-esc.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,"ns-1434.awsdns-51.org, ns-1861.awsdns-40.co.uk, ns-370.awsdns-46.com, ns-610.awsdns-12.net",,,,,,
[x],alumni-soe.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],alumni-sso-uat.stanford.edu,"3.124.92.90, 52.58.33.192","dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,stanford.netlifyglobalcdn.com,,,"2a05:d014:275:cb00:ea62:f40:f6f6:3c4f, 2a05:d014:275:cb02:5504:7670:d75d:1342",,,,
[x],alumni-sso.stanford.edu,"3.124.44.91, 3.74.25.89","dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,stanford.netlifyglobalcdn.com,,,"2a05:d014:275:cb00:3b24:5db8:a252:8f42, 2a05:d014:275:cb00:ce75:162:d945:5f34",,,,
[x],alumni-test.stanford.edu,171.67.4.3,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,"ALT2.ASPMX.L.google.com, ASPMX.L.google.com, ALT1.ASPMX.L.google.com",,,,,
[x],alumni.gsb.stanford.edu,171.67.46.251,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,"ASPMX.L.google.com, aspmx2.googlemail.com, ALT1.ASPMX.L.google.com, ALT2.ASPMX.L.google.com, aspmx3.googlemail.com",,,,"v=spf1 ip4:171.67.219.64/27 ip4:171.67.43.137 ip4:171.67.43.138 ip4:171.67.43.139 ip4:171.67.43.140 ip4:171.67.43.141 include:_spf.google.com ip4:148.163.149.245 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 ~all, google-site-verification=QekLmNrH9ikfJ2gflm8ABZIPC9wGi9gUdEnNqDDdIDs",
[x],alumni.law.stanford.edu,171.64.210.243,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lc-13-nvhosts.law.stanford.edu,,,,,,,
[x],alumni.stanford.edu,147.75.40.150,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com",,,,"v=spf1 a ip4:171.67.43.137 ip4:171.67.43.138 ip4:171.67.43.139 ip4:171.67.43.140 ip4:171.67.43.141 ip4:171.67.219.64/27 ip4:148.163.149.245 ip4:148.163.153.235 include:_spf.qualtrics.com include:_spf.google.com include:mktomail.com , include:em8526.us.hi, vebrite.com ~all",
[x],alumnicenter.alumni.stanford.edu,"18.198.149.45, 35.198.187.166","dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,stanford.netlifyglobalcdn.com,,,"2a05:d014:275:cb01:949b:27e2:ac2c:f10b, 2a05:d014:275:cb00:ea62:f40:f6f6:3c4f",,,,
[x],alumnicenterevents.alumni.stanford.edu,"52.56.244.77, 3.10.244.4","dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,stanford.netlifyglobalcdn.com,,,"2a05:d01c:55d:b901:5a2:7a94:6c5:9668, 2a05:d01c:55d:b901:8b7f:b72:6aad:9ef",,,,
[x],alumnicenterevents.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],alumnidirectory.stanford.edu,"35.222.205.150, 34.136.45.84","dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,stanford.netlifyglobalcdn.com,,,"2a05:d01c:55d:b901:8b7f:b72:6aad:9ef, 2a05:d01c:55d:b900:eeaa:6a2b:eb95:ccca",True,google,,
[x],alumnilogin.stanford.edu,18.205.77.36,"dns1.p01.nsone.net, hostmaster.nsone.net, ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"stanford.sslproxy.gigya.com, sslproxy.us1.gigya.com, farm5.us1.gigya.com, lb-d.us1.gigya.com",,,,,,,
[x],alvarado.stanford.edu,171.67.49.144,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],ambadylab.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,,,,,
[x],amcom-amc-tst.stanford.edu,171.67.233.88,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],amcom-amc.stanford.edu,171.67.233.87,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],amgbusse.stanford.edu,142.250.186.51,"ns1.google.com, dns-admin.google.com",,,NOERROR,ghs.googlehosted.com,,,2a00:1450:4001:827::2013,,,,
[x],amharic.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],amievalab.stanford.edu,"171.67.215.200, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,"avallone.stanford.edu, ns6.dnsmadeeasy.com, ns5.dnsmadeeasy.com, ns7.dnsmadeeasy.com, argus.stanford.edu, atalante.stanford.edu",,"2607:f6d0:0:925a::ab43:d7c8, 2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d, 2620:6c:40c0:0:204:63:224:53",,,,
[x],amnewmanlab.stanford.edu,171.67.96.228,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],amp-rasle-stage.med.stanford.edu,34.117.32.244,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,True,google,,
[x],ampere.stanford.edu,172.24.90.65,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.90.65,NOERROR,,,,,,,,
[x],ams.stanford.edu,128.12.149.38,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],amstudies.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],amur.stanford.edu,171.64.74.58,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,yuba.stanford.edu,,,,,,,
[x],amx.stanford.edu,171.64.50.194,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],amyblueaward.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],analytics.law.stanford.edu,34.212.18.158,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],analytics.stanford.edu,"52.12.127.39, 35.81.158.120, 44.236.150.192, 205.251.193.221, 205.251.195.147, 205.251.197.210, 205.251.199.29","ns-915.awsdns-50.net, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-1490.awsdns-58.org, ns-915.awsdns-50.net, ns-477.awsdns-59.com, ns-1821.awsdns-35.co.uk",,,,,,
[x],anassara.stanford.edu,171.67.81.250,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,woods-it1.stanford.edu,,,,,,,
[x],anatomy.stanford.edu,171.65.104.15,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,irt-web.irt-dr.med.stanford.edu,,,,,,,
[x],anderson.stanford.edu,23.185.0.2,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-gsb-public-d7.pantheonsite.io, fe2.edge.pantheon.io",,,"2620:12a:8000::2, 2620:12a:8001::2",,,,
[x],andersoncollection.stanford.edu,23.185.0.2,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,"2620:12a:8001::2, 2620:12a:8000::2",,,,
[x],andersonlab.stanford.edu,171.65.176.73,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,ait-prd-ext-vip01.stanford.edu,,,,,,,
[x],andes.stanford.edu,172.24.71.111,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.71.111,NOERROR,,,,,,,,
[x],andrew.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,android.stanford.edu,,,,,,,
[x],android.stanford.edu,"171.66.76.52, 171.66.73.50, 171.66.72.55, 171.66.72.155","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],andy.stanford.edu,171.67.133.55,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,avrc-achruiz-03-im27.stanford.edu,,,,,,,
[x],anes-epson-scp9000.stanford.edu,10.110.8.56,"argus.stanford.edu, hostmaster.stanford.edu",True,10.110.8.56,NOERROR,,,,,,,,
[x],anes-library-iradv500.stanford.edu,10.39.19.11,"argus.stanford.edu, hostmaster.stanford.edu",True,10.39.19.11,NOERROR,,,,,,,,
[x],anesthesia.stanford.edu,171.65.104.15,,,,NOERROR,irt-web.irt-dr.med.stanford.edu,,,,,,,
[x],anesthesiology.stanford.edu,171.65.104.14,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med1.irt-dr.med.stanford.edu,,,,,,,
[x],angela.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],anhp-dellda300.stanford.edu,"171.65.60.172, 171.65.83.136, 10.110.128.251, 10.110.133.112","argus.stanford.edu, hostmaster.stanford.edu",True,"10.110.128.251, 10.110.133.112",NOERROR,,,,,,,,
[x],animalhistology.stanford.edu,171.65.104.14,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med1.irt-dr.med.stanford.edu,,,,,,,
[x],animalresearch.stanford.edu,171.65.104.14,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med1.irt-dr.med.stanford.edu,,,,,,,
[x],animaltraxuat.stanford.edu,"44.231.151.39, 54.187.111.89, 50.112.212.208","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,alb-animaltraxuat-507246272.us-west-2.elb.amazonaws.com,,,,,,,
[x],anlab.stanford.edu,171.67.96.226,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],annechangmd.stanford.edu,171.65.104.14,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med1.irt-dr.med.stanford.edu,,,,,,,
[x],anneslab.stanford.edu,171.65.104.14,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med1.irt-dr.med.stanford.edu,,,,,,,
[x],annualgift.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],annualgsbgift.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],annualreport.law.stanford.edu,171.64.214.18,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,web-prod1.law.stanford.edu,,,,,,,
[x],annualreport.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],anotherlook.stanford.edu,159.89.149.97,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.reclaimhosting.com,,,,,,,
[x],answers.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],ant-prn-bldg300.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],anthropology.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],anthsci254.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],aparc.fsi.stanford.edu,23.185.0.4,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-fsi-d9.pantheonsite.io, fe4.edge.pantheon.io",,,"2620:12a:8001::4, 2620:12a:8000::4",,,,
[x],aparc.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],apaulraj-birthday.stanford.edu,171.64.88.13,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],api-dev.stanford.edu,34.127.119.67,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,True,google,,
[x],api-dev02.stanford.edu,10.111.0.103,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.0.103,NOERROR,,,,,,,,
[x],api-lb.stanford.edu,171.64.13.59,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],api-prod.stanford.edu,34.82.134.126,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,api.stanford.edu,,,,True,google,,
[x],api-test.stanford.edu,171.64.13.57,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,api-test-lb.stanford.edu,,,,,,,
[x],api-uat01.stanford.edu,10.111.0.106,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.0.106,NOERROR,,,,,,,,
[x],api-worklifefinassist.stanford.edu,"52.38.85.142, 44.229.75.192","ns-578.awsdns-08.net, awsdns-hostmaster.amazon.com",,,NOERROR,mysterious-garden-8532.ancient-taiga-3708.herokuspace.com,,,,,,,
[x],api.stanford.edu,34.82.134.126,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,True,google,,
[x],api.webmail.stanford.edu,"54.244.171.103, 44.229.206.13, 35.83.90.75","ns-1720.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],api01.stanford.edu,10.111.0.99,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.0.99,NOERROR,,,,,,,,
[x],api02.stanford.edu,10.111.0.100,"argus.stanford.edu, hostmaster.stanford.edu",True,10.111.0.100,NOERROR,,,,,,,,
[x],apimetadata.stanford.edu,171.67.37.28,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],aplac.stanford.edu,171.67.36.32,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],apm.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],apollo.stanford.edu,172.24.100.77,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.100.77,NOERROR,,,,,,,,
[x],app.law.stanford.edu,171.64.208.16,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lc-13-web.law.stanford.edu,,,,,,,
[x],app.stanford.edu,171.67.233.89,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],apple.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],appleadership.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,"ns-1434.awsdns-51.org, ns-1861.awsdns-40.co.uk, ns-370.awsdns-46.com, ns-610.awsdns-12.net",,,,,,
[x],applied-cyber.stanford.edu,171.67.84.91,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],applied-cybersecurity.stanford.edu,171.67.84.91,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,applied-cyber.stanford.edu,,,,,,,
[x],apply-physicianleadership.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],apply.stanford.edu,34.198.122.35,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",,,NOERROR,cluster2.technolutions.net,,,,,,,letsencrypt.org
[x],applycasbs.stanford.edu,"34.211.33.43, 34.213.112.238","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,Stanford-applycasbs-244098030.us-west-2.elb.amazonaws.com,,,,,,,
[x],applygrad-test.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],applygrad.stanford.edu,34.198.122.35,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",,,NOERROR,cluster.technolutions.net,,,,,,google-site-verification=afsuE56DWfJTxJl5HJOlMlo0EuzSLoi1aZFMBAxaKys,letsencrypt.org
[x],apporto.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],appphys304.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],approaching.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"approaching.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com","ns-1123.awsdns-12.org, ns-1923.awsdns-48.co.uk, ns-24.awsdns-03.com, ns-821.awsdns-38.net",,,,,,
[x],appropriations.stanford.edu,171.64.181.82,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,assu-web.stanford.edu,,,,,,,
[x],apps.gsb.stanford.edu,,"ns1-ia5.salesforce.com, hostmaster.salesforce.com",,,NOERROR,"apps.gsb.stanford.edu.live.siteforce.com, stanfordgsbapps.force.com, aka.na139.force.com, na139.force.com, na139-ia5.force.com, na139-ia5.ia5.r.force.com",,,,,,,
[x],apps.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],apricot.stanford.edu,171.65.34.33,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],april.stanford.edu,"10.15.128.5, 10.27.80.10, 171.66.72.21, 171.64.20.46","argus.stanford.edu, hostmaster.stanford.edu",True,"10.15.128.5, 10.27.80.10",NOERROR,routermonkey.stanford.edu,,,,,,,
[x],apsu.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],arbiter.stanford.edu,171.64.20.172,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,arbeiter.stanford.edu,,newteagan.stanford.edu,,,,,
[x],arcade.stanford.edu,23.185.0.3,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-stanford-arcade.pantheonsite.io, fe3.edge.pantheon.io","ns-1213.awsdns-23.org, ns-2013.awsdns-59.co.uk, ns-233.awsdns-29.com, ns-644.awsdns-16.net",,"2620:12a:8000::3, 2620:12a:8001::3",,,,
[x],archaeolog.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],archaeology.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],archer.stanford.edu,128.12.1.20,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],archery.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],archived-bulletin-2020-2021.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],archived-bulletin.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],archives.law.stanford.edu,171.64.210.243,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,lc-13-nvhosts.law.stanford.edu,,,,,,,
[x],arena.stanford.edu,172.24.71.47,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.71.47,NOERROR,arrogant.stanford.edu,,,,,,,
[x],ares.stanford.edu,172.24.90.21,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.90.21,NOERROR,,,,,,,,
[x],argc.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"argc2022.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],argus-4.stanford.edu,171.64.7.115,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],arith.stanford.edu,171.64.100.52,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,arithmetic.stanford.edu,,,,,,,
[x],arithmetic.stanford.edu,"171.64.100.52, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,"ns5.dnsmadeeasy.com, atalante.stanford.edu, ns6.dnsmadeeasy.com, argus.stanford.edu, ns7.dnsmadeeasy.com, avallone.stanford.edu",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d, 2620:6c:40c0:0:204:63:224:53",,,,
[x],arsenalfc.stanford.edu,171.64.100.43,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],art-canonipf9400.stanford.edu,10.108.16.117,"argus.stanford.edu, hostmaster.stanford.edu",True,10.108.16.117,NOERROR,,,,,,,,
[x],art-prod.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],art.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],artandilab.stanford.edu,"198.185.159.145, 198.49.23.144, 198.49.23.145, 198.185.159.144","dns1.p06.nsone.net, dns-admin.squarespace.com",,,NOERROR,ext-cust.squarespace.com,,,,,,,
[x],artexhibitions.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],arthandbook.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],arthist001.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],articles.stanford.edu,171.67.37.3,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,swp.stanford.edu,,,,,,,
[x],artist-registry.stanford.edu,171.67.215.200,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,2607:f6d0:0:925a::ab43:d7c8,,,,
[x],arts.stanford.edu,"23.185.0.4, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,"atalante.stanford.edu, avallone.stanford.edu, ns5.dnsmadeeasy.com, ns7.dnsmadeeasy.com, argus.stanford.edu, ns6.dnsmadeeasy.com",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d, 2620:6c:40c0:0:204:63:224:53, 2620:12a:8000::4, 2620:12a:8001::4",,,,
