input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,tls_self_signed,tls_mismatched,tls_subject_org_,csp_domains_,final_url
tableau.redis.com,Browser Not Supported,200,834,tableau.redis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-03-20T23:59:59Z,CN=tableau.redis.com,tableau.redis.com,tableau.redis.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,98b734708e33d4e270edb0d8965683f0,1f4b7ab6d9413b94e0d8a7ad6e771678ec0c6d607483e5c4ede1053b5750bdde,,ctls,tableau.redis.com,,443,https://tableau.redis.com:443,https,Tableau,text/html,GET,44.209.210.217,/,-1441956789,44.209.210.217,,31,False,,,,,,https://*.tiles.mapbox.com,
thanos.sm-qa.qa.redislabs.com,401 Authorization Required,401,172,thanos.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T05:33:11Z,2023-08-04T05:33:10Z,CN=thanos.sm-qa.qa.redislabs.com,thanos.sm-qa.qa.redislabs.com,thanos.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2612d91a1eaa2ea16d3448010d274f2e,731fdae36c101f15527f5ba12a119bf405f0be2070943b886c22804d15caaec8,,ctls,thanos.sm-qa.qa.redislabs.com,google,443,https://thanos.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-1710455754,34.138.146.29,HSTS,8,False,True,,,,,,
tools.redislabs-training.redislabs.com,Welcome to nginx!,200,612,tools.redislabs-training.redislabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-02-07T22:08:42Z,2022-05-08T22:08:41Z,CN=*.redislabs-training.redislabs.com,*.redislabs-training.redislabs.com,*.redislabs-training.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74a9d8efb93b9bd60c1587abbf60a1df,390b39ee9e396f247dadca7c3377cdad3016b19c4c854cc3cc7bfa05a1795240,True,ctls,tools.redislabs-training.redislabs.com,google,443,https://tools.redislabs-training.redislabs.com:443,https,nginx/1.14.0 (Ubuntu),text/html,GET,35.225.175.200,/,-1089532742,35.225.175.200,Ubuntu,26,False,True,True,,,,,
uaa.sys.avasseur-pcf.demo.redislabs.com,502 Server Error,502,332,uaa.sys.avasseur-pcf.demo.redislabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2021-07-19T07:33:13Z,2023-07-19T07:33:13Z,"CN=*.avasseur-pcf.demo.redislabs.com, O=Pivotal, C=US",*.avasseur-pcf.demo.redislabs.com,*.uaa.sys.avasseur-pcf.demo.redislabs.com,"O=Pivotal, C=US",,Pivotal,2cac16cedc1997d40717f0f1fb015d84,c8670fd475385a4fdb8f613bbc61842b8c46bea17c2fb524eafb4367ea2de8e1,True,ctls,uaa.sys.avasseur-pcf.demo.redislabs.com,google,443,https://uaa.sys.avasseur-pcf.demo.redislabs.com:443,https,,text/html,GET,34.120.18.12,/,-670719049,34.120.18.12,HTTP/3,11,False,True,,,True,Pivotal,,
university.redis.com,Learn Redis with Free Online Courses | Redis University,200,67809,university.redis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-11T00:00:00Z,2023-07-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5fb1758892df9c6b1a512157c534aa,0cb93172aa7a4548592affdbcb16465a093162c75995d4b53065b054087a3e3f,,ctls,university.redis.com,cloudflare,443,https://university.redis.com:443,https,cloudflare,text/html,GET,104.22.10.46,/,1494302000,2606:4700:10::ac43:f10,Varnish,820,False,True,,,,"Cloudflare, Inc.",,
university.redislabs.com,Learn Redis with Free Online Courses | Redis University,200,67809,university.redis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-11T00:00:00Z,2023-07-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5fb1758892df9c6b1a512157c534aa,0cb93172aa7a4548592affdbcb16465a093162c75995d4b53065b054087a3e3f,,ctls,university.redis.com,cloudflare,443,https://university.redislabs.com:443,https,cloudflare,text/html,GET,104.22.0.115,/,1494302000,2606:4700:10::6816:173,Varnish,820,False,True,,,,"Cloudflare, Inc.",,https://university.redis.com/
view.redis.com,Home | Highspot,200,34536,app.highspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-11-23T23:59:59Z,CN=*.highspot.com,*.highspot.com,highspot-page.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9d67ad9ea2775bc5ff853a9b7daab3b9,d0da59d8cff713719def24fac97ca14a245f2dd99589d57c0ba0f34f5af36987,True,ctls,app.highspot.com,cloudflare,443,https://view.redis.com:443,https,Apache,text/html,GET,172.64.150.172,/,-1182952389,2606:4700:4400::6812:2554,Bootstrap:5,686,False,True,,,,,,https://app.highspot.com/unsupported_browser
webapi--sm.k8s-dev.sm-qa.qa.redislabs.com,,404,60,webapi--sm.k8s-dev.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T22:00:32Z,2024-05-09T22:00:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,435e4be5d7a7c64d3e574d72a6db2cfa,a772fbf08f7a4acc0f73f1c7b963a070e61e630e7504975961ec97eeabe74794,,ctls,webapi--sm.k8s-dev.sm-qa.qa.redislabs.com,google,443,https://webapi--sm.k8s-dev.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,True,,True,True,Acme Co,,
webapi-qa.qa.redislabs.com,,200,265,webapi-qa.qa.redislabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-19T23:59:59Z,CN=*.qa.redislabs.com,*.qa.redislabs.com,*.qa.redislabs.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",8fa4cdc52055ad036bbde93900b0c54a,cba165e4b4ad36a222f74196646ce5f0e56fe90039eec37b537c493a11338d20,True,ctls,webapi-qa.qa.redislabs.com,incapsula,443,https://webapi-qa.qa.redislabs.com:443,https,,text/html,GET,45.60.123.1,/,-1668593507,45.60.123.1,Java,6,False,True,,,,,,
webapi-sm.dev-vitaly.sm-test.qa.redislabs.com,,200,52,webapi-sm.dev-vitaly.sm-test.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-22T18:12:50Z,2023-03-22T18:12:49Z,CN=webapi-sm.dev-vitaly.sm-test.qa.redislabs.com,webapi-sm.dev-vitaly.sm-test.qa.redislabs.com,webapi-sm.dev-vitaly.sm-test.qa.redislabs.com,"CN=(STAGING) Artificial Apricot R3, O=(STAGING) Let's Encrypt, C=US",(STAGING) Artificial Apricot R3,(STAGING) Let's Encrypt,25daa29011e95d37179f8f4aae69bbb5,03b33f94d56ddf04423151462119bcb2d4f9469be410936b1d0b44a343cac79f,,ctls,webapi-sm.dev-vitaly.sm-test.qa.redislabs.com,google,443,https://webapi-sm.dev-vitaly.sm-test.qa.redislabs.com:443,https,,text/html,GET,34.23.17.204,/,-1214919640,34.23.17.204,Java,6,False,True,True,,,,,
webapi-sm.k8s-aa.sm-qa.qa.redislabs.com,,200,52,webapi-sm.k8s-aa.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T16:10:37Z,2023-07-24T16:10:36Z,CN=webapi-sm.k8s-aa.sm-qa.qa.redislabs.com,webapi-sm.k8s-aa.sm-qa.qa.redislabs.com,webapi-sm.k8s-aa.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2dc38e0671d25c9aca4876ff8a95addf,a1806ecad7a897e9622c5a3455be5d3f4160d551c34ccd04dbf27cb856ef99fb,,ctls,webapi-sm.k8s-aa.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-aa.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,6,False,True,,,,,,
webapi-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com,,404,60,webapi-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T22:00:32Z,2024-05-09T22:00:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,435e4be5d7a7c64d3e574d72a6db2cfa,a772fbf08f7a4acc0f73f1c7b963a070e61e630e7504975961ec97eeabe74794,,ctls,webapi-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,True,,True,True,Acme Co,,
webapi-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com,,404,60,webapi-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T22:00:32Z,2024-05-09T22:00:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,435e4be5d7a7c64d3e574d72a6db2cfa,a772fbf08f7a4acc0f73f1c7b963a070e61e630e7504975961ec97eeabe74794,,ctls,webapi-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,True,,True,True,Acme Co,,
webapi-sm.k8s-dev.sm-qa.qa.redislabs.com,,200,52,webapi-sm.k8s-dev.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T16:31:26Z,2023-07-18T16:31:25Z,CN=webapi-sm.k8s-dev.sm-qa.qa.redislabs.com,webapi-sm.k8s-dev.sm-qa.qa.redislabs.com,webapi-sm.k8s-dev.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,57e2e7fc277e762f7ca02404b35dfe98,a925b22b51eb9c3990c442b503797b0f7492cabf44dd73a893581244120b452e,,ctls,webapi-sm.k8s-dev.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-dev.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,6,False,True,,,,,,
webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,,200,52,webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T11:13:09Z,2023-07-25T11:13:08Z,CN=webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,98712f91ab4650db2426e64a529badbc,5f10dd81a7a793a9b6d7562775983668dc29fe049166907303397f15490b58b0,,ctls,webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-gh.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,6,False,True,,,,,,
webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,,200,52,webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:45:04Z,2023-07-25T12:45:03Z,CN=webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9e7997ff587ca9f901499c4daa2e8041,40bed292f82eb6d0c34f46854f820b5e346caa656b6d5724f2661b2cead5b2f6,,ctls,webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-idm.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,6,False,True,,,,,,
webapi-sm.k8s-integration.sm-qa.qa.redislabs.com,,200,52,webapi-sm.k8s-integration.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T14:09:27Z,2023-08-06T14:09:26Z,CN=webapi-sm.k8s-integration.sm-qa.qa.redislabs.com,webapi-sm.k8s-integration.sm-qa.qa.redislabs.com,webapi-sm.k8s-integration.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,594866649b47dae8deb0a22054382a4b,640323fada17fbe8315ef579ffeba1b8d92b4ccff5c3216b32c8bb4e282d8475,,ctls,webapi-sm.k8s-integration.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-integration.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,6,False,True,,,,,,
webapi-sm.k8s-mw.sm-qa.qa.redislabs.com,,200,52,webapi-sm.k8s-mw.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T17:23:51Z,2023-07-05T17:23:50Z,CN=app-sm.k8s-mw.sm-qa.qa.redislabs.com,app-sm.k8s-mw.sm-qa.qa.redislabs.com,webapi-sm.k8s-mw.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf73868f6e03146f8850557c5b2a60bd,6e63220d805cddb677e304be2ae36719855d4618ef9f6cc7c5fb576d95889b29,,ctls,webapi-sm.k8s-mw.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-mw.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,6,False,True,,,,,,
webapi-sm.k8s-psc.sm-qa.qa.redislabs.com,,200,52,webapi-sm.k8s-psc.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:57:57Z,2023-07-25T12:57:56Z,CN=webapi-sm.k8s-psc.sm-qa.qa.redislabs.com,webapi-sm.k8s-psc.sm-qa.qa.redislabs.com,webapi-sm.k8s-psc.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae8f8515da4ae4cbe9ce53ceea82d95,2dae5e63f9dfa4ec12a26b9e9bf5aba60ea563b173f24dfefcc3780294a8f813,,ctls,webapi-sm.k8s-psc.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-psc.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,6,False,True,,,,,,
webapi-sm.k8s-rcp.sm-qa.qa.redislabs.com,,200,52,webapi-sm.k8s-rcp.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T15:42:33Z,2023-07-24T15:42:32Z,CN=webapi-sm.k8s-rcp.sm-qa.qa.redislabs.com,webapi-sm.k8s-rcp.sm-qa.qa.redislabs.com,webapi-sm.k8s-rcp.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63d6f5c109724213e299efdc558e79e2,caf72411ef76c1dc10fde89edf4beb2099599203225b63cf8d6177750b1775a9,,ctls,webapi-sm.k8s-rcp.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.k8s-rcp.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,6,False,True,,,,,,
webapi-sm.mw.sm-qa.qa.redislabs.com,,404,60,webapi-sm.mw.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T22:00:32Z,2024-05-09T22:00:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,435e4be5d7a7c64d3e574d72a6db2cfa,a772fbf08f7a4acc0f73f1c7b963a070e61e630e7504975961ec97eeabe74794,,ctls,webapi-sm.mw.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.mw.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,True,,True,True,Acme Co,,
webapi-sm.sm-poc.sm-qa.qa.redislabs.com,,404,60,webapi-sm.sm-poc.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T22:00:32Z,2024-05-09T22:00:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,435e4be5d7a7c64d3e574d72a6db2cfa,a772fbf08f7a4acc0f73f1c7b963a070e61e630e7504975961ec97eeabe74794,,ctls,webapi-sm.sm-poc.sm-qa.qa.redislabs.com,google,443,https://webapi-sm.sm-poc.sm-qa.qa.redislabs.com:443,https,,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,True,,True,True,Acme Co,,
webapi.redislabs.com,,200,185,webapi.redislabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T22:05:06Z,2023-08-27T22:05:06Z,CN=imperva.com,imperva.com,www.redis.io,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,aa42eb73fe39fde58a2db777956da098,1e8cd17e2bd3714096583d898df660c1a1ef096cfa837d25a9e64ed0f0f85086,True,ctls,webapi.redislabs.com,incapsula,443,https://webapi.redislabs.com:443,https,Apache,text/html,GET,45.60.123.1,/,280295026,45.60.123.1,Java,6,False,True,,,,,,
www.redis.com,Redis | The Real-time Data Platform,200,788808,redis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T22:05:06Z,2023-08-27T22:05:06Z,CN=imperva.com,imperva.com,www.redis.io,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,aa42eb73fe39fde58a2db777956da098,1e8cd17e2bd3714096583d898df660c1a1ef096cfa837d25a9e64ed0f0f85086,True,ctls,redis.com,incapsula,443,https://www.redis.com:443,https,nginx,text/html,GET,45.60.123.1,/,864611937,2a02:e980:129::1,Yoast SEO:20.7,1615,False,True,,,,,,https://redis.com/
www.redislabs.com,Redis | The Real-time Data Platform,200,788807,redis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T22:05:06Z,2023-08-27T22:05:06Z,CN=imperva.com,imperva.com,www.redis.io,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,aa42eb73fe39fde58a2db777956da098,1e8cd17e2bd3714096583d898df660c1a1ef096cfa837d25a9e64ed0f0f85086,True,ctls,redis.com,incapsula,443,https://www.redislabs.com:443,https,nginx,text/html,GET,45.60.123.1,/,864611937,2a02:e980:129::1,Yoast SEO:20.7,1615,False,True,,,,,,https://redis.com/
