input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,tls_self_signed
activate.xglb.cisco.com,Not Found,404,1463,,activate.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-12T00:00:57Z,2023-12-11T23:59:57Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=activate-alln-p.cisco.com",activate-alln-p.cisco.com,Cisco Systems Inc.,activate-alln-p.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,b0c00422025b19078865bd095666bed8,a4f88776620fd62412c3b7fa33bfc55258b80c988fe118de163aa9c77bafb2e2,ctls,activate.xglb.cisco.com,,80,http://activate.xglb.cisco.com:80,http,,text/html,GET,173.36.127.57,/,-235570734,173.36.127.57,HSTS,52,False,,,True,https://activate.xglb.cisco.com/,
adcb-bci-emear.cisco.com,,200,5402,,adcb-bci-emear.cisco.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,,2022-07-13T13:13:56Z,2023-07-13T13:13:55Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=telitalia-ipe-bci-emear.cisco.com",telitalia-ipe-bci-emear.cisco.com,Cisco Systems Inc.,telecom-italia-sparkle-bci-emear.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,61c1a3d7003c870998d1d3d7390e46eb,029461d5589cdff4d7495af2dbd8bcfb8980b7f0c8719d843d068ce0b3af63c8,ctls,adcb-bci-emear.cisco.com,,443,https://adcb-bci-emear.cisco.com:443,https,Splunkd,text/html,GET,173.38.214.22,/,-316785925,173.38.214.22,Splunkd,1,False,,,,https://adcb-bci-emear.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
admin.sse.itd.cisco.com,Security Services Exchange,200,4944,https://rapi.walkme.com,admin.sse.itd.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-03T01:25:43Z,2024-03-02T01:24:43Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=admin.sse.itd.cisco.com",admin.sse.itd.cisco.com,Cisco Systems Inc.,admin.sse.itd.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,62498dd4bd566c9911739df53a0347a6,4a9ed697f988e3319196a64760c4b4cfc31c13f0c7e9c486b2227e34384f2a31,ctls,admin.sse.itd.cisco.com,,443,https://admin.sse.itd.cisco.com:443,https,,text/html,GET,3.215.227.64,/,1718875065,54.83.27.169,HSTS,137,False,,,,,
administrator-pdf-cjk-example-okta-cc-5-tjn-replicacoinbase.artifactory.prod.ikarem.io,403 Forbidden,403,118,,administrator-pdf-cjk-example-okta-cc-5-tjn-replicacoinbase.artifactory.prod.ikarem.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-31T00:00:00Z,2023-11-29T23:59:59Z,CN=*.artifactory.prod.ikarem.io,*.artifactory.prod.ikarem.io,,*.artifactory.ikarem.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,24c1ce28b02a81e73a8a3bfe6b296106,fb9ac06a92da521a60b87f7dda9217b60de63c2c8d69e9fa08b7064e6f61b0bf,ctls,administrator-pdf-cjk-example-okta-cc-5-tjn-replicacoinbase.artifactory.prod.ikarem.io,,443,https://administrator-pdf-cjk-example-okta-cc-5-tjn-replicacoinbase.artifactory.prod.ikarem.io:443,https,awselb/2.0,text/html,GET,54.215.76.237,/,1344368402,54.67.73.126,,7,False,,True,,,
adp-bci.cisco.com,,200,5383,,adp-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-22T08:30:46Z,2023-09-22T08:29:46Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c3.cisco.com",bci-c3.cisco.com,Cisco Systems Inc.,charter-spectrum-enterprise-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,008b1d16be3c4081c367aa043ed269e9,3cbd04100849b3ca8b214dc8ded3f35d35a9fca874a61ac5356d6dc54f75dab9,ctls,adp-bci.cisco.com,,443,https://adp-bci.cisco.com:443,https,Splunkd,text/html,GET,173.36.109.209,/,-316785925,173.36.109.209,Splunkd,1,False,,,,https://adp-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
aer-cci-vpn-cluster-1-bsft.cisco.com,,200,315,,aer-cci-vpn-cluster-1-bsft.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T06:48:08Z,2024-03-27T06:47:08Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=aer-cci-vpn-cluster-bsft.cisco.com",aer-cci-vpn-cluster-bsft.cisco.com,Cisco Systems Inc.,aer-cci-vpn-cluster-2-bsft.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,a7d9c3bf64fc829def19072e77a82a37,79df45756588db7579058609ea77f038564502acfce31548330ac7d868810b1e,ctls,aer-cci-vpn-cluster-1-bsft.cisco.com,,443,https://aer-cci-vpn-cluster-1-bsft.cisco.com:443,https,,text/html,GET,173.38.210.101,/,-1840324437,173.38.210.101,HSTS,9,False,,,,,
aer-cci-vpn-cluster-1-opendns.cisco.com,,200,315,,aer-cci-vpn-cluster-1-opendns.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-03T05:02:26Z,2024-04-02T05:01:26Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=aer-cci-vpn-cluster-opendns.cisco.com",aer-cci-vpn-cluster-opendns.cisco.com,Cisco Systems Inc.,aer-cci-vpn-cluster-2-opendns.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,d6579aad97e5d0e74d4ca516cdda0add,35f9bc487bf2ca53fa5c40b01db324af49eacbdc149b24ef02313cb1171ad8f7,ctls,aer-cci-vpn-cluster-1-opendns.cisco.com,,443,https://aer-cci-vpn-cluster-1-opendns.cisco.com:443,https,,text/html,GET,173.38.210.104,/,-1840324437,173.38.210.104,HSTS,9,False,,,,,
aer01-hda1-asavpn-cluster-1.cisco.com,,200,315,,aer01-hda1-asavpn-cluster-1.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-13T14:55:59Z,2024-01-13T14:54:59Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=ams-asavpn-cluster.cisco.com",ams-asavpn-cluster.cisco.com,Cisco Systems Inc.,aer01-hda2-asavpn-cluster-2-outside.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,c5d61168c68529573c2d8025fccf8815,7c2cb8f9d695053ab67d3d1d2cfda85d4cb2f64ef5ebbd17854dd31d6f9000be,ctls,aer01-hda1-asavpn-cluster-1.cisco.com,,443,https://aer01-hda1-asavpn-cluster-1.cisco.com:443,https,,text/html,GET,144.254.221.43,/,-1840324437,144.254.221.43,HSTS,9,False,,,,,
aer01-hda1-vpn-cluster-1.cisco.com,,200,315,,aer01-hda1-vpn-cluster-1.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T17:25:33Z,2023-05-24T17:25:32Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=ams-vpn-cluster.cisco.com",ams-vpn-cluster.cisco.com,Cisco Systems Inc.,aer01-hda2-vpn-cluster-4.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3d8401d0452351b02d84be477b850c6d,5db5afec564f3820b7fa8d8889be35b3b8dfc6fa8523f1145cce2424303670f3,ctls,aer01-hda1-vpn-cluster-1.cisco.com,,443,https://aer01-hda1-vpn-cluster-1.cisco.com:443,https,,text/html,GET,144.254.221.38,/,-1840324437,144.254.221.38,HSTS,9,False,,,,,
aer01-hda1-vpn-cluster-3.cisco.com,,200,315,,aer01-hda1-vpn-cluster-3.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T17:25:33Z,2023-05-24T17:25:32Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=ams-vpn-cluster.cisco.com",ams-vpn-cluster.cisco.com,Cisco Systems Inc.,aer01-hda2-vpn-cluster-4.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3d8401d0452351b02d84be477b850c6d,5db5afec564f3820b7fa8d8889be35b3b8dfc6fa8523f1145cce2424303670f3,ctls,aer01-hda1-vpn-cluster-3.cisco.com,,443,https://aer01-hda1-vpn-cluster-3.cisco.com:443,https,,text/html,GET,144.254.221.40,/,-1840324437,144.254.221.40,HSTS,9,False,,,,,
aer01-hda2-vpn-cluster-2.cisco.com,,200,315,,aer01-hda2-vpn-cluster-2.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T17:25:33Z,2023-05-24T17:25:32Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=ams-vpn-cluster.cisco.com",ams-vpn-cluster.cisco.com,Cisco Systems Inc.,aer01-hda2-vpn-cluster-4.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3d8401d0452351b02d84be477b850c6d,5db5afec564f3820b7fa8d8889be35b3b8dfc6fa8523f1145cce2424303670f3,ctls,aer01-hda2-vpn-cluster-2.cisco.com,,443,https://aer01-hda2-vpn-cluster-2.cisco.com:443,https,,text/html,GET,144.254.221.39,/,-1840324437,144.254.221.39,HSTS,9,False,,,,,
aer01-hda2-vpn-cluster-4.cisco.com,,200,315,,aer01-hda2-vpn-cluster-4.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T17:25:33Z,2023-05-24T17:25:32Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=ams-vpn-cluster.cisco.com",ams-vpn-cluster.cisco.com,Cisco Systems Inc.,aer01-hda2-vpn-cluster-4.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,3d8401d0452351b02d84be477b850c6d,5db5afec564f3820b7fa8d8889be35b3b8dfc6fa8523f1145cce2424303670f3,ctls,aer01-hda2-vpn-cluster-4.cisco.com,,443,https://aer01-hda2-vpn-cluster-4.cisco.com:443,https,,text/html,GET,144.254.221.41,/,-1840324437,144.254.221.41,HSTS,9,False,,,,,
aggregator.cisco.com,,403,63,,aggregator.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,CN=aggregator.cisco.com,aggregator.cisco.com,,aggregator.cisco.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",213ae468778eddfcaac40239e1d0e8fe,97c0cc41dafaa930c7bce79455bda5655534a1a1327ea1dd53080de737cabeb1,ctls,aggregator.cisco.com,,443,https://aggregator.cisco.com:443,https,nginx,application/json,GET,208.90.58.190,/,-398484346,208.90.58.190,Nginx,1,False,,,,,
aggs.hkg.dev.meraki.com,403 Forbidden,403,146,,,,,,,,,,,,,,,,,,,,,,80,http://aggs.hkg.dev.meraki.com:80,http,nginx,text/html,GET,52.52.168.165,/,-1561873722,52.52.168.165,Nginx,8,False,,,,,
agileccptest-external.cisco.com,,406,,,,,,,,,,,,,,,,,,,,,,,80,http://agileccptest-external.cisco.com:80,http,,,GET,173.243.11.33,/,-1840324437,173.243.11.33,,1,False,,,,,
agner.mun-replica.artifactory.ikarem.io,403 Forbidden,403,520,,agner.mun-replica.artifactory.ikarem.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-31T00:00:00Z,2023-11-29T23:59:59Z,CN=*.artifactory.prod.ikarem.io,*.artifactory.prod.ikarem.io,,*.artifactory.ikarem.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,24c1ce28b02a81e73a8a3bfe6b296106,fb9ac06a92da521a60b87f7dda9217b60de63c2c8d69e9fa08b7064e6f61b0bf,ctls,agner.mun-replica.artifactory.ikarem.io,,443,https://agner.mun-replica.artifactory.ikarem.io:443,https,awselb/2.0,text/html,GET,54.215.76.237,/,2095155567,13.56.88.100,,13,False,,True,True,,
agsglobal.dev.network-auth.com,403 Forbidden,403,146,,,,,,,,,,,,,,,,,,,,,,80,http://agsglobal.dev.network-auth.com:80,http,nginx,text/html,GET,52.52.168.165,/,-1561873722,52.52.168.165,Nginx,8,False,,,,,
aig-bci.cisco.com,,200,5390,,aig-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-08T15:24:41Z,2023-09-08T15:23:41Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c4.cisco.com",bci-c4.cisco.com,Cisco Systems Inc.,telefonica-venezuela-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2070da6cb417a35198fa0a58e347eeb4,180c7786bde98e25961148ed5ab5331506cfed20bd1845810177be57179396f0,ctls,aig-bci.cisco.com,,443,https://aig-bci.cisco.com:443,https,Splunkd,text/html,GET,173.37.221.204,/,-316785925,173.37.221.204,Splunkd,1,False,,,,https://aig-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
ais-bci.cisco.com,,200,5390,,ais-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-08T15:24:41Z,2023-09-08T15:23:41Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c4.cisco.com",bci-c4.cisco.com,Cisco Systems Inc.,telefonica-venezuela-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2070da6cb417a35198fa0a58e347eeb4,180c7786bde98e25961148ed5ab5331506cfed20bd1845810177be57179396f0,ctls,ais-bci.cisco.com,,443,https://ais-bci.cisco.com:443,https,Splunkd,text/html,GET,173.37.221.204,/,-316785925,173.37.221.204,Splunkd,1,False,,,,https://ais-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
akalimun-falltagomi.artifactory.prod.ikarem.io,403 Forbidden,403,118,,akalimun-falltagomi.artifactory.prod.ikarem.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-31T00:00:00Z,2023-11-29T23:59:59Z,CN=*.artifactory.prod.ikarem.io,*.artifactory.prod.ikarem.io,,*.artifactory.ikarem.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,24c1ce28b02a81e73a8a3bfe6b296106,fb9ac06a92da521a60b87f7dda9217b60de63c2c8d69e9fa08b7064e6f61b0bf,ctls,akalimun-falltagomi.artifactory.prod.ikarem.io,,443,https://akalimun-falltagomi.artifactory.prod.ikarem.io:443,https,awselb/2.0,text/html,GET,54.176.123.188,/,1344368402,52.8.14.255,,7,False,,True,,,
alphaeast.keeper.cisco.com,Vault,200,588109,,alphaeast.keeper.cisco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-12T20:18:25Z,2024-01-12T20:17:25Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=alpha.keeper.cisco.com",alpha.keeper.cisco.com,Cisco Systems Inc.,alphawest.keeper.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,95187db2b9b5956155958988b1bb8a2b,92c0b772b037904c61088aa8aae4dfeba1640ecb21a128186249121a398af4eb,ctls,alphaeast.keeper.cisco.com,,443,https://alphaeast.keeper.cisco.com:443,https,,text/html,GET,34.192.203.219,/,-1921754247,34.198.31.175,HSTS,38,False,,,,https://alphaeast.keeper.cisco.com/ui/,
alphawest.keeper.cisco.com,Vault,200,588109,,alphawest.keeper.cisco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-07T19:30:17Z,2024-02-07T19:29:17Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=alpha.keeper.cisco.com",alpha.keeper.cisco.com,Cisco Systems Inc.,alphawest.keeper.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,78dbc58103aa5e3a463ba4dd396cb63b,8b4feb6250f34f196eb0a4fc72216f592ba893329e782b215835811752c1eaed,ctls,alphawest.keeper.cisco.com,,443,https://alphawest.keeper.cisco.com:443,https,,text/html,GET,35.160.192.48,/,-1921754247,44.227.135.143,HSTS,38,False,,,,https://alphawest.keeper.cisco.com/ui/,
alr.cisco.com,Page Unavailable - Server Unavailable Error 503 - Cisco,503,9283,,alr.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-13T00:36:02Z,2024-01-13T00:35:02Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=anticounterfeit.cisco.com",anticounterfeit.cisco.com,Cisco Systems Inc.,anticounterfeit.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,5c05f2e9d5cb69bc4d2d3b5775fa6190,ba473688012d89d2d49afefe260f8b536f71aaeef18256655a4f3d98e5ea905d,ctls,alr.cisco.com,,443,https://alr.cisco.com:443,https,,text/plain,GET,72.163.4.154,/,2081179969,2001:420:1101:1::b,,222,False,,,True,,
am-admin-dev.cisco.com,Submit Form,200,1673,,cloudsso-test.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-25T07:50:54Z,2024-01-25T07:49:54Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=cloudsso-test.cisco.com",cloudsso-test.cisco.com,Cisco Systems Inc.,cloudsso-test-new.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,6439976551e6fe1dd2cb774555f70320,d02946170803c601465c00457cc3eb6c5f4b5160f6ef15972e79d964ad159da2,ctls,cloudsso-test.cisco.com,,80,http://am-admin-dev.cisco.com:80,http,Apache,text/html,GET,173.37.221.249,/,1173228209,173.37.221.249,HSTS,26,False,,,,https://cloudsso-test.cisco.com/idp/SSO.saml2?SAMLRequest=fVNNb9swDL33Vxi%2B%2BzuuYyExkCUYFqBbjCTdYZdBluhWgC15orxm%2F36SmzYpsEUXASTf43sUtUDadwNZjeZZ7uHXCGjuPO%2FUdxLJlFr6o5ZEURRIJO0BiWHksPr6QNIwJoNWRjHV%2BR9AtzEUEbQRSjrQdrP0N4%2B7n7OM05Rn6X1Z5m2ZtEWTs1nbzIuMloy1CWdFkt3PMxpDls%2BLeN7wIi5njEMTx0U5c1zfQaOlXfq2y8SNOMJWoqHS2GCcZkGcB0lyTFKSJSTNf7iqjbUsJDUT8tmYAUkUsU6NHFEFxmZDJpCpkKk%2BEnyIDodd6FymDl2fB%2FBJSC7k023nzWsRki%2FHYx3Uu8PRUaze5rFWEsce9AH0b8Hgcf9wEcTlUyCHQDMur%2BRQhpFfWQ7PWzhJZLKsq9uoHgzl1NBoEV2DLjQD%2BWa1bze16gT7M8Xd%2Bax0T83%2FLSZhMkUED9qplIwSB2CiFcD9d5pV16mXtQZqYOkbPYLvRR%2Ban%2FcQ%2BLSVdioGTsZbq36gWqB7JjhRZs7GL%2Bavy9edXbM9tNXNTWSEuTobru31ojR37wnM9j5qasUrbc5D%2Bif5q%2Brohuzq7i19%2FcWqvw%3D%3D&RelayState=AI9utC86g5hOkPYm4CsMpVrqWTgIkEUjvsIluwhr,
am-dev.cisco.com,Not Found,404,1101,,am-dev.cisco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-28T18:34:41Z,2023-11-28T18:33:41Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=dng-np.cisco.com",dng-np.cisco.com,Cisco Systems Inc.,dng-np-alln-adminproxy-0.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,5ff26b0a5dc7a28811d3f965e4f3c216,e400c9db5cee49ecae759b204b2e0ca85c70023a8b93f72576b65282aae38f27,ctls,am-dev.cisco.com,,80,http://am-dev.cisco.com:80,http,Duo/1.0,text/html,GET,173.36.109.243,/,-986201618,173.36.109.243,,38,False,,,True,https://am-dev.cisco.com/,
amadeus-bci-emear.cisco.com,,503,62,,amadeus-bci-emear.cisco.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,,2022-07-13T13:13:56Z,2023-07-13T13:13:55Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=telitalia-ipe-bci-emear.cisco.com",telitalia-ipe-bci-emear.cisco.com,Cisco Systems Inc.,telecom-italia-sparkle-bci-emear.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,61c1a3d7003c870998d1d3d7390e46eb,029461d5589cdff4d7495af2dbd8bcfb8980b7f0c8719d843d068ce0b3af63c8,ctls,amadeus-bci-emear.cisco.com,,443,https://amadeus-bci-emear.cisco.com:443,https,,,GET,173.38.214.22,/,107704025,173.38.214.22,,1,False,,,True,,
amex.dev.network-auth.com,403 Forbidden,403,146,,,,,,,,,,,,,,,,,,,,,,80,http://amex.dev.network-auth.com:80,http,nginx,text/html,GET,52.52.168.165,/,-1561873722,52.52.168.165,Nginx,8,False,,,,,
amp.cisco.com,Security,200,5074,,auth.amp.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-15T21:59:04Z,2023-09-15T21:58:04Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=amp.cisco.com",amp.cisco.com,Cisco Systems Inc.,docs.order-intake.amp.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,e6eee63a9c0e40b95fb4d185d0dd3dbc,628d6f9d4d1f9ef8b4cf1a439b83163c0c204f47f639defa391a09ae18fff58d,ctls,auth.amp.cisco.com,,80,http://amp.cisco.com:80,http,nginx,text/html,GET,107.21.218.60,/,-1840324437,107.20.234.220,Stimulus,98,False,,,,https://auth.amp.cisco.com/sso/new?SAMLRequest=jZFPS8NAEMXvfoqw9ySbpLXNkgSCRShUkVY9eJFhM9KF7G7c2fjn27tNESuoeJ2Z35t5byoC3Q%2BiHf3ebPF5RPLRm%2B4NialRs9EZYYEUCQMaSXgpdu3VRuQJF4Oz3krbsxPkbwKI0HllDYvWq5o9AueLUi7mMZcFxjM%2BP4%2FLRdfFZT4ryk7O%2BHKZsegeHQWmZkEigEQjrg15MD6UeF7EfB5n2W2WiyITefHAolXwoQz4idp7P5BIUwgmE9BDIhVJm0irU0I6KKcGX1nUfh53YQ2NGt0O3YuSeLfdfInI0LM9%2FqxDKUhiTXUIQkx3uuafoEYPHXio0lO4Or7nOgS5Xt3YXsn36NI6Df73nLMkmyqqi5%2BmUYEaVN92nQvLWNocV3x%2FenP2AQ%3D%3D,
ampf-bci.cisco.com,,200,5394,,ampf-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-08T15:24:41Z,2023-09-08T15:23:41Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c4.cisco.com",bci-c4.cisco.com,Cisco Systems Inc.,telefonica-venezuela-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2070da6cb417a35198fa0a58e347eeb4,180c7786bde98e25961148ed5ab5331506cfed20bd1845810177be57179396f0,ctls,ampf-bci.cisco.com,,443,https://ampf-bci.cisco.com:443,https,Splunkd,text/html,GET,173.37.221.204,/,-316785925,173.37.221.204,Splunkd,1,False,,,,https://ampf-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
amsda-vcse1.cisco.com,Login,200,3328,,amsda-vcse1.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-22T11:38:49Z,2023-12-22T11:37:49Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=gmt-ea1.cisco.com",gmt-ea1.cisco.com,Cisco Systems Inc.,amsda-vcse2.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,9975706891dda7f9e5193200705a1707,04c716111e1fe89f9d07741ea70fee20eda66bff4de7b2220b689b5d13f5927b,ctls,amsda-vcse1.cisco.com,,443,https://amsda-vcse1.cisco.com:443,https,Apache,text/html,GET,173.38.210.21,/,97604680,173.38.210.21,HSTS,62,False,,,,https://amsda-vcse1.cisco.com/login,
amsda-vcse2.cisco.com,Login,200,3350,,amsda-vcse2.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-22T11:38:49Z,2023-12-22T11:37:49Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=gmt-ea1.cisco.com",gmt-ea1.cisco.com,Cisco Systems Inc.,amsda-vcse2.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,9975706891dda7f9e5193200705a1707,04c716111e1fe89f9d07741ea70fee20eda66bff4de7b2220b689b5d13f5927b,ctls,amsda-vcse2.cisco.com,,443,https://amsda-vcse2.cisco.com:443,https,Apache,text/html,GET,173.38.210.22,/,97604680,173.38.210.22,HSTS,62,False,,,,https://amsda-vcse2.cisco.com/login,
