input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,final_url,cdn,tls_expired,tls_mismatched,csp_domains_,tls_self_signed,tls_emails_,location
w4b.uc.mtn.com,HTTP Status 404 – Not Found,404,431,w4b.uc.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-07T00:00:00Z,2023-11-22T23:59:59Z,"CN=*.uc.mtn.com, O=MTN Group Management Services (Pty) Ltd, L=ROODEPOORT, ST=Gauteng, C=ZA",*.uc.mtn.com,MTN Group Management Services (Pty) Ltd,*.uc.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,bb4b56a0ec8e9a9b00dfd7751cb8318a,0fda5d64181661fe0af1746827366f065413a38a0972c324b908490104632bf6,True,ctls,w4b.uc.mtn.com,443,https://w4b.uc.mtn.com:443,https,text/html,GET,196.30.50.131,/,-230353730,196.30.50.3,,1,False,,HTTP Server,,,,,,,,
wakanetdealersportal.mtn.co.ug,Home Internet - MTN Uganda,200,45486,wakanetdealersportal.mtn.co.ug,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,"CN=*.mtn.co.ug, O=MTN (U) LTD, L=Kampala, C=UG",*.mtn.co.ug,MTN (U) LTD,mtn.co.ug,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3725344437685f8839a2a1d27ff7b654,72dedbb6084690afd00c0a0b3d8d3e75a2b5091b8f65a2e20ff1fc2943a8dc8f,True,ctls,wakanetdealersportal.mtn.co.ug,443,https://wakanetdealersportal.mtn.co.ug:443,https,text/html,GET,212.88.125.111,/,-402473624,212.88.125.111,WordPress:5.4.2,757,False,,,,,,,,,,
wap-game.mtn.com.gh,Welcome Page,200,260,wap-game.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-07-06T06:13:40Z,2022-07-07T06:13:40Z,"CN=*.mofun.com.pk, O=Huawei Software Technologies Co.\, Ltd., OU=Cloud Platform CNDR Dept, L=Nanjing, ST=Jiangsu, C=CN",*.mofun.com.pk,"Huawei Software Technologies Co., Ltd.",mofun.com.pk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e7cf96fc348add1ba188eb5e2c84abbc,4188623155c102bfbd330f207c0bfda1f740c6fff54f662c8ec3f4978b84457f,True,ctls,wap-game.mtn.com.gh,443,https://wap-game.mtn.com.gh:443,https,text/html,GET,151.253.70.225,/,1813544739,151.253.70.225,Nginx,10,False,,nginx,,,True,True,,,,
wap-game.mtnonline.com,Welcome Page,200,260,wap-game.mtnonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=*.mtn.ng, O=MTN NIGERIA COMMUNICATIONS PLC, L=Lagos, C=NG",*.mtn.ng,MTN NIGERIA COMMUNICATIONS PLC,*.mtn.ng,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fd329ea28ead434f0d1527cd97e003f8,3f907d0884dbb65a5799772a3547af344ada3a9697b5172953de51307e8d363e,True,ctls,wap-game.mtnonline.com,443,https://wap-game.mtnonline.com:443,https,text/html,GET,151.253.70.225,/,1813544739,151.253.70.225,Nginx,10,False,,nginx,,,,True,,,,
wap-gamerplus.mtn.co.za,,200,7240,wap-gamerplus.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,wap-gamerplus.mtn.co.za,443,https://wap-gamerplus.mtn.co.za:443,https,text/html,GET,196.11.244.103,/,490921215,196.11.244.103,Google Tag Manager,216,False,,,https://wap-gamerplus.mtn.co.za/uowap/index.html#/campaign,,,,,,,
wapstatic-game.mtnonline.com,Welcome Page,200,260,wapstatic-game.mtnonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=*.mtn.ng, O=MTN NIGERIA COMMUNICATIONS PLC, L=Lagos, C=NG",*.mtn.ng,MTN NIGERIA COMMUNICATIONS PLC,*.mtn.ng,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fd329ea28ead434f0d1527cd97e003f8,3f907d0884dbb65a5799772a3547af344ada3a9697b5172953de51307e8d363e,True,ctls,wapstatic-game.mtnonline.com,443,https://wapstatic-game.mtnonline.com:443,https,text/html,GET,151.253.70.225,/,1813544739,151.253.70.225,Nginx,10,False,,nginx,,,,True,,,,
was16.mtn.com,WAS#16 GSMA Event - Wholesale Agreements and Solutions Group,200,65150,was16.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T19:24:58Z,2023-06-22T19:24:57Z,CN=was16.mtn.com,was16.mtn.com,,was16.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9a2902529c47610a0370cbbd34bd0dfa,ce4a2ad73d11859dffde674b0cf507ff3cd2c84fcd423bf51e0f6f9f5c82a3ad,,ctls,was16.mtn.com,443,https://was16.mtn.com:443,https,text/html,GET,192.0.66.55,/,1274734426,2a04:fa87:fffd::c000:4237,Yoast SEO:19.12,672,False,,nginx,,,,,,,,
web.mtn.bj,401 - Unauthorized: Access is denied due to invalid credentials.,401,1293,web.mtn.bj,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,CN=*.mtn.bj,*.mtn.bj,,mtn.bj,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c4f1431c169ce99e633b5bcf04b93db4,155d346f874780a42b87b0cd26f2670933be454dabf383aa7b6477d31fc459d5,True,ctls,web.mtn.bj,443,https://web.mtn.bj:443,https,text/html,GET,41.79.216.10,/,,41.79.216.10,,30,False,,,,,,,,,,
webapp.uc.mtn.com,,200,219,webapp.uc.mtn.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-06-01T00:00:00Z,2023-06-01T23:59:59Z,"CN=xsp.uc.mtn.com, O=MTN Group Management Services (Pty) Ltd, L=ROODEPOORT, ST=Gauteng, C=ZA",xsp.uc.mtn.com,MTN Group Management Services (Pty) Ltd,xsi.uc.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ff448b8286eeeacfa8eaef1d393028fd,e0760698021f0dc79ec9323efddddd4fdadbe076b461ff1a28c8640355cbd833,,ctls,webapp.uc.mtn.com,443,https://webapp.uc.mtn.com:443,https,text/html,GET,196.30.50.135,/,1513402615,196.30.50.7,Java,8,False,,HTTP Server,,,,,,,,
webmail.mtn.co.rw,Sign in to Outlook,200,202087,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://webmail.mtn.co.rw:443,https,text/html,GET,52.98.243.50,/,-1249852061,2603:1026:c0d:c1c::2,HSTS,174,False,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2fwebmail.mtn.co.rw%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=e66fdf9b-a703-48e5-040b-8cf24d22a10f&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&nonce=638194102925174690.3b460c14-c8b5-4e28-9390-2ce0f9f136d0&state=Dcs7FoAgDADBoM_jRPITyHEEobX0-qaY7TYBwB62kCgCtWhjNyZxubhacTq1W6HBhqP1C21KQ1cnlDFp-WItD6V4j_x-d_4B,,,,,,,
webmail.mtngbissau.com,Login no Webmail,200,36969,webmail.mtngbissau.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-05-30T23:59:59Z,CN=mtngbissau.com,mtngbissau.com,,www.mtngbissau.com,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",26f15cabdfc33a4e7e7bce3826363ea6,67de9443ae15c8212299ce95080f277ed5ce123498d108d5806b30e11262c55d,,ctls,webmail.mtngbissau.com,443,https://webmail.mtngbissau.com:443,https,text/html,GET,162.240.64.60,/,1372380665,162.240.64.60,Apache,293,False,,Apache,,,,,,,,
webmail.mtnonline.com,Sign In,200,211013,sso.secureserver.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-04T01:30:11Z,2023-11-05T01:30:11Z,"CN=*.secureserver.net, O=Special Domain Services\, LLC, L=Tempe, ST=Arizona, C=US",*.secureserver.net,"Special Domain Services, LLC",secureserver.net,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",75a208eec6aede64ae63b10a7697d857,2633df2f68a7928c16a85e52956a6055d0e6b36d9c33effef3c42234a2fdaa87,True,ctls,sso.secureserver.net,443,https://webmail.mtnonline.com:443,https,text/html,GET,173.201.193.133,/,-359820375,68.178.252.20,React,97,False,,,https://sso.secureserver.net/login?app=email&realm=pass,,,,,,,
webregistration.mtn.bj,HTTP Status 404 – Not Found,404,682,webregistration.mtn.bj,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,CN=*.mtn.bj,*.mtn.bj,,mtn.bj,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c4f1431c169ce99e633b5bcf04b93db4,155d346f874780a42b87b0cd26f2670933be454dabf383aa7b6477d31fc459d5,True,ctls,webregistration.mtn.bj,443,https://webregistration.mtn.bj:443,https,text/html,GET,41.79.218.240,/,1155817125,41.79.218.240,,1,False,,,,,,,,,,
wegotu.mtn.co.za,MTN South Africa,200,2655,www.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,www.mtn.co.za,443,https://wegotu.mtn.co.za:443,https,text/html,GET,196.11.240.215,/,1530285559,196.11.240.215,HSTS,67,False,,,https://www.mtn.co.za/home/,,,,*.google.com,,,
whodeycall.mtn.com.gh,404 Not Found,404,196,,,,,,,,,,,,,,,,,,,,80,http://whodeycall.mtn.com.gh:80,http,text/html,GET,196.201.56.226,/,-780928015,196.201.56.226,Apache,8,False,,Apache,,,,,,,,
wlc-brc.mtn.co.za,403 Forbidden,403,553,wlc-brc.mtn.co.za,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,True,ctls,wlc-brc.mtn.co.za,443,https://wlc-brc.mtn.co.za:443,https,text/html,GET,1.1.1.1,/,-861110197,1.1.1.1,Cloudflare,14,False,,cloudflare,,,,True,,,,
workspace.mtn.co.za,Unauthorized,401,102,workspace.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,workspace.mtn.co.za,443,https://workspace.mtn.co.za:443,https,text/html,GET,196.13.230.243,/,868260789,196.13.230.243,HSTS,2,False,,,,,,,,,,
www.esport.mtn.ci,"MTN E-sport | Matches, astuces replay, tournois, tout sur l'e-sport !",200,83420,www.esport.mtn.ci,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-22T23:59:59Z,CN=www.esport.mtn.ci,www.esport.mtn.ci,,www.esport.mtn.ci,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0cdb718dd313eb70918ba55fad837cd,30e02c4305983a0950cb199daeff6711b0657294c12dd54128c23a2fe6439064,,ctls,www.esport.mtn.ci,443,https://www.esport.mtn.ci:443,https,text/html,GET,99.86.4.58,/,-277712052,99.86.4.123,PHP,534,False,cloudfront,Apache,,True,,,,,,
www.lonestarcell.com,Lonestar Cell MTN,200,160265,lonestarcell.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-12T10:35:35Z,2024-01-12T10:35:33Z,"CN=lonestarcell.com, O=Lonestar Communications Corporation, L=Monrovia, C=LR",lonestarcell.com,Lonestar Communications Corporation,lonestarcell.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",86856b5371d4898df50cbaacc4a31df1,61d2c2d596729a0285da732311f41c1a0b8c6fa32217b5cfa732b6a9e3ad0252,,ctls,lonestarcell.com,443,https://www.lonestarcell.com:443,https,text/html,GET,41.57.87.244,/,566218143,41.57.87.244,WordPress:5.2.5,1580,False,,nginx,https://lonestarcell.com/,,,,,,,
www.mtn.co.rw,MTN Rwanda,200,480649,www.mtn.co.rw,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-23T00:00:00Z,2024-03-29T23:59:59Z,"CN=*.mtn.co.rw, O=MTN RwandaCell PLC, L=Kigali, C=RW",*.mtn.co.rw,MTN RwandaCell PLC,*.mtn.co.rw,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,dadb2000b65a2237545c0a00a2db4920,9e00a59b8accf561cd9273be3397b70bfbff23b24a902f010c54e7bc445beef7,True,ctls,www.mtn.co.rw,443,https://www.mtn.co.rw:443,https,text/html,GET,41.186.71.174,/,-527300684,41.186.71.174,WordPress:6.2,2909,False,,Apache/2.4.37 (Oracle Linux) OpenSSL/1.1.1k,,,,,,,,
www.mtn.co.sz,MTN Eswatini,200,99339,www.mtn.co.sz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T13:06:15Z,2023-08-07T13:06:14Z,CN=mtn.co.sz,mtn.co.sz,,www.mtn.co.sz,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5fd89100c6eac7f5ed8ba8c2c0fc47c5,4cfcc53aa5bad8332aeff187b208deea1c89226eb9a6c20e613b977c6cfebca7,,ctls,www.mtn.co.sz,443,https://www.mtn.co.sz:443,https,text/html,GET,192.0.66.168,/,1274734426,192.0.66.168,Yoast SEO:19.12,1200,False,,nginx,,,,,,,,
www.mtn.co.ug,Home - MTN Uganda,200,68023,www.mtn.co.ug,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T13:24:17Z,2023-07-09T13:24:16Z,CN=mtn.co.ug,mtn.co.ug,,www.mtn.co.ug,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,87103acc94a3198fe8a07e3a8fe6a04b,42cf4c4856c904eb161eecae3985270b30c354f2e5f59478e20346ed68485903,,ctls,www.mtn.co.ug,443,https://www.mtn.co.ug:443,https,text/html,GET,192.0.66.88,/,1274734426,192.0.66.88,jQuery,1102,False,,nginx,,,,,,,,
www.mtn.co.za,MTN South Africa,200,2655,www.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,www.mtn.co.za,443,https://www.mtn.co.za:443,https,text/html,GET,196.13.230.184,/,-1840324437,196.13.230.184,HSTS,67,False,,,https://www.mtn.co.za/home/,,,,https:,,,
www.mtn.com,MTN Group | Home,200,66893,www.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T13:44:59Z,2023-08-02T13:44:58Z,CN=mtn.com,mtn.com,,www.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,41474555e97fe114be7ebf9ee7c7ba58,da663e478b8c247655b1b0381ac7ae12ca1e319757c6f12e2aafe59ad196a4e8,,ctls,www.mtn.com,443,https://www.mtn.com:443,https,text/html,GET,192.0.66.200,/,1274734426,192.0.66.200,Yoast SEO:20.3,1400,False,,nginx,,,,,,,,
www.mtn.zm,"MTN Zambia - Voice, Data and Digital Services",200,103551,www.mtn.zm,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.mtn.zm, O=MTN (ZAMBIA) LIMITED, L=Lusaka, C=ZM",*.mtn.zm,MTN (ZAMBIA) LIMITED,mtn.zm,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0bbb954593ee3a739919787105b592a2,2760f94a8858f2cd21d13f3fbaebcc3e33c20f6dc6143705cda5db7978ec1416,True,ctls,www.mtn.zm,443,https://www.mtn.zm:443,https,text/html,GET,192.0.66.168,/,1274734426,192.0.66.168,Yoast SEO:19.12,1351,False,,nginx,,,,,,,,
www.mtngbissau.com,MTN Guiné Bissau - Everywhere you go,200,105684,mtngbissau.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-05-30T23:59:59Z,CN=mtngbissau.com,mtngbissau.com,,www.mtngbissau.com,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",26f15cabdfc33a4e7e7bce3826363ea6,67de9443ae15c8212299ce95080f277ed5ce123498d108d5806b30e11262c55d,,ctls,mtngbissau.com,443,https://www.mtngbissau.com:443,https,text/html,GET,162.240.64.60,/,1124017113,162.240.64.60,Yoast SEO:20.7,1373,False,,Apache,https://mtngbissau.com/,,,,,,,
www.mtnmomo.mtn.zm,MoMo Business,200,1524,www.mtnmomo.mtn.zm,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=mtnmomo.mtn.zm, O=MTN (ZAMBIA) LIMITED, L=Lusaka, C=ZM",mtnmomo.mtn.zm,MTN (ZAMBIA) LIMITED,www.mtnmomo.mtn.zm,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f07ccadc51adb2d81d0e80d1aac57218,721960b35fa03bdb9cdfa81c4c0e651496f8c0545f7208864585c55057ebac42,,ctls,www.mtnmomo.mtn.zm,443,https://www.mtnmomo.mtn.zm:443,https,text/html,GET,212.88.125.167,/,442814726,212.88.125.167,HSTS,1,False,,,,,,,,,,
www.mtntv.mtngbissau.com,Welcome | MTN Tv GB,200,428,www.mtntv.mtngbissau.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-14T10:27:28Z,2024-04-13T10:27:28Z,CN=mtntv.mtn-gb.tvanywhereafrica.com,mtntv.mtn-gb.tvanywhereafrica.com,,autodiscover.mtntv.mtngbissau.com,CN=mtntv.mtn-gb.tvanywhereafrica.com,mtntv.mtn-gb.tvanywhereafrica.com,,ef30449536b92c95dda01f4ba705a8d8,287e4530b678d7ebe676026024f3969660033d511384e12978df9f47b9f9aad4,,ctls,www.mtntv.mtngbissau.com,443,https://www.mtntv.mtngbissau.com:443,https,text/html,GET,92.205.10.70,/,-1812417198,92.205.10.70,Apache,16,False,,Apache,,,,,URL=route.html,True,,
www.nodata.mtn.co.ug,MTN No Data,200,48926,nodata.mtn.co.ug,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T15:12:06Z,2023-06-24T15:12:05Z,CN=nodata.mtn.co.ug,nodata.mtn.co.ug,,nodata.mtn.co.ug,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f870b9df6c7ee9459761b087f6b6b8eb,34a60fa96598af88ec9e64260ed467ea3f6f44559b04cd40e478f7734f6673dd,,ctls,nodata.mtn.co.ug,443,https://www.nodata.mtn.co.ug:443,https,text/html,GET,192.0.66.230,/,1274734426,2a04:fa87:fffd::c000:42e6,WordPress:6.2,700,False,,nginx,https://nodata.mtn.co.ug/,,,,https:,,,
www.onlinecms.mtn.co.za,Web Site Not Found,404,844,www.onlinecms.mtn.co.za,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2ae82391e143bd45fc6e182f16ba6a8e,106ed73e067e4dbfdc7fb1b7eceb1657475a11238913abcd0cc225c9fd6fa0de,,ctls,www.onlinecms.mtn.co.za,443,https://www.onlinecms.mtn.co.za:443,https,text/html,GET,104.18.8.218,/,-96557774,2606:4700::6812:9da,HSTS,23,False,cloudflare,cloudflare,,True,,,,,,
www.pistansaldo.mtngbissau.com,Index of /,200,623,www.pistansaldo.mtngbissau.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2023-07-16T23:59:59Z,CN=pistansaldo.mtngbissau.com,pistansaldo.mtngbissau.com,,www.pistansaldo.mtngbissau.com,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",a63384c24692417740741c224d7e20a3,f9ea3936f3323e395a01d78039abbcc0346d058c37da0cc035cd31027d9fd361,,ctls,www.pistansaldo.mtngbissau.com,443,https://www.pistansaldo.mtngbissau.com:443,https,text/html,GET,162.240.64.60,/,-1812417198,162.240.64.60,Apache,15,False,,Apache,,,,,,,,
www.shortz.mtn.co.za,MTN Play,200,435403,play.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,play.mtn.co.za,80,http://www.shortz.mtn.co.za:80,http,text/html,GET,41.181.68.8,/,1631801191,41.181.68.8,Yoast SEO:18.9,7608,False,,,https://play.mtn.co.za,,,,,,,
xsi.uc.mtn.com,HTTP Status 404 – Not Found,404,431,xsi.uc.mtn.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-06-01T00:00:00Z,2023-06-01T23:59:59Z,"CN=xsp.uc.mtn.com, O=MTN Group Management Services (Pty) Ltd, L=ROODEPOORT, ST=Gauteng, C=ZA",xsp.uc.mtn.com,MTN Group Management Services (Pty) Ltd,xsi.uc.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,ff448b8286eeeacfa8eaef1d393028fd,e0760698021f0dc79ec9323efddddd4fdadbe076b461ff1a28c8640355cbd833,,ctls,xsi.uc.mtn.com,443,https://xsi.uc.mtn.com:443,https,text/html,GET,196.30.50.5,/,-230353730,196.30.50.133,,1,False,,,,,,,,,,
