new,host,a,soa,status_code,aaaa,ns,cname,cdn,cdn-name,txt,mx,caa
,api-staging.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,aplatanaonews.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,apmosys.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,apollo.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,apothekia.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,appetito.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,appiinterim.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,appiloque-test.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,appreender.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,archerytag.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,arkiane-test.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,armalytics.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,around.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,arti.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,artspeace.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ashnet.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,asiannet1.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,asiannet2.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,asl-avenue.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,asnlifestylemagazine.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,aspiresys.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,assabdie.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,asstroemungsstechnik.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,astrologyanswers.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,audibene.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,aurenaclub.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,authorityfoodnutrition.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,autopapo.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,autopyjama.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,autotec.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,avieltech.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,avocattigzim.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,avramisoptics.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,awasebyte.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,awsdashboard.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,azhhbgfv.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,b.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,badabbacherkurier.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,badenscan.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bahoma.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,balkaninsight.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bamdcedupk.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bamo.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bangwo8.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,banhkemcaocap.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,basic.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,basturkelektronik.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bauerspace.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,bayernevangelischde.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bc3m2clabfhaachende8001.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bclinkinbeard.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bd-ld.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,beadifierpro.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,beezboo2.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bendbulletin.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,benyob.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,berdingbeton.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,berrythompson.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bestbuys.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bettervest.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,beuc.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bhcd.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,biblioaccesounaneduni.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bibliotecacchscsicespanel11.innocraft.cloud,,"ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bibomart.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,billing.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,binets.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bioaanhuis.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,biooil.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,birchfinance.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,birgitnieskens.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bitballoon.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bitcointechweekly.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bitcointhief.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bkm.ethsecurity.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blackmoon.carfromjapan.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blazor.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blendle.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bleupiscinesnc.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blinqdigital.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blisstimes.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blockallmatomostaging.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blockark.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blogs.touchize.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blogspot.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bluepillsheep.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bmtours.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bnnvara.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,bodybuildingworld.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,boneskull.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bonyana.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bookitvicky.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,booksilvertaxi.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,boplus.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,botchatt.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bp.halkingazetesi.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,brainpower.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bravebolt.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,breeze.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,broadcastbeat.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,broadcastliveio.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,broadcastmed.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,broker-bewertungen.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,brori.wcastmed.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,buchtest.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,builds.matomo.org,185.31.40.177,"ns-1635.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,2a00:b6e0:1:200:177::1,,,,,,,
,bundo.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,burst.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,businessgpsllc.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,buyeasysellgood.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,buyuseddomain.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,buzinessware.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bvtfree.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,campjellystone.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,canadiantouring.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cantienica.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,capitalconnecthk.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,captainimmo.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,careerleaf.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,carfromjapan.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,carfund.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,carlnyorai.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,carpweb.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,carteblanchecahors.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,casonmedia.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,castlebridge.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,catracalivre.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cbhost.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cbr.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ccihosting123.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ccs.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cdg46.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cdn.innocraft.cloud,"18.66.112.98, 18.66.112.125, 18.66.112.26, 18.66.112.72","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223f:4200:c:7d55:b3c0:93a1, 2600:9000:223f:4a00:c:7d55:b3c0:93a1, 2600:9000:223f:6200:c:7d55:b3c0:93a1, 2600:9000:223f:9800:c:7d55:b3c0:93a1, 2600:9000:223f:a200:c:7d55:b3c0:93a1, 2600:9000:223f:de00:c:7d55:b3c0:93a1, 2600:9000:223f:f400:c:7d55:b3c0:93a1, 2600:9000:223f:200:c:7d55:b3c0:93a1",,,True,cloudfront,d35o8equ4lh4nj.cloudfront.net,,
,cdnallyouwantoline.innocraft.cloud,"18.195.235.189, 3.126.133.169, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cdnallyouwantonline.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cdnwiz.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cermati.innocraft.cloud,"3.126.133.169, 18.157.122.248, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cgwire.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chaik.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1312.awsdns-36.org, ns-1863.awsdns-40.co.uk, ns-190.awsdns-23.com, ns-914.awsdns-50.net",,,,,,
,changefirst.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chapkadirect.innocraft.cloud,"3.126.133.169, 18.195.235.189, 18.157.122.248","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,charmarabia.innocraft.cloud,"18.157.122.248, 18.195.235.189, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chidaneh.innocraft.cloud,"18.157.122.248, 3.126.133.169, 18.195.235.189","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,chromeextensionmm.innocraft.cloud,"18.195.235.189, 18.157.122.248, 3.126.133.169","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
