new,host,a,soa,status_code,cname,aaaa,ns,txt,cdn,cdn-name,mx,caa,has_internal_ips,internal_ips
,wc1.rbs.com,"155.136.23.165, 155.136.23.168","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,wc2.rbs.com,"155.136.23.174, 155.136.23.171","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,webapp.digitalbanking.rbs.co.uk,"143.204.215.69, 143.204.215.17, 143.204.215.124, 143.204.215.91","ns-905.awsdns-49.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1472.awsdns-56.org, ns-1772.awsdns-29.co.uk, ns-458.awsdns-57.com, ns-905.awsdns-49.net",,True,cloudfront,,"mailto:#DigitalChannelsOperations@rbos.co.uk, sectigo.com",,
,webapptest.digitalbanking.rbs.co.uk,"52.85.132.52, 52.85.132.17, 52.85.132.24, 52.85.132.113, 205.251.192.70, 205.251.194.131, 205.251.197.96, 205.251.199.252","ns-643.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-643.awsdns-16.net, ns-70.awsdns-08.com, ns-2044.awsdns-63.co.uk, ns-1376.awsdns-44.org",,True,cloudfront,,"mailto:#DigitalChannelsOperations@rbos.co.uk, sectigo.com, amazon.com",,
,webbanking.sandbox.acc.rbs.co.uk,"108.157.214.87, 108.157.214.85, 108.157.214.33, 108.157.214.100","ns-1084.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,webbanking-cf.rbs.acc.useinfinite.io,,,,True,cloudfront,,,,
,webbanking.sandbox.rbs.co.uk,"13.32.145.78, 13.32.145.14, 13.32.145.103, 13.32.145.7","ns-1655.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,webbanking-cf.rbs.useinfinite.io,,,,True,cloudfront,,,,
,windows-09.mobilebanking.rbs.co.uk,155.136.21.179,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,windows-mobileapppilot.mobileapp.rbs.co.uk,155.136.23.135,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,wsinbound.rbs.com,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www-rbscertificatesreview.knm.rbs.com,54.220.164.245,"ns1.routing.net, support.klug-newmedia.de",NOERROR,,,,,,,,,,
,www.acj-dev-02.rbs.co.uk,155.136.201.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,www.acj-dev-02.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,www.acj-nft.rbs.co.uk,"155.136.201.213, 155.136.203.213","ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,www.acj-nft.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,www.acj-qa-02.rbs.co.uk,"155.136.201.213, 155.136.203.213","ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,www.acj-qa-02.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,www.appbank.rbs.com,155.136.153.187,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.appointments.rbs.com,155.136.19.40,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.bankline-test.rbs.com,155.136.69.204,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.bankline-test8-5.rbs.com,155.136.200.22,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,"auth0.securebusiness.rbs.co.uk, auth0.securebusiness.rbs.co.uk.glb2p.rbs.com",,,,,,,,,
,www.bankline-uk-3.rbs.co.uk,,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,"iampnf-gw-bl1-sit.rbs.co.uk, iampnf-gw-bl1-sit.rbs.com.glb2t.managedtest.com",,,,,,,,,
,www.bankline-uk-3.rbs.com,155.136.201.218,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,"iampnf-gw-bl1-sit.rbs.co.uk, iampnf-gw-bl1-sit.rbs.com.glb2t.managedtest.com",,,,,,,,,
,www.bankline-uk-6.rbs.co.uk,155.136.203.218,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,"iampnf-gw-bl1-sit.rbs.co.uk, iampnf-gw-bl1-sit.rbs.com.glb2t.managedtest.com",,,,,,,,,
,www.bbconnect-apps.natwest.com.glb2p.rbs.com,"155.136.200.13, 155.136.202.13","ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.bbconnect-apps.rbs.co.uk,"155.136.202.16, 155.136.200.16","ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,www.bbconnect-apps.rbs.co.uk.glb2p.rbs.com,,,,,,,,,
,www.bbconnect-apps.rbs.co.uk.glb2p.rbs.com,"155.136.202.16, 155.136.200.16","ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.bbconnect-dev-02.rbs.co.uk,"155.136.203.152, 155.136.201.152","ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,www.bbconnect-dev-02.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,www.bbconnect-nft.rbs.co.uk,"155.136.201.213, 155.136.203.213","ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,www.bbconnect-nft.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,www.bbconnect-pse.rbs.co.uk,"155.136.203.213, 155.136.201.213","ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,www.bbconnect-pse.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,www.bbconnect-qa-02.rbs.co.uk,"155.136.203.213, 155.136.201.213","ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,www.bbconnect-qa-02.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,www.business-card-nft-static.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,www.business-card-nft-static.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,www.business.rbs.co.uk,40.90.65.2,"ns1.msedge.net, msnhst.microsoft.com",NOERROR,"natwest-sites-prod-4-g3hchvguexhgc7ag.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, tlv30r3a.msedge.net",2620:1ec:27::cafe:1834,,,,,,,,
,www.businessbankingswitch.rbs.co.uk,51.145.108.17,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,businessbankingswitch.rbs.co.uk,,,,True,azure,,,,
,www.cao-proving-extn.web.rbs.com,155.136.23.125,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.cashbackplus.rbs.co.uk,80.85.66.162,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.cashbackplus.rbs.com,80.85.66.162,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.cib.rbs.com,20.49.208.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,cib.rbs.com,,,,True,azure,,,,
,www.clientmonies.rbs.com,52.157.170.103,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"wng.trafficmanager.net, wng01prnl1klb01.westeurope.cloudapp.azure.com",,,,True,azure,,,,
,www.commerciallending.apps.natwest.com.glb2p.rbs.com,155.136.202.13,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.commerciallending.apps.rbs.co.uk,155.136.200.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,www.commerciallending.apps.rbs.co.uk.glb2p.rbs.com,,,,,,,,,
,www.commerciallending.apps.ulsterbank.co.uk.glb2p.rbs.com,155.136.200.15,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.digitalbanking.rbs.co.uk,155.136.22.27,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.digitallending.apps.rbs.co.uk.glb2p.rbs.com,155.136.202.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.digitallending.apps.ulsterbank.co.uk.glb2p.rbs.com,155.136.200.15,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.egress-reader-fte.rbs.com,,,NOERROR,,,,,,,,,,
,www.engage.rbs.co.uk,151.101.178.132,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,"cdn.stoneshot.com, j.sni.global.fastly.net",,,,True,fastly,,,,
,www.events.rbs.com,,,NOERROR,,,,,,,,,,
,www.gbm.eu.rbs.com,51.11.27.129,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,www.iampnfz2-gw01-nft.rbs.com,155.136.201.250,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,iampnfz2-gw01-nft.rbs.com.glb2t.managedtest.com,,,,,,,,,
,www.iampnfz2-gw01-sit.rbs.com,155.136.201.252,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,iampnfz2-gw01-sit.rbs.com.glb2t.managedtest.com,,,,,,,,,
,www.insights.rbs.com,51.11.27.129,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,insights.rbs.com,,,,True,azure,,,,
,www.jobs.rbs.com,,"ns-540.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,ttcportals.com,,"ns-327.awsdns-40.com, ns-540.awsdns-03.net, ns-1158.awsdns-16.org, ns-1921.awsdns-48.co.uk",google-site-verification=Y-JZB0GhQviqLQrn7CyjIB2Ux1nddhYOpn1yZdCs7eA,,,,,,
,www.maxtrad.com.glb2p.rbs.com,155.136.202.59,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.mybusinessprofile.rbs.co.uk,155.136.200.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,mybusinessprofile.rbs.co.uk.glb2p.rbs.com,,,,,,,,,
,www.myrewards.rbs.co.uk,45.60.5.158,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,ualaq.x.incapdns.net,,,globalsign-domain-verification=94B600F8EAE55597E124799825505C7D,True,incapsula,,,,
,www.pay.natwest.com.glb2p.rbs.com,"155.136.202.13, 155.136.200.13","ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.pigby.rbs.co.uk,81.105.177.35,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.rbs.co.uk,40.90.65.8,"ns1.msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net, ns1.fb-t-msedge.net",NOERROR,"natwest-sites-prod-4-g3hchvguexhgc7ag.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, par02r3a.msedge.net, man30r3.msedge.net, muc30r3a.msedge.net, part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, prar3b.msedge.net",2620:1ec:27::cafe:1799,,,,,,,,
,www.rbs.com,"13.107.237.45, 13.107.238.45","ns1.msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net, ns1.fdv2-t-msedge.net",NOERROR,"natwest-sites-prod-9-achtfsh6b9f2f4ar.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, lis01r3.msedge.net, hel01r3a.msedge.net, part-0017.t-0009.fb-t-msedge.net, stor3.msedge.net",2620:1ec:27::cafe:1774,,,,,,,,
,www.rbscertificatesreview.rbs.com,54.220.164.245,"ns1.routing.net, support.klug-newmedia.de",NOERROR,www-rbscertificatesreview.knm.rbs.com,,,,,,,,,
,www.requesttopay.natwest.com.glb2p.rbs.com,"155.136.200.13, 155.136.202.13, 155.136.144.1, 155.136.146.1","ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,"ac1.glb2p.rbs.com, ac0.glb2p.rbs.com",,,,,,,
,www.review.yourbusinessprofile.rbs.co.uk,"54.229.109.73, 54.73.135.111, 34.248.47.129","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"www.yourbusinessprofile.rbs.co.uk, prod-policy-portal-1766846426.eu-west-1.elb.amazonaws.com",,,,,,,,,
,www.reward.rbs.co.uk,109.234.206.56,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.speakup.rbs.com,46.236.40.39,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.switch.rbs.co.uk,155.136.19.154,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.tracker.rbs.co.uk,155.136.19.47,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,www.ucj-nft.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,www.ucj-nft.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,www.ucj-qa-02.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,www.ucj-qa-02.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,www.uconnect-apps.ulsterbank.ie.glb2p.rbs.com,155.136.202.17,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,www.webapp.digitalbanking.rbs.co.uk,"108.157.229.40, 108.157.229.108, 108.157.229.91, 108.157.229.3","ns-905.awsdns-49.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,www.yourbusinessprofile.rbs.co.uk,"34.248.47.129, 54.229.109.73, 54.73.135.111","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,prod-policy-portal-1766846426.eu-west-1.elb.amazonaws.com,,,,,,,,,
,yourbusinessprofile.rbs.co.uk,"18.173.233.11, 18.173.233.84, 18.173.233.20, 18.173.233.43","ns-131.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-131.awsdns-16.com, ns-1891.awsdns-44.co.uk, ns-539.awsdns-03.net, ns-1266.awsdns-30.org",v=spf1 include:amazonses.com ~all,True,cloudfront,inbound-smtp.eu-west-1.amazonaws.com,amazonaws.com,,
,youtube.rbs.co.uk,195.225.217.130,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
