input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,tech_,tls_expired,tls_mismatched,cdn_name,cdn,final_url,tls_self_signed,tls_wildcard_certificate
managemycard.digidocs.rbs.co.uk,Login,200,6595,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,managemycard.digidocs.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T00:00:00Z,2023-09-25T23:59:59Z,"CN=managemycard.digidocs.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",managemycard.digidocs.rbs.co.uk,Natwest Group Plc,www.managemycard.digidocs.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,dae55d99a60b188275a234982f47ecdc,6b7e15f5fb1fdb3a8c70294b0c93b3c7ca4944910b5c2383106d18b188a7a0e7,ctls,managemycard.digidocs.rbs.co.uk,443,https://managemycard.digidocs.rbs.co.uk:443,https,text/html,GET,107.154.251.63,/,1772087922,107.154.251.63,129,False,https://ssl.gstatic.com/,,Imperva,,,incapsula,True,https://managemycard.digidocs.rbs.co.uk/Login?ReturnUrl=%2F,,
membershipbenefits.rbs.co.uk,Royal Bank of Scotland Membership Services - Home,200,878,AS16509,AS16509,Unknown,34.240.0.0/12,membershipbenefits.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-07T23:59:59Z,"CN=membershipbenefits.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",membershipbenefits.rbs.co.uk,Natwest Group Plc,www.membershipbenefits.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,615642661a8134bc146637ed016da829,c96ba2181f54528d6aa8e0a88bff5a255aa9996b8de89cdd7f957248f688dbbf,ctls,membershipbenefits.rbs.co.uk,80,http://membershipbenefits.rbs.co.uk:80,http,text/html,GET,34.240.120.169,/,-2009722838,34.246.28.188,1,False,https://www.google.com/,nginx,Nginx,,,,,https://membershipbenefits.rbs.co.uk/,,
mib.rbs.com,404 Not Found,404,581,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,mib.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=www.business.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.business.natwest.com,Natwest Group Plc,www.tools-rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2d36ede3c59c7bb6eb5463bd8c1b8d4d,f0d6aec5fcae8bbb3db09d45c266facceb4745507b3246cb9c3cdd97f5a76f22,ctls,mib.rbs.com,443,https://mib.rbs.com:443,https,text/html,GET,20.49.208.53,/,1129692473,20.49.208.53,14,False,,Microsoft-Azure-Application-Gateway/v2,,,True,azure,True,,,
mortgages.rbs.co.uk,Calculator - Buy to Let Mortgage,200,113201,AS16509,AS16509,Unknown,18.136.0.0/16,mortgages.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-22T00:00:00Z,2023-07-23T23:59:59Z,"CN=mortgages.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",mortgages.rbs.co.uk,Natwest Group Plc,www.mortgages.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,9b79a26e5cfc3705a735fbd9d437213f,9b35fcf5ddd536462aabcbaa83d2ecfd57644e666e6ddaf96da343a1ec358dfd,ctls,mortgages.rbs.co.uk,443,https://mortgages.rbs.co.uk:443,https,text/html,GET,18.133.46.202,/,1631801191,3.11.182.44,1654,False,,server,HSTS,,,,,,,
myrewards.rbs.co.uk,,403,846,AS19551,INCAPSULA,US,45.60.0.0/23,,,,,,,,,,,,,,,,,,,80,http://myrewards.rbs.co.uk:80,http,text/html,GET,45.60.1.158,/,-2014361180,45.60.1.158,1,False,,,Imperva,,,incapsula,True,,,
myrewards.rbs.com,,403,843,AS19551,INCAPSULA,US,45.60.0.0/23,myrewards.rbs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-15T00:00:00Z,2023-10-06T23:59:59Z,"CN=www.myrewards.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",www.myrewards.rbs.co.uk,Natwest Group Plc,www.rbs.rlp2.prod1.rwrd59.rewardcloud.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,0ff02356792ec4eced7a5bb5691b661e,447e2e75844d05832469bd923d8e1a6d2ee76a66bd351228eb6a1c4cc3c86c6a,ctls,myrewards.rbs.com,443,https://myrewards.rbs.com:443,https,text/html,GET,45.60.1.158,/,-1073871366,45.60.1.158,1,False,,,Imperva,,,incapsula,True,,,
nft-api.rbs.co.uk,400 No required SSL certificate was sent,400,231,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,nft-api.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=nft-api.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",nft-api.rbs.co.uk,Natwest Group Plc,iamt-authn-nft-rbs.managedtest.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,16d87dd5324119e86337b7890ad21e88,2a7ac651bbfa564a4c2d98f1b707730aecd49ca3f0614180a622053de162680f,ctls,nft-api.rbs.co.uk,443,https://nft-api.rbs.co.uk:443,https,text/html,GET,104.155.118.226,/,-219082595,104.155.118.226,9,False,,,,,,google,True,,,
nft.webapptest.digitalbanking.rbs.co.uk,,403,1848,AS0,Not routed,None,99.86.8.0/24,nft.webapptest.digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=webapptest.digitalbanking.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",webapptest.digitalbanking.rbs.co.uk,Natwest Group Plc,www.webapptest.digitalbanking.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7198d8d48242cfad05537446b0813ca9,d5dbde0394c9f2885dfd395eecd04848f14b3554409c6a61f47deda2d1ee8e65,ctls,nft.webapptest.digitalbanking.rbs.co.uk,80,http://nft.webapptest.digitalbanking.rbs.co.uk:80,http,text/html,GET,99.86.4.47,/,-1276699036,99.86.4.79,46,False,https://*.anytimebanking.ulsterbank.ie,AmazonS3,HSTS,,,cloudfront,True,https://nft.webapptest.digitalbanking.rbs.co.uk/,,
nsc.rbs.co.uk,,200,,AS15224,OMNITURE,US,63.140.60.0/22,nsc.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,Adobe Systems Incorporated,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,ctls,nsc.rbs.co.uk,443,https://nsc.rbs.co.uk:443,https,,GET,63.140.62.160,/,1936786007,63.140.62.164,1,False,,jag,,,True,,,,,True
nsc.rbs.com,,200,,AS15224,OMNITURE,US,63.140.60.0/22,,,,,,,,,,,,,,,,,,,80,http://nsc.rbs.com:80,http,,GET,63.140.62.160,/,1936786007,63.140.62.135,1,False,,jag,,,,,,,,
nwg-dt3.cddilm.rbs.co.uk,404,404,520,AS16509,AS16509,Unknown,18.136.0.0/16,nwg-dt3.cddilm.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-14T23:59:59Z,CN=nwg-dt3.cddilm.natwest.com,nwg-dt3.cddilm.natwest.com,,nwg-dt3.cddilm.rbs.co.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,558391d5382978cca21e7fd7c026c8b9,2fb96168ee241d9c297569ec163ea6a9ae6f0d5e7ae3c811f542aaeac3af23ee,ctls,nwg-dt3.cddilm.rbs.co.uk,80,http://nwg-dt3.cddilm.rbs.co.uk:80,http,text/html,GET,18.134.225.146,/,-556001533,18.170.146.204,26,False,,,Amazon Web Services,,,,,https://nwg-dt3.cddilm.rbs.co.uk:443/,,True
nwg-nft.cddilm.rbs.co.uk,404,404,520,AS16509,AS16509,Unknown,35.176.0.0/13,nwg-nft.cddilm.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-14T23:59:59Z,CN=nwg-nft.cddilm.natwest.com,nwg-nft.cddilm.natwest.com,,nwg-nft.cddilm.rbs.co.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fa948b165c74e60e3b9301dec8d2c86b,bd1990d6f2268d6cd1a372b95df27a285016b0c5e9926c3c284875a3b4057a7c,ctls,nwg-nft.cddilm.rbs.co.uk,443,https://nwg-nft.cddilm.rbs.co.uk:443,https,text/html,GET,35.177.241.205,/,-556001533,13.41.8.27,26,False,,,Amazon Web Services,,,,,,,True
nwg-prod.cddilm.rbs.co.uk,404,404,520,AS16509,AMAZON-02,US,18.168.0.0/14,nwg-prod.cddilm.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-14T23:59:59Z,CN=nwg-prod.cddilm.natwest.com,nwg-prod.cddilm.natwest.com,,nwg-prod.cddilm.rbs.co.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8ed26139a6fdf034cd4563b3b5696c72,ad51431cd0b7f0069791dac60f0df81d7f6d82701ef89e9eb01184a30030977c,ctls,nwg-prod.cddilm.rbs.co.uk,443,https://nwg-prod.cddilm.rbs.co.uk:443,https,text/html,GET,18.170.154.125,/,-556001533,13.42.67.38,26,False,,,Amazon Web Services,,,,,,,True
ob.sandbox.acc.rbs.co.uk,,404,58,AS16509,AS16509,Unknown,54.168.0.0/14,ob.sandbox.acc.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=ob.sandbox.acc.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",ob.sandbox.acc.rbs.co.uk,Natwest Group Plc,ob.sandbox.acc.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c11f9105a0abd242417efc6cb7e42822,ff46ac360e99692bf7e831c6903adecbc04f0b5f264f49c872af2c756ad3649d,ctls,ob.sandbox.acc.rbs.co.uk,443,https://ob.sandbox.acc.rbs.co.uk:443,https,application/json,GET,54.171.252.181,/,-1644060773,54.171.76.47,2,False,,,,,,,,,,
ob.sandbox.rbs.co.uk,,404,58,AS16509,AS16509,Unknown,52.16.0.0/14,ob.sandbox.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=ob.sandbox.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",ob.sandbox.rbs.co.uk,Natwest Group Plc,ob.sandbox.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,c0311c6f144020c0e85372d9ebd55905,86571b5f25864f6ff825f03359c0820cc642f9d90fec03591bc039a1197a3fab,ctls,ob.sandbox.rbs.co.uk,443,https://ob.sandbox.rbs.co.uk:443,https,application/json,GET,52.17.255.181,/,-1644060773,108.128.131.28,2,False,,,,,,,,,,
openaccount.rbs.co.uk,Royal Bank of Scotland,200,154,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,openaccount.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-27T00:00:00Z,2023-11-27T23:59:59Z,"CN=openaccount.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",openaccount.rbs.co.uk,Natwest Group Plc,www.openaccount.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,275ca1a71e16f00273dbd423cca65c20,745e901484d5d7bb3ac3f18ab5aa75e8c0de4a95bf4fd630b55e1559028cc512,ctls,openaccount.rbs.co.uk,443,https://openaccount.rbs.co.uk:443,https,text/html,GET,155.136.22.102,/,1145522579,155.136.22.102,13,False,,Apache PivotalWebServer,HSTS,,,,,,,
pages.emails.rbs.co.uk,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,66.231.80.0/20,,,,,,,,,,,,,,,,,,,80,http://pages.emails.rbs.co.uk:80,http,text/html,GET,66.231.94.111,/,-207424980,66.231.94.111,30,False,,,,,,,,,,
panelfirms.rbs.com,404 Not Found,404,581,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,panelfirms.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=www.business.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.business.natwest.com,Natwest Group Plc,www.tools-rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2d36ede3c59c7bb6eb5463bd8c1b8d4d,f0d6aec5fcae8bbb3db09d45c266facceb4745507b3246cb9c3cdd97f5a76f22,ctls,panelfirms.rbs.com,443,https://panelfirms.rbs.com:443,https,text/html,GET,20.49.208.53,/,1129692473,20.49.208.53,14,False,,Microsoft-Azure-Application-Gateway/v2,,,True,azure,True,,,
personal.rbs.co.uk,"Royal Bank of Scotland Online – Bank Accounts, Mortgages, Loans and Savings",200,577037,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,443,https://personal.rbs.co.uk:443,https,text/html,GET,20.49.211.36,/,865304857,20.49.211.36,76,False,*.everesttech.net,,ZURB Foundation,,,azure,True,https://www.rbs.co.uk/,,
pilot.webapp.digitalbanking.rbs.co.uk,,200,1848,AS16509,AS16509,Unknown,13.226.56.0/24,pilot.webapp.digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T00:00:00Z,2023-09-24T23:59:59Z,"CN=webapp.digitalbanking.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",webapp.digitalbanking.rbs.co.uk,Natwest Group Plc,www.webapp.digitalbanking.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,e50dd7d21ae69f536dad7bc9f388044f,3c2c9c202c2016a02e78c057857a92f6bf671aedca4517d777149abb43e864e1,ctls,pilot.webapp.digitalbanking.rbs.co.uk,80,http://pilot.webapp.digitalbanking.rbs.co.uk:80,http,text/html,GET,13.226.34.53,/,2136458186,13.226.34.58,46,False,https://*.anytimebanking.ulsterbank.ie,AmazonS3,HSTS,,,cloudfront,True,https://pilot.webapp.digitalbanking.rbs.co.uk/,,
plus.google.com,Sign in - Google Accounts,200,589558,AS15169,GOOGLE,US,172.217.0.0/19,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,443,https://plus.google.com:443,https,text/html,GET,172.217.18.14,/,-1068945834,2a00:1450:4001:808::200e,46,False,http:,ESF,HTTP/3,,,,,https://accounts.google.com/v3/signin/identifier?dsh=S957259444%3A1683717349094442&continue=https%3A%2F%2Fplus.google.com%2F&followup=https%3A%2F%2Fplus.google.com%2F&ifkv=Af_xneG1eQbeZVlqgdLPZqKhgsjFIpWAuuUWMU2fIHmPYVl8quT8Ut6TTjDs95ug8dZVHYMju6Dm&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,True
pnfpingz2.businessprofile.rbs.co.uk,Forbidden,403,1463,AS21301,RBS-FM-AS,GB,155.136.200.0/23,pnfpingz2.businessprofile.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=auth0z2.securebanking.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",auth0z2.securebanking.rbs.co.uk,Natwest Group Plc,www.auth0z2.securebanking.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,efd6779fb41ea262f1e708400fd93c94,6ffb275a3a699f8e7215c3e510241965ac435adc93ff5318163179d2baed7cf4,ctls,pnfpingz2.businessprofile.rbs.co.uk,443,https://pnfpingz2.businessprofile.rbs.co.uk:443,https,text/html,GET,155.136.200.65,/,1959552773,155.136.200.65,52,False,,,HSTS,,,,,,,
qa-api.rbs.co.uk,400 No required SSL certificate was sent,400,633,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,qa-api.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=qa-api.rbs.co.uk, O=The Royal Bank of Scotland Group Plc, ST=Midlothian, C=GB",qa-api.rbs.co.uk,The Royal Bank of Scotland Group Plc,iamt-authn-qa-rbs.managedtest.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d1e81b6872637b97730481eb45df9829,6518eca5d1031338ee0aeaabd06999b3d7d00cc932bb2ab9dbc2c6a9f7a3bcb8,ctls,qa-api.rbs.co.uk,443,https://qa-api.rbs.co.uk:443,https,text/html,GET,104.155.118.226,/,366649621,104.155.118.226,15,False,,,,,,google,True,,,
qa-openapi.rbs.co.uk,,403,124,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,qa-openapi.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-25T00:00:00Z,2023-09-25T23:59:59Z,"CN=qa-openapi.rbs.co.uk, O=The Royal Bank of Scotland Group Plc, L=Edinburgh, ST=Midlothian, C=GB",qa-openapi.rbs.co.uk,The Royal Bank of Scotland Group Plc,www.qa-openapi.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,5b582479449345b2f1531eff9d13a243,5cf587924a1357fe54d25f69bee44ddfe94489ccc72583a17e113081f109ede7,ctls,qa-openapi.rbs.co.uk,443,https://qa-openapi.rbs.co.uk:443,https,application/json,GET,104.155.118.226,/,1257261116,104.155.118.226,1,False,,,,,,google,True,,,
rbs-cit2.cddilm.rbs.co.uk,404,404,520,AS16509,AS16509,Unknown,13.40.0.0/14,rbs-cit2.cddilm.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-14T23:59:59Z,CN=rbs-cit2.cddilm.natwest.com,rbs-cit2.cddilm.natwest.com,,*.pegacloud.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,504f4d0161f52bf0673bed12dcec9316,76f908e7ab89e92a38ce3abd1d97739568a453597c9e8b91963bfd49ea04911f,ctls,rbs-cit2.cddilm.rbs.co.uk,443,https://rbs-cit2.cddilm.rbs.co.uk:443,https,text/html,GET,13.41.212.91,/,-556001533,3.11.216.152,26,False,,,Amazon Web Services,,,,,,,True
rbs-dt1.cddilm.rbs.co.uk,404,404,520,AS16509,AS16509,Unknown,18.136.0.0/16,rbs-dt1.cddilm.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-14T23:59:59Z,CN=rbs-dt1.cddilm.natwest.com,rbs-dt1.cddilm.natwest.com,,rbs-dt1.cddilm.rbs.co.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cd5733b9af0a538fbb941eb33dd95f49,86a08dd02623416db69dfc9cf3f0ca42012f7d7dea1aac7cd44c39ad414d6c63,ctls,rbs-dt1.cddilm.rbs.co.uk,80,http://rbs-dt1.cddilm.rbs.co.uk:80,http,text/html,GET,18.134.20.228,/,-556001533,35.177.96.128,26,False,,,Amazon Web Services,,,,,https://rbs-dt1.cddilm.rbs.co.uk:443/,,True
rbs-sit.cddilm.rbs.co.uk,404,404,520,AS16509,AMAZON-02,US,18.168.0.0/14,rbs-sit.cddilm.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-14T23:59:59Z,CN=rbs-sit.cddilm.natwest.com,rbs-sit.cddilm.natwest.com,,rbs-sit.cddilm.ulsterbank.co.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,144dad89a342a5dcfbedc9cbc581dbf5,3192ab130fcdea9eff3651345b19ff88687c2e3fd85c56884e0b0c7b8b368889,ctls,rbs-sit.cddilm.rbs.co.uk,443,https://rbs-sit.cddilm.rbs.co.uk:443,https,text/html,GET,18.169.211.73,/,-556001533,52.56.189.240,26,False,,,Amazon Web Services,,,,,,,True
rbs-sit2.cddilm.rbs.co.uk,404,404,520,AS16509,AS16509,Unknown,3.28.0.0/15,rbs-sit2.cddilm.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-14T23:59:59Z,CN=rbs-sit2.cddilm.natwest.com,rbs-sit2.cddilm.natwest.com,,*.pegacloud.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fbe8af7bfee5064816c5c0869f8fbffa,abb40f3ab62e20392082044daf4e170576ded7740961e008c43edc85399c4cb3,ctls,rbs-sit2.cddilm.rbs.co.uk,443,https://rbs-sit2.cddilm.rbs.co.uk:443,https,text/html,GET,3.11.199.89,/,-556001533,13.42.89.2,26,False,,,Amazon Web Services,,,,,,,True
rbs-suppliers.rbs.com,OOS Page,200,359,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,rbs-suppliers.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-07T00:00:00Z,2023-08-07T23:59:59Z,"CN=rbs-suppliers.rbs.com, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs-suppliers.rbs.com,Natwest Group Plc,www.rbs-suppliers.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,62b214dca18e5050c68927418974cfb7,22387a95d2c40ce58b16e4d5c8fdcb5902801a82cff9dda6fdcac73ab78f919b,ctls,rbs-suppliers.rbs.com,443,https://rbs-suppliers.rbs.com:443,https,,GET,155.136.19.38,/,-1009368224,155.136.19.38,6,False,,,,,,,,,,
rbs.co.uk,"Royal Bank of Scotland Online – Bank Accounts, Mortgages, Loans and Savings",200,577037,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,443,https://rbs.co.uk:443,https,text/html,GET,104.212.67.86,/,-547702689,2620:1ec:27::cafe:1425,76,False,*.pinimg.com,,ZURB Foundation,,,,,https://www.rbs.co.uk/,,
rbsmobile.rbs.com,,503,62,AS50422,RBS-GBM,GB,147.114.46.0/23,,,,,,,,,,,,,,,,,,,80,http://rbsmobile.rbs.com:80,http,,GET,147.114.46.3,/,107704025,147.114.46.3,1,False,,,,,,,,,,
