input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,csp_domains_,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_emails_,tls_self_signed
cala-week-of-wonders.marriott.com,Week of Wonders by Marriott Bonvoy® in the Caribbean and Latin America,200,60498,cala-week-of-wonders.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-20T20:21:24Z,2023-07-20T20:21:24Z,"CN=cala-week-of-wonders.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cala-week-of-wonders.marriott.com,www.cala-week-of-wonders.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",9b217ee532ff28b8d86db7b78be959f0,282fd7242f3ec83784bc61d2a258f3ad78f3cfd75ddd797143d0ec3b424a6c70,ctls,cala-week-of-wonders.marriott.com,cloudfront,443,https://cala-week-of-wonders.marriott.com:443,https,AmazonS3,text/html,GET,18.66.122.18,/,-1019274063,2600:9000:2250:6e00:0:679e:e8c0:93a1,Amazon Web Services,1234,False,True,Marriott International Inc.,,,,,,,
card.marriott.com,,404,1653,card.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2021-06-01T17:17:26Z,2022-06-05T17:17:25Z,"CN=card.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",card.marriott.com,card.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e708088a3e617e955892e06c3b19e43d,f04b8e8b1f05e889df99db148c507437802db7de019c2d33ca453f389c6ecab0,ctls,card.marriott.com,cloudfront,443,https://card.marriott.com:443,https,AmazonS3,text/html,GET,99.86.4.54,/,-778568346,99.86.4.86,Amazon Web Services,1,False,True,Marriott International Inc.,*.amex.stratusapps.io,True,,,,,
careers.marriott.com,Marriott International Careers | Find Job & Career Opportunities,200,132658,careers.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-11-10T23:59:59Z,"CN=careers.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",careers.marriott.com,careers.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b9430512efca2f0a08145e9948b21e8e,1a3a8187742a684aca085613a5108462d8090c16b93a6a8882d06e6af75e0a4d,ctls,careers.marriott.com,,443,https://careers.marriott.com:443,https,cloudflare,text/html,GET,141.193.213.11,/,-1840324437,141.193.213.10,Yoast SEO:20.4,875,False,,"Cloudflare, Inc.",,,,,,,
chefblog.marriott.com,In the Kitchen,200,45459,chefblog.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=chefblog.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",chefblog.marriott.com,chefblog.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d1fdea81bd6ee9375d3e79a67f8cbbe1,60d917c0a34de10250a9dae5dca8a0348d0ba2fc9c2c365b993dbb9346975028,ctls,chefblog.marriott.com,cloudflare,443,https://chefblog.marriott.com:443,https,cloudflare,text/html,GET,104.17.223.25,/,,104.17.222.25,Varnish,877,False,True,"Cloudflare, Inc.",,,,,,,
chicago.marriott.com,Sorry! - Page Not Found on Marriott.com (404 Error),404,211793,www.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.com,,443,https://chicago.marriott.com:443,https,nginx,text/html,GET,52.21.50.234,/,-1045002268,52.21.50.234,ZURB Foundation,815,False,,Marriott International Inc.,,,https://www.marriott.com/city/chicago-hotels,,,,
christmasatgaylordopryland.marriott.com,Attention Required! | Cloudflare,403,4514,christmasatgaylordopryland.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-07T00:00:00Z,2023-08-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",85367d45142bac054aabbc909f482c49,132389b12f28ee769c0bc64794ac812296fa7e6ee20bdea101b3c40753bcc8a2,ctls,christmasatgaylordopryland.marriott.com,cloudflare,443,https://christmasatgaylordopryland.marriott.com:443,https,cloudflare,text/html,GET,104.18.26.97,/,-1603806350,2606:4700::6812:1a61,Cloudflare Bot Management,94,False,True,"Cloudflare, Inc.",,,,,,,
christmasatgaylordrockies.marriott.com,Attention Required! | Cloudflare,403,4514,christmasatgaylordrockies.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-07T00:00:00Z,2023-08-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,christmasatgaylordrockies.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3e6d1f0182bb31054f2add7d6a42b988,90fc3c95285162f9046ecfbe0985ac0b860469c1fb29e8d29d16e129f00996c2,ctls,christmasatgaylordrockies.marriott.com,cloudflare,443,https://christmasatgaylordrockies.marriott.com:443,https,cloudflare,text/html,GET,104.18.27.97,/,846683617,2606:4700::6812:1a61,Cloudflare Bot Management,94,False,True,"Cloudflare, Inc.",,,,,,,
christmasatgaylordtexan.marriott.com,Attention Required! | Cloudflare,403,4514,christmasatgaylordtexan.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-07T00:00:00Z,2023-08-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,christmasatgaylordtexan.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ee6c222cf06cf5393507f21e9e94fc36,f6390a4a3252ed2f816ca94dd0b2f61ca6b7dce8d19882c24aaa187764424e2f,ctls,christmasatgaylordtexan.marriott.com,cloudflare,443,https://christmasatgaylordtexan.marriott.com:443,https,cloudflare,text/html,GET,104.18.26.97,/,-1603806350,2606:4700::6812:1a61,Cloudflare Bot Management,94,False,True,"Cloudflare, Inc.",,,,,,,
cincinnati.marriott.com,Sorry! - Page Not Found on Marriott.com (404 Error),404,212249,www.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.com,,80,http://cincinnati.marriott.com:80,http,nginx,text/html,GET,52.21.50.234,/,-1045002268,52.21.50.234,ZURB Foundation,816,False,,Marriott International Inc.,,,https://www.marriott.com/explore/destinations/default.mi?state=Ohio&city=Cincinnati,,,,
cityexpress.marriott.com,City Express Joins Marriott Bonvoy - Click To Learn More,200,117702,cityexpress.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-01-22T23:59:59Z,"CN=cityexpress.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cityexpress.marriott.com,cityexpress.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",414f95a253083a3f5c3d5d6f46aaa607,2f02d75d6be259b0788aaa67906160e538a74d7c591ab1e786d25c442b425d3b,ctls,cityexpress.marriott.com,,443,https://cityexpress.marriott.com:443,https,cloudflare,text/html,GET,141.193.213.11,/,-1840324437,141.193.213.10,Yoast SEO:13.2,1627,False,,"Cloudflare, Inc.",,,,,,,
clean.marriott.com,Marriott Cleanliness Council | Marriott Bonvoy,200,136013,clean.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-22T15:29:04Z,2023-07-21T15:29:03Z,CN=clean.marriott.com,clean.marriott.com,clean.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b4a1d5ee01a16eae156733453f04f928,9ab066ee30abd206750e0de787622b0c06506820a341c2bcbaf231d95f87b601,ctls,clean.marriott.com,google,443,https://clean.marriott.com:443,https,nginx,text/html,GET,35.231.127.158,/,-1840324437,35.231.127.158,Yoast SEO:7.9.1,614,False,True,,,,,,,,
clmag.marriott.com,403 - Forbidden: Access is denied.,403,1233,clmag.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-12T01:16:53Z,2023-11-12T01:16:52Z,"CN=san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",san.marriott.com,ae.starwoodhotels.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",df2aa0438c69e08ad394ce2abd8aa1d4,b6182913e6a33c8c9b405f1f94b46e10eab0faa43faf027bbd2c52cbae815e91,ctls,clmag.marriott.com,,443,https://clmag.marriott.com:443,https,,text/html,GET,23.37.39.214,/,-233353054,2a02:26f0:1700:386::20a3,HSTS,30,False,,Marriott International Inc.,cdn.analytics.venafi.com,,https://clmag.marriott.com/aperture/,,,,
clmagext.marriott.com,403 - Forbidden: Access is denied.,403,1233,clmagext.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-12T01:16:53Z,2023-11-12T01:16:52Z,"CN=san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",san.marriott.com,ae.starwoodhotels.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",df2aa0438c69e08ad394ce2abd8aa1d4,b6182913e6a33c8c9b405f1f94b46e10eab0faa43faf027bbd2c52cbae815e91,ctls,clmagext.marriott.com,,443,https://clmagext.marriott.com:443,https,,text/html,GET,23.37.39.214,/,-233353054,2a02:26f0:1700:386::20a3,HSTS,30,False,,Marriott International Inc.,cdn.analytics.venafi.com,,https://clmagext.marriott.com/aperture/,,,,
clmagextlow.marriott.com,403 - Forbidden: Access is denied.,403,1233,clmagextlow.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-12T01:16:53Z,2023-11-12T01:16:52Z,"CN=san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",san.marriott.com,ae.starwoodhotels.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",df2aa0438c69e08ad394ce2abd8aa1d4,b6182913e6a33c8c9b405f1f94b46e10eab0faa43faf027bbd2c52cbae815e91,ctls,clmagextlow.marriott.com,,443,https://clmagextlow.marriott.com:443,https,,text/html,GET,23.37.39.214,/,-233353054,2a02:26f0:1700:387::20a3,HSTS,30,False,,Marriott International Inc.,cdn.analytics.venafi.com,,https://clmagextlow.marriott.com/aperture/,,,,
clmagtest.marriott.com,403 - Forbidden: Access is denied.,403,1233,clmagtest.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T18:14:57Z,2024-05-30T18:14:57Z,"CN=san-preprod.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",san-preprod.marriott.com,clmagtest.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7b19a6068db29d7a71c6904410c61a55,df50bf3d48b6783fe57f39da1912baccd88a2e505fb0666db0ca1dbad978ed2b,ctls,clmagtest.marriott.com,,443,https://clmagtest.marriott.com:443,https,,text/html,GET,104.126.37.162,/,666142220,2a02:26f0:1700:11::b856:6795,HSTS,30,False,,Marriott International Inc.,cdn.analytics.venafi.com,,https://clmagtest.marriott.com/aperture/,,,,
cms.ritzcarlton.com,Not Found,404,315,cms.ritzcarlton.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-04-23T12:01:36Z,2023-07-22T12:01:35Z,CN=owa.raremedium.net,owa.raremedium.net,owa.raremedium.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,97aa75cf0de77804ce2bb005e4fb4ea7,d1ff93ea93987d7fac9984ad53d614696cec8406496ed19d8e065c5464cafca2,ctls,cms.ritzcarlton.com,,443,https://cms.ritzcarlton.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,12.129.71.204,/,225052475,12.129.71.204,Microsoft HTTPAPI:2.0,7,False,,,,,,True,,,
corporatedeals3z.marriott.com,Ooredoo,200,67743,corporatedeals3z.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T14:27:21Z,2023-07-14T14:27:20Z,CN=corporatedeals3z.marriott.com,corporatedeals3z.marriott.com,corporatedeals3z.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1fcbc4fc74f3a4efb23822f1ac01b94a,c00b11c1d5522b783c9b2b3e4372bf2e01c60722b016fad5a0c1747348322c6b,ctls,corporatedeals3z.marriott.com,google,443,https://corporatedeals3z.marriott.com:443,https,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,,,,,
corporatedeals7k.marriott.com,Kuwait Finance House,200,67853,corporatedeals7k.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T15:26:30Z,2023-07-14T15:26:29Z,CN=corporatedeals7k.marriott.com,corporatedeals7k.marriott.com,corporatedeals7k.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,513d2b7363f3949aa0c748b0b5b091ca,256e0a831effd03c16563dbe211a3cd4013446bb9814f005200631ed5a344d19,ctls,corporatedeals7k.marriott.com,google,80,http://corporatedeals7k.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,https://corporatedeals7k.marriott.com/,,,,
corporatedeals7q.marriott.com,Qatar Foundation,200,67930,corporatedeals7q.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T15:26:01Z,2023-07-14T15:26:00Z,CN=corporatedeals7q.marriott.com,corporatedeals7q.marriott.com,corporatedeals7q.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74531c06a8cc839cb7a112cc333c54bf,308d5370c1c9916c948a0e2c0a44fb204f80ed13ca3f33f6a8e80404a8829537,ctls,corporatedeals7q.marriott.com,google,443,https://corporatedeals7q.marriott.com:443,https,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1345,False,True,,,,,,,,
corporatedealsad.marriott.com,ADNOC,200,67936,corporatedealsad.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T14:26:00Z,2023-07-14T14:25:59Z,CN=corporatedealsad.marriott.com,corporatedealsad.marriott.com,corporatedealsad.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,46cfe82259672870167ea147e42c07bd,5c710b0ccec2d98100fc5f6b2336f55cc71fd801f1a54c6b080ecefe6779eaed,ctls,corporatedealsad.marriott.com,google,443,https://corporatedealsad.marriott.com:443,https,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1341,False,True,,,,,,,,
corporatedealsaj.marriott.com,Al Jazeera Media Network,200,67864,corporatedealsaj.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T14:27:34Z,2023-07-14T14:27:33Z,CN=corporatedealsaj.marriott.com,corporatedealsaj.marriott.com,corporatedealsaj.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,544989acbd7191ef0f2370dc38f33e89,3bf1d7b4e789dcf3d5252880e85aa7d65464eae9f64a19d9875bb02c1fdb34b8,ctls,corporatedealsaj.marriott.com,google,80,http://corporatedealsaj.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,https://corporatedealsaj.marriott.com/,,,,
corporatedealsajq.marriott.com,Agility,200,67769,corporatedealsajq.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T14:27:27Z,2023-07-14T14:27:26Z,CN=corporatedealsajq.marriott.com,corporatedealsajq.marriott.com,corporatedealsajq.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2c2b2d302a3351068af1ee0a25d818be,2ebd56e43f8ba3b36da401da0a48c458bfe00516822722013c79c9785f4e9816,ctls,corporatedealsajq.marriott.com,google,443,https://corporatedealsajq.marriott.com:443,https,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,,,,,
corporatedealsdp.marriott.com,Delta Partner,200,67773,corporatedealsdp.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T14:30:08Z,2023-07-14T14:30:07Z,CN=corporatedealsdp.marriott.com,corporatedealsdp.marriott.com,corporatedealsdp.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a62603668e6f819a5e2306aa46d73d16,1150432b93642c6d8d40ab0f2e17bd337eab43a07ab86eab3f41c84e758f9a06,ctls,corporatedealsdp.marriott.com,google,80,http://corporatedealsdp.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,https://corporatedealsdp.marriott.com/,,,,
corporatedealset.marriott.com,Saudi Telecom Company,200,67843,corporatedealset.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-28T12:22:51Z,2023-07-27T12:22:50Z,CN=corporatedealset.marriott.com,corporatedealset.marriott.com,corporatedealset.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b600fb85527cdec4d0403bae21e3554b,985b994a497dba63018abccbaf7e24d6edae14450acceee91ce739c56297dad7,ctls,corporatedealset.marriott.com,google,80,http://corporatedealset.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,https://corporatedealset.marriott.com/,,,,
corporatedealsgov.marriott.com,Government,200,67840,corporatedealsgov.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-28T15:31:06Z,2023-07-27T15:31:05Z,CN=corporatedealsgov.marriott.com,corporatedealsgov.marriott.com,corporatedealsgov.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba45d6c07a36b2a33631d69bc9ff8ef0,86c049aa3094da6692312cd0902aa7a9802f03c652437135c8d0e4ef830940ba,ctls,corporatedealsgov.marriott.com,google,443,https://corporatedealsgov.marriott.com:443,https,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,,,,,
corporatedealsku.marriott.com,Kuwait Petroleum Corporation and subsidiaries,200,67937,corporatedealsku.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T16:29:15Z,2023-07-14T16:29:14Z,CN=corporatedealsku.marriott.com,corporatedealsku.marriott.com,corporatedealsku.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,485e8af8061406bbb2f281d542c72471,d086f3576f21379ffc40209ec0e0e5d315596b7915ccd08d592ba709a8c9d9a8,ctls,corporatedealsku.marriott.com,google,80,http://corporatedealsku.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,https://corporatedealsku.marriott.com/,,,,
corporatedealsq1z.marriott.com,Qatar Investment Authority,200,67974,corporatedealsq1z.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-22T18:24:39Z,2023-07-21T18:24:38Z,CN=corporatedealsq1z.marriott.com,corporatedealsq1z.marriott.com,corporatedealsq1z.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d98df3a68356ca1a98b10deb3a14ca4f,68921bf4d8f9560539b4ddb213742c80b69d3a2396e080a737013b6447a7bb0f,ctls,corporatedealsq1z.marriott.com,google,80,http://corporatedealsq1z.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,https://corporatedealsq1z.marriott.com/,,,,
corporatedealsq5.marriott.com,Qatar Petroleum,200,68085,corporatedealsq5.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T14:27:45Z,2023-07-14T14:27:44Z,CN=corporatedealsq5.marriott.com,corporatedealsq5.marriott.com,corporatedealsq5.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e2b05ae713a11faca75ba95c2b4e0acd,4208444ddb61649962ba0f58c50fef53c3426a5806600446c17ed9c9c457c97f,ctls,corporatedealsq5.marriott.com,google,80,http://corporatedealsq5.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1340,False,True,,,,https://corporatedealsq5.marriott.com/,,,,
corporatedealsse.marriott.com,Emirates Airlines Travelers,200,67779,corporatedealsse.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T15:24:12Z,2023-07-14T15:24:11Z,CN=corporatedealsse.marriott.com,corporatedealsse.marriott.com,corporatedealsse.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5edcf22ed2592a126f602bda49ed309f,56660bb3e0ee7db74074b52e2b0b9809dd8f81a04956a60ad960193bf0a2322d,ctls,corporatedealsse.marriott.com,google,443,https://corporatedealsse.marriott.com:443,https,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1341,False,True,,,,,,,,
corporatedealssr.marriott.com,Saudi Aramco,200,67776,corporatedealssr.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T15:26:02Z,2023-07-14T15:26:01Z,CN=corporatedealssr.marriott.com,corporatedealssr.marriott.com,corporatedealssr.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a640c6ded1da3d95186ace1a6beee1ab,f13c1583e4f7ab7d2b29532cdfb0d13dc4892522de2f7dced995305b8ab15879,ctls,corporatedealssr.marriott.com,google,80,http://corporatedealssr.marriott.com:80,http,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1342,False,True,,,,https://corporatedealssr.marriott.com/,,,,
