input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_expired
merchantportal.rabobank.nl,Rabobank Mijn PinTransacties 23.1 (build 2023-02-06T16:58:12Z),200,5554,AS16177,"EQUENSWORLDLINE Via Zurigo, 3",IT,82.195.46.0/24,merchantportal.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-09T23:59:59Z,"CN=merchantportal.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",merchantportal.rabobank.nl,Cooperatieve Rabobank U.A.,www.merchantportal.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9eafc5a924ff8e58c434d520e0648458,a183dae4ee8f07d978d9f055c178a54fc0f7eae49355e348d01190c7953f7f18,ctls,merchantportal.rabobank.nl,,443,https://merchantportal.rabobank.nl:443,https,text/html,GET,82.195.46.11,/,,https://merchantportal.rabobank.nl/MerchantLogin/,82.195.46.11,Java,69,False,,,,,,
mitigation-verify.rabobank.nl,Tijdelijk niet beschikbaar,200,1965,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,mitigation-verify.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-22T23:59:59Z,"CN=verificatie.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",verificatie.rabobank.nl,Cooperatieve Rabobank U.A.,log-verificatie.rabobank.nl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,775af13c82f25fb824f6c45c17ab7ce8,ec61781b8e0118c68d71f9332de8a554d5ba83a7931aee755fdb54da99a09a73,ctls,mitigation-verify.rabobank.nl,,443,https://mitigation-verify.rabobank.nl:443,https,text/html,GET,2.16.187.104,/,-1278843071,,2a02:26f0:ab00::5c7a:d718,HSTS,48,False,,BigIP,,,,
mobileportalvpn-am11.rabobank.com,BIG-IP logout page,200,5274,AS36464,RABO-NA-BGP01,US,74.118.216.0/22,mobileportalvpn-am11.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-am11.rabobank.com,,443,https://mobileportalvpn-am11.rabobank.com:443,https,text/html,GET,74.118.216.14,/,878647854,https://mobileportalvpn-am11.rabobank.com/my.logout.php3?errorcode=19,74.118.216.14,F5 BigIP,131,False,,BigIP,,,,
mobileportalvpn-am21.rabobank.com,BIG-IP logout page,200,5274,AS36464,RABO-NA-BGP01,US,74.118.216.0/22,mobileportalvpn-am21.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-am21.rabobank.com,,443,https://mobileportalvpn-am21.rabobank.com:443,https,text/html,GET,74.118.218.14,/,878647854,https://mobileportalvpn-am21.rabobank.com/my.logout.php3?errorcode=19,74.118.218.14,F5 BigIP,131,False,,BigIP,,,,
mobileportalvpn-ap-a-sis.rabobank.com,BIG-IP logout page,200,5274,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,mobileportalvpn-ap-a-sis.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-ap-a-sis.rabobank.com,,443,https://mobileportalvpn-ap-a-sis.rabobank.com:443,https,text/html,GET,118.201.85.123,/,878647854,https://mobileportalvpn-ap-a-sis.rabobank.com/my.logout.php3?errorcode=19,118.201.85.123,F5 BigIP,131,False,,BigIP,,True,,
mobileportalvpn-ap.rabobank.com,BIG-IP logout page,200,5274,AS3758,SINGNET SingNet,SG,203.127.128.0/17,mobileportalvpn-ap.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-ap.rabobank.com,,443,https://mobileportalvpn-ap.rabobank.com:443,https,text/html,GET,203.127.99.155,/,878647854,https://mobileportalvpn-ap.rabobank.com/my.logout.php3?errorcode=19,203.127.99.155,F5 BigIP,131,False,,BigIP,,,,
mobileportalvpn-ap11.rabobank.com,BIG-IP logout page,200,5274,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,mobileportalvpn-ap11.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-ap11.rabobank.com,,443,https://mobileportalvpn-ap11.rabobank.com:443,https,text/html,GET,118.201.85.123,/,878647854,https://mobileportalvpn-ap11.rabobank.com/my.logout.php3?errorcode=19,118.201.85.123,F5 BigIP,131,False,,BigIP,,,,
mobileportalvpn-ap21.rabobank.com,BIG-IP logout page,200,5274,AS7473,SINGTEL-AS-AP Singapore Telecommunications Ltd,SG,203.208.160.0/23,mobileportalvpn-ap21.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-ap21.rabobank.com,,443,https://mobileportalvpn-ap21.rabobank.com:443,https,text/html,GET,203.208.160.39,/,878647854,https://mobileportalvpn-ap21.rabobank.com/my.logout.php3?errorcode=19,203.208.160.39,F5 BigIP,131,False,,BigIP,,,,
mobileportalvpn-br.rabobank.com,BIG-IP logout page,200,5274,AS35064,RI,NL,74.118.222.0/23,mobileportalvpn-br.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-br.rabobank.com,,443,https://mobileportalvpn-br.rabobank.com:443,https,text/html,GET,74.118.221.40,/,878647854,https://mobileportalvpn-br.rabobank.com/my.logout.php3?errorcode=19,74.118.221.40,F5 BigIP,131,False,,BigIP,,,,
mobileportalvpn-br11.rabobank.com,BIG-IP logout page,200,5274,AS35064,RI,NL,74.118.222.0/23,mobileportalvpn-br11.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-br11.rabobank.com,,443,https://mobileportalvpn-br11.rabobank.com:443,https,text/html,GET,74.118.222.40,/,878647854,https://mobileportalvpn-br11.rabobank.com/my.logout.php3?errorcode=19,74.118.222.40,F5 BigIP,131,False,,BigIP,,,,
mobileportalvpn-br21.rabobank.com,BIG-IP logout page,200,5274,AS35064,RI,NL,74.118.222.0/23,mobileportalvpn-br21.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-br21.rabobank.com,,443,https://mobileportalvpn-br21.rabobank.com:443,https,text/html,GET,74.118.221.40,/,878647854,https://mobileportalvpn-br21.rabobank.com/my.logout.php3?errorcode=19,74.118.221.40,F5 BigIP,131,False,,BigIP,,,,
mobileportalvpn-oc.rabobank.com,BIG-IP logout page,200,5274,AS1221,ASN-TELSTRA Telstra Corporation Ltd,AU,203.54.0.0/16,mobileportalvpn-oc.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=mobileportalvpn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",mobileportalvpn.rabobank.com,Cooperatieve Rabobank U.A.,mobileportalvpn-oc21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b28816dae491aacf73c32dd87a5ce26,7e466aad2e1bc54bd22fcd97bbd1322e57ebeaf0e9d57df005f219350b7ee53d,ctls,mobileportalvpn-oc.rabobank.com,,443,https://mobileportalvpn-oc.rabobank.com:443,https,text/html,GET,203.41.132.134,/,878647854,https://mobileportalvpn-oc.rabobank.com/my.logout.php3?errorcode=19,203.41.132.134,F5 BigIP,131,False,,BigIP,,,,
mr.rabobank.com,Homepage,200,27257,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,research.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=research.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",research.rabobank.com,Cooperatieve Rabobank U.A.,services.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d7567c8770751c008b975dfd1507d70c,8e9d564801b9755141f2bf150f19fb6445e0d9bf53e5504f29bcbcdcf0651f34,ctls,research.rabobank.com,,80,http://mr.rabobank.com:80,http,text/html,GET,2.16.187.56,/,1308957339,https://research.rabobank.com/markets/en/home/index.html,2.16.187.51,SDL Tridion,778,False,,,https:,,,
myacorn.rabobank.com,"Home
		 · Community Portal",200,30604,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,myacorn.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=myacorn.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",myacorn.rabobank.com,Cooperatieve Rabobank U.A.,myacorn.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,546a0090df630e21b51243a06fc32b44,82c11d71e11483eb039d5f10d11a5f72376555147227fbe49296471a107e3c4f,ctls,myacorn.rabobank.com,azure,443,https://myacorn.rabobank.com:443,https,text/html,GET,20.50.2.46,/,-631610740,,20.50.2.46,Microsoft ASP.NET,577,False,True,,,,,
nl.vc.rabobank.com,Pexip Infinity Connect,200,5724,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,nl.vc.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-16T23:59:59Z,"CN=vc.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",vc.rabobank.com,Cooperatieve Rabobank U.A.,eu.vc.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4294ca6ca83c26ce4bd93afed8980931,3215cc337d53b2440c29a226207013a5006a7bf2dd9c523853d34a22b03be421,ctls,nl.vc.rabobank.com,,443,https://nl.vc.rabobank.com:443,https,text/html,GET,145.72.124.72,/,-1670567179,https://nl.vc.rabobank.com/webapp2/,145.72.124.88,HSTS,148,False,,Pexip Infinity,https://api.keen.io,,,
nl1.vc.rabobank.com,Pexip Infinity Connect,200,5724,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,nl1.vc.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-16T23:59:59Z,"CN=vc.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",vc.rabobank.com,Cooperatieve Rabobank U.A.,eu.vc.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4294ca6ca83c26ce4bd93afed8980931,3215cc337d53b2440c29a226207013a5006a7bf2dd9c523853d34a22b03be421,ctls,nl1.vc.rabobank.com,,80,http://nl1.vc.rabobank.com:80,http,text/html,GET,145.72.124.89,/,-1670567179,https://nl1.vc.rabobank.com/webapp2/,145.72.124.89,HSTS,148,False,,Pexip Infinity,https://www.adobe.com,,,
oauth-sandbox.rabobank.nl,,404,115,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,oauth-sandbox.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=apin-sandbox.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",apin-sandbox.rabobank.nl,Cooperatieve Rabobank U.A.,oauth-sandbox.rabobank.nl,"CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,e2a6bda607432b592959cdd1804d44b1,96fa0db996bd2a408717871e6bf151cdd90bdd51838733762b12606d757c6e41,ctls,oauth-sandbox.rabobank.nl,,443,https://oauth-sandbox.rabobank.nl:443,https,text/xml,GET,2.16.187.64,/,-130401715,,2a02:26f0:ab00::214:8e6a,IBM DataPower,1,False,,,,,,
ocremote-syd.rabobank.com,BIG-IP logout page,200,5274,AS1221,ASN-TELSTRA Telstra Corporation Ltd,AU,203.54.0.0/16,ocremote-syd.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,ocremote-syd.rabobank.com,,443,https://ocremote-syd.rabobank.com:443,https,text/html,GET,203.41.132.133,/,878647854,https://ocremote-syd.rabobank.com/my.logout.php3?errorcode=19,203.41.132.133,F5 BigIP,131,False,,BigIP,,True,,
ocremote-syp.rabobank.com,BIG-IP logout page,200,5274,AS1221,ASN-TELSTRA Telstra Corporation Ltd,AU,203.54.0.0/16,ocremote-syp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,ocremote-syp.rabobank.com,,443,https://ocremote-syp.rabobank.com:443,https,text/html,GET,203.41.138.14,/,878647854,https://ocremote-syp.rabobank.com/my.logout.php3?errorcode=19,203.41.138.14,F5 BigIP,131,False,,BigIP,,True,,
ocremote.rabobank.com,BIG-IP logout page,200,5274,AS1221,ASN-TELSTRA Telstra Corporation Ltd,AU,203.54.0.0/16,ocremote.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,ocremote.rabobank.com,,443,https://ocremote.rabobank.com:443,https,text/html,GET,203.41.138.14,/,878647854,https://ocremote.rabobank.com/my.logout.php3?errorcode=19,203.41.138.14,F5 BigIP,131,False,,BigIP,,,,
omnikassa-outbound.rabobank.nl,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,,,,,,,,,,,,,,,,,,,,80,http://omnikassa-outbound.rabobank.nl:80,http,application/json,GET,20.76.198.80,/,-326256188,,20.76.198.80,,1,False,,,,,,
opendata.cloudbrdev.rabobank.com,,200,105,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,opendata.cloudbrdev.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-17T00:00:00Z,2023-08-17T23:59:59Z,"CN=opendata.cloudbrdev.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",opendata.cloudbrdev.rabobank.com,Cooperatieve Rabobank U.A.,opendata.cloudbrdev.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,5031c34887cf980f574af75a10bdf43d,84dc3e8634a1d05a154407ede66299a17803ec9eb542153470b53478eba5b1bf,ctls,opendata.cloudbrdev.rabobank.com,azure,443,https://opendata.cloudbrdev.rabobank.com:443,https,text/html,GET,191.235.206.105,/,-158920907,,191.235.206.105,,2,False,True,,,,,
opendata.cloudbrsit.rabobank.com,,200,105,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,opendata.cloudbrsit.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-17T00:00:00Z,2023-08-17T23:59:59Z,"CN=opendata.cloudbrsit.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",opendata.cloudbrsit.rabobank.com,Cooperatieve Rabobank U.A.,opendata.cloudbrsit.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,e9fcf42d0994d40b1f4243e01b894d69,3967e127322e1105413b40ddb65496b117bba189c4a8177ccaeb0951471df87a,ctls,opendata.cloudbrsit.rabobank.com,azure,443,https://opendata.cloudbrsit.rabobank.com:443,https,text/html,GET,191.233.245.124,/,-158920907,,191.233.245.124,,2,False,True,,,,,
pda-dev.rabobank.com,Sign in to your account,200,201789,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,443,https://pda-dev.rabobank.com:443,https,text/html,GET,13.107.237.45,/,-1043219499,https://login.microsoftonline.com/6e93a626-8aca-4dc1-9191-ce291b4b75a1/oauth2/v2.0/authorize?response_type=code+id_token&redirect_uri=https%3A%2F%2Fpda-dev.rabobank.com%2F.auth%2Flogin%2Faad%2Fcallback&client_id=7a9ba2cc-3210-4909-98d4-e0c14c849656&scope=openid+profile+email&response_mode=form_post&nonce=bc7f4088b2a441d882b8606fbd54284d_20230510082047&state=redir%3D%252F,2620:1ec:27::cafe:1746,HSTS,173,False,,,,,,
pda-test.rabobank.com,Sign in to your account,200,198830,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,443,https://pda-test.rabobank.com:443,https,text/html,GET,104.212.67.244,/,1861741214,https://login.microsoftonline.com/6e93a626-8aca-4dc1-9191-ce291b4b75a1/oauth2/authorize?response_type=id_token&redirect_uri=https%3A%2F%2Fpda-test.rabobank.com%2F.auth%2Flogin%2Faad%2Fcallback&client_id=cae0a9b0-f0c2-48f0-a5e5-9911c4030436&scope=openid+profile+email&response_mode=form_post&nonce=b6cf3fd4b36a42e5a40523982b153a49_20230510082048&state=redir%3D%252F,2620:1ec:4f:1::45,HSTS,173,False,,,,,,
