new,host,a,cname,soa,status_code,cdn,cdn-name,txt,ns,has_internal_ips,internal_ips,mx,caa,aaaa
[x],purchaseportal.svc.a.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-a-v1,external-dns/resource=service/purchaseportal/svc",,,,,,
[x],purchaseportal.svc.b.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-b-v1,external-dns/resource=service/purchaseportal/svc",,,,,,
[x],purchaseportal.svc.c.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-c-v1,external-dns/resource=service/purchaseportal/svc",,,,,,
[x],purchaseportal.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],quickfire.ue1.d4.tstaging.com,,,"ns-1918.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],quickfire.ue1.stg1.tstaging.com,,,"ns-1935.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=stg1-ue1,external-dns/resource=service/ingress-nginx/quickfire-ingress",,,,,,
[x],quickfiremarketingingestion.svc.d.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-d-v1,external-dns/resource=service/quickfiremarketingingestion/svc",,,,,,
[x],quickfiremarketingingestion.ue1az.gotinder.com,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rapidfire.ue1.d1.tstaging.com,,,"ns-694.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=service/ingress-nginx/rapidfire-ingress","ns-1374.awsdns-43.org, ns-2011.awsdns-59.co.uk, ns-496.awsdns-62.com, ns-694.awsdns-22.net",,,,,
[x],rapidfire.ue1.d2.tstaging.com,,,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d2-ue1,external-dns/resource=service/ingress-nginx/rapidfire-ingress",,,,,,
[x],rapidfire.ue1.d4.tstaging.com,,,"ns-1918.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=service/ingress-nginx/rapidfire-ingress",,,,,,
[x],rapidfirehop2a-alb.ue1.d2.tstaging.tools,,rapidfirehop2a-alb-1751453314.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rapidfireingestionpxy.svc.a.ue1az.gotinder.com,54.221.253.231,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-a-v1,external-dns/resource=service/rapidfireingestionpxy/envoy-ext-http",,,,,,
[x],rapidfireingestionpxy.svc.c.ue1az.gotinder.com,18.235.97.181,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-c-v1,external-dns/resource=service/rapidfireingestionpxy/envoy-ext-http","ns-1371.awsdns-43.org, ns-1543.awsdns-00.co.uk, ns-449.awsdns-56.com, ns-786.awsdns-34.net",,,,,
[x],rapidfirepublish.svc.c.ue1az.gotinder.com,,,,NOERROR,,,,,,,,,
[x],rapidfirepublishpxy.svc.b.ue1az.gotinder.com,"54.80.184.26, 52.23.3.247",,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-b-v1,external-dns/resource=service/rapidfirepublishpxy/envoy-ext-http",,,,,,
[x],rapidfirepublishpxy.svc.c.ue1az.gotinder.com,"54.208.82.190, 52.206.15.194",,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-c-v1,external-dns/resource=service/rapidfirepublishpxy/envoy-ext-http",,,,,,
[x],rapidfirepublishpxy.svc.d.ue1az.gotinder.com,"52.23.44.25, 3.226.217.169",,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-d-v1,external-dns/resource=service/rapidfirepublishpxy/envoy-ext-http",,,,,,
[x],rapidfirepublishpxy.ue1az.gotinder.com,"3.93.221.41, 54.209.13.188, 18.233.45.248",,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],recs-prod-alb.ue1az.tinderops.net,"35.153.174.17, 34.238.56.214, 52.44.167.90, 3.232.40.213",recs-prod-alb-968704547.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],reports.gotinder.com,"52.52.165.181, 3.101.2.104",app6.creatoriq.com,"ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],revenue-2.tinderwebstaging.com,"52.222.139.35, 52.222.139.89, 52.222.139.39, 52.222.139.23",,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],robotor.tinderops.net,52.45.109.82,dataportal-1205265553.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],rod.tinderwebstaging.com,"65.9.86.110, 65.9.86.61, 65.9.86.114, 65.9.86.115",,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],rundeck-dataeng.ue1.tinderops.net,"3.219.77.192, 44.197.48.121, 3.230.133.17","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rundeck-ops-db.ue1az.tinderops.net,10.66.226.54,rundeck-ops.ctocrmvdpyiz.us-east-1.rds.amazonaws.com,"ns-1420.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1420.awsdns-49.org, ns-1551.awsdns-01.co.uk, ns-166.awsdns-20.com, ns-802.awsdns-36.net",True,10.66.226.54,,,
[x],rundeck-ops.ue1.tinderops.net,"3.219.77.192, 3.230.133.17, 44.197.48.121","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rundeck-ops.ue1az.tinderops.net,"44.206.68.133, 52.203.220.116, 34.195.105.164, 54.158.198.143","noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],rundeck-reporting-db.ue1.tinderops.net,10.10.139.49,rundeck-reporting.ctocrmvdpyiz.us-east-1.rds.amazonaws.com,"ns-1420.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,10.10.139.49,,,
[x],rundeck.datadev1.tinderops.net,"18.214.17.188, 34.197.237.168",rundeck-1388251290.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s11.tstaging.com,,,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1786.awsdns-31.co.uk, ns-477.awsdns-59.com, ns-868.awsdns-44.net, ns-1504.awsdns-60.org",,,,,
[x],s11.tstaging.tools,,,"ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1345.awsdns-40.org, ns-1810.awsdns-34.co.uk, ns-264.awsdns-33.com, ns-754.awsdns-30.net",,,,,
[x],s13.tstaging.tools,,,"ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-825.awsdns-39.net, ns-403.awsdns-50.com, ns-1430.awsdns-50.org, ns-1595.awsdns-07.co.uk",,,,,
[x],salty.gotinder.com,"3.214.92.241, 23.23.217.39",tinder-production-portal-610239984.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],select.gotinder.com,"34.205.162.47, 18.204.84.48","webpxy.gotinder.com, web.d.ue1az.gotinder.com, web.a.ue1az.gotinder.com, web.b.ue1az.gotinder.com","ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sm.datadev1.tinderops.net,34.231.113.75,,"ns-1235.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sp.gotinder.com,"18.244.146.21, 18.244.146.26, 18.244.146.119, 18.244.146.17, 205.251.195.59",d32nd96x4jc5jj.cloudfront.net,"ns-827.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-257.awsdns-32.com, ns-827.awsdns-39.net, ns-1188.awsdns-20.org, ns-1717.awsdns-22.co.uk",,,,,"2600:9000:26de:de00:9:cf6e:83c0:93a1, 2600:9000:26de:2600:9:cf6e:83c0:93a1, 2600:9000:26de:6400:9:cf6e:83c0:93a1, 2600:9000:26de:3a00:9:cf6e:83c0:93a1, 2600:9000:26de:1800:9:cf6e:83c0:93a1, 2600:9000:26de:c600:9:cf6e:83c0:93a1, 2600:9000:26de:8000:9:cf6e:83c0:93a1, 2600:9000:26de:8400:9:cf6e:83c0:93a1"
[x],spinnaker.ue1.d1.tstaging.tools,"3.211.13.209, 54.211.80.91",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=ingress/spinnaker/ingress",,,,,,
[x],spinnaker.ue1az.tinderops.net,"54.158.198.143, 44.206.68.133, 52.203.220.116, 34.195.105.164","noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunk-dep.security.k8s.tinderops.net,"52.3.60.156, 50.16.0.80",,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunk-dmc.security.k8s.tinderops.net,"54.196.135.167, 52.0.175.94",,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunk-ds.security.k8s.tinderops.net,"52.21.58.198, 3.231.64.41",,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunk-hf1.security.k8s.tinderops.net,"23.23.168.71, 54.166.181.19",,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunk-hf2.security.k8s.tinderops.net,,,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunk-hf3.security.k8s.tinderops.net,"52.70.198.18, 18.211.181.174",,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunk-idx.security.k8s.tinderops.net,"34.231.172.249, 35.169.166.74, 18.215.81.177",prod-splunk-elb-idx-ext-14956144.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunk-shc.security.k8s.tinderops.net,"52.73.131.207, 44.199.129.219, 54.167.184.151",,"ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ssh.staging8.k8s.tinderops.net,3.93.136.162,,"ns-886.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],staging-recs.gotinder.com,,,,NOERROR,,,,,,,,,
[x],staging.tinder.com,,d3x670zwfo7g1.cloudfront.net,"ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1511.awsdns-60.org, ns-358.awsdns-44.com, ns-859.awsdns-43.net, ns-1633.awsdns-12.co.uk",,,,,
[x],static-assets.gotinder.com,"108.156.60.9, 108.156.60.91, 108.156.60.7, 108.156.60.4",,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],stg1.tstaging.com,,,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1211.awsdns-23.org, ns-1818.awsdns-35.co.uk, ns-337.awsdns-42.com, ns-823.awsdns-38.net",,,,,
[x],story-assets.ue1.d1.tstaging.com,"216.137.44.33, 216.137.44.95, 216.137.44.62, 216.137.44.94",dvu9sfyct83va.cloudfront.net,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1522.awsdns-62.org, ns-951.awsdns-54.net, ns-1849.awsdns-39.co.uk, ns-437.awsdns-54.com",,,,,
[x],summary.gotinder.com,"54.193.95.32, 54.219.62.112",api6.creatoriq.com,"ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],swipelife.tinder.com,"52.222.139.17, 52.222.139.115, 52.222.139.12, 52.222.139.15",,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],swipelife.tinderwebstaging.com,"13.32.27.48, 13.32.27.96, 13.32.27.11, 13.32.27.74",,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],swipenight.tinder.com,"108.138.7.100, 108.138.7.128, 108.138.7.61, 108.138.7.80",d3hehfxz0qbo5f.cloudfront.net,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1205.awsdns-22.org, ns-1666.awsdns-16.co.uk, ns-396.awsdns-49.com, ns-620.awsdns-13.net",,,,,"2600:9000:238d:8600:e:aec6:40c0:93a1, 2600:9000:238d:d400:e:aec6:40c0:93a1, 2600:9000:238d:400:e:aec6:40c0:93a1, 2600:9000:238d:2a00:e:aec6:40c0:93a1, 2600:9000:238d:7400:e:aec6:40c0:93a1, 2600:9000:238d:9400:e:aec6:40c0:93a1, 2600:9000:238d:5e00:e:aec6:40c0:93a1, 2600:9000:238d:3400:e:aec6:40c0:93a1"
[x],swipenight.tinderwebstaging.com,"52.85.242.5, 52.85.242.24, 52.85.242.96, 52.85.242.124",,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],tableau.gotinder.com,"10.66.86.114, 10.64.228.176, 10.65.59.154, 10.67.251.67",,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1115.awsdns-11.org, ns-1990.awsdns-56.co.uk, ns-335.awsdns-41.com, ns-751.awsdns-29.net",True,"10.66.86.114, 10.64.228.176, 10.65.59.154, 10.67.251.67",,,
[x],taz.tinderwebstaging.com,"13.32.27.60, 13.32.27.85, 13.32.27.94, 13.32.27.101",,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],tech.gotinder.com,"65.9.86.85, 65.9.86.23, 65.9.86.68, 65.9.86.64",,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],tech.tinder.com,"18.66.122.55, 18.66.122.113, 18.66.122.10, 18.66.122.112",,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],teleport-proxy.prodv2.k8s.tinderops.net,"52.44.195.144, 52.3.7.120, 34.193.240.104",,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport-proxy.ue1.tinderops.net,"54.197.130.58, 52.21.207.208, 44.209.99.78",,"ns-1810.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport-proxy.ue1az.tinderops.net,"54.156.20.128, 52.87.34.70, 54.227.236.168, 44.208.248.80",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1096.awsdns-09.org, ns-1815.awsdns-34.co.uk, ns-390.awsdns-48.com, ns-882.awsdns-46.net",,,,,
[x],teleport-tag.ue1.d1.tstaging.tools,"10.48.96.155, 10.48.97.214",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=ingress/internalrelaypxy/internalrelaypxy",,True,"10.48.96.155, 10.48.97.214",,,
[x],teleport.as1.tinderops.net,"13.127.210.108, 3.110.249.12",,"ns-539.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.eck.ue1.d1.tstaging.tools,"54.211.166.74, 3.228.102.183",,"ns-1937.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.prodv2.k8s.tinderops.net,"52.45.15.37, 52.202.173.129",,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.ue1.d1.tstaging.tools,"107.22.210.53, 52.204.126.43",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.ue1.d3.tstaging.tools,"3.228.104.21, 52.73.116.165",,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.ue1.d4.tstaging.tools,"100.24.190.95, 3.232.104.118",,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.ue1.mobile.tstaging.tools,"107.22.55.196, 23.21.78.78",,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.ue1.ops.tstaging.tools,"52.44.147.244, 23.23.116.77, 35.169.194.148",,"ns-1403.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.ue1.stg1.tstaging.tools,"34.225.103.220, 3.208.125.44",,"ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.ue1az.tinderops.net,"44.205.66.213, 23.22.99.193, 18.235.197.215, 54.145.93.136",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],teleport.uw2.mobile.tstaging.tools,"34.210.215.111, 52.41.52.1",,"ns-1085.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1085.awsdns-07.org, ns-1705.awsdns-21.co.uk, ns-467.awsdns-58.com, ns-708.awsdns-24.net",,,,,
[x],temporalweb.ue1az.tinderops.net,"34.195.105.164, 54.158.198.143, 52.203.220.116, 44.206.68.133","noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],test-influxext.ue1.cloudhub.tstaging.tools,"18.209.181.66, 100.25.52.152, 54.83.45.207",,"ns-1570.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],test081719.gotinder.com,"13.224.189.19, 13.224.189.25, 13.224.189.50, 13.224.189.94",dzf1174d4gjln.cloudfront.net,"ns-1088.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-285.awsdns-35.com, ns-875.awsdns-45.net, ns-1088.awsdns-08.org, ns-1693.awsdns-19.co.uk",,,,,"2600:9000:20eb:7200:f:5c67:cec0:93a1, 2600:9000:20eb:7800:f:5c67:cec0:93a1, 2600:9000:20eb:aa00:f:5c67:cec0:93a1, 2600:9000:20eb:ae00:f:5c67:cec0:93a1, 2600:9000:20eb:de00:f:5c67:cec0:93a1, 2600:9000:20eb:0:f:5c67:cec0:93a1, 2600:9000:20eb:4600:f:5c67:cec0:93a1, 2600:9000:20eb:4800:f:5c67:cec0:93a1"
[x],test082519.gotinder.com,3.221.58.217,prodpxy-1683547860.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],testrail.tinder.com,"44.209.44.220, 3.229.139.15",tinder-prod-testrail-public-1006501409.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],testrail.ue1.d1.tstaging.com,"100.24.198.33, 3.223.142.120",,"ns-694.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=service/ingress-nginx/testrail-ingress",,,,,,
[x],testrail.ue1.d4.tstaging.com,"52.205.196.123, 54.87.183.157, 107.20.138.238",,"ns-1918.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=service/ingress-nginx/testrail-ingress",,,,,,
[x],testrail.ue1.stg1.tstaging.com,"54.175.7.98, 54.225.97.62, 54.224.178.238",,"ns-1935.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=stg1-ue1,external-dns/resource=service/ingress-nginx/testrail-ingress",,,,,,
[x],testrail.ue1az.tinderops.net,"44.198.82.139, 3.222.183.85, 34.192.221.0, 34.231.97.193",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],tinder-data.ue1.d4.tstaging.com,54.144.225.194,"tinder-data-d4-ue1.csniqtww2pof.us-east-1.redshift.amazonaws.com, ec2-54-144-225-194.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],tinder.com,"52.84.150.60, 52.84.150.55, 52.84.150.39, 52.84.150.54",,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"google-site-verification=8Lg81wA2KUu6Decn-GH3tkOB5VeYAUsCWMpUAGEFwDc, google-site-verification=bfJd9owFtmCvui4O6JrDJLVnSJA_aaxJOJuOEFbInF4, google-site-verification=hl89faooobd53l_n3yaXMKWqxj9HQmJ1uHIF0JA-MDw, google-site-verification=rBpv3L9D4zbAMPOmrNZvyMW5yiWPc4wlUcAAEffiyU0, v=spf1 include:mail.zendesk.com include:_spf.google.com include:_spf1.tinder.com -all, OSSRH-49342, facebook-domain-verification=9o6q82t8kc2hyjisuur2ihrb5p030t, facebook-domain-verification=mubcqnl1rf89sxi0nk4gc1hij354ff, google-site-verification=3DRNth5Cc4J6V0isjY7TVFKBv_dzH52aPupt2Axa_fQT4","ns-1571.awsdns-04.co.uk, ns-303.awsdns-37.com, ns-684.awsdns-21.net, ns-1483.awsdns-57.org",,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","amazon.com, godaddy.com, letsencrypt.org",
[x],tindercentral-cequence.svc.a.ue1az.gotinder.com,18.233.41.134,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-a-v1,external-dns/resource=service/defender/defender-release",,,,,,
[x],tindercentral-cequence.svc.c.ue1az.gotinder.com,75.101.240.125,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-c-v1,external-dns/resource=service/defender/defender-release",,,,,,
[x],tindercentral-cequence.svc.d.ue1az.gotinder.com,18.205.32.211,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-d-v1,external-dns/resource=service/defender/defender-release",,,,,,
[x],tindercentral.svc.a.ue1az.gotinder.com,"54.82.46.136, 18.214.72.205",,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-a-v1,external-dns/resource=service/tindercentral/svc",,,,,,
[x],tindercentral.svc.b.ue1az.gotinder.com,"52.0.245.48, 52.201.107.112",,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],tindercentral.ue1az.gotinder.com,18.233.41.134,tindercentral-cequence.svc.a.ue1az.gotinder.com,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-a-v1,external-dns/resource=service/defender/defender-release",,,,,,
[x],tinderops.net,"205.251.193.146, 205.251.194.74, 205.251.196.220, 205.251.198.109",,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=5kfMvToNATfvHW5MJrSbyOrx5Dj009DtUMEZLxS9CDM, google-site-verification=GKHcWII6WEEe5pEcAwJOnSfB7YS6QtGL02_Cxj8jNus","ns-1645.awsdns-13.co.uk, ns-402.awsdns-50.com, ns-586.awsdns-09.net, ns-1244.awsdns-27.org",,,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com",amazon.com,
[x],tinderwebstaging.com,,,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-71.awsdns-08.com, ns-580.awsdns-08.net, ns-1323.awsdns-37.org, ns-1929.awsdns-49.co.uk",,,,,
[x],tools-legacy.ue1.d2.tstaging.tools,,,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d2-ue1,external-dns/resource=service/ingress-nginx/tindercentral-ingress",,,,,,
[x],tools.ue1.d1.tstaging.tools,"52.200.47.255, 3.211.167.115",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=service/ingress-nginx/tindercentral-ingress",,,,,,
[x],tools.ue1.d2.tstaging.tools,,,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],tools.ue1.d4.tstaging.tools,"34.197.95.227, 52.71.117.195, 44.213.234.235",,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=service/ingress-nginx/tindercentral-ingress",,,,,,
[x],tools.ue1.stg1.tstaging.tools,"3.230.88.152, 100.26.25.126, 52.1.103.57",,"ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=stg1-ue1,external-dns/resource=service/ingress-nginx/tindercentral-ingress",,,,,,
