input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,tls_wildcard_certificate,final_url,tls_expired,location
bcdn.td.com,,403,243,bcdn.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T06:01:31Z,2024-05-14T06:01:31Z,"CN=bcdn.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",bcdn.td.com,The Toronto-Dominion Bank,bcdn-test.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",ddaf81e82338fdd27f564c2dfeab7bc7,927c9ddccd116730a130a392a59311e235c3a7a4f85e5b52051623e1f66651d0,ctls,bcdn.td.com,cloudfront,443,https://bcdn.td.com:443,https,AmazonS3,application/xml,GET,52.222.214.120,/,1519928555,2600:9000:223d:9c00:13:aa93:6b40:93a1,Amazon Web Services,2,False,True,,,,,,
beta.td.com,Investing Solutions at TD,200,166510,beta.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T15:30:40Z,2023-09-24T15:30:40Z,"CN=td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",td.com,The Toronto-Dominion Bank,beta.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",80aaff713c339f8db6ab22227a71a5f8,35c5d315238ba83dae748096a7fc439a59f5968e4fb73075bb29fa92053268b0,ctls,beta.td.com,,443,https://beta.td.com:443,https,ECD (frb/6775),text/html,GET,192.229.182.193,/,1591202403,192.229.182.193,Java,3937,False,,,,,https://beta.td.com/ca/en/investing,,
beta.wcmcaas.td.com,,200,17,beta.wcmcaas.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-30T14:45:35Z,2024-01-25T14:45:35Z,"CN=www.wcmcaas.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",www.wcmcaas.td.com,The Toronto-Dominion Bank,beta.wcmcaas.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3ce5e766e7ec038df76a5c4d4142e287,8f79c89dadc58bd55e0338d9934af88eaacb9c338eda675ef748096ac0edfc10,ctls,beta.wcmcaas.td.com,,443,https://beta.wcmcaas.td.com:443,https,ECD (nya/78BA),text/html,GET,152.199.16.242,/,-1460016128,152.199.16.242,Java Servlet:3.0,1,False,,,,,,,
bien.td.com,Écran de connexion,200,9991,bien.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-04T14:17:12Z,2023-07-15T14:17:12Z,"CN=bien.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",bien.td.com,The Toronto-Dominion Bank,www.bien.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e27f150690084d595de8d06b0183318c,f35c95dcc11a3f7b11cda0d3e5f7b91399c5565fe2f4d473662487ca15f08e3c,ctls,bien.td.com,incapsula,443,https://bien.td.com:443,https,,text/html,GET,45.60.123.18,/,-20275242,45.60.123.18,Imperva,156,False,True,,,,,,
btcalculator.td.com,Credit Card Balance Transfer Calculator Tool,200,1673,btcalculator.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T16:09:41Z,2024-01-27T16:09:41Z,"CN=btcalculator.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",btcalculator.td.com,The Toronto-Dominion Bank,btcalculator.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",077d211ecec9e032ce8107d58097fe06,0e00436f44477c0709506f6fd45f126966a6d856c7f27a6d9d7ff4755b8163d5,ctls,btcalculator.td.com,,443,https://btcalculator.td.com:443,https,Apache,text/html,GET,95.101.111.185,/,-1124705298,95.101.111.138,HSTS,38,False,,,,,,,
business-banking.dev.smartforms.td.com,ERROR: The request could not be satisfied,403,919,business-banking.dev.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:45:37Z,2023-08-18T15:45:37Z,"CN=dev.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",dev.smartforms.td.com,The Toronto-Dominion Bank,td.dev.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7a21e67549e55a2de2295e22b86513f5,764485ccd78427fb6756edb6cb831805931686bd356d8a4490e4acdfbf3820f7,ctls,business-banking.dev.smartforms.td.com,cloudfront,443,https://business-banking.dev.smartforms.td.com:443,https,CloudFront,text/html,GET,13.224.189.97,/,-2098658247,13.224.189.9,Amazon Web Services,20,False,True,,,,,,
business-banking.pat.smartforms.td.com,ERROR: The request could not be satisfied,403,919,business-banking.pat.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T04:23:34Z,2024-04-20T04:23:34Z,"CN=pat.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",pat.smartforms.td.com,The Toronto-Dominion Bank,td.pat.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",81eea1ca5caab676b6e9527ea188c80b,a826ed2480828331f996406514448ea9c857c3078422b568075a2b8e3f7d6ba5,ctls,business-banking.pat.smartforms.td.com,cloudfront,443,https://business-banking.pat.smartforms.td.com:443,https,CloudFront,text/html,GET,18.66.122.74,/,-825936397,18.66.122.121,Amazon Web Services,20,False,True,,,,,,
business-banking.sit.smartforms.td.com,ERROR: The request could not be satisfied,403,919,business-banking.sit.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:51:54Z,2023-08-18T15:51:54Z,"CN=sit.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",sit.smartforms.td.com,The Toronto-Dominion Bank,td.sit.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",668700f1bd00fc771043e69218b21486,e5c6c8a7c060693dbd64d9508d142a92710082e5e2fe726a48ded307ac16a89e,ctls,business-banking.sit.smartforms.td.com,cloudfront,443,https://business-banking.sit.smartforms.td.com:443,https,CloudFront,text/html,GET,13.32.121.47,/,-1657805598,13.32.121.105,Amazon Web Services,20,False,True,,,,,,
business-banking.smartforms.td.com,ERROR: The request could not be satisfied,403,919,business-banking.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T15:54:28Z,2024-05-06T15:54:28Z,"CN=smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",smartforms.td.com,The Toronto-Dominion Bank,td.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",a44b9892550030dae4e0acb2313c51ef,31169e9ac0ca695a01c988dc970a24365b04f72b4cb231aa4a9c557a6c219d45,ctls,business-banking.smartforms.td.com,cloudfront,443,https://business-banking.smartforms.td.com:443,https,CloudFront,text/html,GET,52.222.214.65,/,-269579282,52.222.214.77,Amazon Web Services,20,False,True,,,,,,
businesscentral3.pat.td.com,TD Business Central™,200,8183,businesscentral3.pat.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T15:25:19Z,2024-01-16T15:25:19Z,"CN=businessbanking.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",businessbanking.pat.td.com,The Toronto-Dominion Bank,centrepourentreprises3.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8d4c69108bbf23abd7fe85e2993a3e56,d26f7b362ee26b126776c62934b69d27a2a95144999d3d5f06c808a987680bd5,ctls,businesscentral3.pat.td.com,,443,https://businesscentral3.pat.td.com:443,https,ECD (nya/1C17),text/html,GET,152.199.17.16,/,566218143,152.199.17.16,Azure CDN,16,False,,,,,https://businesscentral3.pat.td.com/en/payment-tracker,,
bweb.dev.smartforms.td.com,ERROR: The request could not be satisfied,403,919,bweb.dev.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:45:37Z,2023-08-18T15:45:37Z,"CN=dev.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",dev.smartforms.td.com,The Toronto-Dominion Bank,td.dev.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7a21e67549e55a2de2295e22b86513f5,764485ccd78427fb6756edb6cb831805931686bd356d8a4490e4acdfbf3820f7,ctls,bweb.dev.smartforms.td.com,cloudfront,443,https://bweb.dev.smartforms.td.com:443,https,CloudFront,text/html,GET,13.224.189.119,/,550303661,13.224.189.116,Amazon Web Services,20,False,True,,,,,,
bweb.pat.smartforms.td.com,ERROR: The request could not be satisfied,403,919,bweb.pat.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T04:23:34Z,2024-04-20T04:23:34Z,"CN=pat.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",pat.smartforms.td.com,The Toronto-Dominion Bank,td.pat.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",81eea1ca5caab676b6e9527ea188c80b,a826ed2480828331f996406514448ea9c857c3078422b568075a2b8e3f7d6ba5,ctls,bweb.pat.smartforms.td.com,cloudfront,443,https://bweb.pat.smartforms.td.com:443,https,CloudFront,text/html,GET,18.66.122.121,/,-1118944214,18.66.122.14,Amazon Web Services,20,False,True,,,,,,
calendriercommunautaire.td.com,La promesse TD Prêts à agir | TD Canada Trust,200,143574,www.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T15:30:40Z,2023-09-24T15:30:40Z,"CN=td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",td.com,The Toronto-Dominion Bank,beta.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",80aaff713c339f8db6ab22227a71a5f8,35c5d315238ba83dae748096a7fc439a59f5968e4fb73075bb29fa92053268b0,ctls,www.td.com,,443,https://calendriercommunautaire.td.com:443,https,ECD (frb/6737),text/html,GET,3.220.57.224,/,1593207841,3.232.242.170,Java,3492,False,,,,,https://www.td.com/ca/fr/a-propos-de-la-td/la-promesse-a-agir,,
callme.td.com,TD Bank Financial Group - Page not found,504,3093,callme.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T20:40:48Z,2023-12-22T20:40:48Z,"CN=callme.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",callme.td.com,The Toronto-Dominion Bank,callme.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",0069b6961ef5b7c6d3ba43c9ef3ac498,b3737a3d903719e151552a7d25450e39fb16aea95027fa9464c8e781a5af6953,ctls,callme.td.com,,443,https://callme.td.com:443,https,EOS (teb/AA78),text/html,GET,152.199.17.1,/,2098622033,152.199.17.1,,75,False,,,,,,,
card-selector.td.com,Demo Site,200,4366,card-selector.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-14T19:20:49Z,2023-12-14T19:20:49Z,"CN=card-selector.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",card-selector.td.com,The Toronto-Dominion Bank,card-selector.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4274f022d86fd799634ab4d4e58783a9,3411e4f0b5d2ce8c091fabbf88f41396b5eac97e28bc31faa867709a0f2456fa,ctls,card-selector.td.com,,443,https://card-selector.td.com:443,https,Apache,text/html,GET,2.16.187.154,/,1301003845,2.16.187.66,Java,123,False,,,,,,,
cards.td.com,403 - Forbidden: Access is denied.,403,1233,cards.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-05-27T23:59:59Z,"CN=cards.td.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",cards.td.com,"Salesforce.com, Inc.",cards.td.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,e56f35fba88de7ca0eb72136bd5f32ab,c845a81d74e48dcf1dad772b352910ba5143ee1b474cd8ec0bad372a5efd6cc2,ctls,cards.td.com,,443,https://cards.td.com:443,https,,text/html,GET,13.111.140.178,/,1631801191,13.111.140.178,,30,False,,,,,,,
carepayments.pat.td.com,,200,20,carepayments.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-14T22:33:48Z,2023-12-14T22:33:48Z,"CN=carepayments.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",carepayments.pat.td.com,The Toronto-Dominion Bank,carepayments.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",770e5a4b2a48f594ba08cdd3347278f4,97b288c8783372f5c95d7e2b9afd9b3ae89ab23644c8c6eb529f466cd416dd92,ctls,carepayments.pat.td.com,,443,https://carepayments.pat.td.com:443,https,Apache,text/html,GET,152.199.16.208,/,-875536789,152.199.16.208,HSTS,2,False,,,,,,,
cartes.td.com,403 - Forbidden: Access is denied.,403,1233,cartes.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-05-27T23:59:59Z,"CN=cartes.td.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",cartes.td.com,"Salesforce.com, Inc.",cartes.td.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a57a3ed084feed98ac97f9802a293151,061ada3b81d1f229443246227cf2621c388dc31ea0c3445a85800f85f2eece27,ctls,cartes.td.com,,443,https://cartes.td.com:443,https,,text/html,GET,13.111.140.179,/,1631801191,13.111.140.179,,30,False,,,,,,,
catalog.dev.smartforms.td.com,ERROR: The request could not be satisfied,403,919,catalog.dev.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:45:37Z,2023-08-18T15:45:37Z,"CN=dev.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",dev.smartforms.td.com,The Toronto-Dominion Bank,td.dev.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7a21e67549e55a2de2295e22b86513f5,764485ccd78427fb6756edb6cb831805931686bd356d8a4490e4acdfbf3820f7,ctls,catalog.dev.smartforms.td.com,cloudfront,443,https://catalog.dev.smartforms.td.com:443,https,CloudFront,text/html,GET,13.224.189.116,/,-36833386,13.224.189.97,Amazon Web Services,20,False,True,,,,,,
catalog.pat.smartforms.td.com,ERROR: The request could not be satisfied,403,919,catalog.pat.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T04:23:34Z,2024-04-20T04:23:34Z,"CN=pat.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",pat.smartforms.td.com,The Toronto-Dominion Bank,td.pat.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",81eea1ca5caab676b6e9527ea188c80b,a826ed2480828331f996406514448ea9c857c3078422b568075a2b8e3f7d6ba5,ctls,catalog.pat.smartforms.td.com,cloudfront,443,https://catalog.pat.smartforms.td.com:443,https,CloudFront,text/html,GET,18.66.122.121,/,-1393363890,18.66.122.74,Amazon Web Services,20,False,True,,,,,,
catalog.sit.smartforms.td.com,ERROR: The request could not be satisfied,403,919,catalog.sit.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:51:54Z,2023-08-18T15:51:54Z,"CN=sit.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",sit.smartforms.td.com,The Toronto-Dominion Bank,td.sit.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",668700f1bd00fc771043e69218b21486,e5c6c8a7c060693dbd64d9508d142a92710082e5e2fe726a48ded307ac16a89e,ctls,catalog.sit.smartforms.td.com,cloudfront,443,https://catalog.sit.smartforms.td.com:443,https,CloudFront,text/html,GET,13.224.68.85,/,1304343052,13.224.68.61,Amazon Web Services,20,False,True,,,,,,
catalog.smartforms.td.com,ERROR: The request could not be satisfied,403,919,catalog.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T15:54:28Z,2024-05-06T15:54:28Z,"CN=smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",smartforms.td.com,The Toronto-Dominion Bank,td.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",a44b9892550030dae4e0acb2313c51ef,31169e9ac0ca695a01c988dc970a24365b04f72b4cb231aa4a9c557a6c219d45,ctls,catalog.smartforms.td.com,cloudfront,443,https://catalog.smartforms.td.com:443,https,CloudFront,text/html,GET,52.222.214.77,/,969070216,52.222.214.62,Amazon Web Services,20,False,True,,,,,,
catalogue.dev.smartforms.td.com,ERROR: The request could not be satisfied,403,919,catalogue.dev.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T15:45:37Z,2023-08-18T15:45:37Z,"CN=dev.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",dev.smartforms.td.com,The Toronto-Dominion Bank,td.dev.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7a21e67549e55a2de2295e22b86513f5,764485ccd78427fb6756edb6cb831805931686bd356d8a4490e4acdfbf3820f7,ctls,catalogue.dev.smartforms.td.com,cloudfront,443,https://catalogue.dev.smartforms.td.com:443,https,CloudFront,text/html,GET,13.224.189.97,/,1582218202,13.224.189.9,Amazon Web Services,20,False,True,,,,,,
catalogue.pat.smartforms.td.com,ERROR: The request could not be satisfied,403,919,catalogue.pat.smartforms.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T04:23:34Z,2024-04-20T04:23:34Z,"CN=pat.smartforms.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",pat.smartforms.td.com,The Toronto-Dominion Bank,td.pat.smartforms.td.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",81eea1ca5caab676b6e9527ea188c80b,a826ed2480828331f996406514448ea9c857c3078422b568075a2b8e3f7d6ba5,ctls,catalogue.pat.smartforms.td.com,cloudfront,443,https://catalogue.pat.smartforms.td.com:443,https,CloudFront,text/html,GET,18.66.122.38,/,991681469,18.66.122.14,Amazon Web Services,20,False,True,,,,,,
