input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,tls_expired
autodiscover.bingo.com,Redirecting,200,157033,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.98.16.0/22,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,80,http://autodiscover.bingo.com:80,http,,text/html,GET,52.97.189.104,/,,2603:1026:c0d:803::8,HSTS,86,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=2d245a17-6408-8b50-a77e-c9e334e9e991&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=bingo.com&nonce=638192618685089885.16ece137-2d4f-4925-8143-ea281b02519a&state=DctLDsIwDADRBM4Cu7Sx86mzqDiLmxhUiWKpQLk-WbzZjTXGnLtTZ32PmXIgKJiBMiVPhSgNkKUKhMlhi3cXCyZHEIMTRoLFY4LCtr-XUX883nbh5zYv6-uhQ9XterSZvx9t67vqIfsf,
autodiscover.brand.bingo.com,Redirecting,200,157002,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,80,http://autodiscover.brand.bingo.com:80,http,,text/html,GET,40.99.157.8,/,,2603:1026:200:79::8,HSTS,86,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=42830d94-fdd3-f834-56c5-d44520825033&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=brand.bingo.com&nonce=638192618685220668.8c379e8b-dbf6-4e19-8cce-5b4fecc5a47d&state=DctBDoMgEEBRaO_STQMKwjAsTM8Cw9iYVElo1euXxfu7L4UQ9-7WybFHBJjQRAsGAb21IwBqpClExqxKXkA5NlEhESuf3cJEPrlQZH-fQ73S8GqcPtucW9qLzuv-rprq9jjLnI5fLeuX6sntDw,
autodiscover.casinohuone.com,Sign in to Outlook,200,200033,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.casinohuone.com:80,http,,text/html,GET,40.99.155.232,/,,2603:1026:c0d:72::8,HSTS,174,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=70bea3da-730b-17f0-b563-9a2a7d51d4fc&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=casinohuone.com&nonce=638192618685103406.c8905a29-ae73-4ef3-b958-d84f31a1b4f4&state=DctBDoMgEEBRaO_STYOCAzgsTM8ywpCaVCfRaq9fFu_vvlZK3Ztbo22LGiOgS0N0GDE4C97GLmOygYZkiEcwniuYOQU0BX0FR2721ev2Pnv5Uf_amT7rlOlYNnmfsnGXZX1cZaLzK2U5sly8_wE,
autodiscover.ia.unibet.com,Sign in to Outlook,200,199866,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.105.196.0/23,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.ia.unibet.com:80,http,,text/html,GET,52.98.152.248,/,,2603:1026:c0d:c02::8,HSTS,173,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=f2961d39-8367-2f17-f5ca-8af6b9a6c96f&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=ia.unibet.com&nonce=638192618685208672.6b88a33c-3eda-4b90-a7b5-d378e437728e&state=DcsxDsMgDEBRaO9SqQOE4MR2hqhnMeABqSlSmqTXL8P727fGmHt362zoMYTA4xJxZOQ5BkaKHhOzAGQHWsRNaQlOKM2uALFOQBRZbX-fQ_vJ8NpV3ttaxZ-fmvTwuW2Pq6xyHq3Ub26X7n8,
autodiscover.il.unibet.com,Sign in to Outlook,200,198465,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.105.196.0/23,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.il.unibet.com:80,http,,text/html,GET,52.98.243.24,/,-1249852061,2603:1026:c0d:72::8,HSTS,174,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=fa6e962c-416a-20f6-31b7-96b4bece50ff&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=il.unibet.com&nonce=638192618684961762.42b4f41e-40d6-41d5-a7d8-ab2e93a881bf&state=DctBDoMgEEBRaO9i0gXo4HQYFsazDIIJiZbEqr1-Wby_-1op9WwejR5alKeRITgCJsZA4MlZdBFXhGxwSGQQ0tuIT2wkuhxGYYa46va--vqTfj6ybPtUNnt9SsynXere3WmS66ypfJd65-MP,
autodiscover.in.unibet.com,Sign in to Outlook,200,199978,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.in.unibet.com:80,http,,text/html,GET,40.99.149.104,/,-1249852061,2603:1026:c0d:72::8,HSTS,174,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=68746e0c-fbd7-c4cd-116a-04bf82ff2542&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=in.unibet.com&nonce=638192618685066063.f8e3ad0e-c5dd-42f2-bbee-44fe966d4ab0&state=DctBDoMgEEBRaO_SpAtwBJziwvQsAzMkJFUSq_b6ZfH-7mul1L27dRp61At9HGeHY8Q4ASKgtyWKJwYxeWI2wRVnUhIxIRSZETlQAt3f59B-NLx3oc-61M2eW01y2NzWx8ULnUfj-s3tkv0P,
autodiscover.kolikkopelit.com,Redirecting,200,156940,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,80,http://autodiscover.kolikkopelit.com:80,http,,text/html,GET,40.99.150.24,/,,2603:1026:c0d:82d::8,HSTS,86,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=c9bacb81-5cca-c5b8-33bb-a9154a131090&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=kolikkopelit.com&nonce=638192618684927079.18c744fb-cda8-4d4f-a014-ad4def28b922&state=DctNDsIgEEBh0Lu4khZwAsOi8SxTfhICzTS11uvL4nu7J4UQ9-E2SD0ivHuhCdYZdAjBeu3DZDB6gLKqmAgVJCiKtAFFCVIuFtdgrRzvc-Yfze8jU9-Wxr22xnvu9Zwib48rLfQ9OdVP5Csffw,
autodiscover.mariacasino.com,Sign in to Outlook,200,202201,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.105.196.0/23,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,80,http://autodiscover.mariacasino.com:80,http,,text/html,GET,52.98.171.248,/,,2603:1026:c0d:82d::8,HSTS,173,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=82adcaf7-6a8e-06d6-dc81-2d840b66b348&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=mariacasino.com&nonce=638192618684998844.7ec82c02-b850-4ab9-ba88-7ee858949597&state=DctLDsIgFEZhsHtxYmgp8vjvoOlaLpQBiUhCtW5fBt-ZHSmEmIbbIPWICP6JlYxf4WGJAGvnkBNM0kZFOK0sR1KRARVyhgNZchTkeB9L-_Gy98yvulXuhROf5d3m1Or9Ojb-ftpRztSu3P8,
autodiscover.pa.unibet.com,Sign in to Outlook,200,199886,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,80,http://autodiscover.pa.unibet.com:80,http,,text/html,GET,40.99.157.40,/,,2603:1026:c0d:82e::8,HSTS,174,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=5d62b58f-2d3e-5d59-8f44-bfe9e670a36e&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=pa.unibet.com&nonce=638192618685209362.e8dd336d-49eb-45b1-8183-905e5697d4bf&state=DctNDoIwEEDhVu9i4qKlv8PMgniWlhkTErEGAa9vF9_bPa2UunaXTrseNUJETwE8AubgKEKwgswxAptEUk3K1Rv0GA25LBlo5FSfur_3of3K8NikvNbpU-zxXqrsdm7r7eSpHHvj5Tu3U7Y_,
autodiscover.storspiller.com,Sign in to Outlook,200,199819,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.105.196.0/23,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.storspiller.com:80,http,,text/html,GET,52.98.175.24,/,,2603:1026:c0d:c2d::8,HSTS,174,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=f3b0f08d-6a8b-e253-2a57-5eb4cd1c178d&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=storspiller.com&nonce=638192618693086614.ad2c8898-f285-43c2-8a43-0ab638969d0d&state=DYvLDsIgEABB_8WLoeXlunto_JaVxaQJDQ3U-vtymDnNaKXUdXAZaDuknhDQkQeHQMEigIsTi0-IhObj8WFiSN4gx2Asv0dNQGJFj_c-1x_Pr5a5bEs_auv7WkpuU6rb7ZSFv0eVtad65vYH,
autodiscover.unibet.com,Sign in to Outlook,200,198012,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.unibet.com:80,http,,text/html,GET,40.99.149.168,/,,2603:1026:c0d:82d::8,HSTS,174,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=32435229-5a87-418c-a511-32c893fdc501&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=unibet.com&nonce=638192618685136721.af95c41e-4879-4c55-8be0-5a030b386bcb&state=DctJDoMwDEDRpL0Lu0BCJmeBehbbGAkJGomp128W7---Vkq9m1ejbYvKyYMrY3KQIDqf8uh6XErk4MQEyMUEjtEAiTURrbfkIRGTbm831B8On0Nw26f7u5JcPde9e-YJ76vO68n1keMP,
autodiscover.unibet.fr,Sign in to Outlook,200,198094,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.105.196.0/23,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,80,http://autodiscover.unibet.fr:80,http,,text/html,GET,52.98.228.56,/,,2603:1026:c0d:c06::8,HSTS,173,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=4ab510a5-09cd-c221-9af9-61b1d1e79c54&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=unibet.fr&nonce=638192618685082497.6be62761-e877-4355-9285-e1383d0219e2&state=DctNDsIgEEBh0LPojpYZysywaDwLlTFpopLQH68vi-_tnjXGXLtLZ32PYQoCCQmEJHrBKfFAixIygVNhdlOI0SWU6BSChOIRkqLt722svzw-mub3Zz6-66L78Gr3s8z52GtZt2c9tf0B,
autodiscover.va.unibet.com,Sign in to Outlook,200,198502,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.va.unibet.com:80,http,,text/html,GET,40.99.149.216,/,,2603:1026:c0d:c28::8,HSTS,173,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=db523804-21db-fc32-a0d5-dca19a818807&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=va.unibet.com&nonce=638192618685006738.889a5de1-b961-40ff-a0bc-7a2aa3a98717&state=DctJDsMgDEBRaO9SqQuICY1tFlHPYoZIkZoiZaDXL4v3d18rpe7drdPQowg9uzCiY-QJAMmzZQ4y5eJMDOjMC5bFCMRkSEYRL4HJke7vc6g_Gd57kc82N7HXd43ltKluj5Znuc6a1yPVVvY_,
autodiscover.vladcazino.ro,Sign in to Outlook,200,199891,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.vladcazino.ro:80,http,,text/html,GET,40.99.149.216,/,,2603:1026:c0d:20::8,HSTS,174,False,,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=29a75e52-0008-579b-f452-3f232058e309&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=vladcazino.ro&nonce=638192618693448982.69fef1e0-c9b9-433d-a6bc-d92f419ad784&state=DctNCoMwEEDhpL1LoYuo-SHOLKRnGTMJCLYDsY3g6ZvF93ZPK6Xu3a3TU4-aoweLLlqI6EMABDdELLnYPJmEK5rgPRuKazKMrgSLxDME3d_nKCeNr5ppfy9tJ050bR8ZqjwaL_T7Cm9HkpbrHw,
az.unibet.com,Unibet,200,8002,AS30148,SUCURI-SEC,US,192.124.249.0/24,az.unibet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T07:52:30Z,2023-08-18T07:51:30Z,"C=MT, L=Sliema, O=Kindred IP Limited, CN=az.unibet.com",az.unibet.com,play.az.unibet.com,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",f829784be55ad0448d5f7ad17fcbfddd,ea9b43b5cdb2e9cc9d37ab2f652d3ade7891c8a05600a55b0b1a6463394d0175,ctls,az.unibet.com,,443,https://az.unibet.com:443,https,Sucuri/Cloudproxy,text/html,GET,192.124.249.54,/,-1439306453,192.124.249.54,Sucuri,105,False,,,Kindred IP Limited,,,,
b1.unibet.com,Oops,200,1472195,AS47171,UNIBET-AS,MT,85.184.96.0/20,b1.unibet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T01:18:59Z,2023-08-07T01:18:58Z,CN=unibet.com,unibet.com,unibet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89162910c48b854d1178771e58fa1d89,02df406aee1abdd472e2f5fba063dcbebebd160af481c63c8120efe14158cc06,ctls,b1.unibet.com,,443,https://b1.unibet.com:443,https,kindred-loadbalancer,text/html,GET,85.184.96.0,/,-893420883,85.184.96.0,HSTS,170,False,,https:,,True,True,,
