new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,caa
[x],p1f-hub.pingone.com,"18.66.112.31, 18.66.112.67, 18.66.112.27, 18.66.112.44","2600:9000:223f:4e00:4:a9bd:780:93a1, 2600:9000:223f:c000:4:a9bd:780:93a1, 2600:9000:223f:ac00:4:a9bd:780:93a1, 2600:9000:223f:3c00:4:a9bd:780:93a1, 2600:9000:223f:5c00:4:a9bd:780:93a1, 2600:9000:223f:1200:4:a9bd:780:93a1, 2600:9000:223f:c400:4:a9bd:780:93a1, 2600:9000:223f:9c00:4:a9bd:780:93a1",dbgqn7wv76xwe.cloudfront.net,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com","ns-1096.awsdns-09.org, ns-1537.awsdns-00.co.uk, ns-243.awsdns-30.com, ns-753.awsdns-30.net",NOERROR,True,cloudfront,,,
[x],pancallok.pingone.com,"52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],peraltaas.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidcapi.pingone.com,"52.11.201.206, 44.240.2.215, 3.129.185.94, 44.241.84.41, 3.130.152.31, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidsdk-ohi.idaas.pingone.com,3.130.103.44,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidsdk-ohi.ort-idaas.pingone.com,3.12.245.244,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidsdk.idaas.pingone.com,3.130.103.44,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidsdk.ort-idaas.pingone.com,3.12.245.244,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidsdk.test-idaas.pingone.com,3.19.173.161,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com","ns-1174.awsdns-18.org, ns-455.awsdns-56.com, ns-599.awsdns-10.net",NOERROR,,,,,
[x],pidse-ohi.ort-idaas.pingone.com,3.13.190.217,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidse-ohi.test-idaas.pingone.com,3.132.125.19,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidse-ore.ort-idaas.pingone.com,54.186.248.150,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com","ns-1463.awsdns-54.org, ns-30.awsdns-03.com, ns-617.awsdns-13.net",NOERROR,,,,,
[x],pidse.idaas.pingone.com,34.218.183.89,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidse.ort-idaas.pingone.com,3.132.79.122,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pidse.test-idaas.pingone.com,3.132.125.19,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pingid-ohi.idaas.pingone.com,3.132.228.17,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pingid-ohi.ort-idaas.pingone.com,3.130.182.255,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pingid-ohi.test-idaas.pingone.com,18.221.198.52,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pingid.idaas.pingone.com,44.224.21.242,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pingid.test-idaas.pingone.com,18.221.198.52,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pingone.com,"3.17.229.99, 44.240.2.215, 3.129.185.94, 44.241.84.41, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns-1361.awsdns-42.org, ns1.dnsmadeeasy.com, ns-280.awsdns-35.com, ns2.dnsmadeeasy.com",NOERROR,,,"alt2.aspmx.l.google.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt3.aspmx.l.google.com","google-site-verification=oJ2uD6JyHy12Y5c0MtoFbYxCbWBkvls8R8GYG8CkIgw, v=spf1 a mx include:smtp1.uservoice.com ~all, 491671846-4334482, google-site-verification=Bn8O6EhSHHbT2i40okygdGhXDUGVlxjg6o1UIVbj-H8, google-site-verification=I6rmzPi0PShzZN3ZLeYqlLFkIIj__yIsXiiRWvqC7vA, google-site-verification=V9f9608J7vjkMU5jT431bkhsXjFhhvIOVaVd1sGj8qQ","pki.goog, amazonaws.com, digicert.com, mailto:sitereliability@pingidentity.com, letsencrypt.org"
[x],pinterest.coantivirus2.pingone.com,"3.129.185.94, 52.11.201.206, 3.130.152.31, 3.17.229.99, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pinterest.covideo7.pingone.com,"3.129.185.94, 44.240.2.215, 3.130.152.31, 52.11.201.206, 44.241.84.41, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pop3.pingone.com,"44.241.84.41, 52.11.201.206, 3.130.152.31, 3.17.229.99, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],porotikovidaas56f.pingone.com,"52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],portal.pingone.com,"52.11.201.206, 3.130.152.31, 44.241.84.41, 3.17.229.99, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ppmail1.pingone.com,"3.129.185.94, 44.240.2.215, 3.17.229.99, 3.130.152.31, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pps-staging.pingone.com,"44.240.2.215, 3.17.229.99, 3.129.185.94, 3.130.152.31, 52.11.201.206, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pre-prod.pingone.com,"52.11.201.206, 44.240.2.215, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],pre.pingone.com,"52.11.201.206, 44.241.84.41, 3.129.185.94, 44.240.2.215, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],preview.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],proxy.apps-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],prv-ohi.idaas.pingone.com,3.133.2.17,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],prv-ohi.ort-idaas.pingone.com,3.132.233.191,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com","ns-1463.awsdns-54.org, ns-30.awsdns-03.com, ns-617.awsdns-13.net",NOERROR,,,,,
[x],prv-ohi.test-idaas.pingone.com,3.132.99.82,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],prv.idaas.pingone.com,44.224.143.238,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com","ns-1290.awsdns-33.org, ns-441.awsdns-55.com, ns-726.awsdns-26.net",NOERROR,,,,,
[x],prv.ort-idaas.pingone.com,3.132.233.191,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],prv.test-idaas.pingone.com,3.129.123.188,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],publishing-catalog.api-staging.pingone.com,"3.130.152.31, 52.11.201.206, 3.129.185.94, 44.241.84.41, 44.240.2.215, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],publishing-catalog.apps-staging.pingone.com,"3.129.185.94, 3.130.152.31, 44.241.84.41, 3.17.229.99, 52.11.201.206, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],publishing-catalog.pingone.com,"3.17.229.99, 44.241.84.41, 3.130.152.31, 44.240.2.215, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],q2.pingone.com,3.129.185.94,,redirects.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],q9.pingone.com,"3.129.185.94, 44.241.84.41, 44.240.2.215, 3.17.229.99, 3.130.152.31, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],rasyidrizani.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],religionvirus.pps-staging.pingone.com,"52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],remote.pingone.com,"3.130.152.31, 3.129.185.94, 3.17.229.99, 44.240.2.215, 52.11.201.206, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],retail.pingone.com,"52.11.201.206, 3.130.152.31, 44.241.84.41, 3.129.185.94, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],root.api-staging.pingone.com,"44.241.84.41, 3.130.152.31, 3.129.185.94, 44.240.2.215, 3.17.229.99, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],routingsvc-ohi.idaas.pingone.com,,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],routingsvc-ohi.ort-idaas.pingone.com,3.133.54.83,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],routingsvc-ohi.test-idaas.pingone.com,3.12.142.128,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],routingsvc-ore.idaas.pingone.com,34.212.164.23,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],routingsvc-ore.ort-idaas.pingone.com,44.225.137.208,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],routingsvc.idaas.pingone.com,3.133.5.173,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],routingsvc.ort-idaas.pingone.com,3.133.54.83,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],sa.pingone.com,"3.17.229.99, 52.11.201.206, 3.129.185.94, 44.241.84.41, 44.240.2.215, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],searchportal-qa.pingone.com,"3.130.152.31, 44.240.2.215, 3.17.229.99, 44.241.84.41, 52.11.201.206, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],searchportal.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],secollectionviewflowlayout.pingone.com,"3.129.185.94, 3.17.229.99, 52.11.201.206, 44.240.2.215, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],secure.pingone.com,"3.129.185.94, 52.11.201.206, 44.240.2.215, 44.241.84.41, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],securekobadesigns-xsrvjp-antiviruspre.pingone.com,"3.129.185.94, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.130.152.31, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],server1.apps-staging.pingone.com,,,,,,NOERROR,,,,,
[x],server1.pingone.com,"3.17.229.99, 44.240.2.215, 3.129.185.94, 52.11.201.206, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],shop.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],shop.console-staging.pingone.com,"3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],signin.apps-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],sitecore.pingone.com,"44.241.84.41, 3.130.152.31, 44.240.2.215, 3.129.185.94, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],sitestaginstagilediscovidev.sa.pingone.com,"3.17.229.99, 3.130.152.31, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],spf.console-staging.pingone.com,"3.130.152.31, 3.17.229.99, 52.11.201.206, 44.241.84.41, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],sql.console-staging.pingone.com,"3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],sql.pingone.com,"3.17.229.99, 52.11.201.206, 44.240.2.215, 3.130.152.31, 44.241.84.41, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],sre-idaas.pingone.com,,,,"ns-627.awsdns-14.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,
[x],srs.idaas.pingone.com,3.132.254.224,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],srs.ort-idaas.pingone.com,3.132.150.246,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],srs.pingone.com,18.220.146.32,,srs.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],srs.test-idaas.pingone.com,3.138.205.104,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ssl.pingone.com,"3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],sso365.idaas.pingone.com,3.132.227.61,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],stage.pingone.com,"3.17.229.99, 44.241.84.41, 3.129.185.94, 44.240.2.215, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],staging-edge1.pingone.com,"44.241.84.41, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],staging.console-staging.pingone.com,,,,,,NOERROR,,,,,
[x],static.pingone.com,"52.11.201.206, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],stats.pingone.com,44.240.2.215,,redirects.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],status.pingone.com,3.129.185.94,,redirects.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],stg2-covid.giochi.m.ppmail1.pingone.com,"52.11.201.206, 44.241.84.41, 3.130.152.31, 3.129.185.94, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],store.apps-staging.pingone.com,"3.130.152.31, 44.240.2.215, 44.241.84.41, 3.17.229.99, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],store.pingone.com,"44.241.84.41, 3.17.229.99, 52.11.201.206, 3.129.185.94, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],storybook.pingone.com,"3.17.229.99, 3.130.152.31, 44.241.84.41, 44.240.2.215, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],support.api-staging.pingone.com,"3.17.229.99, 3.129.185.94, 44.241.84.41, 3.130.152.31, 52.11.201.206, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],test-admin-api.pingone.com,3.16.34.72,,adminapi.test-idaas.pingone.com,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],test-admin.pingone.com,18.217.221.238,,www.test-idaas.pingone.com,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],test-auth-api-us-east-2-crlrtjgxqqlmvoxx.test-idaas.pingone.com,,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],test-auth-api-us-east-2-xxovmlqqxgjtrlrc.test-idaas.pingone.com,,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],test-connect365.pingone.com,3.13.25.192,,sso365.test-idaas.pingone.com,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],test-desktop.pingone.com,3.132.237.34,,cdp.test-idaas.pingone.com,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com","ns-1174.awsdns-18.org, ns-455.awsdns-56.com, ns-599.awsdns-10.net",NOERROR,,,,,
[x],test-idaas.pingone.com,,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com","ns-599.awsdns-10.net, ns-455.awsdns-56.com, ns-1174.awsdns-18.org",NOERROR,,,,,
[x],test-login.pingone.com,3.138.233.197,,cididp.test-idaas.pingone.com,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],test-oauth.pingone.com,3.22.138.160,,ocs.test-idaas.pingone.com,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com","ns-1174.awsdns-18.org, ns-455.awsdns-56.com, ns-599.awsdns-10.net",NOERROR,,,,,
[x],test-pidcapi.pingone.com,"44.241.84.41, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],tls.apps-staging.pingone.com,"3.129.185.94, 44.240.2.215, 44.241.84.41, 3.17.229.99, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],togglemail.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],tpn.idaas.pingone.com,35.158.23.251,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],tpn.ort-idaas.pingone.com,44.226.45.12,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com","ns-1463.awsdns-54.org, ns-30.awsdns-03.com, ns-617.awsdns-13.net",NOERROR,,,,,
[x],tqgamemechanics.pingone.com,"52.11.201.206, 44.240.2.215, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],tx.api-staging.pingone.com,"44.240.2.215, 3.130.152.31, 52.11.201.206, 3.129.185.94, 44.241.84.41, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],uk.apps-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],uk.pingone.com,"44.240.2.215, 3.130.152.31, 52.11.201.206, 3.129.185.94, 44.241.84.41, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],upload.console-staging.pingone.com,"44.240.2.215, 52.11.201.206, 3.129.185.94, 3.17.229.99, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],uploads.pingone.com,,,d15au09ntghjgb.cloudfront.net,,"ns-1520.awsdns-62.org, ns-102.awsdns-12.com, ns-725.awsdns-26.net, ns-1794.awsdns-32.co.uk",NOERROR,True,cloudfront,,,
[x],us-east-1.api-staging.pingone.com,"3.17.229.99, 52.11.201.206, 44.241.84.41, 3.130.152.31, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],us-east-1.pingone.com,"52.11.201.206, 3.129.185.94, 44.241.84.41, 3.17.229.99, 44.240.2.215, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],vaccine.line.pingone.com,"52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],vaccine.pingone.com,"52.11.201.206, 3.130.152.31, 3.17.229.99, 44.240.2.215, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],vaccines.cloud.pingone.com,"3.130.152.31, 44.240.2.215, 3.129.185.94, 44.241.84.41, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],vault.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],vendor-api.api-staging.pingone.com,"3.17.229.99, 52.11.201.206, 3.130.152.31, 44.241.84.41, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],vendor.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],vendor.console-staging.pingone.com,"52.11.201.206, 3.129.185.94, 44.240.2.215, 3.130.152.31, 44.241.84.41, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],virus.mtsby.cdn.ncnd.pingone.com,"44.240.2.215, 52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],virus0316.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],virus0316com.pingone.com,"44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],viruspolku.pps-staging.pingone.com,"44.241.84.41, 3.130.152.31, 44.240.2.215, 3.129.185.94, 3.17.229.99, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],voice.api-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],voice.pingone.com,"3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],webdisk.pingone.com,"3.129.185.94, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],webhook.pingone.com,"3.17.229.99, 44.240.2.215, 44.241.84.41, 3.130.152.31, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],webmail.pingone.com,"3.130.152.31, 44.240.2.215, 3.129.185.94, 52.11.201.206, 3.17.229.99, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],whm.apps-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],whm.console-staging.pingone.com,"3.17.229.99, 3.130.152.31, 44.241.84.41, 44.240.2.215, 3.129.185.94, 52.11.201.206",,,,,NOERROR,,,,,
[x],whm.pingone.com,"3.129.185.94, 52.11.201.206, 44.240.2.215, 44.241.84.41, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],wiki.pingone.com,"3.129.185.94, 44.241.84.41, 3.130.152.31, 52.11.201.206, 44.240.2.215, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],wordpress.console-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],ww.pingone.com,"3.17.229.99, 3.130.152.31, 44.240.2.215, 3.129.185.94, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www-ohi.idaas.pingone.com,3.133.0.156,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www-ohi.ort-idaas.pingone.com,3.133.31.3,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www-ohi.test-idaas.pingone.com,18.217.221.238,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www-ore.idaas.pingone.com,44.224.155.21,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www-ore.ort-idaas.pingone.com,44.225.31.39,,,"ns-30.awsdns-03.com, hostmaster.pingidentity.com",,NOERROR,,,,,
