input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_expired,tls_self_signed
irisimagegenprd.travelproducts.jetblue.com,,404,74,irisimagegenprd.travelproducts.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-04T03:24:22Z,2024-05-03T03:24:22Z,"CN=henrylee-cap-codelabapikeys.sandbox.googleapis.com, O=Google LLC, L=Sunnyvale, ST=CA, C=US",henrylee-cap-codelabapikeys.sandbox.googleapis.com,Google LLC,,"CN=henrylee-cap-codelabapikeys.sandbox.googleapis.com, O=Google LLC, L=Sunnyvale, ST=CA, C=US",henrylee-cap-codelabapikeys.sandbox.googleapis.com,Google LLC,3981145a9b63c4976d438c4929490619,464992ae2768ad543bee841014f6c67dd8bc4bd142ba4e2a83eeda540e8cefb2,,ctls,irisimagegenprd.travelproducts.jetblue.com,443,https://irisimagegenprd.travelproducts.jetblue.com:443,https,,text/plain,GET,34.98.119.77,/,-1446740353,34.98.119.77,HTTP/3,2,False,google,True,,,,True
jbconnect.jetblue.com,,200,170,jbconnect.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-24T20:12:53Z,2023-11-23T20:12:53Z,"CN=jbconnect.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",jbconnect.jetblue.com,JetBlue Airways Corporation,www.jbconnect.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f2a6d0f3ecb533abfbc595a6f9d9def0,7e17da1b7bb581d38156c46eb6172f6182938298b3da7ac2f445bb991ab1fd91,,ctls,jbconnect.jetblue.com,443,https://jbconnect.jetblue.com:443,https,,text/html,GET,208.127.228.251,/,-412060278,208.127.228.251,HSTS,4,False,,,,,,
jbrest.jetblue.com,Maintenance+R9,200,325,ucampaign.usablenet.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-16T10:36:24Z,2023-06-14T10:36:23Z,CN=cert-00008-cdnedge-bluemix.akamaized.net,cert-00008-cdnedge-bluemix.akamaized.net,,ucampaign.usablenet.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ebf486f63505adbaf3a2cea9a5ebc253,f5a9521a44543323e247b1f0b194ae24489ce751182812e16805dde402bac8ab,,ctls,ucampaign.usablenet.net,443,https://jbrest.jetblue.com:443,https,,text/html,GET,151.101.2.245,/,1702527104,151.101.194.245,,1,False,fastly,True,https://ucampaign.usablenet.net/jetblue/Maintenance+R9/,,,
jbsftp.jetblue.com,Jetblue Airways,200,14506,jbsftp.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2022-06-02T11:32:52Z,2023-07-01T11:32:52Z,"CN=JBSFTP.JETBLUE.COM, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",JBSFTP.JETBLUE.COM,JetBlue Airways Corporation,JBCUAMFTP1000.JETBLUE.COM,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3900ac4fd6894fb9865239c512afa536,f4cd7d4c7299d388546b9405bedbcb5d3a5a6f7e2b3383658f418f7b744a6c0b,,ctls,jbsftp.jetblue.com,443,https://jbsftp.jetblue.com:443,https,Microsoft-IIS/8.5,text/html,GET,64.25.24.78,/,-662184115,64.25.24.78,Windows Server,220,False,,,,,,
jetblue.com,JetBlue,200,28620,www.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,www.jetblue.com,443,https://jetblue.com:443,https,,text/html,GET,146.75.122.245,/,-1840324437,146.75.122.245,Varnish,368,False,fastly,True,https://www.jetblue.com/,*.jetblue.com,,
jfkhotspot02.jetblue.com,403 Forbidden,403,553,jfkhotspot02.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,True,ctls,jfkhotspot02.jetblue.com,443,https://jfkhotspot02.jetblue.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,-861110197,1.1.1.1,Cloudflare,14,False,,,,,,
jfkhotspot03.jetblue.com,403 Forbidden,403,553,jfkhotspot03.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,True,ctls,jfkhotspot03.jetblue.com,443,https://jfkhotspot03.jetblue.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,-861110197,1.1.1.1,Cloudflare,14,False,,,,,,
jfkhotspot04.jetblue.com,403 Forbidden,403,553,jfkhotspot04.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,True,ctls,jfkhotspot04.jetblue.com,443,https://jfkhotspot04.jetblue.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,-861110197,1.1.1.1,Cloudflare,14,False,,,,,,
jfkhotspot06.jetblue.com,403 Forbidden,403,553,jfkhotspot06.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,True,ctls,jfkhotspot06.jetblue.com,443,https://jfkhotspot06.jetblue.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,-861110197,1.1.1.1,Cloudflare,14,False,,,,,,
jira-cybersecurity.it.jetblue.com,502 Server Error,502,332,jira-cybersecurity.it.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-14T16:10:18Z,2023-07-13T17:02:51Z,CN=jira-cybersecurity.it.jetblue.com,jira-cybersecurity.it.jetblue.com,,jira-cybersecurity.it.jetblue.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,0d87d1ca631b04807a8508577e2a0f1e,46ff45af83bad9f97777b9403f0002b4b37584d89c75011d924240178c032d51,,ctls,jira-cybersecurity.it.jetblue.com,443,https://jira-cybersecurity.it.jetblue.com:443,https,,text/html,GET,34.120.11.144,/,-670719049,34.120.11.144,HTTP/3,11,False,google,True,,,,
jira-devops.it.jetblue.com,403 Forbidden,403,151,jira-devops.it.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,"Cloudflare, Inc.",one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,True,ctls,jira-devops.it.jetblue.com,443,https://jira-devops.it.jetblue.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,1210513009,1.1.1.1,Cloudflare,8,False,,,,,,
jira.it.jetblue.com,Log in with Atlassian account,200,6710,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,Atlassian Pty Ltd,atlassian.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,3edf964b3c1544df6bc04b41c5d25da5,e235541fefa6308aeb87159dd7969b5fc42d9794aea6dbcd35a83d242a5ddd53,True,ctls,id.atlassian.com,443,https://jira.it.jetblue.com:443,https,AtlassianEdge,text/html,GET,34.149.174.87,/,-1199386611,34.149.174.87,HSTS,1,False,google,True,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Ajira%253A%253Asite%252F477ea159-d1eb-4310-992c-24c86a7fc60a%26continue%3Dhttps%253A%252F%252Fjetblueairways.atlassian.net%252Fjira&application=jira,https://recaptcha.net/,,
lab.reimbursements.jetblue.com,Support | BoughtMilk.com,200,57072,www.boughtmilk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T01:26:01Z,2023-06-08T01:26:00Z,CN=www.boughtmilk.com,www.boughtmilk.com,,www.boughtmilk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85bf12f3fcc69a84ab2c9ca5addbfc0d,a7dd5ef9d77e66fe09fc670ee25f95cfb9530a50342544947fcaf098b1a6461b,,ctls,www.boughtmilk.com,443,https://lab.reimbursements.jetblue.com:443,https,nginx,text/html,GET,54.161.127.124,/,556840089,54.161.127.124,WordPress,317,False,,,https://www.boughtmilk.com/support/,,,
learningportal.jetblue.com,,200,1713,performancemanager8.successfactors.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,"CN=*.successfactors.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",*.successfactors.com,SAP SE,successfactors.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,da0d4a6cf8ab9b92b388bc25b802fd3e,90cd46f1a907393aa5417214adc8b61c0a789f99d402b9202118e5dda78f8d8d,True,ctls,performancemanager8.successfactors.com,443,https://learningportal.jetblue.com:443,https,Successfactors,text/html,GET,151.101.2.245,/,948850263,151.101.194.245,Java,7,False,fastly,True,https://performancemanager8.successfactors.com/saml2/Login?company=jetblueair&RelayState=/login?company=jetblueair&_s.crb=cqlMEL16LS%252b2tkuz7MXbOA5cyWPpEQfPGdMOOYFnEiI%253d,url=https://login.microsoftonline.com/d9217073-9527-487c-9687-b6bbd93ed621/saml2?SAMLRequest=fZJfb9sgFMW%2FisU7%2FkPiYKM4VbaoWqR2i1avD32ZMFy3TBgyLl62b1%2FXSafuYX2Fc%2B459wfrq9%2BDTX5BQONdQ4o0Jwk45bVxjw351l7Tilxt1igHy45iO8Yn9xV%2BjoAxmYwOxfmmIWNwwks0KJwcAEVU4m57eyNYmotj8NErb0mym4zGyTiHPcV4RJFl1j8alw5GBY%2B%2Bj95Z4yBVfsh0zQqe8wWtS8bpsuKK1quK027VdbpegF6xIpsbkOTaBwVzwYb00iKQZL9ryPeuWk2eitGKlYwue%2BhoraWiJS9z1vW6X3A9SRFH2DuM0sWGsJwtaF7SgrUFF0UlGE9rtnwgyeGyygfjzoje27s7i1B8atsDPXy5a0ly%2F4p6EpALWDGnh7dE3x8sESG8QCSbV4in0ynFUSlA7KWKPuBM8AfEzo4gTVhnb7P%2BPunnafh%2Bd%2FDWqD%2FJ1lp%2F%2BhhARmhIDCPMWAcZ%2F1%2BnSIv5xGjaz1IxOjyCMr0BTbLNJfbfv7N5Bg%3D%3D&RelayState=%2Flogin%3Fcompany%3Djetblueair&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=MW1zGr%2FiY885SyY3orFdcdvepZsoTCADai2%2F5bKVN%2FnvP3yEOQrxKVLeUz%2FZuyxhvXd7bCnRqfVg6PvfsvdydIHxhFgJ8Veb17WBVOT4q3WuQcQpr%2FYvryqqjBWBGZ53Aht4bgTKFN4kLKPL24czoRMfoFN%2Bf8BwVJNDuWE%2Bpfo%3D,,
logs.reimbursements.jetblue.com,Support | BoughtMilk.com,200,57063,www.boughtmilk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T01:26:01Z,2023-06-08T01:26:00Z,CN=www.boughtmilk.com,www.boughtmilk.com,,www.boughtmilk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85bf12f3fcc69a84ab2c9ca5addbfc0d,a7dd5ef9d77e66fe09fc670ee25f95cfb9530a50342544947fcaf098b1a6461b,,ctls,www.boughtmilk.com,443,https://logs.reimbursements.jetblue.com:443,https,nginx,text/html,GET,54.161.127.124,/,170891652,54.161.127.124,WordPress,317,False,,,https://www.boughtmilk.com/support/,,,
lync.jetblue.com,,200,,lync.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lync.jetblue.com,443,https://lync.jetblue.com:443,https,Microsoft-IIS/8.5,,GET,52.112.192.142,/,-1807411396,2603:1027::e,Windows Server,1,False,,,,,,
mail.it.jetblue.com,Sign In,200,21940,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,80,http://mail.it.jetblue.com:80,http,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,142.250.185.211,/,1666086328,2a00:1450:4001:808::2013,Microsoft HTTPAPI:2.0,505,False,,,https://fs.jetblue.com/adfs/ls/?client-request-id=a3906f40-3513-47cd-92a7-65928d0d369d&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAlZE_aBNRHMfv2qStsdGii-DiYE-hJpe7mFzv4NCUeqYYW2Ja-2d77927yzvv3Tveu2saVxcXoXRwCLjoIDg4FATrJI4FJaCTm1spCOJUnIxRsKPCD378vnx-X77wzUlWzmfMD3ERMcrP5Kaus-1nZyvvb-48xzuP8tUnPflkgBMYpkPihTzTTpJYWKra6XSKf19VoJKkeIxUARLv5MsujjByA5_GLvBcTCkkzKP3YsS8wI0gID7wUAiDviwfyPLnkWwL0FD_MVJJeWQxIIiwIkCxsBJktWq3G5ZW1IYKcQse4xQkVhqJGCPiEez2Rnflf83XwnyTINxgPomuid-HTQEJlRgIQTaxnfAUK4hFCYlSbA99p8u1ad0ZzC_wmP0fZbAUIWxNCRMahzZGDG75VIlSYlcUONQogyTECqZ8gDFBXFvbHb3omrpmlIxywazoRuHqrIEKZnXWKMAqhK5Zxm5V1_qZycPMZEm2JiYyU9K5zAXpKCM_zQ46yz7e-x680p0Hlz6-zmjnpf2s2q51Q2d1MY4ZVG81l0EDNPlKzeO8ttq5s-Wszc-BdF5vrJvtBbtqadtj-f0x6duY_HBc6o1Lb078T81v89LRqf7By70PXz59rR-evpJyUCoh537XWTNRvOA1lpNuk8z4PA34xrpR35hbuguXUnWxfsP-CQ2,,,
managetrips.jetblue.com,,200,6,managetrips.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,managetrips.jetblue.com,443,https://managetrips.jetblue.com:443,https,Apache,text/html,GET,151.101.2.245,/,962440636,151.101.194.245,Varnish,2,False,fastly,True,,,,
mbp.jetblue.com,,200,172,mbp.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,mbp.jetblue.com,443,https://mbp.jetblue.com:443,https,Apache/2.4.53 () OpenSSL/1.0.2k-fips,text/html,GET,151.101.2.245,/,1101032101,151.101.194.245,Varnish,10,False,fastly,True,,,,
mediaroom.jetblue.com,,403,16,mediaroom.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-29T00:00:00Z,2023-12-28T23:59:59Z,"CN=mediaroom.jetblue.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mediaroom.jetblue.com,"Cloudflare, Inc.",mediaroom.jetblue.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",05c8986f02aa483679c5616817c6e363,72ae87cd7460bbb2cabf924a1e220c4350bf1da450eb16adc7a5c202cc75df15,,ctls,mediaroom.jetblue.com,443,https://mediaroom.jetblue.com:443,https,cloudflare,text/plain,GET,162.159.129.11,/,1659100526,2606:4700:7::a29f:820b,Cloudflare Bot Management,1,False,cloudflare,True,,,,
messaging-forms-demo.jetblue.com,This form has expired,404,2033,messaging-forms-demo.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=messaging-forms-demo.jetblue.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",messaging-forms-demo.jetblue.com,"Cloudflare, Inc.",messaging-forms-demo.jetblue.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6d06eb9b894294b67c59f95927fae3de,6c3e0b24eda0f8060a8e66a32d61ad5bbe9ff26043005b1cdf4b951b98afd1f3,,ctls,messaging-forms-demo.jetblue.com,443,https://messaging-forms-demo.jetblue.com:443,https,cloudflare,text/html,GET,104.17.178.82,/,1945514195,104.17.179.82,Cloudflare,36,False,cloudflare,True,,,,
messaging-forms-preprod.jetblue.com,This form has expired,404,2033,messaging-forms-preprod.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-21T00:00:00Z,2023-08-21T23:59:59Z,"CN=messaging-forms-preprod.jetblue.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",messaging-forms-preprod.jetblue.com,"Cloudflare, Inc.",messaging-forms-preprod.jetblue.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f39d2b8bb510e6070513e8524c70e133,ec38b8ee6163706a57652dadffcb5e8b274a54f6dc4225d57da5cc0ba773ed79,,ctls,messaging-forms-preprod.jetblue.com,443,https://messaging-forms-preprod.jetblue.com:443,https,cloudflare,text/html,GET,104.17.178.82,/,1945514195,104.17.179.82,Cloudflare,36,False,cloudflare,True,,,,
messaging-forms.jetblue.com,This form has expired,404,2033,messaging-forms.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-08T00:00:00Z,2023-08-08T23:59:59Z,"CN=messaging-forms.jetblue.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",messaging-forms.jetblue.com,"Cloudflare, Inc.",messaging-forms.jetblue.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",631a00a23e6ae8a369c27ab950467951,57dac11d674ad7b28a68333cec892c11278b69e4033bf290120a101e7f5c2ad6,,ctls,messaging-forms.jetblue.com,443,https://messaging-forms.jetblue.com:443,https,cloudflare,text/html,GET,104.17.178.82,/,1945514195,104.17.179.82,Cloudflare,36,False,cloudflare,True,,,,
metrics.jetblue.com,,200,,metrics.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,Adobe Systems Incorporated,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,True,ctls,metrics.jetblue.com,443,https://metrics.jetblue.com:443,https,jag,,GET,63.140.62.164,/,1936786007,63.140.62.160,,1,False,,,,,,
mi.jetblue.com,Movable Ink Domain,200,79,mi.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-18T23:01:06Z,2023-07-17T23:01:05Z,CN=mi.jetblue.com,mi.jetblue.com,,mi.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ecbe14e4c60bd367f61e139cafb61721,07380f9836af9a5d6f2ada1fd61b02a6bb2c47662ee1113af68e2ba3f10b4ad6,,ctls,mi.jetblue.com,443,https://mi.jetblue.com:443,https,,,GET,44.231.75.238,/,-1542678720,44.231.75.238,,1,False,,,,,,
mobile.jetblue.com,JetBlue,200,28620,www.jetblue.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,www.jetblue.com,443,https://mobile.jetblue.com:443,https,,text/html,GET,151.101.2.245,/,-163829387,151.101.194.245,Varnish,368,False,fastly,True,https://www.jetblue.com,*.jetblue.com,,
mobile.reimbursements.jetblue.com,Support | BoughtMilk.com,200,57070,www.boughtmilk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T01:26:01Z,2023-06-08T01:26:00Z,CN=www.boughtmilk.com,www.boughtmilk.com,,www.boughtmilk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85bf12f3fcc69a84ab2c9ca5addbfc0d,a7dd5ef9d77e66fe09fc670ee25f95cfb9530a50342544947fcaf098b1a6461b,,ctls,www.boughtmilk.com,443,https://mobile.reimbursements.jetblue.com:443,https,nginx,text/html,GET,54.161.127.124,/,-1972114425,54.161.127.124,WordPress,317,False,,,https://www.boughtmilk.com/support/,,,
mobilecheckin.jetblue.com,JetBlue | Check in,200,15873,mobilecheckin.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,mobilecheckin.jetblue.com,443,https://mobilecheckin.jetblue.com:443,https,,text/html,GET,151.101.2.245,/,-1840324437,151.101.194.245,Varnish,48,False,fastly,True,,,,
mssql.reimbursements.jetblue.com,Support | BoughtMilk.com,200,57070,www.boughtmilk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T01:26:01Z,2023-06-08T01:26:00Z,CN=www.boughtmilk.com,www.boughtmilk.com,,www.boughtmilk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85bf12f3fcc69a84ab2c9ca5addbfc0d,a7dd5ef9d77e66fe09fc670ee25f95cfb9530a50342544947fcaf098b1a6461b,,ctls,www.boughtmilk.com,443,https://mssql.reimbursements.jetblue.com:443,https,nginx,text/html,GET,54.161.127.124,/,-1972114425,54.161.127.124,WordPress,317,False,,,https://www.boughtmilk.com/support/,,,
