new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cname,aaaa,cdn,cdn-name,mx,txt
[x],api-stg-ausw2b-e.sandbox.directly.com,"3.232.232.251, 3.224.175.215, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api-wwwm-acc-db2-corp.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apiacc.sandbox.directly.com,"3.214.232.166, 3.232.232.251, 3.224.175.215, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apicontroller.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apidefault.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apidelmarcollege.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apierpalt.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.224.175.215, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apiprod-eventsgit.sandbox.directly.com,"3.224.175.215, 35.168.33.143, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apisystemvipreposignup.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apmapi-ho-3p.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apollohwlanphp.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],app5.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],app56.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],app72.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],applecheese.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],approved.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],apvi.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],aq.sandbox.directly.com,"3.224.175.215, 3.214.232.166, 3.232.232.251, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],arability.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.224.175.215, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],arhangelsk.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],arontoren.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],as-apg-rvpn-h3.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],asavpn02.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],assets-customers-ipv4support-corp.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 3.224.175.215, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],assets-signup.sandbox.directly.com,"35.168.33.143, 3.224.175.215, 3.214.232.166, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],assetselasticbeanstalk-appintranetpostgresmx.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],assetselasticbeanstalkbackup-cloudstart-clients.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],assetslogin.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],assetss3logs-site.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],assetsstorageaccept-archivecorp.sandbox.directly.com,"35.168.33.143, 3.224.175.215, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],atl-prd-arssan-02b.sandbox.directly.com,"3.232.232.251, 3.224.175.215, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],atl-prd-fmcon-01a.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.224.175.215, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],atl-prd-ngw9a-eth3-01.sandbox.directly.com,"3.214.232.166, 3.232.232.251, 3.224.175.215, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],atl-prd-rpsvcs-01b.sandbox.directly.com,"3.214.232.166, 3.224.175.215, 3.232.232.251, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],atl-prd-twrdb-01a.sandbox.directly.com,"3.232.232.251, 3.224.175.215, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],atl-stg-zk-01c.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],atla-voipsw1.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.224.175.215, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],aud28-east-proxy-stream.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],aus-vpn4-ext.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ausps3sfwteradata-x17.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],auth-assets-cache-portal.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],authhostsso-miembros.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],autobidder.sandbox.directly.com,"3.214.232.166, 3.224.175.215, 35.168.33.143, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],aws-deployrepository-postgresmx.sandbox.directly.com,"3.232.232.251, 3.224.175.215, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],awsgitvpn.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],awspdx.sandbox.directly.com,"3.224.175.215, 35.168.33.143, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],axe-7-1-2.sandbox.directly.com,"3.214.232.166, 3.224.175.215, 35.168.33.143, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],b2bmy.sandbox.directly.com,"3.224.175.215, 3.214.232.166, 35.168.33.143, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],b2bsystem.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backend.preprod.directly.com,"52.0.146.249, 52.23.148.234, 174.129.242.99, 34.226.72.16","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backup-d6a.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backup-video-new-relay.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backup.preprod.directly.com,"174.129.242.99, 52.0.146.249, 34.226.72.16, 52.23.148.234","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backupcomfrcccinternal.sandbox.directly.com,"35.168.33.143, 3.224.175.215, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],backupconfluence.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backupdbmsvps-postgres.sandbox.directly.com,"3.214.232.166, 3.224.175.215, 35.168.33.143, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],backupp27-calendarws.sandbox.directly.com,"35.168.33.143, 3.224.175.215, 3.214.232.166, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backuppreferences.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backups-domain.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backupsfr.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],backupwebeu.sandbox.directly.com,"3.232.232.251, 3.224.175.215, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bangladeshbankinfo.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bas2-7-grd.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],basketball.sandbox.directly.com,"3.224.175.215, 3.214.232.166, 3.232.232.251, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],bb-chats-integration.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bcg28f.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bcg3bx.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bcg3c9.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bcg3cz.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 3.224.175.215, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bcg3d0.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],benefits.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],benning-147-169-241-36.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],benning-147-169-43-23.sandbox.directly.com,"3.214.232.166, 3.224.175.215, 3.232.232.251, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],beta-acc-backupsauth-antiviruspre.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],beta-miguard.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],beta-support-devopsorigin.sandbox.directly.com,"3.224.175.215, 35.168.33.143, 3.214.232.166, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],beta-vip-status-wwwm-acc-db2-corp.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],betaalphaaltappaws.sandbox.directly.com,"3.214.232.166, 3.232.232.251, 3.224.175.215, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],betadss-p1mbw15.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],betaloginaccept-domain.sandbox.directly.com,"3.224.175.215, 35.168.33.143, 3.214.232.166, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],betawebserviceslabshelporigin.sandbox.directly.com,"35.168.33.143, 3.224.175.215, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid460t.sandbox.directly.com,"35.168.33.143, 3.224.175.215, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid465s.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.224.175.215, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],bid466y.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46c4.sandbox.directly.com,"3.224.175.215, 3.214.232.166, 3.232.232.251, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],bid46h6.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46j6.sandbox.directly.com,"3.224.175.215, 3.214.232.166, 35.168.33.143, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46nf.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46nk.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46ok.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46ox.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46pn.sandbox.directly.com,"3.214.232.166, 3.232.232.251, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46r4.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46r6.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid46ze.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid47aa.sandbox.directly.com,"3.214.232.166, 3.232.232.251, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid47c2.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid47er.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],bid47of.sandbox.directly.com,"3.224.175.215, 35.168.33.143, 3.214.232.166, 3.232.232.251","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid47s2.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bid47uq.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bifrost-baked-cookies.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blogb2bmy-oceania.sandbox.directly.com,"3.224.175.215, 3.214.232.166, 3.232.232.251, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blogs.preprod.directly.com,"52.0.146.249, 174.129.242.99, 34.226.72.16, 52.23.148.234","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],bonnyread.sandbox.directly.com,"3.224.175.215, 35.168.33.143, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],brawns.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.214.232.166, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],breakout.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 3.224.175.215, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bt.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 35.168.33.143, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bti-anomaly-prod.sandbox.directly.com,"3.224.175.215, 3.232.232.251, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bucket-a23-201-132-33.sandbox.directly.com,"35.168.33.143, 3.232.232.251, 3.224.175.215, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bucket-access-status.sandbox.directly.com,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bucket-conference-board.sandbox.directly.com,"3.214.232.166, 3.232.232.251, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bucketbeta-adminwebconfaccept-domain.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],bucketcache.sandbox.directly.com,"3.232.232.251, 3.224.175.215, 3.214.232.166, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bucketcms-accessftp-apiproduction.sandbox.directly.com,"35.168.33.143, 3.214.232.166, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",,,,,,,,
[x],bucketprod-clipapp-dt-08q.sandbox.directly.com,"35.168.33.143, 3.224.175.215, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],buckettempcontainer-corporate.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],build.preprod.directly.com,"52.23.148.234, 174.129.242.99, 34.226.72.16, 52.0.146.249","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],builds.preprod.directly.com,"34.226.72.16, 52.0.146.249, 52.23.148.234, 174.129.242.99","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bvhawmvgcp.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 35.168.33.143, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],c1-pqa.sandbox.directly.com,"3.232.232.251, 35.168.33.143, 3.224.175.215, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],c2-stg.sandbox.directly.com,"3.214.232.166, 35.168.33.143, 3.232.232.251, 3.224.175.215","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cache-db1.sandbox.directly.com,"3.232.232.251, 3.214.232.166, 3.224.175.215, 35.168.33.143","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cache-devdemo-nexus-docker-nexus.sandbox.directly.com,"3.224.175.215, 35.168.33.143, 3.232.232.251, 3.214.232.166","ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
