input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,location,tls_expired
apt.fisglobal.com,404 Not Found,404,198,,apt.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T00:00:00Z,2024-05-24T23:59:59Z,"CN=apt-info.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",apt-info.fisglobal.com,Fidelity National Information Services,apt-info.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,28c512f5ab65a7fd8028595ed5815511,bf7d823cd48bf7984a5583d5ef59aea655e0462e4a4dbc01a228139855949898,,ctls,apt.fisglobal.com,443,https://apt.fisglobal.com:443,https,Apache,text/html,GET,213.212.118.100,/,-366337701,,213.212.118.100,Apache,8,False,True,,,,
apt2-enterprise.fisglobal.com,FIS Investment Risk Hub,200,24720,https://fonts.gstatic.com/,apt2-enterprise.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,apt2-enterprise.fisglobal.com,443,https://apt2-enterprise.fisglobal.com:443,https,,text/html,GET,104.102.53.67,/,552597979,,104.102.53.67,Sails.js,206,False,,,,,
apuat-arvest.fisglobal.com,,200,6455,,apuat-arvest.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,apuat-arvest.fisglobal.com,443,https://apuat-arvest.fisglobal.com:443,https,Apache,text/html,GET,84.53.164.191,/,-1535231158,https://apuat-arvest.fisglobal.com/Atlas/Index.html#/login,2a02:26f0:3500:88e::3b69,Material Design Lite,138,False,,,,,
apuat-bankiowa.fisglobal.com,Object moved,302,136,,apuat-bankiowa.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,apuat-bankiowa.fisglobal.com,443,https://apuat-bankiowa.fisglobal.com:443,https,Apache,text/html,GET,84.53.164.191,/,-1535231158,https://apuat-bankiowa.fisglobal.com/GeneralError.aspx?,2a02:26f0:3500:88d::3b69,HSTS,4,False,,,,/GeneralError.aspx?,
apuat-firsttn.fisglobal.com,400 Bad Request,400,171,,apuat-firsttn.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,apuat-firsttn.fisglobal.com,443,https://apuat-firsttn.fisglobal.com:443,https,Apache,text/html,GET,156.55.139.105,/,386594154,,156.55.139.105,HSTS,1,False,,,,,
apuat-summit.fisglobal.com,Applicant Portal,200,2507,,apuat-summit.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,apuat-summit.fisglobal.com,443,https://apuat-summit.fisglobal.com:443,https,Apache,text/html,GET,104.102.53.67,/,-1535231158,https://apuat-summit.fisglobal.com/everest/auth/login,2a02:26f0:480:59f::3b69,HSTS,21,False,,,,,
ask.fisglobal.com,Log In - FIS Community,200,8304,,ask.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-11-16T23:59:59Z,"CN=ask.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",ask.fisglobal.com,"Fidelity National Information Services, Inc.",www.ask.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5c5cc77bf70528f23966d7d0970f7358,1cdf2b2a0e5070eb4cd4ea5fdcdcece1169ebfa23913a20bbbd01b83570d125c,,ctls,ask.fisglobal.com,443,https://ask.fisglobal.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.168.228.49,/,-321227122,https://ask.fisglobal.com/users/login?returnurl=https%3a%2f%2fask.fisglobal.com%2f,20.168.228.49,Windows Server,138,False,,,,,
astecanalytics-uat.fisglobal.com,Home Page,200,6368,,astecanalytics-uat.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=lendingpit-uat.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",lendingpit-uat.fisglobal.com,Fidelity National Information Services,shortside-uat.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d745d92c6f5b141042905bdbfddec2f9,5814af846dc99f237974ec262b75b0c122c8da69880e01bb1170c2a42b60d053,,ctls,astecanalytics-uat.fisglobal.com,443,https://astecanalytics-uat.fisglobal.com:443,https,,text/html,GET,104.126.37.162,/,-1298643969,,2a02:26f0:1700:11::b856:6799,Microsoft ASP.NET,106,False,,,,,
athene-margin-advisor.fisglobal.com,HTTP Status 404 – Not Found,404,682,,athene-margin-advisor.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,athene-margin-advisor.fisglobal.com,443,https://athene-margin-advisor.fisglobal.com:443,https,,text/html,GET,104.102.53.67,/,1527071088,,2a02:26f0:480:59f::3b69,HSTS,1,False,,,,,
aumam-fundstransferagencytest.fisglobal.com,HTTP Status 404 – Not Found,404,431,,aumam-fundstransferagencytest.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=aumam-fundstransferagencytest.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",aumam-fundstransferagencytest.fisglobal.com,Fidelity National Information Services,umb-portal-fundstransferagencytest.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b48e96f219c366561956b5af3f84230c,4432547bc370b98e7602067e7eab24e91b089c0c48a4647c6ad01bca1839d5fe,,ctls,aumam-fundstransferagencytest.fisglobal.com,443,https://aumam-fundstransferagencytest.fisglobal.com:443,https,,text/html,GET,95.101.111.165,/,-230353730,,95.101.111.182,HSTS,1,False,,,,,
autodiscover.fisglobal.com,Sign In,200,32768,,fs.fisglobal.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-09-28T00:00:00Z,2023-10-28T23:59:59Z,"CN=fs.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",fs.fisglobal.com,"Fidelity National Information Services, Inc.",enterpriseregistration.fnfis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,627320c76ffe685246770c93d45085bc,f06e9f3b206f2916fa156e32f3c28c509cf61ffbe72b79b5fd2b717166ac22b5,,ctls,fs.fisglobal.com,80,http://autodiscover.fisglobal.com:80,http,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,40.99.150.88,/,-1249852061,https://fs.fisglobal.com/adfs/ls/?client-request-id=9e511c2e-9d94-4aa9-a39f-aef5d1171bfd&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAjZE_TBNhAMX79copKGKICYNMFyfw2vuuvT9fE4b-k1LaaykWSo1pvrvetQd3_dr7Q2kJu5MymJiQqIlOMjg4GSZnJkx0wUU3QmJiiEYWE2lcHPkNLy95w0vem6FgGMbvcP_g2aGynGFAVtOH7j-cybGb4emlF0-fv8m9fvn218ep23_2wLhhuk2LqNgKa8TeB0zL8zpuPBIhvmcRshEmhmFqelQUhnmE9HDkPQBHAJwAsB-UxKgMkcDJiEOCiCQZ8WER61hWEWIRggIbQ4LMyqJksEIMciIPIc8Z6nFwopjwvRY_FOKYA_0sOGoQx653iOvtUbsgrXnJNCk0M5lkGReRyTWri5WkZd9z8SCd6CqptVrGUSG7qvbrLCQdtNrT19U1b9FPqc08Z3l-v5yQsk6llluqpdVCrBBdaDe3Wv0CLq0pmWQx56-rPnK6abkmmEqOx7rcrqFlIpTZbtWLOoIiO1LHF2B-s1HqJfepS438jqIvZrJJ-5CiSUdvm42jEPgaAqehIDdyHgKvRi5emAo8G9w6YOefaI-NczwdOByJbFgJf8FprPSXl-RG1m0VS8371Z7clxCfnzfKK05Ez-S9mFlZyMyJcbhLg12aPqBHr1I3AwyVKsETGvygwaMrgYPRS1x4dA0cX4-N0ZqFTdudnNlmzEbdIxt6m4lvM1u2W9e0odvElq-7TPwBc1HBPNzZ2fkwHji_8fPL2e_P3z59z55O3K3Z-dksrOibWBnMtsTW-lbRVIiSsrJVaVDK4X7XksTljuskubm_0,2603:1026:c0d:c1f::8,Microsoft HTTPAPI:2.0,779,False,,,,,
autodiscover.pds.fisglobal.com,Sign in to Outlook,200,197877,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,80,http://autodiscover.pds.fisglobal.com:80,http,,text/html,GET,40.99.150.104,/,-1249852061,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=1eb2ad25-2da5-236f-2651-8f1fae758763&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=pds.fisglobal.com&nonce=638195089105805535.b87cf259-7bfa-4881-a626-c1eab9704e0e&state=DctNDsIgEEBh0Lu4gw5tB4ZF41mGP9OEBlO0Xl8W39s9KYS4D7dBwohwdiHjEcgbQALEBXUgF8uMXrlQWK1ERrGdrYomc_AO1gxZjldN7cfT88xcj-2dui57f9UWuOrYjseVNv5-Wtp7bFc-_w,2603:1026:c0d:c2b::8,HSTS,174,False,,,,,
bbtezuat.fisglobal.com,,200,10559,,bbtezuat.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-23T00:00:00Z,2024-04-21T23:59:59Z,"CN=bbtezuat.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",bbtezuat.fisglobal.com,"Fidelity National Information Services, Inc.",bbtezuat.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,53ae07d87381edf0a1d181dbcc57e052,34110b80b30c208dba3ccd5f9753a24323a25a0f86ff3dc1611b064c55b7ec34,,ctls,bbtezuat.fisglobal.com,443,https://bbtezuat.fisglobal.com:443,https,Microsoft-IIS/8.0,text/html,GET,104.126.37.177,/,-635269068,,2a02:26f0:1700:11::b856:678d,Windows Server,284,False,,,,,
bdcbpyrp05.fisglobal.com,400 Bad Request,400,171,,bdcbpyrp05.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-12-12T00:00:00Z,2022-12-12T23:59:59Z,"CN=*.efunds.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.efunds.com,"Fidelity National Information Services, Inc.",efunds.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a01d8fa2b726c9e96c7e8431ed12c38f,5701cd685496342bb3f665cb3b2d41f085768a0755a97e67e4363610b2c01ea1,True,ctls,bdcbpyrp05.fisglobal.com,443,https://bdcbpyrp05.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.160,/,386594154,,156.55.137.160,HSTS,1,False,True,,,,True
bdcbpyrp06.fisglobal.com,400 Bad Request,400,171,,bdcbpyrp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,bdcbpyrp06.fisglobal.com,443,https://bdcbpyrp06.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.161,/,386594154,,156.55.137.161,HSTS,1,False,,,,,
bdccrprp01.fisglobal.com,400 Bad Request,400,171,,bdccrprp01.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-08T00:00:00Z,2023-08-07T23:59:59Z,"CN=*.fnfis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnfis.com,"Fidelity National Information Services, Inc.",fnfis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0f4d66b7345b71e14548c7ef1aa4b324,2326f6252622ba0b517890eccf6425c656404baf99b90a224bd16c2eba006576,True,ctls,bdccrprp01.fisglobal.com,443,https://bdccrprp01.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.67,/,386594154,,156.55.137.67,Apache,1,False,True,,,,
bdccrprp02.fisglobal.com,400 Bad Request,400,171,,bdccrprp02.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=*.fnis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnis.com,"Fidelity National Information Services, Inc.",fnis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e4c24d192f88dfb2e48f00ed1bd3475,6c68c0bb032c3352f89a739f51a2db663ea6f3f7be69151033a91649cf721c16,True,ctls,bdccrprp02.fisglobal.com,443,https://bdccrprp02.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.68,/,386594154,,156.55.137.68,Apache,1,False,True,,,,
bdccrprp06.fisglobal.com,400 Bad Request,400,171,,bdccrprp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-11T00:00:00Z,2023-01-11T23:59:59Z,"CN=fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",fisglobal.com,"Fidelity National Information Services, Inc.",www.wherepaymentsmeetlife.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0afd977b7700a304098f0d00c34b72e4,03baddcb0ad655f6dec76603c9e1e87ffd8464d3a98879a78f5c9f8300022399,,ctls,bdccrprp06.fisglobal.com,443,https://bdccrprp06.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.71,/,386594154,,156.55.137.71,Apache,1,False,True,,,,True
bdccrtrp02.fisglobal.com,400 Bad Request,400,171,,bdccrtrp02.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=*.fnis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnis.com,"Fidelity National Information Services, Inc.",fnis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e4c24d192f88dfb2e48f00ed1bd3475,6c68c0bb032c3352f89a739f51a2db663ea6f3f7be69151033a91649cf721c16,True,ctls,bdccrtrp02.fisglobal.com,443,https://bdccrtrp02.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.53,/,386594154,,156.55.137.53,HSTS,1,False,True,,,,
bdccrtrp05.fisglobal.com,400 Bad Request,400,171,,bdccrtrp05.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=www.ezcardinfo.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.ezcardinfo.com,"Fidelity National Information Services, Inc.",ezcardinfo.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b5331016245e0ea9fcd6a3848734761d,a3eead22bcd8f7d54ac8e2abea63ecac75af741045fe7845b18c38999311633d,,ctls,bdccrtrp05.fisglobal.com,443,https://bdccrtrp05.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.178,/,386594154,,156.55.137.178,Apache,1,False,True,,,,
bdccrtrp06.fisglobal.com,400 Bad Request,400,171,,bdccrtrp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=mycardstatement.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",mycardstatement.com,"Fidelity National Information Services, Inc.",www.mycardstatement.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ec02903a2f440e8fb6042bebff886202,88483e75188f1672bd463b6b54635ace4b126cd32854417985c27b308e5cd750,,ctls,bdccrtrp06.fisglobal.com,443,https://bdccrtrp06.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.179,/,386594154,,156.55.137.179,Apache,1,False,True,,,,
bdccrtrp07.fisglobal.com,400 Bad Request,400,171,,bdccrtrp07.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-02-26T18:31:57Z,2022-05-25T19:01:56Z,"CN=totalfunds.haslerinc.com, O=Neopost USA Inc., L=Milford, ST=Connecticut, C=US",totalfunds.haslerinc.com,Neopost USA Inc.,totalfunds.haslerinc.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",58134b82c99dc7dcd03fb02d5dba5033,c3fa355b890990dfcb5ee4f0bc70c055c05eae030121a36a908c3e52dc3fbc8f,,ctls,bdccrtrp07.fisglobal.com,443,https://bdccrtrp07.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.180,/,386594154,,156.55.137.180,Apache,1,False,True,,,,True
bdccrtrp12.fisglobal.com,400 Bad Request,400,171,,bdccrtrp12.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-16T00:00:00Z,2023-09-15T23:59:59Z,"CN=www.ezbusinesscardmanagement.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.ezbusinesscardmanagement.com,"Fidelity National Information Services, Inc.",ezbusinesscardmanagement.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a3d59385b84158c8195d6b6e2ce56acc,f51b70988ae6b276952da7132f11d60f3d2d747bb294fc459cd95ecb8b7a18d2,,ctls,bdccrtrp12.fisglobal.com,443,https://bdccrtrp12.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.185,/,386594154,,156.55.137.185,Apache,1,False,True,,,,
bdccrtrp13.fisglobal.com,400 Bad Request,400,171,,bdccrtrp13.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-05-20T00:00:00Z,2022-05-20T23:59:59Z,"CN=globalbusiness.prelimsite1.com, OU=FIS, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",globalbusiness.prelimsite1.com,"Fidelity National Information Services, Inc.",www.globalbusiness.prelimsite1.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fe252256433586b20683a047964c0076,1e6f2a958d048c145541236290a26a088429f759aaf4ad8f45d3101ff7903853,,ctls,bdccrtrp13.fisglobal.com,443,https://bdccrtrp13.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.186,/,386594154,,156.55.137.186,Apache,1,False,True,,,,True
