new,host,soa,status_code,a,aaaa,cdn,cdn-name,cname,mx,ns,txt,caa,has_internal_ips,internal_ips
[x],barauguste.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],bart.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.47,,,,,,,,,,
[x],be-ketnet-test.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],be-klara-test.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],be-sporza-test.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],be-test-mnm.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],bearsden-selahsue-2.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],bearsden-selahsue-4.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],bearsden-selahsue.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],beatsoflove.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,"2600:9000:223e:2600:c:41fb:a80:93a1, 2600:9000:223e:ca00:c:41fb:a80:93a1, 2600:9000:223e:7a00:c:41fb:a80:93a1, 2600:9000:223e:ce00:c:41fb:a80:93a1, 2600:9000:223e:c200:c:41fb:a80:93a1, 2600:9000:223e:200:c:41fb:a80:93a1, 2600:9000:223e:f000:c:41fb:a80:93a1, 2600:9000:223e:6800:c:41fb:a80:93a1",True,cloudfront,,,,,,,
[x],bedrijfsbezoek.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,86.39.66.50,,,,,,,,,,
[x],bekenvoorhetbekendwordt.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,85.17.143.119,,,,,,,,,,
[x],bel10.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,104.154.101.44,,True,google,,,,,,,
[x],bemoji.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.60, 18.66.122.62, 18.66.122.104, 18.66.122.5","2600:9000:2250:e000:3:e0e2:4b40:93a1, 2600:9000:2250:d800:3:e0e2:4b40:93a1, 2600:9000:2250:6000:3:e0e2:4b40:93a1, 2600:9000:2250:4c00:3:e0e2:4b40:93a1, 2600:9000:2250:c600:3:e0e2:4b40:93a1, 2600:9000:2250:e400:3:e0e2:4b40:93a1, 2600:9000:2250:fa00:3:e0e2:4b40:93a1, 2600:9000:2250:6800:3:e0e2:4b40:93a1",True,cloudfront,,,,,,,
[x],beo.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,185.34.136.208,,,,,,,,,,
[x],bestelportaal.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.39,,,,,,,,,,
[x],beta-dev.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],beta.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.154.63.47, 18.154.63.34, 18.154.63.49, 18.154.63.120","2600:9000:243d:200:1e:6aa8:b6c0:93a1, 2600:9000:243d:ac00:1e:6aa8:b6c0:93a1, 2600:9000:243d:fe00:1e:6aa8:b6c0:93a1, 2600:9000:243d:d000:1e:6aa8:b6c0:93a1, 2600:9000:243d:1200:1e:6aa8:b6c0:93a1, 2600:9000:243d:6600:1e:6aa8:b6c0:93a1, 2600:9000:243d:4200:1e:6aa8:b6c0:93a1, 2600:9000:243d:fa00:1e:6aa8:b6c0:93a1",True,cloudfront,,,,,,,
[x],beta.dev.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"99.86.159.28, 99.86.159.39, 99.86.159.89, 99.86.159.122","2600:9000:2240:2200:1c:3640:5680:93a1, 2600:9000:2240:2800:1c:3640:5680:93a1, 2600:9000:2240:9600:1c:3640:5680:93a1, 2600:9000:2240:a600:1c:3640:5680:93a1, 2600:9000:2240:c200:1c:3640:5680:93a1, 2600:9000:2240:e800:1c:3640:5680:93a1, 2600:9000:236e:3a00:1c:3640:5680:93a1, 2600:9000:236e:cc00:1c:3640:5680:93a1",True,cloudfront,,,,,,,
[x],beta.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],beta.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"13.32.121.126, 13.32.121.48, 13.32.121.58, 13.32.121.78","2600:9000:236e:f200:10:67ee:cf40:93a1, 2600:9000:2240:ce00:10:67ee:cf40:93a1, 2600:9000:2240:e800:10:67ee:cf40:93a1, 2600:9000:236e:fe00:10:67ee:cf40:93a1, 2600:9000:236e:aa00:10:67ee:cf40:93a1, 2600:9000:236e:bc00:10:67ee:cf40:93a1, 2600:9000:236e:5a00:10:67ee:cf40:93a1, 2600:9000:2240:5400:10:67ee:cf40:93a1",True,cloudfront,,,,,,,
[x],beta.stag.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.138.7.17, 108.138.7.39, 108.138.7.9, 108.138.7.25","2600:9000:2490:9600:1b:61b3:9c40:93a1, 2600:9000:2490:6800:1b:61b3:9c40:93a1, 2600:9000:2490:d800:1b:61b3:9c40:93a1, 2600:9000:2490:a600:1b:61b3:9c40:93a1, 2600:9000:2490:c200:1b:61b3:9c40:93a1, 2600:9000:2490:3600:1b:61b3:9c40:93a1, 2600:9000:2490:2200:1b:61b3:9c40:93a1, 2600:9000:2490:7000:1b:61b3:9c40:93a1",True,cloudfront,,,,,,,
[x],beta.stag.vrt.be,"ns-1895.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.138.64.38, 108.138.64.56, 108.138.64.91, 108.138.64.110, 205.251.193.103, 205.251.195.222, 205.251.196.75, 205.251.199.103","2600:9000:2508:7a00:1f:ceb1:2980:93a1, 2600:9000:2508:9e00:1f:ceb1:2980:93a1, 2600:9000:2508:0:1f:ceb1:2980:93a1, 2600:9000:2508:d000:1f:ceb1:2980:93a1, 2600:9000:2508:3200:1f:ceb1:2980:93a1, 2600:9000:2508:4000:1f:ceb1:2980:93a1, 2600:9000:2508:800:1f:ceb1:2980:93a1, 2600:9000:2508:9800:1f:ceb1:2980:93a1",True,cloudfront,d1x0rg8mw48yhy.cloudfront.net,,"ns-1895.awsdns-44.co.uk, ns-990.awsdns-59.net, ns-359.awsdns-44.com, ns-1099.awsdns-09.org",,,,
[x],beta.vrt.be,"ns-1317.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,"143.204.89.118, 143.204.89.33, 143.204.89.34, 143.204.89.64","2600:9000:2156:8a00:0:f1da:5740:93a1, 2600:9000:2156:9000:0:f1da:5740:93a1, 2600:9000:2156:b200:0:f1da:5740:93a1, 2600:9000:2156:d200:0:f1da:5740:93a1, 2600:9000:2156:2e00:0:f1da:5740:93a1, 2600:9000:2156:3a00:0:f1da:5740:93a1, 2600:9000:2156:5800:0:f1da:5740:93a1, 2600:9000:2156:7000:0:f1da:5740:93a1",True,cloudfront,dyeys918l6p25.cloudfront.net,,"ns-398.awsdns-49.com, ns-634.awsdns-15.net, ns-1317.awsdns-36.org, ns-1796.awsdns-32.co.uk",,,,
[x],bff-aem-vrtnieuws-app-stag.vrt.be,"ns-1664.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.156.60.19, 108.156.60.48, 108.156.60.119, 108.156.60.13",,True,cloudfront,d3rrgyg0mvk0b4.cloudfront.net,,"ns-142.awsdns-17.com, ns-1664.awsdns-16.co.uk, ns-842.awsdns-41.net, ns-1235.awsdns-26.org",,,,
[x],bff-aem-vrtnieuws-app-test.vrt.be,"ns-1002.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,"52.222.139.94, 52.222.139.6, 52.222.139.102, 52.222.139.25",,True,cloudfront,dg79ia0q8mjs4.cloudfront.net,,"ns-1002.awsdns-61.net, ns-1125.awsdns-12.org, ns-1546.awsdns-01.co.uk, ns-482.awsdns-60.com",,,,
[x],bff.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.2, 13.32.99.19, 13.32.99.41, 13.32.99.98","2600:9000:2251:1400:1:cb07:d6c0:93a1, 2600:9000:2251:2e00:1:cb07:d6c0:93a1, 2600:9000:2251:3000:1:cb07:d6c0:93a1, 2600:9000:2251:4a00:1:cb07:d6c0:93a1, 2600:9000:2251:5800:1:cb07:d6c0:93a1, 2600:9000:2251:7a00:1:cb07:d6c0:93a1, 2600:9000:2251:7c00:1:cb07:d6c0:93a1, 2600:9000:2251:ee00:1:cb07:d6c0:93a1",True,cloudfront,,,,,,,
[x],bff.stag.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.14, 13.32.99.16, 13.32.99.72, 13.32.99.94","2600:9000:2251:2a00:c:4fcc:1bc0:93a1, 2600:9000:2251:2e00:c:4fcc:1bc0:93a1, 2600:9000:2251:4c00:c:4fcc:1bc0:93a1, 2600:9000:2251:8c00:c:4fcc:1bc0:93a1, 2600:9000:2251:aa00:c:4fcc:1bc0:93a1, 2600:9000:2251:d000:c:4fcc:1bc0:93a1, 2600:9000:2251:e600:c:4fcc:1bc0:93a1, 2600:9000:2251:f400:c:4fcc:1bc0:93a1",True,cloudfront,,,,,,,
[x],biblio-stag.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,95.130.42.58,,,,,,,,,,
[x],bigband.vrt.be,"ns1.wordpress.com, hostmaster.wordpress.com",NOERROR,"192.0.78.166, 192.0.78.239",,,,,,,,,,
[x],blijfverliefd.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],blog.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],bobentamaratrouwen.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],bobslee.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],boodschapvoorward.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],bounces.vrt.be,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,sparkpostmail.com,smtp.sparkpostmail.com,"ns-304.awsdns-38.com, ns-775.awsdns-32.net, ns-1361.awsdns-42.org, ns-1855.awsdns-39.co.uk","v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, 202302022219254qla4yzx4awoxw73s19xih2o24lp6tgsj8j3sdxwoboq1lpkyr, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs",,,
[x],brand.vrt.be,"ns-1322.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,"3.69.131.198, 18.159.102.3, 18.198.134.154",,,,c-bc530b2c1c73148fd7b15a6ccbca0f94.frontify.com,,,,,,
[x],branding.canvas.be,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"76.76.21.98, 76.76.21.93",,,,cname.vercel-dns.com,,,,"letsencrypt.org, globalsign.com, sectigo.com",,
[x],brandtweer.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"65.9.86.104, 65.9.86.96, 65.9.86.67, 65.9.86.71","2600:9000:2104:c000:1f:b231:b900:93a1, 2600:9000:2104:3800:1f:b231:b900:93a1, 2600:9000:2104:cc00:1f:b231:b900:93a1, 2600:9000:2104:e00:1f:b231:b900:93a1, 2600:9000:2104:3000:1f:b231:b900:93a1, 2600:9000:2104:b400:1f:b231:b900:93a1, 2600:9000:2104:9800:1f:b231:b900:93a1, 2600:9000:2104:400:1f:b231:b900:93a1",True,cloudfront,,,,,,,
[x],brihang-hetzesdemetaal-extra.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],brihang-hetzesdemetaal.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],bril.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,"95.130.43.64, 95.130.43.65",,,,,,,,,,
[x],bril1.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.64,,,,,,,,,,
[x],bril2.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.65,,,,,,,,,,
[x],burgemeestersmarathon.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],c.stag.vrt.be,"ns-913.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,"3.251.42.0, 54.77.60.211",,,,web-collector-nonprod.datascience.a51.be,,,,,,
[x],c.vrt.be,"ns-913.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,"34.240.250.37, 34.253.1.159",,,,web-collector-prod.datascience.a51.be,,"ns-1298.awsdns-34.org, ns-1580.awsdns-05.co.uk, ns-432.awsdns-54.com, ns-913.awsdns-50.net",,,,
[x],cache-remote-acc-db2-corp.events.radio2.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],campagne.vrt.be,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],canvascollectie.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],canvasconnect-eten.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],canvasconnect-ouderenmishandeling.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],canvasconnect-partnergeweld.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],canvasconnect-privacy.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],canvasconnect-sportclub-guests.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],canvasconnect-sportclubs.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],canvasminuut.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],canvasselect-spencer.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],canvasselect-thenorthman.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],car-api-stag.vrt.be,"ns-915.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,"18.160.46.14, 18.160.46.26, 18.160.46.58, 18.160.46.64, 205.251.192.117, 205.251.195.147, 205.251.196.74, 205.251.198.39","2600:9000:24f3:a800:1e:c56:5000:93a1, 2600:9000:24f3:8e00:1e:c56:5000:93a1, 2600:9000:24f3:3200:1e:c56:5000:93a1, 2600:9000:24f3:a400:1e:c56:5000:93a1, 2600:9000:24f3:2600:1e:c56:5000:93a1, 2600:9000:24f3:c000:1e:c56:5000:93a1, 2600:9000:24f3:fc00:1e:c56:5000:93a1, 2600:9000:24f3:7e00:1e:c56:5000:93a1, 2600:9000:5306:2700::1",True,cloudfront,d261ayl3qo4fuo.cloudfront.net,,"ns-1098.awsdns-09.org, ns-915.awsdns-50.net, ns-117.awsdns-14.com, ns-1575.awsdns-04.co.uk",,,,
[x],car-api-test.vrt.be,"ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,"18.160.41.6, 18.160.41.79, 18.160.41.37, 18.160.41.16, 205.251.192.171, 205.251.194.161, 205.251.197.90, 205.251.198.123","2600:9000:24f2:1800:12:e036:7140:93a1, 2600:9000:24f2:7400:12:e036:7140:93a1, 2600:9000:24f2:2200:12:e036:7140:93a1, 2600:9000:24f2:fa00:12:e036:7140:93a1, 2600:9000:24f2:c400:12:e036:7140:93a1, 2600:9000:24f2:e400:12:e036:7140:93a1, 2600:9000:24f2:f800:12:e036:7140:93a1, 2600:9000:24f2:7600:12:e036:7140:93a1",True,cloudfront,d3lnc0tpyhj1z9.cloudfront.net,,"ns-1370.awsdns-43.org, ns-673.awsdns-20.net, ns-171.awsdns-21.com, ns-1659.awsdns-15.co.uk",,,,
[x],car-api.vrt.be,"ns-1447.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.63, 13.32.99.88, 13.32.99.28, 13.32.99.61","2600:9000:2251:8600:10:cb74:bb80:93a1, 2600:9000:2251:aa00:10:cb74:bb80:93a1, 2600:9000:2251:c600:10:cb74:bb80:93a1, 2600:9000:2251:fe00:10:cb74:bb80:93a1, 2600:9000:2251:a00:10:cb74:bb80:93a1, 2600:9000:2251:5200:10:cb74:bb80:93a1, 2600:9000:2251:7200:10:cb74:bb80:93a1, 2600:9000:2251:8200:10:cb74:bb80:93a1",True,cloudfront,d1ysdpqwckgxri.cloudfront.net,,"ns-6.awsdns-00.com, ns-1016.awsdns-63.net, ns-1447.awsdns-52.org, ns-1916.awsdns-47.co.uk",,,,
[x],catchoftheday.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.27.73, 13.32.27.117, 13.32.27.48, 13.32.27.65","2600:9000:211e:7200:1:5a5d:cd80:93a1, 2600:9000:211e:7e00:1:5a5d:cd80:93a1, 2600:9000:211e:a400:1:5a5d:cd80:93a1, 2600:9000:211e:3800:1:5a5d:cd80:93a1, 2600:9000:211e:3a00:1:5a5d:cd80:93a1, 2600:9000:211e:4200:1:5a5d:cd80:93a1, 2600:9000:211e:6200:1:5a5d:cd80:93a1, 2600:9000:211e:6400:1:5a5d:cd80:93a1",True,cloudfront,,,,,,,
[x],cdn.e.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds-dev.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds-dev.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds-prod.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds-prod.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds-stag.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds-stag.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds-stag.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds-stag.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],cds.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],chatbot.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],chef.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.22,,,,,,,,,,
[x],cinemacanvas-richardjewell.events.vrt.be,,NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],cinemacanvas-thecourier.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],cinemacanvas.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],cinemaeen-theduke.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],citrix.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,193.191.175.160,,,,,,,,,,
[x],classics1000.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],claus.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],click-id.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],click.vrt.be,"ns-678.awsdns-20.net, awsdns-hostmaster.amazon.com",NOERROR,"35.166.255.90, 52.88.110.2, 54.187.134.7",,,,spgo.io,smtp.sparkpostmail.com,"ns-277.awsdns-34.com, ns-678.awsdns-20.net, ns-1380.awsdns-44.org, ns-1748.awsdns-26.co.uk",,,,
[x],cmp-sp.klara.be,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,"108.138.7.44, 108.138.7.39, 108.138.7.41, 108.138.7.76",,True,cloudfront,cdn-1824.privacy-mgmt.com,,,,,,
[x],cmp-sp.radio1.be,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,"108.138.7.44, 108.138.7.39, 108.138.7.76, 108.138.7.41",,True,cloudfront,cdn-1824.privacy-mgmt.com,,,,,,
[x],cmp-sp.radio2.be,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,"65.9.55.2, 65.9.55.23, 65.9.55.110, 65.9.55.117",,True,cloudfront,cdn-1824.privacy-mgmt.com,,,,,,
[x],cmp-sp.radioplus.be,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,"65.9.55.23, 65.9.55.2, 65.9.55.117, 65.9.55.110",,True,cloudfront,cdn-1824.privacy-mgmt.com,,,,,,
[x],cmp-sp.vrt.be,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,"108.138.7.41, 108.138.7.39, 108.138.7.44, 108.138.7.76",,True,cloudfront,cdn-1824.privacy-mgmt.com,,,,,,
[x],cobra.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"143.204.89.25, 143.204.89.120, 143.204.89.7, 143.204.89.104","2600:9000:2156:9600:1f:ff89:b680:93a1, 2600:9000:2156:400:1f:ff89:b680:93a1, 2600:9000:2156:3a00:1f:ff89:b680:93a1, 2600:9000:2156:2400:1f:ff89:b680:93a1, 2600:9000:2156:3800:1f:ff89:b680:93a1, 2600:9000:2156:600:1f:ff89:b680:93a1, 2600:9000:2156:ec00:1f:ff89:b680:93a1, 2600:9000:2156:dc00:1f:ff89:b680:93a1",True,cloudfront,,,,,,,
[x],collegialekaart.vrt.be,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"76.76.21.241, 76.76.21.9",,,,cname.vercel-dns.com,,,,"letsencrypt.org, globalsign.com, sectigo.com",,
[x],comedynight.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],communicatie.ketnet.be,"marty.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.66.43.104, 172.66.40.152","2606:4700:3108::ac42:2b68, 2606:4700:3108::ac42:2898",True,cloudflare,ketnet.prezly.com,,,,,,
[x],communicatie.mnm.be,"marty.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.66.40.152, 172.66.43.104","2606:4700:3108::ac42:2b68, 2606:4700:3108::ac42:2898",True,cloudflare,mnm.prezly.com,,,,"digicert.com, entrust.net, globalsign.com, letsencrypt.org, pki.goog, sectigo.com, amazon.com, comodoca.com, mailto:admin@prezly.com",,
[x],communicatie.radio1.be,"marty.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.66.43.104, 172.66.40.152","2606:4700:3108::ac42:2898, 2606:4700:3108::ac42:2b68",True,cloudflare,radio1.prezly.com,,,,"globalsign.com, letsencrypt.org, pki.goog, sectigo.com, amazon.com, comodoca.com, mailto:admin@prezly.com, digicert.com, entrust.net",,
[x],communicatie.radio2.be,"marty.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.66.40.152, 172.66.43.104","2606:4700:3108::ac42:2898, 2606:4700:3108::ac42:2b68",True,cloudflare,radio2.prezly.com,,,,"mailto:admin@prezly.com, amazon.com, comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org, pki.goog, sectigo.com",,
[x],communicatie.sporza.be,"marty.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.66.40.152, 172.66.43.104","2606:4700:3108::ac42:2898, 2606:4700:3108::ac42:2b68",True,cloudflare,sporza.prezly.com,,,,"mailto:admin@prezly.com, amazon.com, comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org, pki.goog, sectigo.com",,
