input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,final_url,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired,tls_self_signed
autodiscover.stubru.be,Sign in to Outlook,200,197905,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.stubru.be:80,http,text/html,GET,40.99.149.136,/,,2603:1026:c0d:72::8,HSTS,173,False,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=6db8d02f-f1e8-680e-783d-083cf61e4c0b&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=stubru.be&nonce=638193137492570962.c18d20ed-ad43-4976-bbce-c0e767ae92d5&state=Dcs9DsMgDEBhaM7SbiT8BcdDlLMY7KFSKyQS0uuX4Xvb00qpaXgM2o4oSGFzGFyAiH4Fi8nPxW3srbAhjsFEhGRyLmKKFUhAgp5XPd7nUn-0HE3o893Pq-fW5yyvm3fqV-X3Weot7Q8,,,Microsoft Corporation,,,
autodiscover.vrt.be,Sign in to Outlook,200,197956,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.vrt.be:80,http,text/html,GET,40.99.157.40,/,-1249852061,2603:1026:c0d:81a::8,HSTS,174,False,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=e27b55fb-576b-2eaa-91b9-b5707475af16&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=vrt.be&nonce=638193137484318343.05484d25-4e21-4e6f-b7d5-f739d37dec10&state=DYsxDoMwDACT8pMO3QIxTnAYEG8J2EiVWkUKkH6_Hu50y1ljTKc8FOtVhiZMMCMghRQQEgbsfdTmMbogI6imw23E0R2EMyOx7OCtvs-h_PKwVsmf79Lq1W_yarzk-yr8PvfSpP4B,,,Microsoft Corporation,,,
avantpremierelikemereeks4.events.ketnet.be,Ketnet,200,3858,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-11T23:59:59Z,CN=www.ketnet.be,www.ketnet.be,www.ketnet.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,269e653404c2255b1a92b137672380a9,86ed68b8f233ad9a8fb8c84707d3b8b6922af8b9a6dcfadc8ef518d5882a0a3d,ctls,www.ketnet.be,,443,https://avantpremierelikemereeks4.events.ketnet.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Amazon Web Services,1,False,,AmazonS3,https://www.ketnet.be/,,,,,,
b2b-stag.vrt.be,VRT Services,200,36675,AS0,Not routed,None,99.86.8.0/24,b2b-stag.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-11T23:59:59Z,CN=services-stag.vrt.be,services-stag.vrt.be,b2b-stag.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3136b9478d632ff6496a95b4b70fda1d,c9ec1a6c3060ea597e0a459fe6549eff732181565248c780e553d2f0cf4e7fce,ctls,b2b-stag.vrt.be,cloudfront,443,https://b2b-stag.vrt.be:443,https,text/html,GET,99.86.4.56,/,1714000548,99.86.4.35,Nginx:1.6.2,1173,False,True,nginx/1.6.2,,,,,,,
b2b.vrt.be,VRT Services,200,36665,AS16509,AMAZON-02,US,18.66.102.0/24,b2b.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-13T23:59:59Z,CN=services.vrt.be,services.vrt.be,epg.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aa2ab1a14e337649bf602500a779d83f,001674f7e74b1e1f3607b5a49532ab973dbdec8be71a00189ea8911b23cbfdfd,ctls,b2b.vrt.be,cloudfront,443,https://b2b.vrt.be:443,https,text/html,GET,18.66.97.50,/,,18.66.97.67,Nginx:1.6.2,1173,False,True,nginx/1.6.2,,,,,,,
back2back.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://back2back.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backend.dewarmsteweek.be,De Warmste Week,200,10332,AS16509,AMAZON-02,US,18.66.116.0/23,backend.dewarmsteweek.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-10T23:59:59Z,CN=*.dewarmsteweek.be,*.dewarmsteweek.be,dewarmsteweek.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7154e180daff39c67da42d4778255115,ccb7fde7fc4a2b5155d6894b003a5405a8ac970be384b496faff6eff5fb1d49e,ctls,backend.dewarmsteweek.be,cloudfront,443,https://backend.dewarmsteweek.be:443,https,text/html,GET,18.66.112.41,/,30657261,2600:9000:223f:400:14:89fa:fb40:93a1,Nginx,93,False,True,nginx,https://backend.dewarmsteweek.be/login,True,,,,,
backtoback-brocom.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-brocom.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backtoback-intern.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-intern.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backtoback-kortrijk.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-kortrijk.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backtoback-topmotors.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-topmotors.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backtoback-topmotors2.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-topmotors2.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backtoback-uitgenodigden.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-uitgenodigden.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backtoback-uitnodigen.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-uitnodigen.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backtoback-vrt-communicatie.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-vrt-communicatie.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
backtoback-vrt-socialedienst.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://backtoback-vrt-socialedienst.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
balthazar-trixiewhitley-2.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://balthazar-trixiewhitley-2.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
balthazar-trixiewhitley-4.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://balthazar-trixiewhitley-4.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
balthazar-trixiewhitley-torfs.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://balthazar-trixiewhitley-torfs.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
balthazar-trixiewhitley.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://balthazar-trixiewhitley.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
balthazar-trixiewithley-extra.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://balthazar-trixiewithley-extra.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
balthazartrixiewhitley.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://balthazartrixiewhitley.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
barauguste-bbq.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,443,https://barauguste-bbq.events.vrt.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
barauguste-musicmaestro.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,443,https://barauguste-musicmaestro.events.vrt.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
barauguste-ravecave.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,443,https://barauguste-ravecave.events.vrt.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
barauguste-reanimatie.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,443,https://barauguste-reanimatie.events.vrt.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
barauguste-vrtonstage.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,443,https://barauguste-vrtonstage.events.vrt.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
be-klara-test.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,80,http://be-klara-test.events.vrt.be:80,http,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
be-sporza-test.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,80,http://be-sporza-test.events.vrt.be:80,http,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
be-test-mnm.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,80,http://be-test-mnm.events.vrt.be:80,http,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
bearsden-selahsue-2.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://bearsden-selahsue-2.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
bearsden-selahsue-4.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://bearsden-selahsue-4.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
bearsden-selahsue.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,443,https://bearsden-selahsue.events.stubru.be:443,https,text/html,GET,86.39.65.98,/,,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.22.0,https://stubru.be/,,,,,,
beatsoflove.stubru.be,StuBru,200,214596,AS16509,AMAZON-02,US,52.222.236.0/23,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,cloudfront,443,https://beatsoflove.stubru.be:443,https,text/html,GET,52.222.236.82,/,-1648759485,2600:9000:223e:9a00:c:41fb:a80:93a1,webpack,3,False,True,nginx/1.22.0,https://stubru.be/,,,,,,
