new,host,a,cname,soa,status_code,txt,ns,aaaa,mx,ptr,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],a.mx.m.e.starbucks.co.uk,"63.232.57.254, 65.125.54.133, 65.125.54.134, 216.15.189.57, 216.15.189.58, 207.251.96.133, 207.251.96.134",,"a.ns.e.starbucks.co.uk, hostmaster.e.starbucks.co.uk",NOERROR,,"a.ns.e.starbucks.co.uk, b.ns.e.starbucks.co.uk, c.ns.e.starbucks.co.uk, d.ns.e.starbucks.co.uk, e.ns.e.starbucks.co.uk, f.ns.e.starbucks.co.uk",,,,,,,,
[x],a.mx.m.e.starbucks.com,63.232.57.254,,"a.ns.e.starbucks.com, hostmaster.e.starbucks.com",NOERROR,,,,,,,,,,
[x],a.mx.m.e.starbucks.com.br,"63.232.57.254, 65.125.54.133, 65.125.54.134, 216.15.189.57, 216.15.189.58, 207.251.96.133, 207.251.96.134",,"a.ns.e.starbucks.com.br, hostmaster.e.starbucks.com.br",NOERROR,,"a.ns.e.starbucks.com.br, b.ns.e.starbucks.com.br, c.ns.e.starbucks.com.br, d.ns.e.starbucks.com.br, e.ns.e.starbucks.com.br, f.ns.e.starbucks.com.br",,,,,,,,
[x],a.ns.e.starbucks.co.uk,65.125.54.133,,"a.ns.e.starbucks.co.uk, hostmaster.e.starbucks.co.uk",NOERROR,,,,,,,,,,
[x],a.ns.e.starbucks.com,65.125.54.133,,"a.ns.e.starbucks.com, hostmaster.e.starbucks.com",NOERROR,,,,,,,,,,
[x],a.ns.e.starbucks.com.br,65.125.54.133,,"a.ns.e.starbucks.com.br, hostmaster.e.starbucks.com.br",NOERROR,,,,,,,,,,
[x],a.ns.e.stories.starbucks.com,65.125.54.133,,"a.ns.e.stories.starbucks.com, hostmaster.e.stories.starbucks.com",NOERROR,,,,,,,,,,
[x],a.ns.ms.starbucks.co.jp,65.125.54.133,,"a.ns.ms.starbucks.co.jp, hostmaster.ms.starbucks.co.jp",NOERROR,,,,,,,,,,
[x],a.openvpn.stg.bomgar-invoice.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],a.openvpn.web.dqr-usw2.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],a.starbucks.com,"38.107.102.87, 63.232.56.43",,"a.ns.a.starbucks.com, hostmaster.a.starbucks.com",NOERROR,"v=spf1 ip4:173.213.5.40 ip4:173.213.24.40 ip4:173.213.4.95 ip4:63.148.46.81 ip4:63.148.46.114 ip4:63.236.31.219 ip4:63.236.31.2, 18 ip4:38.119.56.218 ip4:38.119.56.219 ip4:38.107.102.87 ip4:63.232.56.43 ip4:207.251.96.0/24 ip4:65.125.54.0/24 ip4:63.232.57, 0/24 ip4:208.49.63.128/28 ip4:63.211.90.16/29 ip4:8.7.42.16/29 ip4:8.7.43.16/29 ip4:63.232.236.144/29 ip4:8.7.44.144/29 ip4:63, 236.31.128/26 ip4:63.236.76.0/23 ip4:8.30.201.0/26 ip4:173.213.4.95/32 ip4:63.148.46.81/32 ~all","a.ns.a.starbucks.com, b.ns.a.starbucks.com, c.ns.a.starbucks.com, d.ns.a.starbucks.com, e.ns.a.starbucks.com, f.ns.a.starbucks.com",,"a.mx.a.starbucks.com, b.mx.a.starbucks.com","38.107.102.87, 63.232.56.43",,,,,
[x],a1.openvpn.f-stg.invoice.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],a1.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],a2.openvpn.codex.egift.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],a2.openvpn.stg.bomgar-invoice.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;","ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],abc.activestat.1.administracion.webproxy.toggle.stg.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],abc.openvpn.f-stg.invoice.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],abc.openvpn.stg.bomgar-invoice.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],abc.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],about.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],ac.19.alerts.a1.webproxy.toggle.stg.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],ac.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],academico.openvpn.web.dqr-usw2.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],academico.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],acceso.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],access.openvpn.web.dqr-usw2.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],access.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],accessadmin.gtm.starbucks.com,,,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],accestg.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],accesting-sbuxts-staging-fix-chinatimelines.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],accesurvey.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],account-admin-stagin.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],account-appdata.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],account-staging-sbux.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],account-udp.app.starbucks.co.jp,34.102.199.231,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,google,,,
[x],account.starbucks.de,192.254.118.212,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],account.starbucks.fr,149.72.206.205,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],accountime.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],accoupons-staging-dev2.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],accoupons-staging-sbux.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],accoupons-starbucks-origing.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],accoupons-style-loader-conhub-style-loader.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],accoupons-style-loader-reportalconnerchant-style-adm.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],accoupons-style-loader-reportalconnerchant-style-adm.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],achant-fault.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],achievement-adm.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],achievement-admin.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],achievement-api.openvpn.la2.stg.admin.dqr.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],achievement-staging-dev.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],achievement.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],achievementent-admin-stagingdata.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],achievementent-admin.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],achievementents-starbucks.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],achievementer.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],achievementery.openvpn.la2.stg.admin.dqr.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],achievementery01.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;","ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],achievements-staging-sbux-ax-uat.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],achinatic.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],achination-api-stg.openvpn.la2.stg.admin.dqr.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],achination.openvpn.la2.stg.admin.dqr.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],achinationpos.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],achineservationpos.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],achineservations-staging-sbuxts-stagin.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],achineservice.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],acid.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],acme.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],act-dev.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],act-liveshowcb.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],act.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],active.starbucks.com.cn,"180.163.40.34, 180.163.40.38, 180.163.40.35, 180.163.40.37, 180.163.40.19, 180.163.40.36, 180.163.40.41","active.starbucks.com.cn.w.kunluncan.com, active.starbucks.com.cn.queniuqy.com","vipns3.queniudns.net, root.queniuqy.com",NOERROR,,,,,,,,,,
[x],activestat.openvpn.codex.egift.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],activesync-iad.starbucks.com,98.99.254.18,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],activesync-iad2.starbucks.com,,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],activesync-iad3.starbucks.com,98.99.254.175,,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
[x],activity.starbucks.com.cn,101.52.253.81,cn.activity.starbucks.com.cn,,NOERROR,,,,,,,,,,
[x],activity.stg.starbucks.com.cn,101.52.253.10,cn.activity.stg.starbucks.com.cn,,NOERROR,,,,,,,,,,
[x],ad.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adac.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adapter.egifting.starbucks.com.cn,101.52.253.16,cn.adapter.egifting.starbucks.com.cn,,NOERROR,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],adapter.internal-egifting.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],adapter.openvpn.internal-egifting.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adapter.openvpn.stg.2013-admin.dqr.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adaptery01.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adata.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adkit.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adm.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adm.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adm.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admin-0.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admin-app.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admin-docviewer.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admin-sirens-library.starbucks.co.jp,"35.77.159.114, 35.75.176.64",albprc02-1870460925.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1325.awsdns-37.org, ns-1683.awsdns-18.co.uk, ns-54.awsdns-06.com, ns-982.awsdns-58.net",,,,,,,,
[x],admin-stagin.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admin-staging-sbux.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],admin-staging.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admin-staging.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],admin-station-api-staging-dev.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],admin-stg.openvpn.la2.stg.admin.dqr.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admin.case2.ccc.starbucks.co.jp,"35.79.195.132, 52.196.141.245",,"ns-90.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],admin.dqr.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admin.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adminim.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adminiprod-build.openvpn.sms-stg.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],administracion.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],administrador.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],administrator.openvpn.rewards.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],administrators.openvpn.rewards.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],administrators.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],admins.openvpn.f-stg.invoice.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admins.openvpn.rewards.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],admins.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],adminweb.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adminwebapi.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],adminwebapp-gatewards-reportalconter.openvpn.sjc.invoice.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adminwebapp.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],adminwebsite.openvpn.west.wx.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],ads.openvpn.stg.bomgar-invoice.www.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],ads.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise-budget.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise-download1.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise-fbapps.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise-ns2subversion.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise-tester.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise-webmail.control.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise.ecs.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise.neptun.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterprise.www.survey.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"397252328-50505856, v=DMARC1; p=none;","ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,
[x],adserver.openvpn.web.dqr.enterpriseepay.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856","ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,
[x],adserver.openvpn.web.dqr.enterpriseinternal-egifting.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"v=DMARC1; p=none;, 397252328-50505856",,,,,,,,,
[x],adserver.openvpn.web.dqr.enterpriseircd.starbucks.com.cn,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
