new,host,a,soa,status_code,mx,txt,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],bi-landingzone-d.redbull.com,"52.84.45.102, 52.84.45.128, 52.84.45.79, 52.84.45.104","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,d1nbm711ntox3n.cloudfront.net,"2600:9000:20e1:3a00:13:b281:a4c0:93a1, 2600:9000:20e1:5400:13:b281:a4c0:93a1, 2600:9000:20e1:4000:13:b281:a4c0:93a1, 2600:9000:20e1:2600:13:b281:a4c0:93a1, 2600:9000:20e1:ee00:13:b281:a4c0:93a1, 2600:9000:20e1:7c00:13:b281:a4c0:93a1, 2600:9000:20e1:f600:13:b281:a4c0:93a1, 2600:9000:20e1:8800:13:b281:a4c0:93a1","ns-1506.awsdns-60.org, ns-1876.awsdns-42.co.uk, ns-191.awsdns-23.com, ns-764.awsdns-31.net",True,cloudfront,,,
[x],bi-landingzone-q.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d1d1heu0pn6lyo.cloudfront.net,,,,,,,
[x],bi-landingzone.redbull.com,"18.164.68.66, 18.164.68.80, 18.164.68.32, 18.164.68.3","ns-2002.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,d1pryoru8zv5tb.cloudfront.net,"2600:9000:23d4:aa00:15:443c:8bc0:93a1, 2600:9000:23d4:3000:15:443c:8bc0:93a1, 2600:9000:23d4:9200:15:443c:8bc0:93a1, 2600:9000:23d4:1c00:15:443c:8bc0:93a1, 2600:9000:23d4:5400:15:443c:8bc0:93a1, 2600:9000:23d4:4e00:15:443c:8bc0:93a1, 2600:9000:23d4:4400:15:443c:8bc0:93a1, 2600:9000:23d4:a00:15:443c:8bc0:93a1","ns-1346.awsdns-40.org, ns-2002.awsdns-58.co.uk, ns-575.awsdns-07.net, ns-126.awsdns-15.com",True,cloudfront,,,
[x],bilan2019.redbull.com,"143.204.176.71, 143.204.176.9, 143.204.176.52, 143.204.176.116","ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-515.awsdns-00.net, ns-1427.awsdns-50.org, ns-1869.awsdns-41.co.uk, ns-480.awsdns-60.com",True,cloudfront,,,
[x],birustseviye.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],bitly.redbull.com,,"n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2600:1405:7000::684b:a312, 2600:1405:7000::684b:a321",,,,,,
[x],bo.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"Ws0bd7f6/5qF5IIq/WdhyrANdPcnsIiWWLi0IaWO5cKb/CFj6cBCGx2siy/4UFRc0e2FMOB0+FUmWeos/leuYg==, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all, R0E0D20170",,,,,,,,
[x],bookmarks.redbull.com,104.103.65.124,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],bpt.redbull.com,23.201.250.43,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],br-vpn01.redbull.com,179.189.238.162,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],br.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"R0E0D20170, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all",,,,,,,,
[x],brandprojects-support-q.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],brandprojects-support.redbull.com,"104.16.53.111, 104.16.51.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,mail-pod-29.int.zendesk.com,"pod=29, v=spf1 include:mail.zendesk.com ~all",brandprojects-support.zendesk.com,,,True,cloudflare,,,
[x],brbelgvvr01rb.redbull.com,189.3.190.131,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],bricks-with-wings.redbull.com,"63.32.161.232, 52.212.52.84, 54.247.69.169","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,flat-zebra-kdhrgf48t2vmiajpz1aer6sd.herokudns.com,,,,,,,
[x],brightcove.redbull.com,80.120.169.240,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],brporasvr01rb.redbull.com,177.1.137.195,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],brrecrlvr01rb.redbull.com,189.17.182.179,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],brriorjvr01rb.redbull.com,201.59.97.59,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],brsaocjvr01rb.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],bss.redbull.com,95.129.209.26,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],build.canvases.redbull.com,18.197.185.192,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bulldrive.redbull.com,34.107.238.217,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,"access-bulldrive.egnyte.com, euwest-l1accessurl-a.egnyte.com",,,True,google,,,
[x],bulldrivearchive.redbull.com,34.107.238.217,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,"access-bulldrivearchive.egnyte.com, euwest-l1accessurl-a.egnyte.com",,,True,google,,,
[x],bullseye.redbull.com,80.120.169.240,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],bulltracking-staging.redbull.com,208.74.51.74,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],bulltracking.redbull.com,208.74.51.68,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],bulten.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],by.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ca.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"MS=ms75870937, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all",,,,,,,,
[x],campusapp-d.redbull.com,"35.165.184.85, 54.214.213.25","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f53-abcbc66f02ed1312.elb.us-west-2.amazonaws.com,,,,,,,
[x],campusapp-q.redbull.com,34.216.62.112,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],campusapp.redbull.com,35.155.237.37,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],campusquest.redbull.com,"184.86.251.222, 184.86.251.206","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:652a, 2a02:26f0:fe00::5c7a:6512",,,,,,
[x],cancounter-staging.redbull.com,10.16.107.90,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.16.107.90,
[x],cancounter.canvases.redbull.com,"99.84.191.19, 99.84.191.59, 99.84.191.40, 99.84.191.69","ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,cloudfront,,,
[x],cancounter.redbull.com,10.16.22.146,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.16.22.146,
[x],canimation.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],canyoufindit.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],cartoons.redbull.com,"184.25.51.73, 184.25.51.10","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:6512, 2a02:26f0:fe00::5c7a:652a",,,,,,
[x],caytoatvr01rb.redbull.com,207.164.51.189,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],cdn.de.redbull.com,,"ns-975.awsdns-57.net, awsdns-hostmaster.amazon.com",NOERROR,,,d25utrdy4ts8nn.cloudfront.net,,,True,cloudfront,,,
[x],cdn.uk.redbull.com,,,NOERROR,,,d2sy7mmalhbl74.cloudfront.net,,,True,cloudfront,,,
[x],ceiton-timetracking.redbullmediahouse.com,91.204.192.198,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ceiton.redbullmediahouse.com,91.204.193.167,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],centralbilling-q.redbull.com,194.107.83.158,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],centralbilling.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ceros.redbull.com,"151.101.2.51, 151.101.66.51, 151.101.130.51, 151.101.194.51","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,"view.ceros.com, pin.ceros.map.fastly.net",,,True,fastly,,,
[x],cert.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],certauth.sts-d.fed.redbull.com,194.107.83.237,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],certauth.sts-q.fed.redbull.com,194.107.83.238,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],certauth.sts.fed.redbull.com,194.107.83.38,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],ch.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com include:servers.mcsv.net -all,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],changeit-d.redbull.com,194.107.83.187,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],changeit-q.redbull.com,194.107.83.167,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],changeit.redbull.com,194.107.83.9,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],chbaapsvr01rb.redbull.com,77.245.183.89,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ciam.redbull.com,"52.222.174.85, 52.222.174.73, 52.222.174.2, 52.222.174.23","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,d1bpw78duk0i0p.cloudfront.net,"2600:9000:2251:de00:e:d73d:ce40:93a1, 2600:9000:2251:a000:e:d73d:ce40:93a1, 2600:9000:2251:4800:e:d73d:ce40:93a1, 2600:9000:2251:f400:e:d73d:ce40:93a1, 2600:9000:2251:be00:e:d73d:ce40:93a1, 2600:9000:2251:bc00:e:d73d:ce40:93a1, 2600:9000:2251:aa00:e:d73d:ce40:93a1, 2600:9000:2251:8400:e:d73d:ce40:93a1","ns-1994.awsdns-57.co.uk, ns-1052.awsdns-03.org, ns-567.awsdns-06.net, ns-452.awsdns-56.com",True,cloudfront,,,
[x],citrix.redbull.com,52.35.33.80,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],cl.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, R0E0D20170",,,,,,,,
[x],clawgameus.redbull.com,"52.222.174.82, 52.222.174.37, 52.222.174.89, 52.222.174.76","ns-1746.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,daj2smkz39if3.cloudfront.net,"2600:9000:218d:1e00:6:24b5:1fc0:93a1, 2600:9000:218d:2a00:6:24b5:1fc0:93a1, 2600:9000:218d:f000:6:24b5:1fc0:93a1, 2600:9000:218d:7e00:6:24b5:1fc0:93a1, 2600:9000:218d:d000:6:24b5:1fc0:93a1, 2600:9000:218d:5200:6:24b5:1fc0:93a1, 2600:9000:218d:c00:6:24b5:1fc0:93a1, 2600:9000:218d:2c00:6:24b5:1fc0:93a1","ns-1434.awsdns-51.org, ns-1746.awsdns-26.co.uk, ns-226.awsdns-28.com, ns-641.awsdns-16.net",True,cloudfront,,,
[x],click.redbullmediahouse.com,"13.32.27.106, 13.32.27.2, 13.32.27.101, 13.32.27.122","ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d2srkmdq6u24bm.cloudfront.net,"2600:9000:211e:2e00:14:da46:1880:93a1, 2600:9000:211e:1000:14:da46:1880:93a1, 2600:9000:211e:3800:14:da46:1880:93a1, 2600:9000:211e:7200:14:da46:1880:93a1, 2600:9000:211e:1800:14:da46:1880:93a1, 2600:9000:211e:8400:14:da46:1880:93a1, 2600:9000:211e:fe00:14:da46:1880:93a1, 2600:9000:211e:7800:14:da46:1880:93a1",,True,cloudfront,,,
[x],cloud9.redbull.com,"99.86.91.23, 99.86.91.129, 99.86.91.104, 99.86.91.44","ns-521.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,d33rnyrmi8wx10.cloudfront.net,"2600:9000:2117:4800:4:3b87:cd00:93a1, 2600:9000:2117:2600:4:3b87:cd00:93a1, 2600:9000:2117:ec00:4:3b87:cd00:93a1, 2600:9000:2117:7000:4:3b87:cd00:93a1, 2600:9000:2117:5e00:4:3b87:cd00:93a1, 2600:9000:2117:9000:4:3b87:cd00:93a1, 2600:9000:2117:de00:4:3b87:cd00:93a1, 2600:9000:2117:ac00:4:3b87:cd00:93a1","ns-1231.awsdns-25.org, ns-1638.awsdns-12.co.uk, ns-521.awsdns-01.net, ns-441.awsdns-55.com",True,cloudfront,,,
[x],cloudadmin-d.redbull.com,"18.66.97.24, 18.66.97.28, 18.66.97.102, 18.66.97.16","ns-578.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,,,d3ewzrhi9i2t8.cloudfront.net,"2600:9000:223c:5a00:11:3db7:ef00:93a1, 2600:9000:223c:7a00:11:3db7:ef00:93a1, 2600:9000:223c:5c00:11:3db7:ef00:93a1, 2600:9000:223c:6800:11:3db7:ef00:93a1, 2600:9000:223c:c800:11:3db7:ef00:93a1, 2600:9000:223c:7600:11:3db7:ef00:93a1, 2600:9000:223c:e00:11:3db7:ef00:93a1, 2600:9000:223c:ac00:11:3db7:ef00:93a1","ns-1098.awsdns-09.org, ns-1541.awsdns-00.co.uk, ns-420.awsdns-52.com, ns-578.awsdns-08.net",True,cloudfront,,,
[x],cm.redbull.com,35.210.233.21,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,True,google,,,
[x],cm.redbullmediahouse.com,35.210.233.21,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.biz, pdns91.ultradns.org, ns15.ultradns2.com, ns15.ultradns2.org",True,google,,,
[x],cmc.redbull.com,194.107.83.17,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],cms.redbull.com,194.107.83.8,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],cn.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],co-pilot-d.redbull.com,"54.214.213.25, 35.165.184.85","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f53-abcbc66f02ed1312.elb.us-west-2.amazonaws.com,,,,,,,
[x],co-pilot-q.redbull.com,34.216.62.112,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],co-pilot.redbull.com,35.155.237.37,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],co.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],coachingday-admin-q.redbull.com,,,NOERROR,,,defravpc01-elb-sok-05-q-228589249.eu-central-1.elb.amazonaws.com,,,,,,,
[x],coachinginfocus-admin-q.redbull.com,54.144.128.85,,NOERROR,,,DEFRAVPC01-ALB-SOAK-05-Q-520557798.eu-central-1.elb.amazonaws.com,,,,,,,
[x],code.redbull.com,"85.112.113.40, 85.112.113.43","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"code.redbullmediahouse.com, ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:4600::213:ccd8, 2a02:26f0:4600::213:ccc3",,,,,,
[x],code.redbullmediahouse.com,"173.222.107.24, 173.222.107.33","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:4::b818:4dab, 2a02:26f0:3500:4::b818:4d87",,,,,,
[x],collaboration.redbull.com,194.107.83.6,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],comms.canvases.redbull.com,"18.164.68.107, 18.164.68.74, 18.164.68.72, 18.164.68.2","ns-1521.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,"eu.canvases.redbull.com, dhyk05068a9ft.cloudfront.net","2600:9000:23d4:ee00:d:7edb:9240:93a1, 2600:9000:23d4:8600:d:7edb:9240:93a1, 2600:9000:23d4:6000:d:7edb:9240:93a1, 2600:9000:23d4:1a00:d:7edb:9240:93a1, 2600:9000:23d4:2000:d:7edb:9240:93a1, 2600:9000:23d4:600:d:7edb:9240:93a1, 2600:9000:23d4:bc00:d:7edb:9240:93a1, 2600:9000:23d4:e00:d:7edb:9240:93a1","ns-1769.awsdns-29.co.uk, ns-64.awsdns-08.com, ns-739.awsdns-28.net, ns-1521.awsdns-62.org",True,cloudfront,,,
[x],comms.redbull.com,23.37.37.10,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],config-testing-rbgemc.redbull.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],connect.redbull.com,"184.86.251.222, 184.86.251.206","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:6512, 2a02:26f0:fe00::5c7a:652a",,,,,,
[x],conquest.redbull.com,80.120.169.237,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites-php7.redbull.com,,,,,,,
[x],contact-hs.redbull.com,"104.16.53.111, 104.16.51.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,mail-pod-17.int.zendesk.com,"pod=17, v=spf1 include:mail.zendesk.com ~all",redbull-hs.zendesk.com,,,True,cloudflare,,,
[x],contacts.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],contentful-clone.redbullmediahouse.com,"13.224.189.63, 13.224.189.71, 13.224.189.90, 13.224.189.92","ns-625.awsdns-14.net, awsdns-hostmaster.amazon.com",NOERROR,,,d2h1k0k623jodo.cloudfront.net,"2600:9000:20eb:de00:11:e1e3:4b00:93a1, 2600:9000:20eb:2000:11:e1e3:4b00:93a1, 2600:9000:20eb:8800:11:e1e3:4b00:93a1, 2600:9000:20eb:7c00:11:e1e3:4b00:93a1, 2600:9000:20eb:0:11:e1e3:4b00:93a1, 2600:9000:20eb:7600:11:e1e3:4b00:93a1, 2600:9000:20eb:f400:11:e1e3:4b00:93a1, 2600:9000:20eb:dc00:11:e1e3:4b00:93a1","ns-1027.awsdns-00.org, ns-2012.awsdns-59.co.uk, ns-405.awsdns-50.com, ns-625.awsdns-14.net",True,cloudfront,,,
[x],contentful-collage.redbullmediahouse.com,"108.156.172.57, 108.156.172.110, 108.156.172.55, 108.156.172.102","ns-30.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,d1vafsxtrhfxam.cloudfront.net,"2600:9000:24f7:6800:9:7c58:d380:93a1, 2600:9000:24f7:4400:9:7c58:d380:93a1, 2600:9000:24f7:b200:9:7c58:d380:93a1, 2600:9000:24f7:d600:9:7c58:d380:93a1, 2600:9000:24f7:c00:9:7c58:d380:93a1, 2600:9000:24f7:a000:9:7c58:d380:93a1, 2600:9000:24f7:a800:9:7c58:d380:93a1, 2600:9000:24f7:9e00:9:7c58:d380:93a1","ns-1965.awsdns-53.co.uk, ns-731.awsdns-27.net, ns-30.awsdns-03.com, ns-1249.awsdns-28.org",True,cloudfront,,,
[x],contenthub.redbull.com,"13.32.121.67, 13.32.121.11, 13.32.121.73, 13.32.121.48","ns-2024.awsdns-61.co.uk, domains.redbull.com",NOERROR,,,contenthub-frontend-rb.liiift.io,,,True,cloudfront,,,
[x],contest-analytics.redbull.com,"76.223.60.10, 13.248.176.92","pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],contractcreator-q.redbull.com,"13.107.226.40, 13.107.253.40","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"red-bull-uk-lower-hjb3ahgfdfevfzgb.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0012.t-0009.fb-t-msedge.net, part-0012.t-0009.fb-t-msedge.net","2620:1ec:29:1::40, 2620:1ec:48:1::40",,,,,,
[x],contractcreator.redbull.com,"13.107.253.45, 13.107.226.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,"red-bull-uk-prod-a5hjd7f3aqa4g2az.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,,,
[x],contractmgmt.redbull.com,10.234.17.30,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.234.17.30,
[x],conversations.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],coolerconleali.redbull.com,52.28.174.187,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],cooperwebbmx.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d3qt2m4xmt6m33.cloudfront.net,,,,,,,
[x],core.microsites02.redbull.com,"2.16.186.35, 2.16.186.32","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3100::1735:2a38, 2a02:26f0:3100::1735:2a39, 2a02:26f0:3100::1735:2a3b, 2a02:26f0:3100::1735:2a1b, 2a02:26f0:3100::1735:2a10",,,,,,
[x],corp-ras-gateway-istanbul-full.redbull.com,176.236.148.140,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-madrid-full.redbull.com,89.140.161.52,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-newyork-full.redbull.com,4.7.4.252,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-phoenix-split-01.redbull.com,4.7.247.148,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-salzburg-full-01.redbull.com,91.204.193.92,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-salzburg-full-q.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-salzburg-full.redbull.com,91.204.193.82,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-santamonica-split-01.redbull.com,198.22.138.35,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-saopaulo-full-01.redbull.com,179.189.238.174,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-saopaulo-full.redbull.com,179.189.238.172,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-saopaulo-split-01.redbull.com,179.189.238.173,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],corp-ras-gateway-tokyo-full-01.redbull.com,125.103.163.181,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-vienna-full-01.redbull.com,194.107.83.49,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-vienna-full.redbull.com,194.107.83.241,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-vienna-split.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-gateway-viennapublishing-full.redbull.com,93.113.104.52,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-portal-mumbai.redbull.com,,,NOERROR,,,,,,,,,,
[x],corp-ras-portal-salzburg-q.redbull.com,91.204.194.138,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-portal-vienna-01.redbull.com,194.107.83.57,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],corp-ras-portal-vienna.redbull.com,194.107.83.240,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
