new,host,a,cname,soa,status_code,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,mx,aaaa,caa
[x],taz.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],td-dev.merck.com,155.91.38.26,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",,,,,,,,
[x],td.merck.com,155.91.38.25,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],teamspaceext-test.merck.com,155.91.60.37,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],teamspaceext.merck.com,155.91.34.221,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],th-isales.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],thunder.merck.com,155.91.27.189,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],tiea-it.merck.com,,d2xr4ekrgd3drs.cloudfront.net,"ns-1294.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",True,cloudfront,,,,,,
[x],tiea.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],tmscloud.merck.com,129.147.73.196,lbaas-mckctmsprd-pvt-01.opc.oracleoutsourcing.com,"ns1.p04.dynect.net, hostmaster.oracle.com",NOERROR,,,,,,,,,
[x],tmtally-it.merck.com,,,,NOERROR,,,,,,,,,
[x],tr1-isales.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],tr2-isales.merck.com,155.91.34.189,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],trademarks.merck.com,104.41.155.188,"trademark.azurewebsites.net, ssl.trademark.azurewebsites.net","ns1-224.azure-dns.com, msnhst.microsoft.com",NOERROR,,True,azure,,,,,,
[x],travelservicesdata-it.merck.com,,,,NOERROR,,,,,,,,,
[x],tst-webmail.merck.com,155.91.27.141,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uat-accesscodes.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uat-mcm.email.msd.com,35.234.140.243,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,,True,google,,,,,,
[x],uat-mma-admin.merck.com,"13.226.153.27, 13.226.153.45, 13.226.153.5, 13.226.153.50",d31cgjkkqpkm88.cloudfront.net,"ns-433.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1861.awsdns-40.co.uk, ns-433.awsdns-54.com, ns-997.awsdns-60.net, ns-1492.awsdns-58.org",True,cloudfront,,,,,,
[x],uat.dsr.merck.com,"13.248.198.0, 76.223.68.176",dsr-gdpr-uat.apps.europe.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uat.dsr.msd.com,"13.248.198.0, 76.223.68.176",dsr-gdpr-uat.apps.europe.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uat.sit.merck.com,"54.40.187.13, 54.40.185.218, 54.40.186.68",internal-uat-myitportalloadbalancer-216803162.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],uikit.merck.com,"18.66.147.55, 18.66.147.5, 18.66.147.40, 18.66.147.34",d19uptdzt0vzj5.cloudfront.net,"ns-881.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1569.awsdns-04.co.uk, ns-309.awsdns-38.com, ns-881.awsdns-46.net, ns-1442.awsdns-52.org",True,cloudfront,,,,,,
[x],ukchatbottest.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usbrnf-sfn-ctp.merck.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],usctapa500213b.merck.com,,,,NOERROR,,,,,,,,,
[x],usctapd00427.merck.com,,,,NOERROR,,,,,,,,,
[x],usctapp640323.merck.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],usctcc17-drac.merck.com,,,,NOERROR,,,,,,,,,
[x],usctct1-sbc.merck.com,155.91.38.90,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usctcv1-amvcse.merck.com,155.91.38.35,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usctcv2-amvcse.merck.com,155.91.38.36,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usctisef02-dmz.merck.com,155.91.38.17,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net",,,,,,,,
[x],usctmxp51114.merck.com,54.48.40.148,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usctsm02int.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uscttw1110.merck.com,155.91.38.1,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uscttw1113.merck.com,155.91.38.4,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usdhadmin-devtest.merck.com,"108.157.4.74, 108.157.4.34, 108.157.4.20, 108.157.4.80",dqca93bup049u.cloudfront.net,"ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-568.awsdns-07.net, ns-1071.awsdns-05.org, ns-1616.awsdns-10.co.uk, ns-24.awsdns-03.com",True,cloudfront,,,,,,
[x],usdhadmin-test.merck.com,"13.225.78.129, 13.225.78.4, 13.225.78.22, 13.225.78.116",dmcofak7bs3y3.cloudfront.net,"ns-520.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-520.awsdns-01.net, ns-130.awsdns-16.com, ns-1481.awsdns-57.org, ns-1576.awsdns-05.co.uk",True,cloudfront,,,,,,
[x],usdhadmin-uat.merck.com,"13.32.121.25, 13.32.121.115, 13.32.121.16, 13.32.121.96",d2aic8hk1jgx00.cloudfront.net,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1814.awsdns-34.co.uk, ns-329.awsdns-41.com, ns-1413.awsdns-48.org, ns-625.awsdns-14.net",True,cloudfront,,,,,,
[x],usktct1-sbc.merck.com,155.91.37.92,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usktcv1-amvcse.merck.com,155.91.37.35,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usktcv1-expwye.merck.com,155.91.37.37,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",,,,,,,,
[x],usktcv2-amvcse.merck.com,155.91.37.36,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usorder.commerce-hh-d2.merck.com,40.76.6.109,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],usorder.commerce-hh-d3.merck.com,40.71.88.131,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],usorder.commerce-hh-s1.merck.com,23.96.41.198,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],usryap0026.merck.com,155.91.6.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usryim08.merck.com,155.91.6.30,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],usvaccine.commerce-hh-d3.merck.com,40.71.88.131,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],uswhsf1-vpn.merck.com,155.91.19.230,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uswhst1-expwye.merck.com,155.91.37.90,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uswhsv1-labvcse.merck.com,155.91.37.50,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uswhsv2-labvcse.merck.com,155.91.37.46,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uswsap0693.merck.com,155.91.37.199,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uswsap0694.merck.com,155.91.37.198,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uswstw1110.merck.com,155.91.37.1,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],uswstw1111.merck.com,155.91.37.2,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],veevamail.merck.com,34.102.239.211,mailgun.org,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-133.awsdns-16.com, ns-586.awsdns-09.net, ns-1482.awsdns-57.org, ns-1614.awsdns-09.co.uk",True,google,"8f7088gv5932jxw9lwwd1b6ttx2pw2ds, v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA",,,"mxa.mailgun.org, mxb.mailgun.org",,"digicert.com, letsencrypt.org, ;"
[x],view.dmc.msd.com,136.147.129.32,view.virt.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],view.mail.cs.msd.com,128.17.240.215,tlb8wwxb7vxxdwrmpl4szwzb2y48.view-sap.sfmc-marketing.com,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],viq.merck.com,"76.223.76.171, 13.248.206.15",redirect-prod-asia.apps.asia.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],voltage-pp-0000.merck.com,155.91.6.158,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],voltage-ps-0000.merck.com,155.91.6.157,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],vrtour.merck.com,192.0.66.224,merck.com,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"cbru.br.ns.els-gms.att.net, dbru.br.ns.els-gms.att.net, ns6.customer.level3.net, dmtu.mt.ns.els-gms.att.net, ns9.customer.level3.net, cmtu.mt.ns.els-gms.att.net",,,"onetrust-domain-verification=6095750f880442f6a27969ee753b9623, docker-verification=b412836e-72f7-4a97-a67f-559c47a1d517, kjDXtGLRgdP5O01I8wySejNk1/dm/A3GVOA1+hhDBKzg7pDUohIuvQh+yqF8s4c5ypL6vo1xh0shh6oaFlpGUg==, google-site-verification=Mxpc7VG_3cBpAqm9gE0YjgVs80pVkZs6-mSZTJeDZSM, 2mjbhlht9j0g3928i2oe5nqi6a, rvxhp3tp6ft3s0tm57v4fmnt2x59clpq, ibmid= 81d5ac3b-53ce-4d24-9062-4057a4045f96, MS=ms81705768, google-site-verification=TNvYRxzRPZ9bp12r3tS8oIWZ7CqmudOjsx7_f2a9UCg, 44e4c91b36f190hu3vc5j589r, g4mp7kf92k0pttl4dwpc66sm3y4hhslc, _globalsign-domain-verification=J7ojurG8pfHB1_T7RRXWhSXvJnAJ-Ly9X4moPnOfve, 20q8kh5vb8lc34dg17lk07rh5n, y24y8d5tf27321g3h6rs2z3q8k8md9ls, autodesk-domain-verification=QidA8UKJFkGFps0q21Ve, w0sg3gyn09nh3tqmf65frh18nddvmx3v, onetrust-domain-verification=1478f1a6e1ed4c2c9c099a356b4e1284, 76dkj9u7598f7503gp8j9thda8, MS=ms73390276, TNvYRxzRPZ9bp12r3tS8oIWZ7CqmudOjsx7_f2a9UCg, ehklccfrmqtog011qavchou5oo, zm4xgs82p44jf5nbr2fv8k95d34vljck, v=DMARC1; p=none; pct=100; rua=mailto:sensehubfeedlot@merck.com, adobe-idp-site-verification=c9df9d351e2d97fe46b43740c6593677199a0bc21036f69a3e304fb45ba1fdba, 8gcvl81vgkbcnq6nz80f12rq0cy438h2, 2a6hcn5keoukshbma518dg69a5, flexera-domain-verification-pjdxpopuhvhasmse, ys4kh6150g7rsrgnr5kzmqzykkwpbhlv, v=spf1 include:spf1.merck.com include:spf2.merck.com ~all, workplace-domain-verification=cZLaRzArPk5jzUj4tcvJm8xtxeWedR, atlassian-domain-verification=ciUKXFyshP71uhmcYlixwC3ClAKoTjYehQTYKZ/4WdBAEfdP7ZKxfTbXsSYkVgky, facebook-domain-verification=9kjy8qvfwmsr3wjj8wci2waq80vl1c, cloudhealth=1f6ab3c0-a9a8-4379-b750-c416c5a023d7, vmware-cloud-verification-1840573e-2bc4-4fb4-b45d-cdc1083f431d, google-site-verification=k7Tz6dZz7mJa7iQ8I1cqR2Kn_gDRTYoWEMMhcSFyYT4, google-site-verification=fFR6UZDhXRia_VuIGTVOCOlwQzpsndzqs6PubIIOfnk, jlvgnenmenn78fup62soefgcph, NM3NBUfHMehhQbbV4KLwYKCcHEGbMIeUrR8WXIn+ECtXmrshEmZFlLtQN/Ve4ley/2xE5Dj5oFB51rYZBAt7xA==, Dynatrace-site-verification=3a44c6ac-87f4-4c95-a4b2-61b75996bcf9__556f2vbvbo83bs55ff6a3itci9",,,msdcloud.mail.protection.outlook.com,,
[x],webcast-editor-tool2.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],webcast-reps-test-platform.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],webconf.merck.com,155.91.38.32,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],webextest.merck.com,155.91.60.39,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],webim.merck.com,155.91.27.91,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],webmail-ap.merck.com,155.91.136.114,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],webmail-uat.merck.com,155.91.60.45,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],webmail.merck.com,"40.103.30.214, 52.96.19.198, 40.103.53.214, 40.103.29.166, 40.103.54.102, 40.103.53.182, 40.103.29.118, 40.103.54.70","a51093.d.outlook.com, pod51093.tm-3.office.com","ns1-35.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,"2603:1036:804:3c::6, 2603:1036:423:25::6, 2603:1036:23:24::6, 2603:1036:822:22::6, 2603:1036:120:3d::6, 2603:1036:23:6a::6, 2603:1036:d10:72::6, 2603:1036:303:2811::6",
[x],webmailext.merck.com,54.62.192.7,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],wonton.merck.com,155.91.6.228,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],workday.merck.com,"75.2.16.51, 99.83.236.178",redirect-prod.apps.americas.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],workday.msd.com,"13.248.206.15, 76.223.76.171",redirect-prod-asia.apps.asia.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],workfront-staging.msd.com,,d1hawj9dk1126f.cloudfront.net,,NOERROR,"ns-344.awsdns-43.com, ns-1322.awsdns-37.org, ns-742.awsdns-28.net, ns-1855.awsdns-39.co.uk",True,cloudfront,,,,,,
[x],workfront.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],workfrontsupport-staging.msd.com,"65.9.55.114, 65.9.55.80, 65.9.55.40, 65.9.55.128",dhyab51awhvp5.cloudfront.net,"ns-1100.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-115.awsdns-14.com, ns-1797.awsdns-32.co.uk, ns-627.awsdns-14.net, ns-1100.awsdns-09.org",True,cloudfront,,,,,,
[x],workfrontsupport.msd.com,,dxfo4pm50dt1q.cloudfront.net,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1515.awsdns-61.org, ns-1904.awsdns-46.co.uk, ns-212.awsdns-26.com, ns-730.awsdns-27.net",True,cloudfront,,,,,,
[x],workspace.merck.com,155.91.38.201,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],wp.merck.com,"192.0.66.224, 68.94.156.132, 99.99.99.132, 68.94.156.134, 99.99.99.134",merck.com,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"cbru.br.ns.els-gms.att.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, cmtu.mt.ns.els-gms.att.net",,,"MS=ms81705768, google-site-verification=fFR6UZDhXRia_VuIGTVOCOlwQzpsndzqs6PubIIOfnk, 20q8kh5vb8lc34dg17lk07rh5n, ehklccfrmqtog011qavchou5oo, _globalsign-domain-verification=J7ojurG8pfHB1_T7RRXWhSXvJnAJ-Ly9X4moPnOfve, kjDXtGLRgdP5O01I8wySejNk1/dm/A3GVOA1+hhDBKzg7pDUohIuvQh+yqF8s4c5ypL6vo1xh0shh6oaFlpGUg==, g4mp7kf92k0pttl4dwpc66sm3y4hhslc, 2mjbhlht9j0g3928i2oe5nqi6a, google-site-verification=Mxpc7VG_3cBpAqm9gE0YjgVs80pVkZs6-mSZTJeDZSM, y24y8d5tf27321g3h6rs2z3q8k8md9ls, adobe-idp-site-verification=c9df9d351e2d97fe46b43740c6593677199a0bc21036f69a3e304fb45ba1fdba, cloudhealth=1f6ab3c0-a9a8-4379-b750-c416c5a023d7, NM3NBUfHMehhQbbV4KLwYKCcHEGbMIeUrR8WXIn+ECtXmrshEmZFlLtQN/Ve4ley/2xE5Dj5oFB51rYZBAt7xA==, vmware-cloud-verification-1840573e-2bc4-4fb4-b45d-cdc1083f431d, flexera-domain-verification-pjdxpopuhvhasmse, rvxhp3tp6ft3s0tm57v4fmnt2x59clpq, facebook-domain-verification=9kjy8qvfwmsr3wjj8wci2waq80vl1c, docker-verification=b412836e-72f7-4a97-a67f-559c47a1d517, zm4xgs82p44jf5nbr2fv8k95d34vljck, TNvYRxzRPZ9bp12r3tS8oIWZ7CqmudOjsx7_f2a9UCg, MS=ms73390276, onetrust-domain-verification=1478f1a6e1ed4c2c9c099a356b4e1284, 44e4c91b36f190hu3vc5j589r, v=spf1 include:spf1.merck.com include:spf2.merck.com ~all, v=DMARC1; p=none; pct=100; rua=mailto:sensehubfeedlot@merck.com, 2a6hcn5keoukshbma518dg69a5, 8gcvl81vgkbcnq6nz80f12rq0cy438h2, autodesk-domain-verification=QidA8UKJFkGFps0q21Ve, google-site-verification=k7Tz6dZz7mJa7iQ8I1cqR2Kn_gDRTYoWEMMhcSFyYT4, ibmid= 81d5ac3b-53ce-4d24-9062-4057a4045f96, w0sg3gyn09nh3tqmf65frh18nddvmx3v, ys4kh6150g7rsrgnr5kzmqzykkwpbhlv, jlvgnenmenn78fup62soefgcph, 76dkj9u7598f7503gp8j9thda8, atlassian-domain-verification=ciUKXFyshP71uhmcYlixwC3ClAKoTjYehQTYKZ/4WdBAEfdP7ZKxfTbXsSYkVgky, onetrust-domain-verification=6095750f880442f6a27969ee753b9623, workplace-domain-verification=cZLaRzArPk5jzUj4tcvJm8xtxeWedR, Dynatrace-site-verification=3a44c6ac-87f4-4c95-a4b2-61b75996bcf9__556f2vbvbo83bs55ff6a3itci9, google-site-verification=TNvYRxzRPZ9bp12r3tS8oIWZ7CqmudOjsx7_f2a9UCg",,,msdcloud.mail.protection.outlook.com,,
[x],www.adp-brazil.msd.com,"99.83.236.178, 75.2.16.51",*.apps.americas.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www.clinicaldevelopmentsuppliers.merck.com,52.26.119.242,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www.disclosure.msd.com,62.209.169.126,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www.dvdol-dev.merck.com,,d1op2v5b65vxcu.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],www.edm-mt.merck.com,155.91.16.123,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www.egpstest.msd.com,,redirect-test-asia.apps.asia.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www.grantplantest.msd.com,"76.223.76.171, 13.248.206.15",*.apps.asia.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www.msddiabetessymposiummiami24augustla.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www1.merckorders-qr1.merck.com,155.91.27.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www1.merckptp-fp1.merck.com,155.91.27.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www2.merckorders-qr1.merck.com,155.91.27.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www3.merckorders-qr1.merck.com,155.91.27.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www4.merckorders-qr1.merck.com,155.91.27.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],www6.merckorders-qr1.merck.com,155.91.27.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],xmpp.merck.com,155.91.38.105,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],za-isales.merck.com,155.91.34.80,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
